*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:38:07 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  1.04E+00 |  0.885735 |  0.885735 |      8.00 |      7.00 |  0.103300 |  0.583457 |  1.00E-02 |      0.08 | 
|         1 |       148 |  1.03E+00 |  0.886833 |  0.886833 |      8.00 |      7.00 |  0.040001 |  0.275951 |  1.00E-02 |      0.27 | 
|         1 |       222 |  1.00E+00 |  0.886517 |  0.886833 |      8.00 |      7.00 |  0.036169 |  0.202838 |  1.00E-02 |      0.45 | 
|         1 |       296 |  9.64E-01 |  0.893818 |  0.893818 |      8.00 |      7.00 |  0.147138 |  0.216327 |  9.99E-03 |      0.63 | 
|         1 |       370 |  9.09E-01 |  0.897399 |  0.897399 |      8.00 |      7.00 |  0.235217 |  0.505047 |  9.99E-03 |      0.82 | 
|         1 |       444 |  8.42E-01 |  0.887509 |  0.897399 |      8.00 |      7.00 |  0.844640 |  0.681695 |  9.98E-03 |      1.00 | 
|         1 |       518 |  7.77E-01 |  0.906918 |  0.906918 |      8.00 |      7.00 |  0.793422 |  0.262110 |  9.98E-03 |      1.19 | 
|         1 |       592 |  7.38E-01 |  0.883942 |  0.906918 |      8.00 |      7.00 |  2.573613 |  0.829093 |  9.97E-03 |      1.37 | 
|         1 |       666 |  6.99E-01 |  0.858776 |  0.906918 |      8.00 |      7.00 |  1.136264 |  0.394599 |  9.96E-03 |      1.55 | 
|         1 |       740 |  6.57E-01 |  0.872573 |  0.906918 |      8.00 |      7.00 |  0.715723 |  0.288184 |  9.96E-03 |      1.74 | 
|         1 |       814 |  6.14E-01 |  0.851668 |  0.906918 |      8.00 |      7.00 |  0.281601 |  0.191705 |  9.95E-03 |      1.92 | 
|         1 |       823 |  6.10E-01 |  0.873259 |  0.906918 |      8.00 |      7.00 |  0.201351 |  0.166337 |  9.94E-03 |      2.04 | 
|         2 |        74 |  2.06E-01 |  0.816369 |  0.906918 |      8.00 |      7.00 |  1.377850 |  0.614237 |  9.93E-03 |      2.14 | 
|         2 |       148 |  2.00E-01 |  0.881089 |  0.906918 |      8.00 |      7.00 |  0.490445 |  0.333324 |  9.92E-03 |      2.32 | 
|         2 |       222 |  2.01E-01 |  0.891416 |  0.906918 |      8.00 |      7.00 |  0.913560 |  0.359621 |  9.91E-03 |      2.52 | 
|         2 |       296 |  2.14E-01 |  0.901651 |  0.906918 |      8.00 |      7.00 |  0.875815 |  0.286934 |  9.90E-03 |      2.71 | 
|         2 |       370 |  2.21E-01 |  0.870899 |  0.906918 |      8.00 |      7.00 |  0.317536 |  0.263635 |  9.88E-03 |      2.89 | 
|         2 |       444 |  2.17E-01 |  0.905814 |  0.906918 |      8.00 |      7.00 |  0.828121 |  0.493482 |  9.87E-03 |      3.08 | 
|         2 |       518 |  2.44E-01 |  0.906062 |  0.906918 |      8.00 |      7.00 |  0.671571 |  0.456999 |  9.85E-03 |      3.27 | 
|         2 |       592 |  2.62E-01 |  0.894392 |  0.906918 |      8.00 |      7.00 |  0.311443 |  0.309554 |  9.84E-03 |      3.45 | 
|         2 |       666 |  2.56E-01 |  0.892704 |  0.906918 |      8.00 |      7.00 |  0.410157 |  0.171411 |  9.82E-03 |      3.66 | 
|         2 |       740 |  2.48E-01 |  0.897022 |  0.906918 |      8.00 |      7.00 |  0.600980 |  0.598558 |  9.80E-03 |      3.84 | 
|         2 |       814 |  2.43E-01 |  0.873669 |  0.906918 |      8.00 |      7.00 |  1.409976 |  0.896173 |  9.78E-03 |      4.02 | 
|         2 |       823 |  2.42E-01 |  0.881517 |  0.906918 |      8.00 |      7.00 |  0.401618 |  0.349764 |  9.78E-03 |      4.14 | 
|         3 |        74 |  1.81E-01 |  0.875589 |  0.906918 |      8.00 |      7.00 |  0.347773 |  0.326117 |  9.76E-03 |      4.23 | 
|         3 |       148 |  1.68E-01 |  0.871294 |  0.906918 |      8.00 |      7.00 |  0.225476 |  0.163774 |  9.74E-03 |      4.41 | 
|         3 |       222 |  1.70E-01 |  0.857667 |  0.906918 |      8.00 |      7.00 |  0.736197 |  0.539118 |  9.72E-03 |      4.60 | 
|         3 |       296 |  1.63E-01 |  0.870817 |  0.906918 |      8.00 |      7.00 |  0.420079 |  0.343147 |  9.69E-03 |      4.78 | 
|         3 |       370 |  1.65E-01 |  0.896501 |  0.906918 |      8.00 |      7.00 |  1.164840 |  0.378941 |  9.67E-03 |      4.97 | 
|         3 |       444 |  1.75E-01 |  0.875000 |  0.906918 |      8.00 |      7.00 |  0.296140 |  0.195695 |  9.65E-03 |      5.15 | 
|         3 |       518 |  1.88E-01 |  0.882374 |  0.906918 |      8.00 |      7.00 |  0.732650 |  0.459534 |  9.62E-03 |      5.33 | 
|         3 |       592 |  2.01E-01 |  0.873734 |  0.906918 |      8.00 |      7.00 |  0.565800 |  0.271328 |  9.60E-03 |      5.52 | 
|         3 |       666 |  2.06E-01 |  0.854405 |  0.906918 |      8.00 |      7.00 |  1.154216 |  0.437959 |  9.57E-03 |      5.70 | 
|         3 |       740 |  2.35E-01 |  0.873353 |  0.906918 |      8.00 |      7.00 |  1.999744 |  0.770815 |  9.54E-03 |      5.89 | 
|         3 |       814 |  2.47E-01 |  0.868955 |  0.906918 |      8.00 |      7.00 |  0.968347 |  0.540806 |  9.51E-03 |      6.07 | 
|         3 |       823 |  2.47E-01 |  0.900181 |  0.906918 |      8.00 |      7.00 |  0.463059 |  0.398809 |  9.51E-03 |      6.19 | 
|         4 |        74 |  3.81E-01 |  0.900774 |  0.906918 |      8.00 |      7.00 |  5.404385 |  1.074211 |  9.48E-03 |      6.27 | 
|         4 |       148 |  3.39E-01 |  0.878378 |  0.906918 |      8.00 |      7.00 |  1.719797 |  0.900201 |  9.45E-03 |      6.45 | 
|         4 |       222 |  2.97E-01 |  0.880978 |  0.906918 |      8.00 |      7.00 |  0.559633 |  0.477286 |  9.42E-03 |      6.64 | 
|         4 |       296 |  2.94E-01 |  0.889996 |  0.906918 |      8.00 |      7.00 |  1.076911 |  0.347278 |  9.39E-03 |      6.82 | 
|         4 |       370 |  2.80E-01 |  0.882773 |  0.906918 |      8.00 |      7.00 |  0.391011 |  0.224091 |  9.36E-03 |      7.00 | 
|         4 |       444 |  2.69E-01 |  0.873644 |  0.906918 |      8.00 |      7.00 |  0.357796 |  0.166555 |  9.32E-03 |      7.19 | 
|         4 |       518 |  2.75E-01 |  0.872807 |  0.906918 |      8.00 |      7.00 |  2.010489 |  0.647512 |  9.29E-03 |      7.37 | 
|         4 |       592 |  2.67E-01 |  0.863922 |  0.906918 |      8.00 |      7.00 |  0.367658 |  0.163061 |  9.25E-03 |      7.55 | 
|         4 |       666 |  2.59E-01 |  0.894869 |  0.906918 |      8.00 |      7.00 |  1.131899 |  0.699045 |  9.22E-03 |      7.74 | 
|         4 |       740 |  2.63E-01 |  0.867275 |  0.906918 |      8.00 |      7.00 |  1.115690 |  0.405558 |  9.18E-03 |      7.92 | 
|         4 |       814 |  2.77E-01 |  0.906205 |  0.906918 |      8.00 |      7.00 |  1.550272 |  0.371215 |  9.15E-03 |      8.11 | 
|         4 |       823 |  2.78E-01 |  0.908694 |  0.908694 |      8.00 |      7.00 |  0.711822 |  0.178350 |  9.14E-03 |      8.22 | 
|         5 |        74 |  4.36E-01 |  0.899353 |  0.908694 |      8.00 |      7.00 |  0.643475 |  0.293087 |  9.10E-03 |      8.31 | 
|         5 |       148 |  4.90E-01 |  0.904606 |  0.908694 |      8.00 |      7.00 |  1.796730 |  0.264825 |  9.06E-03 |      8.49 | 
|         5 |       222 |  4.95E-01 |  0.892407 |  0.908694 |      8.00 |      7.00 |  1.257405 |  0.527096 |  9.03E-03 |      8.67 | 
|         5 |       296 |  5.07E-01 |  0.879298 |  0.908694 |      8.00 |      7.00 |  0.614323 |  0.463886 |  8.99E-03 |      8.86 | 
|         5 |       370 |  4.84E-01 |  0.893839 |  0.908694 |      8.00 |      7.00 |  1.735490 |  0.688158 |  8.94E-03 |      9.04 | 
|         5 |       444 |  4.99E-01 |  0.903963 |  0.908694 |      8.00 |      7.00 |  0.695712 |  0.317191 |  8.90E-03 |      9.22 | 
|         5 |       518 |  4.70E-01 |  0.903606 |  0.908694 |      8.00 |      7.00 |  0.226845 |  0.258736 |  8.86E-03 |      9.41 | 
|         5 |       592 |  4.75E-01 |  0.808074 |  0.908694 |      8.00 |      7.00 |  0.911558 |  0.515844 |  8.82E-03 |      9.59 | 
|         5 |       666 |  4.82E-01 |  0.886269 |  0.908694 |      8.00 |      7.00 |  0.310827 |  0.236377 |  8.78E-03 |      9.78 | 
|         5 |       740 |  4.72E-01 |  0.894247 |  0.908694 |      8.00 |      7.00 |  0.403323 |  0.233034 |  8.73E-03 |      9.96 | 
|         5 |       814 |  4.57E-01 |  0.898113 |  0.908694 |      8.00 |      7.00 |  0.915720 |  0.578485 |  8.69E-03 |     10.14 | 
|         5 |       823 |  4.54E-01 |  0.895148 |  0.908694 |      8.00 |      7.00 |  1.318606 |  0.285358 |  8.68E-03 |     10.26 | 
|         6 |        74 |  2.99E-01 |  0.891055 |  0.908694 |      8.00 |      7.00 |  0.638241 |  1.043927 |  8.64E-03 |     10.35 | 
|         6 |       148 |  3.04E-01 |  0.884440 |  0.908694 |      8.00 |      7.00 |  0.648717 |  0.356210 |  8.59E-03 |     10.53 | 
|         6 |       222 |  3.27E-01 |  0.904504 |  0.908694 |      8.00 |      7.00 |  4.238495 |  1.944309 |  8.54E-03 |     10.72 | 
|         6 |       296 |  4.03E-01 |  0.900769 |  0.908694 |      8.00 |      7.00 |  0.711906 |  0.581345 |  8.50E-03 |     10.90 | 
|         6 |       370 |  3.82E-01 |  0.900994 |  0.908694 |      8.00 |      7.00 |  1.780505 |  0.811640 |  8.45E-03 |     11.08 | 
|         6 |       444 |  3.72E-01 |  0.886214 |  0.908694 |      8.00 |      7.00 |  1.148690 |  0.524172 |  8.40E-03 |     11.26 | 
|         6 |       518 |  3.50E-01 |  0.875640 |  0.908694 |      8.00 |      7.00 |  0.845663 |  0.476943 |  8.35E-03 |     11.44 | 
|         6 |       592 |  3.34E-01 |  0.897678 |  0.908694 |      8.00 |      7.00 |  1.567342 |  1.046122 |  8.30E-03 |     11.63 | 
|         6 |       666 |  3.32E-01 |  0.906706 |  0.908694 |      8.00 |      7.00 |  0.975557 |  0.576382 |  8.25E-03 |     11.81 | 
|         6 |       740 |  3.33E-01 |  0.867269 |  0.908694 |      8.00 |      7.00 |  0.401934 |  0.196133 |  8.20E-03 |     11.99 | 
|         6 |       814 |  3.24E-01 |  0.857770 |  0.908694 |      8.00 |      7.00 |  4.428984 |  1.498152 |  8.15E-03 |     12.18 | 
|         6 |       823 |  3.22E-01 |  0.875692 |  0.908694 |      8.00 |      7.00 |  1.274415 |  0.508040 |  8.15E-03 |     12.29 | 
|         7 |        74 |  1.78E-01 |  0.888089 |  0.908694 |      8.00 |      7.00 |  0.746263 |  0.337682 |  8.09E-03 |     12.38 | 
|         7 |       148 |  1.90E-01 |  0.869152 |  0.908694 |      8.00 |      7.00 |  4.099537 |  2.066485 |  8.04E-03 |     12.56 | 
|         7 |       222 |  2.00E-01 |  0.888889 |  0.908694 |      8.00 |      7.00 |  2.377020 |  0.540323 |  7.99E-03 |     12.75 | 
|         7 |       296 |  3.08E-01 |  0.897930 |  0.908694 |      8.00 |      7.00 |  0.633764 |  0.209896 |  7.94E-03 |     12.93 | 
|         7 |       370 |  3.64E-01 |  0.900907 |  0.908694 |      8.00 |      7.00 |  0.713103 |  0.187247 |  7.88E-03 |     13.12 | 
|         7 |       444 |  4.17E-01 |  0.899672 |  0.908694 |      8.00 |      7.00 |  0.370206 |  0.211287 |  7.83E-03 |     13.30 | 
|         7 |       518 |  4.30E-01 |  0.904745 |  0.908694 |      8.00 |      7.00 |  0.829117 |  0.238874 |  7.77E-03 |     13.48 | 
|         7 |       592 |  4.35E-01 |  0.907044 |  0.908694 |      8.00 |      7.00 |  1.031703 |  0.724860 |  7.72E-03 |     13.67 | 
|         7 |       666 |  4.36E-01 |  0.903902 |  0.908694 |      8.00 |      7.00 |  0.311513 |  0.296326 |  7.66E-03 |     13.85 | 
|         7 |       740 |  4.47E-01 |  0.911311 |  0.911311 |      8.00 |      7.00 |  2.052062 |  0.729174 |  7.61E-03 |     14.03 | 
|         7 |       814 |  4.45E-01 |  0.906318 |  0.911311 |      8.00 |      7.00 |  0.565153 |  0.376950 |  7.55E-03 |     14.21 | 
|         7 |       823 |  4.52E-01 |  0.907575 |  0.911311 |      8.00 |      7.00 |  1.045545 |  0.412507 |  7.54E-03 |     14.33 | 
|         8 |        74 |  3.67E-01 |  0.911589 |  0.911589 |      8.00 |      7.00 |  1.275167 |  0.326558 |  7.49E-03 |     14.42 | 
|         8 |       148 |  3.66E-01 |  0.908511 |  0.911589 |      8.00 |      7.00 |  1.672104 |  0.992564 |  7.43E-03 |     14.60 | 
|         8 |       222 |  4.19E-01 |  0.905130 |  0.911589 |      8.00 |      7.00 |  6.200295 |  2.632903 |  7.37E-03 |     14.78 | 
|         8 |       296 |  4.33E-01 |  0.908640 |  0.911589 |      8.00 |      7.00 |  2.933789 |  1.560646 |  7.31E-03 |     14.96 | 
|         8 |       370 |  4.19E-01 |  0.909539 |  0.911589 |      8.00 |      7.00 |  0.519652 |  0.645914 |  7.26E-03 |     15.15 | 
|         8 |       444 |  4.25E-01 |  0.901961 |  0.911589 |      8.00 |      7.00 |  0.970245 |  0.423594 |  7.20E-03 |     15.33 | 
|         8 |       518 |  4.16E-01 |  0.908700 |  0.911589 |      8.00 |      7.00 |  0.737643 |  0.370942 |  7.14E-03 |     15.51 | 
|         8 |       592 |  4.18E-01 |  0.906429 |  0.911589 |      8.00 |      7.00 |  2.449147 |  1.632031 |  7.08E-03 |     15.70 | 
|         8 |       666 |  4.11E-01 |  0.904031 |  0.911589 |      8.00 |      7.00 |  0.836092 |  0.315829 |  7.02E-03 |     15.91 | 
|         8 |       740 |  4.04E-01 |  0.904916 |  0.911589 |      8.00 |      7.00 |  1.113537 |  0.636178 |  6.96E-03 |     16.11 | 
|         8 |       814 |  4.10E-01 |  0.898990 |  0.911589 |      8.00 |      7.00 |  1.596501 |  0.547301 |  6.90E-03 |     16.32 | 
|         8 |       823 |  4.10E-01 |  0.901471 |  0.911589 |      8.00 |      7.00 |  3.633700 |  0.481528 |  6.89E-03 |     16.44 | 
|         9 |        74 |  3.62E-01 |  0.899030 |  0.911589 |      8.00 |      7.00 |  2.472250 |  0.700342 |  6.83E-03 |     16.53 | 
|         9 |       148 |  3.62E-01 |  0.900212 |  0.911589 |      8.00 |      7.00 |  2.854046 |  1.159632 |  6.77E-03 |     16.72 | 
|         9 |       222 |  4.10E-01 |  0.898243 |  0.911589 |      8.00 |      7.00 |  0.829366 |  0.569237 |  6.71E-03 |     16.90 | 
|         9 |       296 |  3.90E-01 |  0.900036 |  0.911589 |      8.00 |      7.00 |  0.796850 |  0.410132 |  6.65E-03 |     17.09 | 
|         9 |       370 |  4.02E-01 |  0.862004 |  0.911589 |      8.00 |      7.00 |  1.525643 |  1.265289 |  6.59E-03 |     17.27 | 
|         9 |       444 |  4.79E-01 |  0.872154 |  0.911589 |      8.00 |      7.00 |  4.523738 |  1.024301 |  6.52E-03 |     17.46 | 
|         9 |       518 |  5.17E-01 |  0.881033 |  0.911589 |      8.00 |      7.00 |  2.125899 |  0.541480 |  6.46E-03 |     17.64 | 
|         9 |       592 |  5.49E-01 |  0.893357 |  0.911589 |      8.00 |      7.00 |  1.183454 |  0.388099 |  6.40E-03 |     17.83 | 
|         9 |       666 |  5.63E-01 |  0.899927 |  0.911589 |      8.00 |      7.00 |  1.677623 |  0.181234 |  6.34E-03 |     18.01 | 
|         9 |       740 |  5.72E-01 |  0.900719 |  0.911589 |      8.00 |      7.00 |  2.408588 |  0.659890 |  6.27E-03 |     18.20 | 
|         9 |       814 |  5.77E-01 |  0.901328 |  0.911589 |      8.00 |      7.00 |  1.217695 |  0.364555 |  6.21E-03 |     18.38 | 
|         9 |       823 |  5.77E-01 |  0.900322 |  0.911589 |      8.00 |      7.00 |  2.135611 |  0.348743 |  6.20E-03 |     18.49 | 
|        10 |        74 |  7.23E-01 |  0.902738 |  0.911589 |      8.00 |      7.00 |  0.607026 |  0.127141 |  6.14E-03 |     18.58 | 
|        10 |       148 |  6.98E-01 |  0.901480 |  0.911589 |      8.00 |      7.00 |  0.516489 |  0.295095 |  6.08E-03 |     18.76 | 
|        10 |       222 |  6.78E-01 |  0.903736 |  0.911589 |      8.00 |      7.00 |  1.246992 |  0.304007 |  6.02E-03 |     18.95 | 
|        10 |       296 |  6.49E-01 |  0.902597 |  0.911589 |      8.00 |      7.00 |  0.747659 |  0.398889 |  5.95E-03 |     19.13 | 
|        10 |       370 |  6.30E-01 |  0.901961 |  0.911589 |      8.00 |      7.00 |  0.923822 |  0.777650 |  5.89E-03 |     19.31 | 
|        10 |       444 |  6.32E-01 |  0.903296 |  0.911589 |      8.00 |      7.00 |  0.825788 |  0.335639 |  5.83E-03 |     19.50 | 
|        10 |       518 |  6.31E-01 |  0.901154 |  0.911589 |      8.00 |      7.00 |  0.257726 |  0.193060 |  5.76E-03 |     19.68 | 
|        10 |       592 |  6.22E-01 |  0.901449 |  0.911589 |      8.00 |      7.00 |  1.891931 |  0.330333 |  5.70E-03 |     19.86 | 
|        10 |       666 |  6.17E-01 |  0.899929 |  0.911589 |      8.00 |      7.00 |  0.620538 |  0.305191 |  5.64E-03 |     20.05 | 
|        10 |       740 |  6.10E-01 |  0.902483 |  0.911589 |      8.00 |      7.00 |  1.510616 |  0.377955 |  5.57E-03 |     20.25 | 
|        10 |       814 |  6.06E-01 |  0.901692 |  0.911589 |      8.00 |      7.00 |  0.573228 |  0.167228 |  5.51E-03 |     20.44 | 
|        10 |       823 |  6.04E-01 |  0.902923 |  0.911589 |      8.00 |      7.00 |  0.448161 |  0.267559 |  5.50E-03 |     20.57 | 
|        11 |        74 |  5.36E-01 |  0.900965 |  0.911589 |      8.00 |      7.00 |  0.642572 |  0.206208 |  5.44E-03 |     20.66 | 
|        11 |       148 |  5.04E-01 |  0.897022 |  0.911589 |      8.00 |      7.00 |  0.720387 |  0.188537 |  5.37E-03 |     20.87 | 
|        11 |       222 |  5.21E-01 |  0.899069 |  0.911589 |      8.00 |      7.00 |  1.411210 |  0.376817 |  5.31E-03 |     21.06 | 
|        11 |       296 |  4.97E-01 |  0.897831 |  0.911589 |      8.00 |      7.00 |  1.344900 |  0.473541 |  5.25E-03 |     21.25 | 
|        11 |       370 |  5.19E-01 |  0.893117 |  0.911589 |      8.00 |      7.00 |  5.594986 |  1.162058 |  5.18E-03 |     21.48 | 
|        11 |       444 |  5.17E-01 |  0.886140 |  0.911589 |      8.00 |      7.00 |  0.614770 |  1.259308 |  5.12E-03 |     21.71 | 
|        11 |       518 |  4.96E-01 |  0.894756 |  0.911589 |      8.00 |      7.00 |  0.981332 |  0.465787 |  5.06E-03 |     21.94 | 
|        11 |       592 |  4.82E-01 |  0.882821 |  0.911589 |      8.00 |      7.00 |  1.719845 |  3.149827 |  4.99E-03 |     22.17 | 
|        11 |       666 |  4.74E-01 |  0.877895 |  0.911589 |      8.00 |      7.00 |  0.542463 |  0.224013 |  4.93E-03 |     22.44 | 
|        11 |       740 |  4.65E-01 |  0.884292 |  0.911589 |      8.00 |      7.00 |  7.240156 |  8.290896 |  4.87E-03 |     22.66 | 
|        11 |       814 |  4.57E-01 |  0.895906 |  0.911589 |      8.00 |      7.00 |  0.734989 |  0.409646 |  4.80E-03 |     22.88 | 
|        11 |       823 |  4.55E-01 |  0.888186 |  0.911589 |      8.00 |      7.00 |  1.473226 |  1.592130 |  4.80E-03 |     22.99 | 
|        12 |        74 |  3.39E-01 |  0.891453 |  0.911589 |      8.00 |      7.00 |  0.931464 |  0.319017 |  4.73E-03 |     23.08 | 
|        12 |       148 |  3.44E-01 |  0.894831 |  0.911589 |      8.00 |      7.00 |  2.593494 |  0.540453 |  4.67E-03 |     23.27 | 
|        12 |       222 |  3.46E-01 |  0.886676 |  0.911589 |      8.00 |      7.00 |  1.988517 |  0.236863 |  4.61E-03 |     23.46 | 
|        12 |       296 |  3.41E-01 |  0.885892 |  0.911589 |      8.00 |      7.00 |  0.369897 |  0.557787 |  4.55E-03 |     23.64 | 
|        12 |       370 |  3.36E-01 |  0.883310 |  0.911589 |      8.00 |      7.00 |  0.815093 |  0.655517 |  4.48E-03 |     23.83 | 
|        12 |       444 |  4.37E-01 |  0.902902 |  0.911589 |      8.00 |      7.00 |  0.443730 |  0.362523 |  4.42E-03 |     24.01 | 
|        12 |       518 |  4.62E-01 |  0.900322 |  0.911589 |      8.00 |      7.00 |  0.538246 |  0.172200 |  4.36E-03 |     24.20 | 
|        12 |       592 |  4.96E-01 |  0.901610 |  0.911589 |      8.00 |      7.00 |  0.277911 |  0.165145 |  4.30E-03 |     24.38 | 
|        12 |       666 |  5.20E-01 |  0.902649 |  0.911589 |      8.00 |      7.00 |  0.668461 |  0.458329 |  4.24E-03 |     24.58 | 
|        12 |       740 |  5.25E-01 |  0.905498 |  0.911589 |      8.00 |      7.00 |  0.434877 |  0.236686 |  4.18E-03 |     24.78 | 
|        12 |       814 |  5.25E-01 |  0.902115 |  0.911589 |      8.00 |      7.00 |  1.584625 |  0.419722 |  4.12E-03 |     24.97 | 
|        12 |       823 |  5.25E-01 |  0.901792 |  0.911589 |      8.00 |      7.00 |  0.267366 |  0.472032 |  4.11E-03 |     25.10 | 
|        13 |        74 |  5.40E-01 |  0.903226 |  0.911589 |      8.00 |      7.00 |  0.928612 |  0.265486 |  4.05E-03 |     25.19 | 
|        13 |       148 |  5.23E-01 |  0.896751 |  0.911589 |      8.00 |      7.00 |  5.162630 |  0.861385 |  3.99E-03 |     25.38 | 
