*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 12:54:39 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.01E+00 |  0.937343 |  0.937343 |      9.19 |      9.41 |  0.082674 |  0.339725 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.89E-01 |  0.935548 |  0.937343 |      9.46 |      9.58 |  0.060661 |  0.243046 |  1.00E-02 |      0.41 | 
|         1 |       111 |  9.64E-01 |  0.935130 |  0.937343 |      9.73 |      9.81 |  0.100061 |  0.412922 |  1.00E-02 |      0.72 | 
|         1 |       148 |  9.18E-01 |  0.943700 |  0.943700 |     10.17 |     10.14 |  0.136601 |  0.265792 |  9.99E-03 |      1.04 | 
|         1 |       185 |  8.46E-01 |  0.936571 |  0.943700 |     10.51 |     10.36 |  0.328658 |  0.317490 |  9.99E-03 |      1.36 | 
|         1 |       222 |  7.41E-01 |  0.932833 |  0.943700 |     10.76 |     10.50 |  0.178455 |  0.139804 |  9.98E-03 |      1.69 | 
|         1 |       259 |  6.59E-01 |  0.931973 |  0.943700 |     10.94 |     10.58 |  0.116615 |  0.168014 |  9.98E-03 |      2.03 | 
|         1 |       296 |  5.99E-01 |  0.928500 |  0.943700 |     11.08 |     10.63 |  0.192041 |  0.142437 |  9.97E-03 |      2.37 | 
|         1 |       333 |  5.49E-01 |  0.927978 |  0.943700 |     11.18 |     10.67 |  0.492523 |  0.143960 |  9.96E-03 |      2.70 | 
|         1 |       370 |  5.07E-01 |  0.935385 |  0.943700 |     11.27 |     10.71 |  0.359064 |  0.375531 |  9.95E-03 |      3.04 | 
|         1 |       407 |  4.75E-01 |  0.918317 |  0.943700 |     11.35 |     10.75 |  0.144726 |  0.110484 |  9.94E-03 |      3.38 | 
|         2 |        37 |  1.05E-01 |  0.923054 |  0.943700 |     12.86 |     11.84 |  0.109895 |  0.115554 |  9.93E-03 |      3.52 | 
|         2 |        74 |  7.89E-02 |  0.924390 |  0.943700 |     12.80 |     11.68 |  0.049354 |  0.038534 |  9.92E-03 |      3.86 | 
|         2 |       111 |  7.61E-02 |  0.925701 |  0.943700 |     12.81 |     11.68 |  0.127469 |  0.050460 |  9.91E-03 |      4.20 | 
|         2 |       148 |  6.77E-02 |  0.936585 |  0.943700 |     12.79 |     11.68 |  0.312170 |  0.137411 |  9.90E-03 |      4.54 | 
|         2 |       185 |  6.43E-02 |  0.922572 |  0.943700 |     12.75 |     11.68 |  0.216987 |  0.113132 |  9.88E-03 |      4.89 | 
|         2 |       222 |  6.19E-02 |  0.933027 |  0.943700 |     12.72 |     11.62 |  0.227367 |  0.121106 |  9.87E-03 |      5.26 | 
|         2 |       259 |  5.86E-02 |  0.926915 |  0.943700 |     12.71 |     11.56 |  0.118816 |  0.063347 |  9.85E-03 |      5.61 | 
|         2 |       296 |  5.52E-02 |  0.924151 |  0.943700 |     12.71 |     11.52 |  0.170132 |  0.092265 |  9.84E-03 |      5.96 | 
|         2 |       333 |  5.31E-02 |  0.936175 |  0.943700 |     12.74 |     11.51 |  0.072770 |  0.039110 |  9.82E-03 |      6.31 | 
|         2 |       370 |  5.10E-02 |  0.933476 |  0.943700 |     12.74 |     11.49 |  0.135929 |  0.103511 |  9.80E-03 |      6.67 | 
|         2 |       407 |  4.99E-02 |  0.929649 |  0.943700 |     12.72 |     11.48 |  0.070292 |  0.074055 |  9.78E-03 |      7.04 | 
|         3 |        37 |  3.50E-02 |  0.930924 |  0.943700 |     12.81 |     11.30 |  0.268751 |  0.173091 |  9.76E-03 |      7.18 | 
|         3 |        74 |  3.11E-02 |  0.922243 |  0.943700 |     12.78 |     11.27 |  0.134240 |  0.071432 |  9.74E-03 |      7.55 | 
|         3 |       111 |  3.16E-02 |  0.931072 |  0.943700 |     12.80 |     11.31 |  0.105160 |  0.041923 |  9.72E-03 |      7.90 | 
|         3 |       148 |  3.90E-02 |  0.935111 |  0.943700 |     12.76 |     11.38 |  0.145404 |  0.085677 |  9.69E-03 |      8.25 | 
|         3 |       185 |  3.76E-02 |  0.906666 |  0.943700 |     12.76 |     11.37 |  0.071112 |  0.060826 |  9.67E-03 |      8.62 | 
|         3 |       222 |  3.58E-02 |  0.911619 |  0.943700 |     12.77 |     11.36 |  0.091509 |  0.087405 |  9.65E-03 |      8.99 | 
|         3 |       259 |  3.48E-02 |  0.921924 |  0.943700 |     12.79 |     11.36 |  0.105532 |  0.092753 |  9.62E-03 |      9.34 | 
|         3 |       296 |  3.43E-02 |  0.922590 |  0.943700 |     12.80 |     11.38 |  0.053010 |  0.042226 |  9.59E-03 |      9.70 | 
|         3 |       333 |  3.33E-02 |  0.921529 |  0.943700 |     12.80 |     11.37 |  0.218599 |  0.109507 |  9.57E-03 |     10.06 | 
|         3 |       370 |  3.29E-02 |  0.915992 |  0.943700 |     12.81 |     11.38 |  0.081721 |  0.077904 |  9.54E-03 |     10.43 | 
|         3 |       407 |  3.21E-02 |  0.903892 |  0.943700 |     12.83 |     11.38 |  0.159134 |  0.102488 |  9.51E-03 |     10.81 | 
|         4 |        37 |  2.34E-02 |  0.924440 |  0.943700 |     12.97 |     11.35 |  0.270845 |  0.064915 |  9.48E-03 |     10.95 | 
|         4 |        74 |  2.54E-02 |  0.914800 |  0.943700 |     12.96 |     11.45 |  0.034275 |  0.037180 |  9.45E-03 |     11.31 | 
|         4 |       111 |  2.53E-02 |  0.920885 |  0.943700 |     12.98 |     11.50 |  0.136872 |  0.071068 |  9.42E-03 |     11.71 | 
|         4 |       148 |  2.46E-02 |  0.914608 |  0.943700 |     12.98 |     11.49 |  0.100508 |  0.064746 |  9.39E-03 |     12.11 | 
|         4 |       185 |  2.42E-02 |  0.871184 |  0.943700 |     12.99 |     11.49 |  0.113581 |  0.106376 |  9.35E-03 |     12.49 | 
|         4 |       222 |  2.43E-02 |  0.906662 |  0.943700 |     13.00 |     11.51 |  0.100461 |  0.095383 |  9.32E-03 |     12.88 | 
|         4 |       259 |  2.38E-02 |  0.901266 |  0.943700 |     13.00 |     11.52 |  0.079049 |  0.071821 |  9.29E-03 |     13.28 | 
|         4 |       296 |  2.35E-02 |  0.923222 |  0.943700 |     13.01 |     11.56 |  0.144001 |  0.089487 |  9.25E-03 |     13.69 | 
|         4 |       333 |  2.24E-02 |  0.903710 |  0.943700 |     13.02 |     11.56 |  0.212222 |  0.109210 |  9.21E-03 |     14.08 | 
|         4 |       370 |  2.14E-02 |  0.932432 |  0.943700 |     13.02 |     11.58 |  0.177314 |  0.140611 |  9.18E-03 |     14.48 | 
|         4 |       407 |  2.06E-02 |  0.920694 |  0.943700 |     13.04 |     11.61 |  0.274683 |  0.210147 |  9.14E-03 |     14.87 | 
|         5 |        37 |  1.18E-02 |  0.925639 |  0.943700 |     13.24 |     11.86 |  0.064055 |  0.063696 |  9.10E-03 |     15.01 | 
|         5 |        74 |  1.18E-02 |  0.909570 |  0.943700 |     13.28 |     11.85 |  0.075828 |  0.041480 |  9.06E-03 |     15.41 | 
|         5 |       111 |  1.20E-02 |  0.928006 |  0.943700 |     13.31 |     11.86 |  0.113953 |  0.061409 |  9.02E-03 |     15.81 | 
|         5 |       148 |  1.14E-02 |  0.909175 |  0.943700 |     13.30 |     11.78 |  0.053460 |  0.035363 |  8.98E-03 |     16.20 | 
|         5 |       185 |  1.11E-02 |  0.910409 |  0.943700 |     13.30 |     11.77 |  0.045129 |  0.041775 |  8.94E-03 |     16.61 | 
|         5 |       222 |  1.06E-02 |  0.919020 |  0.943700 |     13.27 |     11.76 |  0.038256 |  0.021579 |  8.90E-03 |     17.00 | 
|         5 |       259 |  1.07E-02 |  0.914499 |  0.943700 |     13.28 |     11.80 |  0.179854 |  0.207959 |  8.86E-03 |     17.40 | 
|         5 |       296 |  1.06E-02 |  0.914378 |  0.943700 |     13.28 |     11.80 |  0.138163 |  0.098574 |  8.82E-03 |     17.80 | 
|         5 |       333 |  1.11E-02 |  0.932291 |  0.943700 |     13.28 |     11.80 |  0.068243 |  0.058720 |  8.77E-03 |     18.18 | 
|         5 |       370 |  1.09E-02 |  0.929535 |  0.943700 |     13.27 |     11.80 |  0.142134 |  0.063753 |  8.73E-03 |     18.58 | 
|         5 |       407 |  1.08E-02 |  0.920739 |  0.943700 |     13.26 |     11.80 |  0.117187 |  0.056359 |  8.68E-03 |     18.95 | 
|         6 |        37 |  9.49E-03 |  0.914469 |  0.943700 |     13.22 |     11.81 |  0.160015 |  0.096060 |  8.64E-03 |     19.11 | 
|         6 |        74 |  9.08E-03 |  0.922460 |  0.943700 |     13.26 |     11.72 |  0.091776 |  0.069634 |  8.59E-03 |     19.50 | 
|         6 |       111 |  8.86E-03 |  0.917817 |  0.943700 |     13.24 |     11.70 |  0.144166 |  0.080625 |  8.54E-03 |     19.87 | 
|         6 |       148 |  9.04E-03 |  0.927720 |  0.943700 |     13.25 |     11.74 |  0.045635 |  0.036060 |  8.50E-03 |     20.23 | 
|         6 |       185 |  8.93E-03 |  0.910915 |  0.943700 |     13.27 |     11.74 |  0.161811 |  0.139932 |  8.45E-03 |     20.61 | 
|         6 |       222 |  8.78E-03 |  0.909272 |  0.943700 |     13.27 |     11.73 |  0.082324 |  0.068424 |  8.40E-03 |     20.98 | 
|         6 |       259 |  8.62E-03 |  0.914328 |  0.943700 |     13.27 |     11.72 |  0.097241 |  0.076448 |  8.35E-03 |     21.35 | 
|         6 |       296 |  9.03E-03 |  0.918504 |  0.943700 |     13.27 |     11.74 |  0.176214 |  0.066870 |  8.30E-03 |     21.73 | 
|         6 |       333 |  8.78E-03 |  0.923096 |  0.943700 |     13.26 |     11.74 |  0.053111 |  0.015220 |  8.25E-03 |     22.08 | 
|         6 |       370 |  8.60E-03 |  0.910933 |  0.943700 |     13.27 |     11.73 |  0.042359 |  0.028663 |  8.20E-03 |     22.43 | 
|         6 |       407 |  8.51E-03 |  0.924661 |  0.943700 |     13.28 |     11.75 |  0.260040 |  0.189767 |  8.15E-03 |     22.79 | 
|         7 |        37 |  8.57E-03 |  0.928396 |  0.943700 |     13.27 |     11.78 |  0.145939 |  0.099727 |  8.09E-03 |     22.92 | 
|         7 |        74 |  8.47E-03 |  0.917859 |  0.943700 |     13.32 |     11.78 |  0.025826 |  0.018286 |  8.04E-03 |     23.28 | 
|         7 |       111 |  7.62E-03 |  0.918481 |  0.943700 |     13.32 |     11.70 |  0.066803 |  0.035170 |  7.99E-03 |     23.63 | 
|         7 |       148 |  7.38E-03 |  0.917577 |  0.943700 |     13.37 |     11.71 |  0.049427 |  0.025400 |  7.93E-03 |     23.97 | 
|         7 |       185 |  7.15E-03 |  0.900599 |  0.943700 |     13.35 |     11.74 |  0.050398 |  0.042435 |  7.88E-03 |     24.32 | 
|         7 |       222 |  7.26E-03 |  0.926567 |  0.943700 |     13.37 |     11.76 |  0.186478 |  0.163165 |  7.82E-03 |     24.68 | 
|         7 |       259 |  7.10E-03 |  0.918765 |  0.943700 |     13.36 |     11.78 |  0.043382 |  0.036175 |  7.77E-03 |     25.03 | 
|         7 |       296 |  6.93E-03 |  0.917250 |  0.943700 |     13.37 |     11.78 |  0.129581 |  0.059977 |  7.71E-03 |     25.38 | 
|         7 |       333 |  6.84E-03 |  0.909272 |  0.943700 |     13.36 |     11.77 |  0.042226 |  0.038897 |  7.66E-03 |     25.73 | 
|         7 |       370 |  6.81E-03 |  0.905248 |  0.943700 |     13.37 |     11.77 |  0.087431 |  0.063139 |  7.60E-03 |     26.08 | 
|         7 |       407 |  6.73E-03 |  0.922074 |  0.943700 |     13.38 |     11.78 |  0.069597 |  0.041642 |  7.54E-03 |     26.45 | 
|         8 |        37 |  6.74E-03 |  0.912459 |  0.943700 |     13.49 |     11.84 |  0.074181 |  0.050851 |  7.49E-03 |     26.60 | 
|         8 |        74 |  6.25E-03 |  0.905418 |  0.943700 |     13.47 |     11.84 |  0.097005 |  0.066645 |  7.43E-03 |     26.95 | 
|         8 |       111 |  5.96E-03 |  0.912333 |  0.943700 |     13.50 |     11.81 |  0.046630 |  0.029193 |  7.37E-03 |     27.33 | 
|         8 |       148 |  5.82E-03 |  0.921329 |  0.943700 |     13.47 |     11.84 |  0.051166 |  0.034476 |  7.31E-03 |     27.68 | 
|         8 |       185 |  6.03E-03 |  0.905112 |  0.943700 |     13.49 |     11.81 |  0.024192 |  0.020172 |  7.25E-03 |     28.04 | 
|         8 |       222 |  6.29E-03 |  0.922273 |  0.943700 |     13.50 |     11.81 |  0.096677 |  0.086775 |  7.19E-03 |     28.39 | 
|         8 |       259 |  6.47E-03 |  0.908184 |  0.943700 |     13.47 |     11.79 |  0.046489 |  0.026951 |  7.13E-03 |     28.73 | 
|         8 |       296 |  6.35E-03 |  0.911654 |  0.943700 |     13.46 |     11.77 |  0.039082 |  0.030581 |  7.07E-03 |     29.07 | 
|         8 |       333 |  6.24E-03 |  0.915238 |  0.943700 |     13.45 |     11.77 |  0.038448 |  0.031108 |  7.01E-03 |     29.44 | 
|         8 |       370 |  6.11E-03 |  0.914742 |  0.943700 |     13.45 |     11.77 |  0.048370 |  0.040779 |  6.95E-03 |     29.83 | 
|         8 |       407 |  6.08E-03 |  0.917034 |  0.943700 |     13.46 |     11.78 |  0.044642 |  0.023820 |  6.89E-03 |     30.21 | 
|         9 |        37 |  6.13E-03 |  0.907315 |  0.943700 |     13.51 |     11.97 |  0.100684 |  0.084994 |  6.83E-03 |     30.34 | 
|         9 |        74 |  5.51E-03 |  0.907271 |  0.943700 |     13.54 |     11.88 |  0.041579 |  0.028991 |  6.77E-03 |     30.69 | 
|         9 |       111 |  5.40E-03 |  0.920273 |  0.943700 |     13.55 |     11.86 |  0.063594 |  0.049006 |  6.71E-03 |     31.03 | 
|         9 |       148 |  5.32E-03 |  0.909781 |  0.943700 |     13.57 |     11.87 |  0.042093 |  0.023665 |  6.64E-03 |     31.36 | 
|         9 |       185 |  5.31E-03 |  0.900325 |  0.943700 |     13.60 |     11.86 |  0.043540 |  0.033417 |  6.58E-03 |     31.70 | 
|         9 |       222 |  5.40E-03 |  0.914674 |  0.943700 |     13.60 |     11.86 |  0.034936 |  0.020907 |  6.52E-03 |     32.04 | 
|         9 |       259 |  5.45E-03 |  0.919375 |  0.943700 |     13.58 |     11.86 |  0.044279 |  0.039422 |  6.46E-03 |     32.39 | 
|         9 |       296 |  5.38E-03 |  0.908108 |  0.943700 |     13.58 |     11.85 |  0.073595 |  0.059076 |  6.39E-03 |     32.72 | 
|         9 |       333 |  5.30E-03 |  0.919211 |  0.943700 |     13.57 |     11.83 |  0.062547 |  0.032050 |  6.33E-03 |     33.06 | 
|         9 |       370 |  5.28E-03 |  0.913643 |  0.943700 |     13.58 |     11.85 |  0.032357 |  0.024965 |  6.27E-03 |     33.40 | 
|         9 |       407 |  5.26E-03 |  0.912859 |  0.943700 |     13.58 |     11.85 |  0.041875 |  0.033260 |  6.20E-03 |     33.73 | 
|        10 |        37 |  4.99E-03 |  0.910296 |  0.943700 |     13.54 |     11.81 |  0.042563 |  0.032879 |  6.14E-03 |     33.86 | 
|        10 |        74 |  4.70E-03 |  0.908023 |  0.943700 |     13.64 |     11.81 |  0.085975 |  0.053105 |  6.08E-03 |     34.20 | 
|        10 |       111 |  4.83E-03 |  0.915601 |  0.943700 |     13.64 |     11.83 |  0.049004 |  0.036325 |  6.01E-03 |     34.54 | 
