*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 12:50:32 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.09E+00 |  0.934928 |  0.934928 |     10.11 |     10.03 |  0.074482 |  0.353256 |  1.00E-02 |      0.12 | 
|         1 |        74 |  1.02E+00 |  0.929441 |  0.934928 |     10.59 |     10.27 |  0.183905 |  0.191400 |  1.00E-02 |      0.44 | 
|         1 |       111 |  8.44E-01 |  0.933620 |  0.934928 |     11.14 |     10.80 |  0.257227 |  0.247381 |  1.00E-02 |      0.77 | 
|         1 |       148 |  6.96E-01 |  0.927409 |  0.934928 |     11.55 |     11.10 |  0.375449 |  0.350468 |  9.99E-03 |      1.11 | 
|         1 |       185 |  5.89E-01 |  0.927303 |  0.934928 |     11.83 |     11.20 |  0.208921 |  0.147088 |  9.99E-03 |      1.45 | 
|         1 |       222 |  5.16E-01 |  0.923500 |  0.934928 |     12.01 |     11.27 |  0.161890 |  0.105325 |  9.98E-03 |      1.80 | 
|         1 |       259 |  4.63E-01 |  0.906384 |  0.934928 |     12.15 |     11.33 |  0.089125 |  0.084031 |  9.98E-03 |      2.14 | 
|         1 |       296 |  4.23E-01 |  0.884704 |  0.934928 |     12.26 |     11.38 |  0.095998 |  0.111638 |  9.97E-03 |      2.49 | 
|         1 |       333 |  3.89E-01 |  0.924550 |  0.934928 |     12.35 |     11.43 |  0.157105 |  0.081203 |  9.96E-03 |      2.84 | 
|         1 |       370 |  3.58E-01 |  0.930533 |  0.934928 |     12.42 |     11.51 |  0.100178 |  0.071711 |  9.95E-03 |      3.19 | 
|         1 |       407 |  3.30E-01 |  0.928043 |  0.934928 |     12.50 |     11.56 |  0.297865 |  0.131780 |  9.94E-03 |      3.54 | 
|         2 |        37 |  3.26E-02 |  0.929534 |  0.934928 |     13.49 |     12.00 |  0.153743 |  0.090130 |  9.93E-03 |      3.68 | 
|         2 |        74 |  3.70E-02 |  0.915127 |  0.934928 |     13.51 |     12.09 |  0.487687 |  0.249449 |  9.92E-03 |      4.03 | 
|         2 |       111 |  3.53E-02 |  0.924448 |  0.934928 |     13.52 |     12.06 |  0.137911 |  0.097728 |  9.91E-03 |      4.39 | 
|         2 |       148 |  3.44E-02 |  0.907057 |  0.934928 |     13.55 |     12.06 |  0.060290 |  0.065251 |  9.90E-03 |      4.75 | 
|         2 |       185 |  3.37E-02 |  0.926836 |  0.934928 |     13.62 |     12.07 |  0.079876 |  0.038853 |  9.88E-03 |      5.11 | 
