*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 19:37:07 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.06E-01 |  0.884422 |  0.884422 |     11.45 |     11.31 |  0.104669 |  0.213306 |  1.00E-02 |      0.17 | 
|         1 |       148 |  3.83E-01 |  0.898241 |  0.898241 |     11.79 |     11.57 |  0.118935 |  0.222004 |  1.00E-02 |      0.65 | 
|         1 |       222 |  2.92E-01 |  0.899683 |  0.899683 |     12.00 |     11.60 |  0.187654 |  0.293743 |  1.00E-02 |      1.13 | 
|         1 |       296 |  2.54E-01 |  0.894980 |  0.899683 |     12.11 |     11.55 |  0.206418 |  0.321302 |  9.99E-03 |      1.62 | 
|         1 |       370 |  2.26E-01 |  0.905515 |  0.905515 |     12.15 |     11.52 |  0.183048 |  0.293613 |  9.99E-03 |      2.10 | 
|         1 |       444 |  2.16E-01 |  0.898046 |  0.905515 |     12.28 |     11.55 |  0.066126 |  0.065666 |  9.98E-03 |      2.59 | 
|         1 |       518 |  1.92E-01 |  0.906050 |  0.906050 |     12.38 |     11.55 |  0.146242 |  0.164778 |  9.98E-03 |      3.09 | 
|         1 |       592 |  1.78E-01 |  0.901075 |  0.906050 |     12.46 |     11.58 |  0.169896 |  0.201368 |  9.97E-03 |      3.60 | 
|         1 |       666 |  1.62E-01 |  0.905353 |  0.906050 |     12.52 |     11.59 |  0.090173 |  0.141653 |  9.96E-03 |      4.10 | 
|         1 |       740 |  1.49E-01 |  0.899102 |  0.906050 |     12.57 |     11.61 |  0.099558 |  0.141217 |  9.96E-03 |      4.60 | 
|         1 |       814 |  1.38E-01 |  0.901478 |  0.906050 |     12.61 |     11.62 |  0.195482 |  0.181769 |  9.95E-03 |      5.11 | 
|         1 |       823 |  1.36E-01 |  0.904530 |  0.906050 |     12.61 |     11.62 |  0.090235 |  0.112839 |  9.94E-03 |      5.46 | 
|         2 |        74 |  1.83E-02 |  0.897593 |  0.906050 |     13.00 |     11.73 |  0.211994 |  0.232737 |  9.93E-03 |      5.64 | 
|         2 |       148 |  3.67E-02 |  0.907719 |  0.907719 |     13.00 |     11.82 |  0.098862 |  0.106225 |  9.92E-03 |      6.14 | 
|         2 |       222 |  3.35E-02 |  0.868592 |  0.907719 |     13.01 |     11.80 |  0.214146 |  0.246624 |  9.91E-03 |      6.65 | 
|         2 |       296 |  2.93E-02 |  0.900430 |  0.907719 |     13.01 |     11.81 |  0.140159 |  0.165414 |  9.90E-03 |      7.16 | 
|         2 |       370 |  2.67E-02 |  0.880814 |  0.907719 |     13.02 |     11.81 |  0.138309 |  0.171160 |  9.88E-03 |      7.67 | 
|         2 |       444 |  2.89E-02 |  0.876485 |  0.907719 |     13.02 |     11.84 |  0.177187 |  0.243235 |  9.87E-03 |      8.17 | 
|         2 |       518 |  2.67E-02 |  0.870441 |  0.907719 |     13.03 |     11.83 |  0.067733 |  0.059713 |  9.85E-03 |      8.68 | 
|         2 |       592 |  3.14E-02 |  0.897743 |  0.907719 |     13.07 |     11.87 |  0.216849 |  0.318036 |  9.84E-03 |      9.19 | 
|         2 |       666 |  2.93E-02 |  0.892430 |  0.907719 |     13.14 |     11.88 |  0.168655 |  0.216753 |  9.82E-03 |      9.70 | 
|         2 |       740 |  2.73E-02 |  0.878755 |  0.907719 |     13.20 |     11.88 |  0.341172 |  0.066345 |  9.80E-03 |     10.23 | 
|         2 |       814 |  2.78E-02 |  0.893481 |  0.907719 |     13.27 |     11.90 |  0.596341 |  0.290485 |  9.78E-03 |     10.75 | 
|         2 |       823 |  2.81E-02 |  0.910266 |  0.910266 |     13.28 |     11.91 |  2.628127 |  0.660652 |  9.78E-03 |     11.14 | 
|         3 |        74 |  7.13E-02 |  0.890079 |  0.910266 |     13.69 |     12.66 |  0.202060 |  0.061915 |  9.76E-03 |     11.33 | 
|         3 |       148 |  4.11E-02 |  0.895307 |  0.910266 |     13.77 |     12.41 |  0.108486 |  0.091730 |  9.74E-03 |     11.85 | 
|         3 |       222 |  3.09E-02 |  0.899535 |  0.910266 |     13.83 |     12.36 |  0.075376 |  0.080387 |  9.72E-03 |     12.38 | 
|         3 |       296 |  2.54E-02 |  0.904360 |  0.910266 |     13.92 |     12.34 |  0.075477 |  0.071943 |  9.69E-03 |     12.90 | 
|         3 |       370 |  4.46E-02 |  0.899639 |  0.910266 |     13.95 |     12.47 |  0.168556 |  0.143101 |  9.67E-03 |     13.43 | 
|         3 |       444 |  4.05E-02 |  0.901076 |  0.910266 |     13.97 |     12.50 |  0.095979 |  0.102764 |  9.65E-03 |     13.96 | 
|         3 |       518 |  3.96E-02 |  0.900390 |  0.910266 |     14.00 |     12.53 |  0.089426 |  0.088207 |  9.62E-03 |     14.49 | 
|         3 |       592 |  3.69E-02 |  0.904417 |  0.910266 |     14.04 |     12.57 |  0.098010 |  0.093371 |  9.60E-03 |     15.03 | 
|         3 |       666 |  3.77E-02 |  0.883770 |  0.910266 |     14.07 |     12.62 |  1.804404 |  0.498872 |  9.57E-03 |     15.57 | 
|         3 |       740 |  3.58E-02 |  0.896006 |  0.910266 |     14.13 |     12.67 |  0.086061 |  0.096415 |  9.54E-03 |     16.11 | 
|         3 |       814 |  3.53E-02 |  0.913698 |  0.913698 |     14.19 |     12.72 |  0.353628 |  0.367671 |  9.51E-03 |     16.66 | 
|         3 |       823 |  3.53E-02 |  0.906985 |  0.913698 |     14.19 |     12.74 |  0.336640 |  0.210393 |  9.51E-03 |     17.05 | 
|         4 |        74 |  1.33E-02 |  0.893818 |  0.913698 |     14.64 |     13.16 |  0.159511 |  0.116166 |  9.48E-03 |     17.25 | 
|         4 |       148 |  1.56E-02 |  0.909281 |  0.913698 |     14.70 |     13.26 |  0.109237 |  0.077593 |  9.45E-03 |     17.82 | 
|         4 |       222 |  1.31E-02 |  0.877961 |  0.913698 |     14.77 |     13.19 |  0.105606 |  0.095299 |  9.42E-03 |     18.37 | 
|         4 |       296 |  1.49E-02 |  0.889206 |  0.913698 |     14.81 |     13.26 |  0.056332 |  0.063889 |  9.39E-03 |     18.94 | 
|         4 |       370 |  1.34E-02 |  0.915483 |  0.915483 |     14.85 |     13.24 |  0.088571 |  0.095906 |  9.36E-03 |     19.49 | 
|         4 |       444 |  1.38E-02 |  0.896751 |  0.915483 |     14.89 |     13.27 |  0.094195 |  0.095404 |  9.32E-03 |     20.04 | 
|         4 |       518 |  1.97E-02 |  0.900293 |  0.915483 |     14.94 |     13.37 |  0.087586 |  0.072766 |  9.29E-03 |     20.60 | 
|         4 |       592 |  1.87E-02 |  0.910791 |  0.915483 |     14.99 |     13.38 |  0.044688 |  0.037040 |  9.25E-03 |     21.16 | 
|         4 |       666 |  1.82E-02 |  0.886963 |  0.915483 |     15.04 |     13.41 |  0.105241 |  0.087962 |  9.22E-03 |     21.72 | 
|         4 |       740 |  1.85E-02 |  0.903133 |  0.915483 |     15.07 |     13.45 |  0.267565 |  0.238709 |  9.18E-03 |     22.28 | 
|         4 |       814 |  1.81E-02 |  0.885714 |  0.915483 |     15.12 |     13.49 |  0.120942 |  0.099516 |  9.15E-03 |     22.85 | 
|         4 |       823 |  1.80E-02 |  0.902920 |  0.915483 |     15.12 |     13.49 |  0.030349 |  0.037473 |  9.14E-03 |     23.25 | 
|         5 |        74 |  6.75E-03 |  0.899779 |  0.915483 |     15.53 |     13.73 |  0.063852 |  0.063323 |  9.10E-03 |     23.45 | 
|         5 |       148 |  7.99E-03 |  0.892128 |  0.915483 |     15.59 |     13.78 |  0.087019 |  0.068083 |  9.06E-03 |     24.02 | 
|         5 |       222 |  7.28E-03 |  0.888807 |  0.915483 |     15.64 |     13.79 |  0.144221 |  0.113681 |  9.03E-03 |     24.59 | 
|         5 |       296 |  8.79E-03 |  0.894527 |  0.915483 |     15.66 |     13.81 |  0.545987 |  0.328918 |  8.99E-03 |     25.16 | 
|         5 |       370 |  1.31E-02 |  0.901834 |  0.915483 |     15.68 |     13.95 |  0.082290 |  0.078804 |  8.94E-03 |     25.73 | 
|         5 |       444 |  1.20E-02 |  0.897871 |  0.915483 |     15.70 |     13.91 |  0.047858 |  0.039143 |  8.90E-03 |     26.30 | 
|         5 |       518 |  1.09E-02 |  0.897501 |  0.915483 |     15.72 |     13.88 |  0.041632 |  0.036827 |  8.86E-03 |     26.87 | 
|         5 |       592 |  1.07E-02 |  0.906470 |  0.915483 |     15.72 |     13.88 |  0.085124 |  0.066992 |  8.82E-03 |     27.44 | 
|         5 |       666 |  1.03E-02 |  0.885398 |  0.915483 |     15.73 |     13.90 |  0.133582 |  0.131269 |  8.78E-03 |     28.01 | 
|         5 |       740 |  1.05E-02 |  0.903671 |  0.915483 |     15.74 |     13.91 |  0.131044 |  0.140283 |  8.73E-03 |     28.58 | 
|         5 |       814 |  1.06E-02 |  0.890903 |  0.915483 |     15.75 |     13.93 |  0.081394 |  0.065528 |  8.69E-03 |     29.16 | 
|         5 |       823 |  1.11E-02 |  0.891872 |  0.915483 |     15.76 |     13.93 |  0.119622 |  0.097235 |  8.68E-03 |     29.57 | 
|         6 |        74 |  6.78E-03 |  0.848485 |  0.915483 |     15.78 |     14.05 |  0.270367 |  0.238120 |  8.64E-03 |     29.77 | 
|         6 |       148 |  8.76E-03 |  0.884769 |  0.915483 |     15.88 |     14.08 |  0.417413 |  0.090156 |  8.59E-03 |     30.36 | 
|         6 |       222 |  9.22E-03 |  0.871901 |  0.915483 |     15.95 |     14.13 |  0.189037 |  0.159526 |  8.54E-03 |     30.93 | 
|         6 |       296 |  9.58E-03 |  0.861687 |  0.915483 |     15.95 |     14.10 |  0.144502 |  0.134766 |  8.50E-03 |     31.51 | 
|         6 |       370 |  1.23E-02 |  0.892364 |  0.915483 |     15.99 |     14.20 |  0.102625 |  0.080410 |  8.45E-03 |     32.09 | 
|         6 |       444 |  1.15E-02 |  0.909291 |  0.915483 |     16.04 |     14.19 |  0.061423 |  0.048861 |  8.40E-03 |     32.67 | 
|         6 |       518 |  1.08E-02 |  0.893950 |  0.915483 |     16.07 |     14.18 |  0.069202 |  0.049588 |  8.35E-03 |     33.25 | 
|         6 |       592 |  1.26E-02 |  0.911226 |  0.915483 |     16.10 |     14.21 |  0.184023 |  0.195159 |  8.30E-03 |     33.83 | 
|         6 |       666 |  1.22E-02 |  0.883636 |  0.915483 |     16.12 |     14.23 |  0.035187 |  0.031851 |  8.25E-03 |     34.41 | 
