*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 08:58:39 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.69E-01 |  0.879620 |  0.879620 |     19.15 |     18.78 |  0.351207 |  0.431946 |  1.00E-02 |      0.24 | 
|         1 |       148 |  6.15E-01 |  0.869939 |  0.879620 |     19.62 |     19.26 |  0.386749 |  1.090733 |  1.00E-02 |      1.01 | 
|         1 |       222 |  4.80E-01 |  0.891751 |  0.891751 |     20.18 |     19.60 |  0.221001 |  0.277259 |  1.00E-02 |      1.75 | 
|         1 |       296 |  3.88E-01 |  0.898317 |  0.898317 |     20.40 |     19.57 |  0.109871 |  0.152507 |  9.99E-03 |      2.48 | 
|         1 |       370 |  3.41E-01 |  0.897409 |  0.898317 |     20.35 |     19.37 |  0.158562 |  0.198897 |  9.99E-03 |      3.21 | 
|         1 |       444 |  2.98E-01 |  0.901408 |  0.901408 |     20.27 |     19.13 |  0.482055 |  0.573457 |  9.98E-03 |      3.92 | 
|         1 |       518 |  2.69E-01 |  0.904519 |  0.904519 |     20.20 |     18.99 |  0.291036 |  0.315822 |  9.98E-03 |      4.64 | 
|         1 |       592 |  2.44E-01 |  0.906250 |  0.906250 |     20.14 |     18.80 |  0.180583 |  0.172442 |  9.97E-03 |      5.34 | 
|         1 |       666 |  2.24E-01 |  0.898311 |  0.906250 |     20.08 |     18.67 |  0.167489 |  0.169402 |  9.96E-03 |      6.04 | 
|         1 |       740 |  2.08E-01 |  0.900676 |  0.906250 |     20.01 |     18.56 |  0.352454 |  0.327085 |  9.96E-03 |      6.73 | 
|         1 |       814 |  2.03E-01 |  0.907801 |  0.907801 |     19.91 |     18.48 |  0.293560 |  0.252346 |  9.95E-03 |      7.42 | 
|         1 |       823 |  2.02E-01 |  0.880229 |  0.907801 |     19.90 |     18.46 |  1.664628 |  0.938438 |  9.94E-03 |      7.91 | 
|         2 |        74 |  2.46E-01 |  0.909472 |  0.909472 |     18.92 |     17.84 |  0.178801 |  0.136962 |  9.93E-03 |      8.14 | 
|         2 |       148 |  2.05E-01 |  0.904523 |  0.909472 |     19.20 |     18.03 |  0.323054 |  0.230355 |  9.92E-03 |      8.83 | 
|         2 |       222 |  1.53E-01 |  0.902056 |  0.909472 |     19.45 |     18.08 |  0.228920 |  0.200872 |  9.91E-03 |      9.52 | 
|         2 |       296 |  1.27E-01 |  0.892556 |  0.909472 |     19.60 |     18.18 |  0.133765 |  0.110579 |  9.90E-03 |     10.21 | 
|         2 |       370 |  1.11E-01 |  0.897886 |  0.909472 |     19.68 |     18.26 |  0.181208 |  0.149970 |  9.88E-03 |     10.91 | 
|         2 |       444 |  1.02E-01 |  0.911850 |  0.911850 |     19.75 |     18.29 |  0.339206 |  0.295624 |  9.87E-03 |     11.61 | 
|         2 |       518 |  1.07E-01 |  0.911775 |  0.911850 |     19.80 |     18.44 |  0.110664 |  0.090134 |  9.85E-03 |     12.32 | 
|         2 |       592 |  9.94E-02 |  0.906250 |  0.911850 |     19.84 |     18.42 |  0.184284 |  0.152873 |  9.84E-03 |     13.02 | 
|         2 |       666 |  9.24E-02 |  0.910399 |  0.911850 |     19.88 |     18.41 |  0.120913 |  0.099073 |  9.82E-03 |     13.72 | 
|         2 |       740 |  8.62E-02 |  0.906205 |  0.911850 |     19.93 |     18.40 |  0.107301 |  0.087149 |  9.80E-03 |     14.42 | 
|         2 |       814 |  8.13E-02 |  0.911222 |  0.911850 |     19.97 |     18.40 |  0.474658 |  0.215987 |  9.78E-03 |     15.13 | 
|         2 |       823 |  8.09E-02 |  0.871738 |  0.911850 |     19.97 |     18.41 |  0.352647 |  0.299280 |  9.78E-03 |     15.63 | 
|         3 |        74 |  7.81E-02 |  0.903041 |  0.911850 |     20.45 |     18.91 |  0.095759 |  0.076588 |  9.76E-03 |     15.87 | 
|         3 |       148 |  5.59E-02 |  0.895427 |  0.911850 |     20.53 |     18.76 |  0.146229 |  0.117821 |  9.74E-03 |     16.58 | 
|         3 |       222 |  5.57E-02 |  0.856401 |  0.911850 |     20.53 |     18.76 |  0.482442 |  0.405419 |  9.72E-03 |     17.28 | 
|         3 |       296 |  5.08E-02 |  0.887854 |  0.911850 |     20.56 |     18.65 |  0.186021 |  0.150223 |  9.69E-03 |     17.99 | 
|         3 |       370 |  4.52E-02 |  0.885270 |  0.911850 |     20.60 |     18.56 |  0.119100 |  0.121148 |  9.67E-03 |     18.70 | 
|         3 |       444 |  5.15E-02 |  0.898932 |  0.911850 |     20.60 |     18.61 |  0.125599 |  0.100406 |  9.65E-03 |     19.42 | 
|         3 |       518 |  4.94E-02 |  0.864845 |  0.911850 |     20.62 |     18.62 |  0.107514 |  0.139406 |  9.62E-03 |     20.13 | 
|         3 |       592 |  4.67E-02 |  0.883387 |  0.911850 |     20.63 |     18.60 |  0.126101 |  0.100172 |  9.60E-03 |     20.85 | 
