*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 09:02:11 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.81E-01 |  0.871681 |  0.871681 |     19.46 |     19.22 |  0.192820 |  0.636299 |  1.00E-02 |      0.24 | 
|         1 |       148 |  4.74E-01 |  0.892754 |  0.892754 |     21.16 |     20.94 |  0.093039 |  0.317031 |  1.00E-02 |      0.98 | 
|         1 |       222 |  3.83E-01 |  0.899198 |  0.899198 |     21.87 |     21.77 |  0.084470 |  0.078157 |  1.00E-02 |      1.77 | 
|         1 |       296 |  3.44E-01 |  0.892729 |  0.899198 |     22.34 |     22.08 |  0.445436 |  0.314695 |  9.99E-03 |      2.56 | 
|         1 |       370 |  2.99E-01 |  0.903204 |  0.903204 |     22.66 |     22.04 |  0.235208 |  0.315590 |  9.99E-03 |      3.38 | 
|         1 |       444 |  2.61E-01 |  0.900882 |  0.903204 |     22.92 |     21.94 |  0.157696 |  0.208555 |  9.98E-03 |      4.18 | 
|         1 |       518 |  2.40E-01 |  0.897176 |  0.903204 |     23.11 |     21.86 |  0.453156 |  0.673049 |  9.98E-03 |      4.99 | 
|         1 |       592 |  2.22E-01 |  0.884126 |  0.903204 |     23.20 |     21.79 |  0.229721 |  0.221829 |  9.97E-03 |      5.79 | 
|         1 |       666 |  2.09E-01 |  0.905104 |  0.905104 |     23.19 |     21.70 |  0.117713 |  0.103502 |  9.96E-03 |      6.57 | 
|         1 |       740 |  1.94E-01 |  0.908960 |  0.908960 |     23.15 |     21.55 |  0.222519 |  0.174716 |  9.96E-03 |      7.34 | 
|         1 |       814 |  1.87E-01 |  0.913357 |  0.913357 |     23.09 |     21.45 |  0.506027 |  0.475811 |  9.95E-03 |      8.10 | 
|         1 |       823 |  1.85E-01 |  0.889374 |  0.913357 |     23.09 |     21.43 |  0.081693 |  0.059690 |  9.94E-03 |      8.65 | 
|         2 |        74 |  6.29E-02 |  0.892076 |  0.913357 |     22.58 |     20.27 |  0.197884 |  0.121993 |  9.93E-03 |      8.91 | 
|         2 |       148 |  6.27E-02 |  0.901469 |  0.913357 |     22.51 |     20.12 |  0.482245 |  0.392183 |  9.92E-03 |      9.67 | 
|         2 |       222 |  5.56E-02 |  0.895901 |  0.913357 |     22.45 |     20.03 |  0.173501 |  0.135775 |  9.91E-03 |     10.43 | 
|         2 |       296 |  6.61E-02 |  0.877558 |  0.913357 |     22.36 |     20.07 |  0.385618 |  0.289997 |  9.90E-03 |     11.19 | 
|         2 |       370 |  6.61E-02 |  0.889744 |  0.913357 |     22.33 |     20.15 |  0.308426 |  0.233043 |  9.88E-03 |     11.96 | 
|         2 |       444 |  6.27E-02 |  0.892857 |  0.913357 |     22.32 |     20.17 |  0.211437 |  0.159467 |  9.87E-03 |     12.72 | 
|         2 |       518 |  6.04E-02 |  0.898892 |  0.913357 |     22.36 |     20.19 |  0.216372 |  0.162375 |  9.85E-03 |     13.48 | 
|         2 |       592 |  5.78E-02 |  0.904884 |  0.913357 |     22.38 |     20.19 |  0.337653 |  0.275570 |  9.84E-03 |     14.25 | 
|         2 |       666 |  5.61E-02 |  0.898121 |  0.913357 |     22.40 |     20.23 |  0.277037 |  0.237469 |  9.82E-03 |     15.02 | 
|         2 |       740 |  5.46E-02 |  0.893540 |  0.913357 |     22.43 |     20.24 |  0.327957 |  0.253697 |  9.80E-03 |     15.79 | 
|         2 |       814 |  5.78E-02 |  0.746753 |  0.913357 |     22.46 |     20.28 |  2.282980 |  2.194099 |  9.78E-03 |     16.57 | 
|         2 |       823 |  6.47E-02 |  0.890591 |  0.913357 |     22.46 |     20.30 |  0.537582 |  0.398454 |  9.78E-03 |     17.12 | 
|         3 |        74 |  2.61E-01 |  0.903108 |  0.913357 |     24.30 |     23.68 |  0.458980 |  0.259376 |  9.76E-03 |     17.40 | 
|         3 |       148 |  1.71E-01 |  0.873855 |  0.913357 |     24.73 |     23.61 |  0.442052 |  0.276675 |  9.74E-03 |     18.25 | 
|         3 |       222 |  1.27E-01 |  0.854020 |  0.913357 |     24.86 |     23.35 |  0.211105 |  0.162018 |  9.72E-03 |     19.09 | 
|         3 |       296 |  1.11E-01 |  0.897687 |  0.913357 |     24.82 |     23.13 |  0.307453 |  0.192970 |  9.69E-03 |     19.93 | 
|         3 |       370 |  1.06E-01 |  0.898208 |  0.913357 |     24.64 |     22.94 |  0.172832 |  0.136654 |  9.67E-03 |     20.77 | 
|         3 |       444 |  9.59E-02 |  0.887880 |  0.913357 |     24.50 |     22.69 |  0.207180 |  0.156174 |  9.65E-03 |     21.58 | 
|         3 |       518 |  8.84E-02 |  0.841588 |  0.913357 |     24.41 |     22.49 |  0.162155 |  0.121365 |  9.62E-03 |     22.40 | 
|         3 |       592 |  8.27E-02 |  0.874234 |  0.913357 |     24.28 |     22.30 |  0.445894 |  0.374302 |  9.60E-03 |     23.22 | 
|         3 |       666 |  7.78E-02 |  0.900888 |  0.913357 |     24.16 |     22.13 |  0.159651 |  0.092123 |  9.57E-03 |     24.03 | 
|         3 |       740 |  7.67E-02 |  0.880910 |  0.913357 |     24.07 |     22.05 |  0.147366 |  0.114588 |  9.54E-03 |     24.84 | 
|         3 |       814 |  7.45E-02 |  0.880602 |  0.913357 |     23.97 |     21.93 |  0.200823 |  0.147974 |  9.51E-03 |     25.65 | 
|         3 |       823 |  7.43E-02 |  0.917451 |  0.917451 |     23.97 |     21.92 |  0.249220 |  0.219817 |  9.51E-03 |     26.22 | 
|         4 |        74 |  7.36E-02 |  0.884411 |  0.917451 |     22.89 |     21.51 |  0.823810 |  0.293052 |  9.48E-03 |     26.49 | 
|         4 |       148 |  6.08E-02 |  0.877714 |  0.917451 |     22.81 |     21.18 |  0.174783 |  0.133320 |  9.45E-03 |     27.30 | 
|         4 |       222 |  6.80E-02 |  0.894509 |  0.917451 |     22.90 |     21.31 |  0.301427 |  0.227077 |  9.42E-03 |     28.13 | 
|         4 |       296 |  5.99E-02 |  0.885854 |  0.917451 |     22.84 |     21.15 |  0.295797 |  0.240007 |  9.39E-03 |     28.92 | 
|         4 |       370 |  5.32E-02 |  0.856050 |  0.917451 |     22.85 |     21.08 |  0.158624 |  0.123376 |  9.36E-03 |     29.72 | 
|         4 |       444 |  4.85E-02 |  0.859426 |  0.917451 |     22.93 |     21.01 |  0.181297 |  0.160621 |  9.32E-03 |     30.52 | 
|         4 |       518 |  4.56E-02 |  0.898582 |  0.917451 |     22.95 |     20.97 |  0.307472 |  0.244652 |  9.29E-03 |     31.33 | 
|         4 |       592 |  5.77E-02 |  0.892741 |  0.917451 |     22.96 |     21.03 |  0.321597 |  0.245563 |  9.25E-03 |     32.14 | 
|         4 |       666 |  5.74E-02 |  0.914901 |  0.917451 |     23.00 |     21.12 |  0.183073 |  0.145106 |  9.22E-03 |     32.94 | 
|         4 |       740 |  5.55E-02 |  0.910049 |  0.917451 |     23.05 |     21.19 |  0.400151 |  0.306112 |  9.18E-03 |     33.77 | 
|         4 |       814 |  5.49E-02 |  0.899532 |  0.917451 |     23.13 |     21.26 |  0.255543 |  0.152617 |  9.15E-03 |     34.61 | 
|         4 |       823 |  5.63E-02 |  0.868094 |  0.917451 |     23.13 |     21.28 |  0.910283 |  0.684465 |  9.14E-03 |     35.19 | 
|         5 |        74 |  1.70E-01 |  0.893601 |  0.917451 |     24.14 |     23.35 |  0.210777 |  0.159479 |  9.10E-03 |     35.47 | 
|         5 |       148 |  1.22E-01 |  0.898529 |  0.917451 |     25.76 |     24.51 |  0.106148 |  0.081320 |  9.06E-03 |     36.35 | 
|         5 |       222 |  1.45E-01 |  0.889514 |  0.917451 |     26.33 |     25.12 |  0.427218 |  0.484712 |  9.03E-03 |     37.24 | 
