*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:05:30 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  1.01E+00 |  0.885877 |  0.885877 |      8.00 |      7.00 |  0.123481 |  0.531288 |  1.00E-02 |      0.08 | 
|         1 |       148 |  8.54E-01 |  0.862360 |  0.885877 |      8.00 |      7.00 |  0.478018 |  0.358802 |  1.00E-02 |      0.27 | 
|         1 |       222 |  7.10E-01 |  0.883625 |  0.885877 |      8.00 |      7.00 |  0.568269 |  0.246961 |  1.00E-02 |      0.46 | 
|         1 |       296 |  6.30E-01 |  0.865068 |  0.885877 |      8.00 |      7.00 |  0.557099 |  0.229251 |  9.99E-03 |      0.65 | 
|         1 |       370 |  5.75E-01 |  0.881297 |  0.885877 |      8.00 |      7.00 |  0.521150 |  0.394365 |  9.99E-03 |      0.83 | 
|         1 |       444 |  5.29E-01 |  0.866037 |  0.885877 |      8.00 |      7.00 |  1.151802 |  1.089353 |  9.98E-03 |      1.04 | 
|         1 |       518 |  4.81E-01 |  0.851347 |  0.885877 |      8.00 |      7.00 |  0.312441 |  0.154079 |  9.98E-03 |      1.24 | 
|         1 |       592 |  4.39E-01 |  0.842898 |  0.885877 |      8.00 |      7.00 |  0.256024 |  0.147971 |  9.97E-03 |      1.43 | 
|         1 |       666 |  4.07E-01 |  0.882690 |  0.885877 |      8.00 |      7.00 |  0.557831 |  0.573549 |  9.96E-03 |      1.61 | 
|         1 |       740 |  3.82E-01 |  0.843816 |  0.885877 |      8.00 |      7.00 |  1.320780 |  0.202579 |  9.96E-03 |      1.80 | 
|         1 |       814 |  3.60E-01 |  0.829387 |  0.885877 |      8.00 |      7.00 |  0.290162 |  0.168814 |  9.95E-03 |      1.98 | 
|         1 |       823 |  3.59E-01 |  0.865964 |  0.885877 |      8.00 |      7.00 |  0.842751 |  0.613404 |  9.94E-03 |      2.10 | 
|         2 |        74 |  1.72E-01 |  0.869312 |  0.885877 |      8.00 |      7.00 |  0.596393 |  0.259583 |  9.93E-03 |      2.19 | 
|         2 |       148 |  1.52E-01 |  0.876918 |  0.885877 |      8.00 |      7.00 |  0.377728 |  0.261821 |  9.92E-03 |      2.37 | 
