*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 18:58:26 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.92E-01 |  0.875543 |  0.875543 |     12.45 |     12.08 |  0.180757 |  0.418980 |  1.00E-02 |      0.13 | 
|         1 |       148 |  4.96E-01 |  0.877329 |  0.877329 |     12.72 |     12.09 |  0.086380 |  0.178512 |  1.00E-02 |      0.58 | 
|         1 |       222 |  3.97E-01 |  0.882705 |  0.882705 |     12.82 |     12.35 |  0.385886 |  0.670178 |  1.00E-02 |      1.02 | 
|         1 |       296 |  3.39E-01 |  0.902155 |  0.902155 |     13.02 |     12.51 |  0.314983 |  0.643469 |  9.99E-03 |      1.48 | 
|         1 |       370 |  2.94E-01 |  0.895459 |  0.902155 |     13.21 |     12.58 |  0.112372 |  0.168521 |  9.99E-03 |      1.95 | 
|         1 |       444 |  2.64E-01 |  0.903751 |  0.903751 |     13.34 |     12.64 |  0.228455 |  0.468566 |  9.98E-03 |      2.40 | 
|         1 |       518 |  2.43E-01 |  0.907224 |  0.907224 |     13.45 |     12.67 |  0.205761 |  0.360408 |  9.98E-03 |      2.85 | 
|         1 |       592 |  2.41E-01 |  0.901439 |  0.907224 |     13.50 |     12.69 |  0.138583 |  0.076796 |  9.97E-03 |      3.28 | 
|         1 |       666 |  2.22E-01 |  0.899929 |  0.907224 |     13.54 |     12.68 |  0.212319 |  0.163972 |  9.96E-03 |      3.70 | 
|         1 |       740 |  2.10E-01 |  0.904129 |  0.907224 |     13.56 |     12.68 |  0.174784 |  0.244195 |  9.96E-03 |      4.14 | 
|         1 |       814 |  1.95E-01 |  0.904984 |  0.907224 |     13.58 |     12.66 |  0.153478 |  0.153251 |  9.95E-03 |      4.57 | 
|         1 |       823 |  1.94E-01 |  0.903623 |  0.907224 |     13.59 |     12.65 |  0.135977 |  0.150021 |  9.94E-03 |      4.88 | 
|         2 |        74 |  4.64E-02 |  0.903249 |  0.907224 |     13.84 |     12.54 |  0.129730 |  0.205936 |  9.93E-03 |      5.02 | 
|         2 |       148 |  4.30E-02 |  0.900719 |  0.907224 |     13.81 |     12.48 |  0.094937 |  0.147070 |  9.92E-03 |      5.45 | 
|         2 |       222 |  4.43E-02 |  0.891359 |  0.907224 |     13.84 |     12.45 |  0.198112 |  0.134891 |  9.91E-03 |      5.88 | 
|         2 |       296 |  4.46E-02 |  0.903133 |  0.907224 |     13.82 |     12.45 |  0.126420 |  0.101886 |  9.90E-03 |      6.30 | 
|         2 |       370 |  4.28E-02 |  0.899169 |  0.907224 |     13.77 |     12.41 |  0.176314 |  0.147617 |  9.88E-03 |      6.73 | 
|         2 |       444 |  4.32E-02 |  0.903041 |  0.907224 |     13.74 |     12.38 |  0.200143 |  0.314884 |  9.87E-03 |      7.15 | 
|         2 |       518 |  4.51E-02 |  0.910124 |  0.910124 |     13.70 |     12.39 |  0.246687 |  0.240179 |  9.85E-03 |      7.57 | 
|         2 |       592 |  5.04E-02 |  0.902874 |  0.910124 |     13.67 |     12.41 |  0.318433 |  0.370514 |  9.84E-03 |      8.00 | 
|         2 |       666 |  4.86E-02 |  0.897250 |  0.910124 |     13.67 |     12.40 |  0.166561 |  0.137371 |  9.82E-03 |      8.42 | 
|         2 |       740 |  4.84E-02 |  0.897813 |  0.910124 |     13.66 |     12.39 |  0.160001 |  0.153776 |  9.80E-03 |      8.85 | 
|         2 |       814 |  4.79E-02 |  0.879438 |  0.910124 |     13.65 |     12.38 |  0.150274 |  0.161156 |  9.78E-03 |      9.27 | 
|         2 |       823 |  4.78E-02 |  0.909349 |  0.910124 |     13.65 |     12.39 |  0.337011 |  0.399816 |  9.78E-03 |      9.58 | 
|         3 |        74 |  3.33E-02 |  0.878972 |  0.910124 |     13.77 |     12.41 |  0.109689 |  0.101943 |  9.76E-03 |      9.71 | 
|         3 |       148 |  2.95E-02 |  0.890585 |  0.910124 |     13.80 |     12.39 |  0.157269 |  0.113441 |  9.74E-03 |     10.14 | 
|         3 |       222 |  8.45E-02 |  0.906404 |  0.910124 |     13.76 |     12.53 |  0.682505 |  0.874587 |  9.72E-03 |     10.56 | 
|         3 |       296 |  8.02E-02 |  0.909481 |  0.910124 |     13.76 |     12.58 |  0.226877 |  0.171818 |  9.69E-03 |     11.00 | 
