*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 08:13:58 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  4.89E-01 |  0.889203 |  0.889203 |     15.57 |     15.11 |  0.162268 |  0.240090 |  1.00E-02 |      0.21 | 
|         1 |       148 |  2.93E-01 |  0.904745 |  0.904745 |     15.81 |     15.30 |  0.544490 |  0.756583 |  1.00E-02 |      0.80 | 
|         1 |       222 |  2.27E-01 |  0.899186 |  0.904745 |     15.85 |     15.09 |  0.140192 |  0.138602 |  1.00E-02 |      1.38 | 
|         1 |       296 |  2.13E-01 |  0.902902 |  0.904745 |     15.88 |     15.01 |  0.225388 |  0.249622 |  9.99E-03 |      1.96 | 
|         1 |       370 |  1.84E-01 |  0.904576 |  0.904745 |     16.05 |     15.03 |  0.232236 |  0.268533 |  9.99E-03 |      2.56 | 
|         1 |       444 |  1.59E-01 |  0.903778 |  0.904745 |     16.18 |     15.06 |  0.124456 |  0.159410 |  9.98E-03 |      3.16 | 
|         1 |       518 |  1.43E-01 |  0.902849 |  0.904745 |     16.30 |     15.07 |  0.128630 |  0.132683 |  9.98E-03 |      3.78 | 
|         1 |       592 |  1.29E-01 |  0.876074 |  0.904745 |     16.45 |     15.12 |  0.098550 |  0.093274 |  9.97E-03 |      4.41 | 
|         1 |       666 |  1.21E-01 |  0.896147 |  0.904745 |     16.54 |     15.16 |  0.233760 |  0.250163 |  9.96E-03 |      5.04 | 
|         1 |       740 |  1.11E-01 |  0.894028 |  0.904745 |     16.61 |     15.20 |  0.103020 |  0.095526 |  9.96E-03 |      5.69 | 
|         1 |       814 |  1.06E-01 |  0.873700 |  0.904745 |     16.73 |     15.28 |  0.209285 |  0.216504 |  9.95E-03 |      6.35 | 
|         1 |       823 |  1.05E-01 |  0.866062 |  0.904745 |     16.75 |     15.28 |  0.230706 |  0.218141 |  9.94E-03 |      6.81 | 
|         2 |        74 |  2.57E-02 |  0.891110 |  0.904745 |     18.00 |     15.93 |  0.119833 |  0.060799 |  9.93E-03 |      7.04 | 
|         2 |       148 |  2.55E-02 |  0.901808 |  0.904745 |     17.99 |     16.03 |  0.313699 |  0.307805 |  9.92E-03 |      7.69 | 
|         2 |       222 |  2.04E-02 |  0.877243 |  0.904745 |     18.15 |     16.07 |  0.155478 |  0.098174 |  9.91E-03 |      8.33 | 
|         2 |       296 |  3.00E-02 |  0.882105 |  0.904745 |     18.25 |     16.20 |  0.045966 |  0.045504 |  9.90E-03 |      8.99 | 
|         2 |       370 |  2.63E-02 |  0.883509 |  0.904745 |     18.35 |     16.27 |  0.119128 |  0.111289 |  9.88E-03 |      9.64 | 
|         2 |       444 |  2.45E-02 |  0.889353 |  0.904745 |     18.47 |     16.34 |  0.057825 |  0.050762 |  9.87E-03 |     10.29 | 
|         2 |       518 |  2.69E-02 |  0.889286 |  0.904745 |     18.55 |     16.43 |  0.088461 |  0.091407 |  9.85E-03 |     11.01 | 
|         2 |       592 |  2.56E-02 |  0.914751 |  0.914751 |     18.71 |     16.51 |  0.182705 |  0.151098 |  9.84E-03 |     11.68 | 
|         2 |       666 |  2.42E-02 |  0.916955 |  0.916955 |     18.83 |     16.59 |  0.187251 |  0.190332 |  9.82E-03 |     12.35 | 
|         2 |       740 |  2.29E-02 |  0.895758 |  0.916955 |     18.97 |     16.66 |  0.035987 |  0.032097 |  9.80E-03 |     13.03 | 
|         2 |       814 |  2.97E-02 |  0.917833 |  0.917833 |     19.06 |     16.78 |  0.334533 |  0.281927 |  9.78E-03 |     13.71 | 
|         2 |       823 |  3.04E-02 |  0.910592 |  0.917833 |     19.09 |     16.82 |  0.478899 |  0.421732 |  9.78E-03 |     14.20 | 
|         3 |        74 |  1.36E-01 |  0.893945 |  0.917833 |     21.77 |     20.64 |  0.256794 |  0.226133 |  9.76E-03 |     14.45 | 
|         3 |       148 |  8.42E-02 |  0.906273 |  0.917833 |     22.52 |     20.86 |  0.272978 |  0.254520 |  9.74E-03 |     15.32 | 
|         3 |       222 |  5.97E-02 |  0.898426 |  0.917833 |     22.86 |     20.75 |  0.056665 |  0.051073 |  9.72E-03 |     16.08 | 
|         3 |       296 |  5.12E-02 |  0.885622 |  0.917833 |     23.01 |     20.75 |  0.160083 |  0.132262 |  9.69E-03 |     16.84 | 
|         3 |       370 |  4.53E-02 |  0.900146 |  0.917833 |     23.08 |     20.71 |  0.109640 |  0.096792 |  9.67E-03 |     17.59 | 
|         3 |       444 |  3.98E-02 |  0.901138 |  0.917833 |     23.12 |     20.68 |  0.077581 |  0.064586 |  9.65E-03 |     18.35 | 
|         3 |       518 |  3.73E-02 |  0.886397 |  0.917833 |     23.24 |     20.77 |  0.093344 |  0.075093 |  9.62E-03 |     19.12 | 
|         3 |       592 |  3.41E-02 |  0.888260 |  0.917833 |     23.36 |     20.86 |  0.129737 |  0.104905 |  9.60E-03 |     19.90 | 
|         3 |       666 |  3.11E-02 |  0.898287 |  0.917833 |     23.49 |     20.86 |  0.087216 |  0.071946 |  9.57E-03 |     20.69 | 
|         3 |       740 |  3.02E-02 |  0.903339 |  0.917833 |     23.69 |     21.05 |  0.099691 |  0.082057 |  9.54E-03 |     21.51 | 
|         3 |       814 |  2.90E-02 |  0.863554 |  0.917833 |     23.96 |     21.27 |  0.352769 |  0.287983 |  9.51E-03 |     22.38 | 
|         3 |       823 |  2.88E-02 |  0.885940 |  0.917833 |     24.01 |     21.29 |  0.122249 |  0.045307 |  9.51E-03 |     23.01 | 
|         4 |        74 |  1.23E-02 |  0.886635 |  0.917833 |     27.28 |     23.05 |  0.282019 |  0.127403 |  9.48E-03 |     23.29 | 
|         4 |       148 |  1.14E-02 |  0.899714 |  0.917833 |     27.54 |     23.34 |  0.141008 |  0.073305 |  9.45E-03 |     24.15 | 
|         4 |       222 |  1.10E-02 |  0.908435 |  0.917833 |     27.58 |     23.27 |  0.061111 |  0.049674 |  9.42E-03 |     25.01 | 
|         4 |       296 |  1.02E-02 |  0.889625 |  0.917833 |     27.67 |     23.16 |  0.103892 |  0.085868 |  9.39E-03 |     25.86 | 
|         4 |       370 |  1.01E-02 |  0.875267 |  0.917833 |     27.69 |     23.25 |  0.118478 |  0.092348 |  9.36E-03 |     26.70 | 
|         4 |       444 |  9.62E-03 |  0.889129 |  0.917833 |     27.80 |     23.42 |  0.074969 |  0.060998 |  9.32E-03 |     27.58 | 
|         4 |       518 |  9.10E-03 |  0.913392 |  0.917833 |     27.84 |     23.39 |  0.114235 |  0.086664 |  9.29E-03 |     28.44 | 
|         4 |       592 |  1.33E-02 |  0.890929 |  0.917833 |     27.93 |     23.59 |  0.395635 |  0.324669 |  9.25E-03 |     29.31 | 
|         4 |       666 |  1.31E-02 |  0.917261 |  0.917833 |     28.28 |     23.95 |  0.142660 |  0.114614 |  9.22E-03 |     30.23 | 
|         4 |       740 |  1.24E-02 |  0.886786 |  0.917833 |     28.61 |     24.15 |  0.051552 |  0.041444 |  9.18E-03 |     31.18 | 
|         4 |       814 |  1.49E-02 |  0.900662 |  0.917833 |     28.88 |     24.50 |  0.322364 |  0.131979 |  9.15E-03 |     32.13 | 
|         4 |       823 |  1.82E-02 |  0.845100 |  0.917833 |     28.90 |     24.54 |  0.355094 |  0.279367 |  9.14E-03 |     32.82 | 
|         5 |        74 |  3.51E-02 |  0.887132 |  0.917833 |     27.20 |     25.69 |  0.132243 |  0.105763 |  9.10E-03 |     33.12 | 
|         5 |       148 |  2.74E-02 |  0.888240 |  0.917833 |     26.59 |     24.57 |  0.083944 |  0.066340 |  9.06E-03 |     33.96 | 
|         5 |       222 |  5.41E-02 |  0.898182 |  0.917833 |     26.58 |     24.64 |  0.516722 |  0.399555 |  9.03E-03 |     34.80 | 
|         5 |       296 |  5.05E-02 |  0.898703 |  0.917833 |     26.51 |     24.29 |  0.310324 |  0.178278 |  8.99E-03 |     35.62 | 
|         5 |       370 |  5.72E-02 |  0.882967 |  0.917833 |     26.79 |     24.40 |  0.155709 |  0.123843 |  8.94E-03 |     36.53 | 
|         5 |       444 |  4.97E-02 |  0.870444 |  0.917833 |     27.11 |     24.44 |  0.122594 |  0.106566 |  8.90E-03 |     37.45 | 
|         5 |       518 |  4.41E-02 |  0.903874 |  0.917833 |     27.57 |     24.62 |  0.114059 |  0.089457 |  8.86E-03 |     38.40 | 
|         5 |       592 |  3.96E-02 |  0.870213 |  0.917833 |     27.93 |     24.81 |  0.343224 |  0.124968 |  8.82E-03 |     39.35 | 
|         5 |       666 |  3.61E-02 |  0.895833 |  0.917833 |     28.17 |     24.85 |  0.086328 |  0.067222 |  8.78E-03 |     40.28 | 
|         5 |       740 |  3.39E-02 |  0.912404 |  0.917833 |     28.41 |     25.01 |  0.191342 |  0.149052 |  8.73E-03 |     41.22 | 
|         5 |       814 |  3.33E-02 |  0.901203 |  0.917833 |     28.59 |     25.18 |  0.696656 |  0.539510 |  8.69E-03 |     42.17 | 
|         5 |       823 |  3.33E-02 |  0.910587 |  0.917833 |     28.59 |     25.20 |  0.243220 |  0.205371 |  8.68E-03 |     42.90 | 
|         6 |        74 |  3.10E-02 |  0.915688 |  0.917833 |     31.16 |     28.38 |  0.468912 |  0.388658 |  8.64E-03 |     43.22 | 
|         6 |       148 |  1.18E-01 |  0.828860 |  0.917833 |     30.72 |     28.72 |  0.672588 |  0.510758 |  8.59E-03 |     44.17 | 
|         6 |       222 |  8.64E-02 |  0.907786 |  0.917833 |     32.14 |     29.61 |  0.169668 |  0.130946 |  8.54E-03 |     45.18 | 
|         6 |       296 |  6.97E-02 |  0.915254 |  0.917833 |     33.33 |     30.44 |  0.237238 |  0.182573 |  8.50E-03 |     46.30 | 
|         6 |       370 |  5.84E-02 |  0.909155 |  0.917833 |     34.11 |     30.74 |  0.068530 |  0.053796 |  8.45E-03 |     47.39 | 
|         6 |       444 |  5.05E-02 |  0.906863 |  0.917833 |     34.61 |     30.87 |  0.161037 |  0.136808 |  8.40E-03 |     48.50 | 
|         6 |       518 |  4.45E-02 |  0.903518 |  0.917833 |     35.10 |     30.99 |  0.141355 |  0.108763 |  8.35E-03 |     49.66 | 
|         6 |       592 |  4.01E-02 |  0.887324 |  0.917833 |     35.52 |     31.22 |  0.103559 |  0.083952 |  8.30E-03 |     50.77 | 
|         6 |       666 |  3.94E-02 |  0.908240 |  0.917833 |     35.94 |     31.69 |  0.389257 |  0.298371 |  8.25E-03 |     51.95 | 
|         6 |       740 |  3.89E-02 |  0.896230 |  0.917833 |     36.37 |     32.04 |  0.381206 |  0.131070 |  8.20E-03 |     53.25 | 
|         6 |       814 |  3.78E-02 |  0.907112 |  0.917833 |     36.66 |     32.15 |  0.106789 |  0.085441 |  8.15E-03 |     54.42 | 
|         6 |       823 |  3.76E-02 |  0.899236 |  0.917833 |     36.71 |     32.21 |  0.327254 |  0.247014 |  8.15E-03 |     55.33 | 
|         7 |        74 |  1.24E-01 |  0.858033 |  0.917833 |     38.32 |     35.09 |  0.341113 |  0.260500 |  8.09E-03 |     55.71 | 
|         7 |       148 |  1.07E-01 |  0.904935 |  0.917833 |     35.57 |     32.59 |  0.186862 |  0.143835 |  8.04E-03 |     56.82 | 
|         7 |       222 |  7.90E-02 |  0.888406 |  0.917833 |     36.62 |     32.63 |  0.266532 |  0.165145 |  7.99E-03 |     57.93 | 
|         7 |       296 |  6.26E-02 |  0.904090 |  0.917833 |     37.22 |     32.37 |  0.080922 |  0.061281 |  7.94E-03 |     59.05 | 
|         7 |       370 |  5.50E-02 |  0.898145 |  0.917833 |     37.88 |     32.63 |  0.225582 |  0.172046 |  7.88E-03 |     60.23 | 
|         7 |       444 |  4.80E-02 |  0.880000 |  0.917833 |     38.14 |     32.66 |  0.048533 |  0.037075 |  7.83E-03 |     61.43 | 
|         7 |       518 |  4.28E-02 |  0.915193 |  0.917833 |     38.43 |     32.75 |  0.138946 |  0.127623 |  7.77E-03 |     62.59 | 
|         7 |       592 |  3.88E-02 |  0.886693 |  0.917833 |     38.77 |     32.87 |  0.083206 |  0.065908 |  7.72E-03 |     63.77 | 
|         7 |       666 |  3.52E-02 |  0.880840 |  0.917833 |     39.21 |     33.01 |  0.084299 |  0.065316 |  7.66E-03 |     65.00 | 
|         7 |       740 |  3.26E-02 |  0.883392 |  0.917833 |     39.66 |     33.26 |  0.124284 |  0.096663 |  7.61E-03 |     66.24 | 
|         7 |       814 |  3.03E-02 |  0.909091 |  0.917833 |     40.03 |     33.40 |  0.080929 |  0.062298 |  7.55E-03 |     67.50 | 
|         7 |       823 |  3.01E-02 |  0.910603 |  0.917833 |     40.05 |     33.42 |  0.313457 |  0.082710 |  7.54E-03 |     68.43 | 
|         8 |        74 |  1.21E-02 |  0.823752 |  0.917833 |     44.18 |     37.20 |  0.344364 |  0.262011 |  7.49E-03 |     68.84 | 
|         8 |       148 |  1.04E-02 |  0.907187 |  0.917833 |     44.39 |     36.88 |  0.149762 |  0.117075 |  7.43E-03 |     70.16 | 
|         8 |       222 |  1.39E-02 |  0.865450 |  0.917833 |     44.62 |     37.40 |  0.368167 |  0.289702 |  7.37E-03 |     71.46 | 
|         8 |       296 |  1.38E-02 |  0.906295 |  0.917833 |     45.26 |     38.06 |  0.196432 |  0.160201 |  7.31E-03 |     72.80 | 
|         8 |       370 |  1.43E-02 |  0.889772 |  0.917833 |     45.39 |     38.21 |  0.041034 |  0.031260 |  7.26E-03 |     74.16 | 
|         8 |       444 |  1.29E-02 |  0.884120 |  0.917833 |     45.91 |     38.64 |  0.088331 |  0.078519 |  7.20E-03 |     75.57 | 
|         8 |       518 |  1.21E-02 |  0.899539 |  0.917833 |     46.15 |     38.76 |  0.103295 |  0.078687 |  7.14E-03 |     76.95 | 
|         8 |       592 |  1.16E-02 |  0.878067 |  0.917833 |     46.31 |     39.04 |  0.208697 |  0.086116 |  7.08E-03 |     78.29 | 
|         8 |       666 |  1.11E-02 |  0.879458 |  0.917833 |     46.44 |     39.22 |  0.120678 |  0.091369 |  7.02E-03 |     79.69 | 
|         8 |       740 |  1.04E-02 |  0.889895 |  0.917833 |     46.36 |     38.95 |  0.143255 |  0.053021 |  6.96E-03 |     81.00 | 
|         8 |       814 |  1.01E-02 |  0.912473 |  0.917833 |     46.50 |     39.01 |  0.208762 |  0.170022 |  6.90E-03 |     82.35 | 
|         8 |       823 |  1.01E-02 |  0.894699 |  0.917833 |     46.48 |     39.01 |  1.574613 |  0.331018 |  6.89E-03 |     83.35 | 
|         9 |        74 |  6.25E-03 |  0.892508 |  0.917833 |     47.34 |     39.73 |  0.066697 |  0.056409 |  6.83E-03 |     83.84 | 
|         9 |       148 |  7.13E-03 |  0.901316 |  0.917833 |     47.51 |     38.81 |  0.133636 |  0.109263 |  6.77E-03 |     85.24 | 
|         9 |       222 |  7.29E-03 |  0.890149 |  0.917833 |     46.44 |     38.16 |  0.051505 |  0.040039 |  6.71E-03 |     86.57 | 
|         9 |       296 |  6.62E-03 |  0.889662 |  0.917833 |     46.35 |     37.77 |  0.076666 |  0.058941 |  6.65E-03 |     87.90 | 
|         9 |       370 |  7.97E-03 |  0.891026 |  0.917833 |     46.61 |     38.48 |  0.067692 |  0.052387 |  6.59E-03 |     89.26 | 
|         9 |       444 |  7.63E-03 |  0.891328 |  0.917833 |     46.39 |     38.19 |  0.083885 |  0.070067 |  6.52E-03 |     90.61 | 
|         9 |       518 |  8.40E-03 |  0.877766 |  0.917833 |     45.65 |     37.74 |  0.202420 |  0.172205 |  6.46E-03 |     91.89 | 
|         9 |       592 |  8.17E-03 |  0.883903 |  0.917833 |     45.17 |     37.28 |  0.043717 |  0.033990 |  6.40E-03 |     93.08 | 
|         9 |       666 |  8.20E-03 |  0.905891 |  0.917833 |     45.05 |     37.02 |  0.324334 |  0.057877 |  6.34E-03 |     94.35 | 
|         9 |       740 |  7.78E-03 |  0.878383 |  0.917833 |     45.04 |     36.96 |  0.112864 |  0.090236 |  6.27E-03 |     95.64 | 
|         9 |       814 |  7.50E-03 |  0.863242 |  0.917833 |     45.09 |     36.93 |  0.069806 |  0.054233 |  6.21E-03 |     96.97 | 
|         9 |       823 |  7.45E-03 |  0.852578 |  0.917833 |     45.10 |     36.94 |  0.090516 |  0.069273 |  6.20E-03 |     97.97 | 
|        10 |        74 |  5.48E-03 |  0.891575 |  0.917833 |     45.66 |     36.80 |  0.062767 |  0.047467 |  6.14E-03 |     98.39 | 
|        10 |       148 |  4.18E-03 |  0.880355 |  0.917833 |     45.10 |     35.62 |  0.063342 |  0.045255 |  6.08E-03 |     99.72 | 
|        10 |       222 |  3.65E-03 |  0.882182 |  0.917833 |     45.04 |     35.04 |  0.039246 |  0.031081 |  6.02E-03 |    101.04 | 
|        10 |       296 |  3.42E-03 |  0.883471 |  0.917833 |     44.94 |     35.02 |  0.031657 |  0.024700 |  5.95E-03 |    102.35 | 
|        10 |       370 |  3.15E-03 |  0.891892 |  0.917833 |     45.03 |     34.86 |  0.049780 |  0.037917 |  5.89E-03 |    103.70 | 
|        10 |       444 |  3.10E-03 |  0.861721 |  0.917833 |     45.19 |     34.95 |  0.076705 |  0.060081 |  5.83E-03 |    105.20 | 
|        10 |       518 |  3.02E-03 |  0.874730 |  0.917833 |     45.21 |     35.04 |  0.071586 |  0.055101 |  5.76E-03 |    106.55 | 
|        10 |       592 |  3.34E-03 |  0.882941 |  0.917833 |     45.20 |     35.18 |  0.065624 |  0.048224 |  5.70E-03 |    107.88 | 
|        10 |       666 |  3.68E-03 |  0.870864 |  0.917833 |     45.12 |     35.19 |  0.066464 |  0.049587 |  5.64E-03 |    109.16 | 
|        10 |       740 |  3.83E-03 |  0.910149 |  0.917833 |     45.09 |     35.29 |  0.061231 |  0.024971 |  5.57E-03 |    110.51 | 
|        10 |       814 |  3.88E-03 |  0.904168 |  0.917833 |     45.01 |     35.29 |  1.572968 |  0.281800 |  5.51E-03 |    111.86 | 
|        10 |       823 |  3.91E-03 |  0.899497 |  0.917833 |     45.01 |     35.31 |  0.099653 |  0.041243 |  5.50E-03 |    112.81 | 
|        11 |        74 |  6.93E-03 |  0.919384 |  0.919384 |     46.11 |     37.92 |  0.067890 |  0.056456 |  5.44E-03 |    113.28 | 
|        11 |       148 |  5.36E-03 |  0.871927 |  0.919384 |     45.34 |     36.79 |  0.077085 |  0.059219 |  5.37E-03 |    114.61 | 
|        11 |       222 |  4.67E-03 |  0.873555 |  0.919384 |     45.45 |     36.62 |  0.029342 |  0.015133 |  5.31E-03 |    115.93 | 
|        11 |       296 |  4.55E-03 |  0.894545 |  0.919384 |     45.54 |     36.80 |  0.028512 |  0.022291 |  5.25E-03 |    117.26 | 
|        11 |       370 |  4.20E-03 |  0.900775 |  0.919384 |     45.42 |     36.38 |  0.059419 |  0.044826 |  5.18E-03 |    118.64 | 
|        11 |       444 |  3.87E-03 |  0.897529 |  0.919384 |     45.38 |     36.09 |  0.115652 |  0.098672 |  5.12E-03 |    119.95 | 
|        11 |       518 |  3.59E-03 |  0.887309 |  0.919384 |     45.43 |     35.92 |  0.023595 |  0.017833 |  5.06E-03 |    121.29 | 
|        11 |       592 |  3.46E-03 |  0.898195 |  0.919384 |     45.32 |     35.69 |  0.062102 |  0.047511 |  4.99E-03 |    122.60 | 
|        11 |       666 |  3.40E-03 |  0.889531 |  0.919384 |     45.15 |     35.47 |  0.029980 |  0.022191 |  4.93E-03 |    123.95 | 
|        11 |       740 |  3.23E-03 |  0.882633 |  0.919384 |     45.04 |     35.23 |  0.021358 |  0.015865 |  4.87E-03 |    125.24 | 
|        11 |       814 |  3.38E-03 |  0.879113 |  0.919384 |     44.90 |     35.05 |  0.025512 |  0.020757 |  4.80E-03 |    126.53 | 
|        11 |       823 |  3.36E-03 |  0.881174 |  0.919384 |     44.89 |     35.02 |  0.034044 |  0.025050 |  4.80E-03 |    127.47 | 
|        12 |        74 |  2.67E-03 |  0.889128 |  0.919384 |     44.66 |     34.36 |  0.031070 |  0.024781 |  4.73E-03 |    127.87 | 
|        12 |       148 |  2.96E-03 |  0.863341 |  0.919384 |     44.32 |     33.89 |  0.028014 |  0.020853 |  4.67E-03 |    129.16 | 
|        12 |       222 |  9.81E-03 |  0.907762 |  0.919384 |     44.14 |     34.65 |  0.102689 |  0.087394 |  4.61E-03 |    130.60 | 
|        12 |       296 |  9.71E-03 |  0.908234 |  0.919384 |     42.24 |     33.85 |  0.039747 |  0.031485 |  4.55E-03 |    131.75 | 
|        12 |       370 |  8.90E-03 |  0.881861 |  0.919384 |     41.82 |     33.63 |  0.070104 |  0.053473 |  4.48E-03 |    132.91 | 
|        12 |       444 |  7.88E-03 |  0.888160 |  0.919384 |     41.51 |     33.28 |  0.074352 |  0.058318 |  4.42E-03 |    134.16 | 
|        12 |       518 |  9.11E-03 |  0.901194 |  0.919384 |     41.12 |     33.27 |  0.085513 |  0.065069 |  4.36E-03 |    135.37 | 
|        12 |       592 |  8.32E-03 |  0.901510 |  0.919384 |     41.04 |     33.10 |  0.051780 |  0.041862 |  4.30E-03 |    136.57 | 
|        12 |       666 |  7.65E-03 |  0.890284 |  0.919384 |     41.00 |     32.91 |  0.047261 |  0.037832 |  4.24E-03 |    137.77 | 
|        12 |       740 |  7.06E-03 |  0.891892 |  0.919384 |     40.96 |     32.69 |  0.052366 |  0.040362 |  4.18E-03 |    138.99 | 
|        12 |       814 |  6.61E-03 |  0.899421 |  0.919384 |     41.00 |     32.58 |  0.035212 |  0.027683 |  4.12E-03 |    140.23 | 
|        12 |       823 |  6.55E-03 |  0.890459 |  0.919384 |     41.01 |     32.55 |  0.015220 |  0.011607 |  4.11E-03 |    141.13 | 
|        13 |        74 |  2.15E-03 |  0.888657 |  0.919384 |     41.97 |     31.69 |  0.062793 |  0.048284 |  4.05E-03 |    141.51 | 
|        13 |       148 |  2.27E-03 |  0.902681 |  0.919384 |     42.07 |     32.08 |  0.028497 |  0.023072 |  3.99E-03 |    142.77 | 
|        13 |       222 |  2.31E-03 |  0.885816 |  0.919384 |     41.74 |     31.73 |  0.039846 |  0.030201 |  3.93E-03 |    144.13 | 
|        13 |       296 |  2.12E-03 |  0.882059 |  0.919384 |     41.40 |     31.43 |  0.041405 |  0.033705 |  3.87E-03 |    145.36 | 
|        13 |       370 |  2.00E-03 |  0.874506 |  0.919384 |     41.40 |     31.35 |  0.032162 |  0.026006 |  3.81E-03 |    146.67 | 
|        13 |       444 |  1.92E-03 |  0.884157 |  0.919384 |     41.32 |     31.25 |  0.103218 |  0.047804 |  3.75E-03 |    147.90 | 
|        13 |       518 |  1.83E-03 |  0.884740 |  0.919384 |     41.36 |     31.25 |  0.042417 |  0.032270 |  3.69E-03 |    149.13 | 
|        13 |       592 |  2.59E-03 |  0.913869 |  0.919384 |     41.45 |     31.46 |  0.045390 |  0.035017 |  3.64E-03 |    150.37 | 
|        13 |       666 |  2.58E-03 |  0.896877 |  0.919384 |     41.23 |     31.40 |  0.033670 |  0.023904 |  3.58E-03 |    151.59 | 
|        13 |       740 |  3.08E-03 |  0.898529 |  0.919384 |     41.43 |     31.78 |  0.097636 |  0.023505 |  3.52E-03 |    152.83 | 
|        13 |       814 |  2.96E-03 |  0.899023 |  0.919384 |     41.76 |     31.98 |  0.014453 |  0.011518 |  3.46E-03 |    154.14 | 
|        13 |       823 |  2.95E-03 |  0.892071 |  0.919384 |     41.79 |     32.00 |  0.026075 |  0.020103 |  3.46E-03 |    155.10 | 
|        14 |        74 |  2.31E-03 |  0.889840 |  0.919384 |     44.50 |     33.93 |  0.058164 |  0.032078 |  3.40E-03 |    155.50 | 
|        14 |       148 |  1.87E-03 |  0.886439 |  0.919384 |     43.62 |     32.84 |  0.017419 |  0.013486 |  3.35E-03 |    156.77 | 
|        14 |       222 |  1.74E-03 |  0.891902 |  0.919384 |     43.18 |     32.29 |  0.020709 |  0.015875 |  3.29E-03 |    158.05 | 
|        14 |       296 |  1.67E-03 |  0.888889 |  0.919384 |     43.15 |     32.21 |  0.028908 |  0.021919 |  3.23E-03 |    159.30 | 
|        14 |       370 |  1.90E-03 |  0.899819 |  0.919384 |     43.07 |     32.36 |  0.052722 |  0.043026 |  3.18E-03 |    160.56 | 
|        14 |       444 |  2.32E-03 |  0.894833 |  0.919384 |     42.77 |     32.36 |  0.076572 |  0.051711 |  3.13E-03 |    161.82 | 
|        14 |       518 |  2.26E-03 |  0.898415 |  0.919384 |     42.47 |     32.21 |  0.032744 |  0.025166 |  3.07E-03 |    163.03 | 
|        14 |       592 |  2.20E-03 |  0.887826 |  0.919384 |     42.33 |     32.09 |  0.033188 |  0.023858 |  3.02E-03 |    164.26 | 
|        14 |       666 |  2.14E-03 |  0.885316 |  0.919384 |     42.21 |     31.99 |  0.150530 |  0.071137 |  2.97E-03 |    165.53 | 
|        14 |       740 |  2.06E-03 |  0.879279 |  0.919384 |     42.25 |     32.08 |  0.028764 |  0.016857 |  2.91E-03 |    166.84 | 
|        14 |       814 |  1.98E-03 |  0.871330 |  0.919384 |     42.25 |     32.01 |  0.023195 |  0.017826 |  2.86E-03 |    168.12 | 
|        14 |       823 |  1.97E-03 |  0.874004 |  0.919384 |     42.28 |     32.02 |  0.048850 |  0.027664 |  2.86E-03 |    169.03 | 
|        15 |        74 |  1.43E-03 |  0.882622 |  0.919384 |     42.14 |     31.04 |  0.028109 |  0.022971 |  2.80E-03 |    169.42 | 
|        15 |       148 |  1.25E-03 |  0.880435 |  0.919384 |     42.21 |     30.96 |  0.040770 |  0.020000 |  2.75E-03 |    170.65 | 
|        15 |       222 |  1.68E-03 |  0.895565 |  0.919384 |     42.37 |     31.27 |  0.032535 |  0.014464 |  2.70E-03 |    171.88 | 
|        15 |       296 |  1.60E-03 |  0.874778 |  0.919384 |     42.07 |     31.02 |  0.086634 |  0.035794 |  2.65E-03 |    173.11 | 
|        15 |       370 |  1.88E-03 |  0.881713 |  0.919384 |     42.09 |     31.14 |  0.046886 |  0.038511 |  2.61E-03 |    174.34 | 
|        15 |       444 |  1.81E-03 |  0.873229 |  0.919384 |     41.96 |     31.09 |  0.026974 |  0.020324 |  2.56E-03 |    175.59 | 
