*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:13:34 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.92E-01 |  0.905647 |  0.905647 |      6.00 |      5.00 |  0.894133 |  0.368827 |  1.00E-02 |      0.06 | 
|         1 |       148 |  7.01E-01 |  0.868529 |  0.905647 |      6.00 |      5.00 |  1.125529 |  0.172243 |  1.00E-02 |      0.22 | 
|         1 |       222 |  5.42E-01 |  0.880336 |  0.905647 |      6.00 |      5.00 |  0.555062 |  0.403641 |  1.00E-02 |      0.37 | 
|         1 |       296 |  4.55E-01 |  0.835842 |  0.905647 |      6.00 |      5.00 |  0.947096 |  0.337776 |  9.99E-03 |      0.52 | 
|         1 |       370 |  3.96E-01 |  0.870671 |  0.905647 |      6.00 |      5.00 |  0.150253 |  0.251769 |  9.99E-03 |      0.68 | 
|         1 |       444 |  3.58E-01 |  0.818117 |  0.905647 |      6.00 |      5.00 |  0.569564 |  0.428038 |  9.98E-03 |      0.83 | 
|         1 |       518 |  3.28E-01 |  0.840456 |  0.905647 |      6.00 |      5.00 |  0.124994 |  0.118017 |  9.98E-03 |      0.99 | 
|         1 |       592 |  3.06E-01 |  0.869695 |  0.905647 |      6.00 |      5.00 |  0.861822 |  0.194243 |  9.97E-03 |      1.15 | 
|         1 |       666 |  2.92E-01 |  0.896220 |  0.905647 |      6.00 |      5.00 |  4.221870 |  3.331064 |  9.96E-03 |      1.30 | 
|         1 |       740 |  2.94E-01 |  0.856120 |  0.905647 |      6.00 |      5.00 |  1.559844 |  0.456980 |  9.96E-03 |      1.45 | 
|         1 |       814 |  2.81E-01 |  0.856045 |  0.905647 |      6.00 |      5.00 |  0.966635 |  0.283712 |  9.95E-03 |      1.61 | 
|         1 |       823 |  2.80E-01 |  0.898983 |  0.905647 |      6.00 |      5.00 |  0.374018 |  0.404717 |  9.94E-03 |      1.72 | 
|         2 |        74 |  1.82E-01 |  0.866376 |  0.905647 |      6.00 |      5.00 |  0.142440 |  0.108701 |  9.93E-03 |      1.78 | 
|         2 |       148 |  1.54E-01 |  0.858354 |  0.905647 |      6.00 |      5.00 |  0.392420 |  0.223516 |  9.92E-03 |      1.94 | 
|         2 |       222 |  1.34E-01 |  0.888344 |  0.905647 |      6.00 |      5.00 |  0.336184 |  0.299586 |  9.91E-03 |      2.09 | 
|         2 |       296 |  1.21E-01 |  0.898233 |  0.905647 |      6.00 |      5.00 |  0.162751 |  0.103586 |  9.90E-03 |      2.24 | 
|         2 |       370 |  1.09E-01 |  0.901469 |  0.905647 |      6.00 |      5.00 |  0.132491 |  0.109455 |  9.88E-03 |      2.40 | 
|         2 |       444 |  1.48E-01 |  0.909157 |  0.909157 |      6.00 |      5.00 |  0.458783 |  0.321760 |  9.87E-03 |      2.55 | 
|         2 |       518 |  1.43E-01 |  0.901633 |  0.909157 |      6.00 |      5.00 |  2.923433 |  0.542656 |  9.85E-03 |      2.70 | 
|         2 |       592 |  1.40E-01 |  0.917511 |  0.917511 |      6.00 |      5.00 |  0.404786 |  0.136576 |  9.84E-03 |      2.85 | 
|         2 |       666 |  1.52E-01 |  0.862909 |  0.917511 |      6.00 |      5.00 |  0.365529 |  0.225465 |  9.82E-03 |      3.00 | 
|         2 |       740 |  1.51E-01 |  0.896409 |  0.917511 |      6.00 |      5.00 |  0.390990 |  0.359581 |  9.80E-03 |      3.15 | 
|         2 |       814 |  1.47E-01 |  0.879592 |  0.917511 |      6.00 |      5.00 |  1.314857 |  0.920922 |  9.78E-03 |      3.31 | 
|         2 |       823 |  1.48E-01 |  0.882192 |  0.917511 |      6.00 |      5.00 |  1.929339 |  0.590682 |  9.78E-03 |      3.41 | 
|         3 |        74 |  1.52E-01 |  0.891381 |  0.917511 |      6.00 |      5.00 |  1.317123 |  0.722500 |  9.76E-03 |      3.48 | 
|         3 |       148 |  1.16E-01 |  0.887675 |  0.917511 |      6.00 |      5.00 |  0.737197 |  0.162657 |  9.74E-03 |      3.63 | 
|         3 |       222 |  9.84E-02 |  0.914017 |  0.917511 |      6.00 |      5.00 |  0.337133 |  0.231635 |  9.72E-03 |      3.78 | 
|         3 |       296 |  9.24E-02 |  0.894332 |  0.917511 |      6.00 |      5.00 |  0.214773 |  0.185128 |  9.69E-03 |      3.93 | 
|         3 |       370 |  8.78E-02 |  0.899790 |  0.917511 |      6.00 |      5.00 |  0.899669 |  0.160076 |  9.67E-03 |      4.08 | 
|         3 |       444 |  8.30E-02 |  0.896765 |  0.917511 |      6.00 |      5.00 |  0.193614 |  0.084114 |  9.65E-03 |      4.23 | 
|         3 |       518 |  7.81E-02 |  0.907989 |  0.917511 |      6.00 |      5.00 |  0.321607 |  0.093977 |  9.62E-03 |      4.38 | 
|         3 |       592 |  7.66E-02 |  0.900176 |  0.917511 |      6.00 |      5.00 |  0.353258 |  0.219092 |  9.60E-03 |      4.53 | 
|         3 |       666 |  7.35E-02 |  0.894906 |  0.917511 |      6.00 |      5.00 |  0.290672 |  0.129057 |  9.57E-03 |      4.69 | 
|         3 |       740 |  8.82E-02 |  0.855794 |  0.917511 |      6.00 |      5.00 | 17.089930 |  5.296806 |  9.54E-03 |      4.85 | 
|         3 |       814 |  1.40E-01 |  0.887394 |  0.917511 |      6.00 |      5.00 |  0.583976 |  0.509629 |  9.51E-03 |      5.00 | 
|         3 |       823 |  1.41E-01 |  0.876137 |  0.917511 |      6.00 |      5.00 |  0.848919 |  0.374099 |  9.51E-03 |      5.11 | 
|         4 |        74 |  1.79E-01 |  0.882562 |  0.917511 |      6.00 |      5.00 |  0.245698 |  0.194100 |  9.48E-03 |      5.17 | 
|         4 |       148 |  2.15E-01 |  0.881170 |  0.917511 |      6.00 |      5.00 |  0.435191 |  0.234492 |  9.45E-03 |      5.33 | 
|         4 |       222 |  2.05E-01 |  0.857760 |  0.917511 |      6.00 |      5.00 |  1.461176 |  0.594180 |  9.42E-03 |      5.49 | 
|         4 |       296 |  2.19E-01 |  0.868875 |  0.917511 |      6.00 |      5.00 |  1.093650 |  0.537943 |  9.39E-03 |      5.64 | 
|         4 |       370 |  2.36E-01 |  0.890351 |  0.917511 |      6.00 |      5.00 |  0.323849 |  0.240349 |  9.36E-03 |      5.80 | 
|         4 |       444 |  2.36E-01 |  0.898509 |  0.917511 |      6.00 |      5.00 |  0.617103 |  0.295557 |  9.32E-03 |      5.95 | 
|         4 |       518 |  2.55E-01 |  0.903757 |  0.917511 |      6.00 |      5.00 |  2.046753 |  0.746429 |  9.29E-03 |      6.11 | 
|         4 |       592 |  2.48E-01 |  0.880174 |  0.917511 |      6.00 |      5.00 |  0.710524 |  0.420710 |  9.25E-03 |      6.26 | 
|         4 |       666 |  2.84E-01 |  0.886975 |  0.917511 |      6.00 |      5.00 |  0.942915 |  0.261776 |  9.22E-03 |      6.41 | 
|         4 |       740 |  2.99E-01 |  0.894812 |  0.917511 |      6.00 |      5.00 |  0.588601 |  0.411116 |  9.18E-03 |      6.56 | 
|         4 |       814 |  2.97E-01 |  0.908771 |  0.917511 |      6.00 |      5.00 |  2.458300 |  0.552398 |  9.15E-03 |      6.71 | 
|         4 |       823 |  3.00E-01 |  0.902016 |  0.917511 |      6.00 |      5.00 |  0.613300 |  0.325528 |  9.14E-03 |      6.82 | 
|         5 |        74 |  2.84E-01 |  0.898263 |  0.917511 |      6.00 |      5.00 |  3.183567 |  1.102226 |  9.10E-03 |      6.88 | 
|         5 |       148 |  3.32E-01 |  0.894718 |  0.917511 |      6.00 |      5.00 | 39.397835 | 14.942835 |  9.06E-03 |      7.03 | 
|         5 |       222 |  5.75E-01 |  0.886605 |  0.917511 |      6.00 |      5.00 |  1.044370 |  1.170002 |  9.03E-03 |      7.18 | 
|         5 |       296 |  5.62E-01 |  0.900000 |  0.917511 |      6.00 |      5.00 |  3.038851 |  0.829657 |  8.99E-03 |      7.34 | 
|         5 |       370 |  5.25E-01 |  0.901203 |  0.917511 |      6.00 |      5.00 |  2.281780 |  0.614704 |  8.94E-03 |      7.49 | 
|         5 |       444 |  4.84E-01 |  0.903741 |  0.917511 |      6.00 |      5.00 |  1.154524 |  0.613762 |  8.90E-03 |      7.64 | 
|         5 |       518 |  4.49E-01 |  0.895899 |  0.917511 |      6.00 |      5.00 |  1.201456 |  0.469402 |  8.86E-03 |      7.79 | 
|         5 |       592 |  4.23E-01 |  0.889124 |  0.917511 |      6.00 |      5.00 |  0.552105 |  0.216617 |  8.82E-03 |      7.94 | 
|         5 |       666 |  3.96E-01 |  0.897309 |  0.917511 |      6.00 |      5.00 |  1.150774 |  0.381844 |  8.78E-03 |      8.09 | 
|         5 |       740 |  3.85E-01 |  0.891181 |  0.917511 |      6.00 |      5.00 |  2.951048 |  0.819434 |  8.73E-03 |      8.24 | 
|         5 |       814 |  3.68E-01 |  0.883327 |  0.917511 |      6.00 |      5.00 |  3.817691 |  1.151917 |  8.69E-03 |      8.39 | 
|         5 |       823 |  3.67E-01 |  0.877032 |  0.917511 |      6.00 |      5.00 |  0.798657 |  0.397832 |  8.68E-03 |      8.50 | 
|         6 |        74 |  1.72E-01 |  0.873634 |  0.917511 |      6.00 |      5.00 |  1.737566 |  0.915346 |  8.64E-03 |      8.56 | 
|         6 |       148 |  1.85E-01 |  0.875902 |  0.917511 |      6.00 |      5.00 |  1.218843 |  0.444470 |  8.59E-03 |      8.72 | 
|         6 |       222 |  1.85E-01 |  0.879386 |  0.917511 |      6.00 |      5.00 |  0.863516 |  0.302154 |  8.54E-03 |      8.87 | 
|         6 |       296 |  1.79E-01 |  0.871537 |  0.917511 |      6.00 |      5.00 |  0.821747 |  0.338305 |  8.50E-03 |      9.02 | 
|         6 |       370 |  1.77E-01 |  0.865854 |  0.917511 |      6.00 |      5.00 |  1.215695 |  0.329364 |  8.45E-03 |      9.17 | 
|         6 |       444 |  1.73E-01 |  0.851003 |  0.917511 |      6.00 |      5.00 |  0.609834 |  0.173349 |  8.40E-03 |      9.33 | 
|         6 |       518 |  1.71E-01 |  0.867358 |  0.917511 |      6.00 |      5.00 |  1.133700 |  0.539328 |  8.35E-03 |      9.48 | 
|         6 |       592 |  1.71E-01 |  0.902991 |  0.917511 |      6.00 |      5.00 |  3.244308 |  1.647281 |  8.30E-03 |      9.65 | 
|         6 |       666 |  1.77E-01 |  0.912628 |  0.917511 |      6.00 |      5.00 |  1.840534 |  0.907593 |  8.25E-03 |      9.80 | 
