*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 17:37:56 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  6.52E-01 |  0.933246 |  0.933246 |     13.95 |     13.96 |  0.651021 |  0.535996 |  9.99E-03 |      0.91 | 
|         1 |       286 |  6.06E-01 |  0.931478 |  0.933246 |     14.66 |     14.30 |  0.310636 |  0.498874 |  9.97E-03 |      5.85 | 
|         1 |       429 |  5.43E-01 |  0.929393 |  0.933246 |     14.98 |     14.50 |  2.441282 |  1.742806 |  9.93E-03 |     10.96 | 
|         1 |       572 |  5.34E-01 |  0.935252 |  0.935252 |     15.02 |     14.54 |  0.723703 |  0.600022 |  9.88E-03 |     15.97 | 
|         1 |       715 |  5.09E-01 |  0.938019 |  0.938019 |     14.96 |     14.55 |  1.026206 |  0.590063 |  9.82E-03 |     21.11 | 
|         1 |       858 |  5.07E-01 |  0.931236 |  0.938019 |     14.96 |     14.53 |  0.930140 |  1.262755 |  9.74E-03 |     26.17 | 
|         1 |      1001 |  4.93E-01 |  0.932540 |  0.938019 |     14.96 |     14.54 |  1.609789 |  1.319296 |  9.65E-03 |     31.32 | 
|         1 |      1144 |  4.80E-01 |  0.925712 |  0.938019 |     14.89 |     14.51 |  0.846759 |  0.595725 |  9.54E-03 |     37.42 | 
|         1 |      1287 |  4.57E-01 |  0.932963 |  0.938019 |     14.80 |     14.42 |  0.573263 |  0.379352 |  9.42E-03 |     42.29 | 
|         1 |      1430 |  4.50E-01 |  0.944147 |  0.944147 |     14.74 |     14.34 |  0.695028 |  0.570544 |  9.29E-03 |     47.31 | 
|         1 |      1573 |  4.39E-01 |  0.930913 |  0.944147 |     14.67 |     14.31 |  6.745487 |  3.598783 |  9.15E-03 |     52.33 | 
|         1 |      1579 |  4.37E-01 |  0.930032 |  0.944147 |     14.67 |     14.30 |  1.738420 |  0.668596 |  9.14E-03 |     56.36 | 
|         2 |       143 |  3.16E-01 |  0.928143 |  0.944147 |     14.10 |     13.66 |  0.970273 |  1.339255 |  8.98E-03 |     57.26 | 
|         2 |       286 |  3.08E-01 |  0.933970 |  0.944147 |     14.14 |     13.47 |  0.683809 |  0.505680 |  8.82E-03 |     62.41 | 
|         2 |       429 |  3.20E-01 |  0.929068 |  0.944147 |     14.11 |     13.39 |  0.631992 |  0.375673 |  8.64E-03 |     67.25 | 
|         2 |       572 |  3.28E-01 |  0.930785 |  0.944147 |     14.08 |     13.39 |  6.317807 |  1.771693 |  8.45E-03 |     72.00 | 
|         2 |       715 |  3.19E-01 |  0.934347 |  0.944147 |     14.11 |     13.47 |  1.985031 |  1.108214 |  8.25E-03 |     76.90 | 
|         2 |       858 |  3.10E-01 |  0.938021 |  0.944147 |     14.08 |     13.47 |  0.818376 |  0.517722 |  8.05E-03 |     81.90 | 
|         2 |      1001 |  3.21E-01 |  0.925459 |  0.944147 |     14.12 |     13.53 |  0.664800 |  0.491436 |  7.83E-03 |     86.77 | 
|         2 |      1144 |  3.26E-01 |  0.929187 |  0.944147 |     14.13 |     13.55 |  0.684735 |  0.996302 |  7.61E-03 |     91.86 | 
|         2 |      1287 |  3.20E-01 |  0.934826 |  0.944147 |     14.10 |     13.51 |  0.880245 |  0.620888 |  7.38E-03 |     96.72 | 
|         2 |      1430 |  3.33E-01 |  0.940742 |  0.944147 |     14.19 |     13.63 |  1.252258 |  0.720874 |  7.14E-03 |    101.82 | 
|         2 |      1573 |  3.63E-01 |  0.932281 |  0.944147 |     14.34 |     13.81 |  1.617659 |  1.117418 |  6.90E-03 |    107.29 | 
|         2 |      1579 |  3.62E-01 |  0.936162 |  0.944147 |     14.35 |     13.82 |  2.228327 |  0.713190 |  6.89E-03 |    112.32 | 
|         3 |       143 |  5.20E-01 |  0.934946 |  0.944147 |     14.92 |     14.76 |  1.247258 |  1.044889 |  6.65E-03 |    113.23 | 
|         3 |       286 |  4.34E-01 |  0.949076 |  0.949076 |     14.55 |     14.25 |  0.724526 |  0.390044 |  6.40E-03 |    118.62 | 
|         3 |       429 |  4.14E-01 |  0.941664 |  0.949076 |     14.51 |     14.20 |  0.999465 |  0.653674 |  6.14E-03 |    123.81 | 
|         3 |       572 |  4.02E-01 |  0.938467 |  0.949076 |     14.64 |     14.33 |  0.676979 |  1.721761 |  5.89E-03 |    129.15 | 
|         3 |       715 |  3.58E-01 |  0.936890 |  0.949076 |     14.71 |     14.37 |  1.248069 |  1.082013 |  5.63E-03 |    134.49 | 
|         3 |       858 |  3.53E-01 |  0.936539 |  0.949076 |     14.72 |     14.34 |  0.551353 |  0.610094 |  5.38E-03 |    139.85 | 
|         3 |      1001 |  3.51E-01 |  0.937985 |  0.949076 |     14.85 |     14.43 |  0.991823 |  0.679085 |  5.12E-03 |    145.22 | 
|         3 |      1144 |  3.53E-01 |  0.940873 |  0.949076 |     14.86 |     14.41 |  0.565390 |  0.975765 |  4.87E-03 |    150.38 | 
|         3 |      1287 |  3.45E-01 |  0.940468 |  0.949076 |     15.05 |     14.59 |  4.533506 |  3.141313 |  4.62E-03 |    155.51 | 
|         3 |      1430 |  3.43E-01 |  0.939091 |  0.949076 |     15.40 |     14.96 |  1.026210 |  0.481326 |  4.37E-03 |    161.30 | 
|         3 |      1573 |  3.39E-01 |  0.944993 |  0.949076 |     15.63 |     15.20 |  0.926958 |  0.612204 |  4.12E-03 |    166.46 | 
|         3 |      1579 |  3.38E-01 |  0.947003 |  0.949076 |     15.64 |     15.21 |  0.971496 |  0.637198 |  4.11E-03 |    171.01 | 
|         4 |       143 |  3.27E-01 |  0.935926 |  0.949076 |     17.56 |     16.80 |  0.839591 |  0.664578 |  3.87E-03 |    172.01 | 
|         4 |       286 |  2.87E-01 |  0.942335 |  0.949076 |     17.55 |     16.83 |  0.841386 |  0.600429 |  3.63E-03 |    177.53 | 
|         4 |       429 |  2.60E-01 |  0.942356 |  0.949076 |     17.25 |     16.66 |  0.849420 |  0.917094 |  3.40E-03 |    182.90 | 
|         4 |       572 |  2.59E-01 |  0.947288 |  0.949076 |     16.92 |     16.47 |  0.406580 |  0.476710 |  3.18E-03 |    188.11 | 
|         4 |       715 |  2.63E-01 |  0.946088 |  0.949076 |     16.78 |     16.38 |  0.820814 |  0.573624 |  2.97E-03 |    193.19 | 
|         4 |       858 |  2.68E-01 |  0.942284 |  0.949076 |     16.74 |     16.35 |  0.475416 |  2.615435 |  2.76E-03 |    198.44 | 
|         4 |      1001 |  2.82E-01 |  0.936437 |  0.949076 |     16.51 |     16.14 |  0.538748 |  0.369523 |  2.56E-03 |    203.68 | 
|         4 |      1144 |  3.07E-01 |  0.941780 |  0.949076 |     16.43 |     16.06 |  0.737005 |  0.508936 |  2.37E-03 |    208.86 | 
|         4 |      1287 |  3.05E-01 |  0.946827 |  0.949076 |     16.41 |     15.96 |  0.718001 |  1.028231 |  2.19E-03 |    214.00 | 
