*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 17:26:36 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  6.24E-01 |  0.931324 |  0.931324 |     13.34 |     13.13 |  0.816926 |  1.171201 |  9.99E-03 |      0.90 | 
|         1 |       286 |  5.45E-01 |  0.923575 |  0.931324 |     13.73 |     13.47 |  0.319785 |  0.387568 |  9.97E-03 |      5.69 | 
|         1 |       429 |  5.14E-01 |  0.932067 |  0.932067 |     14.01 |     13.65 |  0.909941 |  0.860426 |  9.93E-03 |     10.48 | 
|         1 |       572 |  4.93E-01 |  0.943857 |  0.943857 |     14.22 |     13.78 |  1.063352 |  1.054311 |  9.88E-03 |     15.55 | 
|         1 |       715 |  4.56E-01 |  0.947309 |  0.947309 |     14.24 |     13.84 |  3.158374 |  3.377626 |  9.82E-03 |     20.69 | 
|         1 |       858 |  4.43E-01 |  0.949268 |  0.949268 |     14.33 |     13.94 |  0.707428 |  0.874944 |  9.74E-03 |     25.73 | 
|         1 |      1001 |  4.61E-01 |  0.933922 |  0.949268 |     14.41 |     14.04 |  0.504962 |  0.374422 |  9.65E-03 |     30.74 | 
|         1 |      1144 |  4.61E-01 |  0.940066 |  0.949268 |     14.43 |     14.06 | 10.063114 |  2.498974 |  9.54E-03 |     35.67 | 
|         1 |      1287 |  4.45E-01 |  0.931770 |  0.949268 |     14.49 |     14.14 |  1.610146 |  1.016636 |  9.42E-03 |     40.77 | 
|         1 |      1430 |  4.28E-01 |  0.941647 |  0.949268 |     14.55 |     14.20 |  0.707942 |  0.533419 |  9.29E-03 |     45.76 | 
|         1 |      1573 |  4.17E-01 |  0.940928 |  0.949268 |     14.60 |     14.25 |  1.201022 |  0.846464 |  9.15E-03 |     50.84 | 
|         1 |      1579 |  4.17E-01 |  0.933325 |  0.949268 |     14.60 |     14.26 |  1.254240 |  1.308066 |  9.14E-03 |     55.15 | 
|         2 |       143 |  2.87E-01 |  0.938822 |  0.949268 |     15.73 |     15.88 |  9.004423 |  2.880406 |  8.98E-03 |     56.10 | 
|         2 |       286 |  3.17E-01 |  0.947110 |  0.949268 |     15.38 |     15.37 |  3.797640 |  2.764539 |  8.82E-03 |     61.32 | 
|         2 |       429 |  3.21E-01 |  0.938372 |  0.949268 |     15.35 |     15.30 |  0.892050 |  0.619874 |  8.64E-03 |     66.51 | 
|         2 |       572 |  3.31E-01 |  0.942033 |  0.949268 |     15.34 |     15.35 |  1.129117 |  1.158759 |  8.45E-03 |     71.79 | 
|         2 |       715 |  3.33E-01 |  0.941347 |  0.949268 |     15.29 |     15.25 |  2.897779 |  4.524359 |  8.25E-03 |     77.06 | 
