*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 21:14:19 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.33E-01 |  0.869343 |  0.869343 |     14.24 |     13.99 |  0.166125 |  0.217931 |  1.00E-02 |      0.15 | 
|         1 |       148 |  4.18E-01 |  0.879255 |  0.879255 |     14.61 |     13.95 |  0.602039 |  0.855392 |  1.00E-02 |      0.68 | 
|         1 |       222 |  3.26E-01 |  0.906500 |  0.906500 |     14.74 |     14.04 |  0.544941 |  0.399189 |  1.00E-02 |      1.15 | 
|         1 |       296 |  2.73E-01 |  0.903226 |  0.906500 |     15.09 |     14.23 |  0.188681 |  0.213251 |  9.99E-03 |      1.63 | 
|         1 |       370 |  2.37E-01 |  0.903361 |  0.906500 |     15.28 |     14.27 |  0.433588 |  0.517583 |  9.99E-03 |      2.12 | 
|         1 |       444 |  2.26E-01 |  0.911775 |  0.911775 |     15.45 |     14.39 |  0.402353 |  0.376236 |  9.98E-03 |      2.61 | 
|         1 |       518 |  2.01E-01 |  0.905946 |  0.911775 |     15.67 |     14.55 |  0.161892 |  0.170117 |  9.98E-03 |      3.13 | 
|         1 |       592 |  1.82E-01 |  0.906069 |  0.911775 |     15.90 |     14.67 |  0.167959 |  0.191548 |  9.97E-03 |      3.65 | 
|         1 |       666 |  1.66E-01 |  0.900972 |  0.911775 |     16.08 |     14.78 |  0.197270 |  0.228956 |  9.96E-03 |      4.16 | 
|         1 |       740 |  1.64E-01 |  0.883653 |  0.911775 |     16.40 |     15.07 |  0.126117 |  0.123046 |  9.96E-03 |      4.69 | 
|         1 |       814 |  1.54E-01 |  0.870862 |  0.911775 |     16.85 |     15.48 |  0.267014 |  0.109155 |  9.95E-03 |      5.28 | 
|         1 |       823 |  1.52E-01 |  0.883201 |  0.911775 |     16.89 |     15.51 |  0.139014 |  0.119653 |  9.94E-03 |      5.73 | 
|         2 |        74 |  3.41E-02 |  0.878067 |  0.911775 |     21.66 |     18.93 |  0.241483 |  0.214815 |  9.93E-03 |      5.93 | 
|         2 |       148 |  4.09E-02 |  0.900623 |  0.911775 |     21.32 |     18.79 |  0.302487 |  0.352062 |  9.92E-03 |      6.55 | 
|         2 |       222 |  3.83E-02 |  0.887915 |  0.911775 |     21.27 |     18.65 |  0.131998 |  0.132247 |  9.91E-03 |      7.17 | 
|         2 |       296 |  3.73E-02 |  0.856216 |  0.911775 |     21.18 |     18.53 |  0.407125 |  0.264677 |  9.90E-03 |      7.79 | 
|         2 |       370 |  3.66E-02 |  0.854474 |  0.911775 |     21.13 |     18.54 |  0.224284 |  0.215195 |  9.88E-03 |      8.42 | 
|         2 |       444 |  3.51E-02 |  0.827875 |  0.911775 |     21.09 |     18.46 |  0.183741 |  0.239870 |  9.87E-03 |      9.04 | 
|         2 |       518 |  3.40E-02 |  0.845483 |  0.911775 |     21.05 |     18.39 |  0.401153 |  0.442221 |  9.85E-03 |      9.67 | 
|         2 |       592 |  3.56E-02 |  0.857773 |  0.911775 |     21.09 |     18.42 |  0.138594 |  0.144374 |  9.84E-03 |     10.30 | 
|         2 |       666 |  3.70E-02 |  0.868881 |  0.911775 |     21.12 |     18.47 |  0.287328 |  0.265727 |  9.82E-03 |     10.92 | 
|         2 |       740 |  3.61E-02 |  0.833703 |  0.911775 |     21.16 |     18.51 |  0.174642 |  0.177839 |  9.80E-03 |     11.56 | 
|         2 |       814 |  3.99E-02 |  0.847804 |  0.911775 |     21.28 |     18.67 |  0.133053 |  0.100310 |  9.78E-03 |     12.18 | 
|         2 |       823 |  3.99E-02 |  0.893119 |  0.911775 |     21.30 |     18.68 |  0.241571 |  0.191363 |  9.78E-03 |     12.64 | 
|         3 |        74 |  7.96E-02 |  0.883638 |  0.911775 |     22.80 |     20.70 |  1.149212 |  1.061208 |  9.76E-03 |     12.83 | 
|         3 |       148 |  8.07E-02 |  0.908497 |  0.911775 |     23.31 |     21.16 |  0.536485 |  0.426697 |  9.74E-03 |     13.46 | 
|         3 |       222 |  7.75E-02 |  0.895758 |  0.911775 |     23.12 |     21.03 |  0.157649 |  0.136456 |  9.72E-03 |     14.10 | 
|         3 |       296 |  7.23E-02 |  0.904692 |  0.911775 |     23.14 |     20.83 |  0.788780 |  0.326663 |  9.69E-03 |     14.72 | 
|         3 |       370 |  6.30E-02 |  0.897885 |  0.911775 |     23.03 |     20.61 |  0.063022 |  0.051389 |  9.67E-03 |     15.37 | 
|         3 |       444 |  5.56E-02 |  0.893197 |  0.911775 |     23.05 |     20.52 |  0.133322 |  0.114465 |  9.65E-03 |     16.04 | 
|         3 |       518 |  5.15E-02 |  0.885223 |  0.911775 |     23.31 |     20.70 |  0.228220 |  0.133935 |  9.62E-03 |     16.74 | 
|         3 |       592 |  4.75E-02 |  0.888192 |  0.911775 |     23.58 |     20.89 |  0.135313 |  0.125122 |  9.60E-03 |     17.44 | 
|         3 |       666 |  4.49E-02 |  0.904436 |  0.911775 |     23.84 |     21.04 |  0.124042 |  0.099518 |  9.57E-03 |     18.24 | 
|         3 |       740 |  4.35E-02 |  0.893401 |  0.911775 |     24.01 |     21.17 |  0.189947 |  0.179652 |  9.54E-03 |     18.95 | 
