*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 21:05:16 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.01E-01 |  0.877244 |  0.877244 |     15.82 |     16.15 |  0.248955 |  0.377755 |  1.00E-02 |      0.16 | 
|         1 |       148 |  4.17E-01 |  0.901989 |  0.901989 |     14.78 |     14.72 |  0.370434 |  0.388336 |  1.00E-02 |      0.58 | 
|         1 |       222 |  3.51E-01 |  0.894093 |  0.901989 |     14.72 |     14.43 |  0.396825 |  0.263989 |  1.00E-02 |      1.00 | 
|         1 |       296 |  2.90E-01 |  0.900958 |  0.901989 |     14.82 |     14.30 |  0.088615 |  0.106561 |  9.99E-03 |      1.44 | 
|         1 |       370 |  2.49E-01 |  0.906445 |  0.906445 |     14.86 |     14.18 |  0.209342 |  0.245782 |  9.99E-03 |      1.89 | 
|         1 |       444 |  2.25E-01 |  0.908250 |  0.908250 |     14.88 |     14.12 |  0.119404 |  0.122650 |  9.98E-03 |      2.34 | 
|         1 |       518 |  2.03E-01 |  0.898972 |  0.908250 |     14.90 |     14.09 |  0.199950 |  0.174886 |  9.98E-03 |      2.79 | 
|         1 |       592 |  1.82E-01 |  0.910484 |  0.910484 |     14.92 |     14.05 |  0.175448 |  0.203120 |  9.97E-03 |      3.23 | 
|         1 |       666 |  1.68E-01 |  0.894700 |  0.910484 |     14.94 |     14.04 |  1.093438 |  1.313140 |  9.96E-03 |      3.68 | 
|         1 |       740 |  1.56E-01 |  0.912353 |  0.912353 |     14.96 |     14.03 |  0.138323 |  0.144251 |  9.96E-03 |      4.12 | 
|         1 |       814 |  1.45E-01 |  0.914384 |  0.914384 |     14.97 |     14.00 |  0.160671 |  0.153016 |  9.95E-03 |      4.56 | 
|         1 |       823 |  1.43E-01 |  0.915797 |  0.915797 |     14.96 |     13.99 |  0.465736 |  0.472750 |  9.94E-03 |      4.88 | 
|         2 |        74 |  5.17E-02 |  0.909812 |  0.915797 |     15.11 |     13.96 |  0.104660 |  0.104192 |  9.93E-03 |      5.03 | 
|         2 |       148 |  3.36E-02 |  0.909793 |  0.915797 |     15.28 |     13.82 |  0.068689 |  0.072174 |  9.92E-03 |      5.49 | 
|         2 |       222 |  3.15E-02 |  0.903502 |  0.915797 |     15.46 |     13.94 |  0.294698 |  0.200588 |  9.91E-03 |      5.96 | 
|         2 |       296 |  2.92E-02 |  0.899314 |  0.915797 |     15.56 |     14.00 |  0.223059 |  0.230656 |  9.90E-03 |      6.45 | 
|         2 |       370 |  2.77E-02 |  0.907923 |  0.915797 |     15.67 |     14.05 |  0.215607 |  0.261241 |  9.88E-03 |      6.90 | 
|         2 |       444 |  2.59E-02 |  0.903318 |  0.915797 |     15.77 |     14.14 |  0.161523 |  0.162351 |  9.87E-03 |      7.36 | 
|         2 |       518 |  3.07E-02 |  0.892688 |  0.915797 |     15.86 |     14.24 |  0.394691 |  0.375023 |  9.85E-03 |      7.82 | 
|         2 |       592 |  3.00E-02 |  0.897243 |  0.915797 |     15.96 |     14.36 |  0.122549 |  0.116607 |  9.84E-03 |      8.29 | 
|         2 |       666 |  3.41E-02 |  0.884780 |  0.915797 |     16.07 |     14.47 |  0.405711 |  0.364477 |  9.82E-03 |      8.79 | 
|         2 |       740 |  3.24E-02 |  0.902743 |  0.915797 |     16.29 |     14.65 |  0.180501 |  0.173371 |  9.80E-03 |      9.29 | 
|         2 |       814 |  3.71E-02 |  0.898317 |  0.915797 |     16.51 |     14.87 |  0.349542 |  0.362519 |  9.78E-03 |      9.80 | 
|         2 |       823 |  3.78E-02 |  0.896974 |  0.915797 |     16.54 |     14.90 |  0.412204 |  0.403535 |  9.78E-03 |     10.18 | 
|         3 |        74 |  2.68E-02 |  0.906193 |  0.915797 |     19.23 |     17.19 |  0.316299 |  0.234449 |  9.76E-03 |     10.35 | 
|         3 |       148 |  5.35E-02 |  0.878031 |  0.915797 |     19.34 |     17.51 |  0.144814 |  0.124474 |  9.74E-03 |     10.88 | 
|         3 |       222 |  4.96E-02 |  0.905315 |  0.915797 |     19.44 |     17.64 |  0.223076 |  0.178964 |  9.72E-03 |     11.44 | 
