*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:19:35 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.10E+00 |  0.935088 |  0.935088 |      8.00 |      7.00 |  0.076073 |  0.345140 |  1.00E-02 |      0.12 | 
|         1 |        74 |  1.06E+00 |  0.935895 |  0.935895 |      8.00 |      7.00 |  0.079027 |  0.282093 |  1.00E-02 |      0.34 | 
|         1 |       111 |  1.01E+00 |  0.937855 |  0.937855 |      8.00 |      7.00 |  0.052902 |  0.259491 |  1.00E-02 |      0.57 | 
|         1 |       148 |  9.82E-01 |  0.911540 |  0.937855 |      8.00 |      7.00 |  0.191048 |  0.412411 |  9.99E-03 |      0.80 | 
|         1 |       185 |  9.14E-01 |  0.922060 |  0.937855 |      8.00 |      7.00 |  0.281612 |  0.280168 |  9.99E-03 |      1.02 | 
|         1 |       222 |  8.64E-01 |  0.943004 |  0.943004 |      8.00 |      7.00 |  0.113669 |  0.173607 |  9.98E-03 |      1.24 | 
|         1 |       259 |  8.06E-01 |  0.952086 |  0.952086 |      8.00 |      7.00 |  0.368026 |  0.265859 |  9.98E-03 |      1.46 | 
|         1 |       296 |  7.61E-01 |  0.892420 |  0.952086 |      8.00 |      7.00 |  0.135464 |  0.157566 |  9.97E-03 |      1.69 | 
|         1 |       333 |  7.26E-01 |  0.945928 |  0.952086 |      8.00 |      7.00 |  0.270536 |  0.389598 |  9.96E-03 |      1.93 | 
|         1 |       370 |  6.88E-01 |  0.935938 |  0.952086 |      8.00 |      7.00 |  0.184799 |  0.209988 |  9.95E-03 |      2.16 | 
|         1 |       407 |  6.55E-01 |  0.939358 |  0.952086 |      8.00 |      7.00 |  1.150493 |  0.272033 |  9.94E-03 |      2.38 | 
|         2 |        37 |  2.57E-01 |  0.929609 |  0.952086 |      8.00 |      7.00 |  1.141926 |  0.318142 |  9.93E-03 |      2.50 | 
|         2 |        74 |  2.35E-01 |  0.926621 |  0.952086 |      8.00 |      7.00 |  0.232492 |  0.189025 |  9.92E-03 |      2.73 | 
|         2 |       111 |  2.14E-01 |  0.918256 |  0.952086 |      8.00 |      7.00 |  0.851323 |  0.455749 |  9.91E-03 |      2.96 | 
|         2 |       148 |  2.06E-01 |  0.906386 |  0.952086 |      8.00 |      7.00 |  0.160251 |  0.210603 |  9.90E-03 |      3.19 | 
|         2 |       185 |  1.95E-01 |  0.914889 |  0.952086 |      8.00 |      7.00 |  0.154426 |  0.142283 |  9.88E-03 |      3.42 | 
|         2 |       222 |  1.94E-01 |  0.952839 |  0.952839 |      8.00 |      7.00 |  1.179688 |  0.731090 |  9.87E-03 |      3.66 | 
|         2 |       259 |  2.00E-01 |  0.924440 |  0.952839 |      8.00 |      7.00 |  0.253470 |  0.157633 |  9.85E-03 |      3.88 | 
|         2 |       296 |  1.98E-01 |  0.922396 |  0.952839 |      8.00 |      7.00 |  0.716932 |  0.626045 |  9.84E-03 |      4.11 | 
|         2 |       333 |  1.91E-01 |  0.914586 |  0.952839 |      8.00 |      7.00 |  0.389999 |  0.200541 |  9.82E-03 |      4.35 | 
|         2 |       370 |  1.86E-01 |  0.873099 |  0.952839 |      8.00 |      7.00 |  0.381217 |  0.162170 |  9.80E-03 |      4.58 | 
|         2 |       407 |  1.83E-01 |  0.889355 |  0.952839 |      8.00 |      7.00 |  0.206927 |  0.212837 |  9.78E-03 |      4.81 | 
|         3 |        37 |  1.38E-01 |  0.924011 |  0.952839 |      8.00 |      7.00 |  0.350951 |  0.289735 |  9.76E-03 |      4.93 | 
|         3 |        74 |  1.57E-01 |  0.898938 |  0.952839 |      8.00 |      7.00 |  0.249369 |  0.149365 |  9.74E-03 |      5.18 | 
|         3 |       111 |  1.53E-01 |  0.891502 |  0.952839 |      8.00 |      7.00 |  0.451622 |  0.386305 |  9.72E-03 |      5.43 | 
|         3 |       148 |  1.45E-01 |  0.875844 |  0.952839 |      8.00 |      7.00 |  0.277856 |  0.109074 |  9.69E-03 |      5.67 | 
|         3 |       185 |  1.41E-01 |  0.854290 |  0.952839 |      8.00 |      7.00 |  0.258491 |  0.180579 |  9.67E-03 |      5.92 | 
|         3 |       222 |  1.37E-01 |  0.867566 |  0.952839 |      8.00 |      7.00 |  0.145333 |  0.147490 |  9.65E-03 |      6.16 | 
|         3 |       259 |  1.37E-01 |  0.897529 |  0.952839 |      8.00 |      7.00 |  0.119325 |  0.070214 |  9.62E-03 |      6.39 | 
|         3 |       296 |  1.34E-01 |  0.867547 |  0.952839 |      8.00 |      7.00 |  0.206852 |  0.148027 |  9.59E-03 |      6.62 | 
|         3 |       333 |  1.32E-01 |  0.849383 |  0.952839 |      8.00 |      7.00 |  0.176819 |  0.187783 |  9.57E-03 |      6.86 | 
|         3 |       370 |  1.30E-01 |  0.893844 |  0.952839 |      8.00 |      7.00 |  0.185381 |  0.125305 |  9.54E-03 |      7.10 | 
|         3 |       407 |  1.28E-01 |  0.881438 |  0.952839 |      8.00 |      7.00 |  0.631583 |  0.227129 |  9.51E-03 |      7.33 | 
|         4 |        37 |  1.22E-01 |  0.864942 |  0.952839 |      8.00 |      7.00 |  0.285078 |  0.166262 |  9.48E-03 |      7.45 | 
|         4 |        74 |  1.21E-01 |  0.907727 |  0.952839 |      8.00 |      7.00 |  0.431464 |  0.255885 |  9.45E-03 |      7.69 | 
|         4 |       111 |  1.20E-01 |  0.913493 |  0.952839 |      8.00 |      7.00 |  0.465724 |  0.425373 |  9.42E-03 |      7.92 | 
|         4 |       148 |  1.21E-01 |  0.887570 |  0.952839 |      8.00 |      7.00 |  0.400746 |  0.373497 |  9.39E-03 |      8.15 | 
|         4 |       185 |  1.24E-01 |  0.872480 |  0.952839 |      8.00 |      7.00 |  0.385277 |  0.206464 |  9.35E-03 |      8.39 | 
|         4 |       222 |  1.20E-01 |  0.880636 |  0.952839 |      8.00 |      7.00 |  0.344008 |  0.108040 |  9.32E-03 |      8.62 | 
|         4 |       259 |  1.18E-01 |  0.868823 |  0.952839 |      8.00 |      7.00 |  0.164262 |  0.171802 |  9.29E-03 |      8.85 | 
|         4 |       296 |  1.17E-01 |  0.888927 |  0.952839 |      8.00 |      7.00 |  0.133712 |  0.100306 |  9.25E-03 |      9.09 | 
|         4 |       333 |  1.17E-01 |  0.909015 |  0.952839 |      8.00 |      7.00 |  0.160858 |  0.137111 |  9.21E-03 |      9.33 | 
|         4 |       370 |  1.16E-01 |  0.902257 |  0.952839 |      8.00 |      7.00 |  0.235192 |  0.176021 |  9.18E-03 |      9.56 | 
|         4 |       407 |  1.15E-01 |  0.896182 |  0.952839 |      8.00 |      7.00 |  0.400002 |  0.289885 |  9.14E-03 |      9.79 | 
|         5 |        37 |  9.29E-02 |  0.904389 |  0.952839 |      8.00 |      7.00 |  0.096668 |  0.117687 |  9.10E-03 |      9.91 | 
|         5 |        74 |  9.42E-02 |  0.893568 |  0.952839 |      8.00 |      7.00 |  0.266371 |  0.229964 |  9.06E-03 |     10.14 | 
|         5 |       111 |  8.92E-02 |  0.899145 |  0.952839 |      8.00 |      7.00 |  0.510379 |  0.377767 |  9.02E-03 |     10.37 | 
|         5 |       148 |  8.42E-02 |  0.935450 |  0.952839 |      8.00 |      7.00 |  1.103396 |  0.650055 |  8.98E-03 |     10.60 | 
|         5 |       185 |  7.99E-02 |  0.927413 |  0.952839 |      8.00 |      7.00 |  0.292744 |  0.230258 |  8.94E-03 |     10.83 | 
|         5 |       222 |  7.62E-02 |  0.929136 |  0.952839 |      8.00 |      7.00 |  0.465706 |  0.284184 |  8.90E-03 |     11.05 | 
|         5 |       259 |  7.36E-02 |  0.928195 |  0.952839 |      8.00 |      7.00 |  0.215929 |  0.110708 |  8.86E-03 |     11.28 | 
|         5 |       296 |  7.69E-02 |  0.931265 |  0.952839 |      8.00 |      7.00 |  0.394176 |  0.356009 |  8.82E-03 |     11.50 | 
|         5 |       333 |  7.61E-02 |  0.922409 |  0.952839 |      8.00 |      7.00 |  0.173798 |  0.101602 |  8.77E-03 |     11.72 | 
|         5 |       370 |  7.34E-02 |  0.922955 |  0.952839 |      8.00 |      7.00 |  0.134214 |  0.086387 |  8.73E-03 |     11.95 | 
|         5 |       407 |  7.07E-02 |  0.917301 |  0.952839 |      8.00 |      7.00 |  0.776713 |  0.746370 |  8.68E-03 |     12.17 | 
|         6 |        37 |  4.16E-02 |  0.932842 |  0.952839 |      8.00 |      7.00 |  0.647293 |  0.406033 |  8.64E-03 |     12.29 | 
|         6 |        74 |  3.75E-02 |  0.931616 |  0.952839 |      8.00 |      7.00 |  0.355865 |  0.152482 |  8.59E-03 |     12.52 | 
|         6 |       111 |  3.66E-02 |  0.920561 |  0.952839 |      8.00 |      7.00 |  0.290123 |  0.123328 |  8.54E-03 |     12.75 | 
|         6 |       148 |  3.91E-02 |  0.940345 |  0.952839 |      8.00 |      7.00 |  0.548235 |  0.417488 |  8.50E-03 |     12.98 | 
|         6 |       185 |  4.06E-02 |  0.931399 |  0.952839 |      8.00 |      7.00 |  0.319464 |  0.255482 |  8.45E-03 |     13.20 | 
|         6 |       222 |  4.16E-02 |  0.930518 |  0.952839 |      8.00 |      7.00 |  0.304214 |  0.232124 |  8.40E-03 |     13.43 | 
|         6 |       259 |  4.08E-02 |  0.912357 |  0.952839 |      8.00 |      7.00 |  0.169083 |  0.130984 |  8.35E-03 |     13.66 | 
|         6 |       296 |  3.96E-02 |  0.931278 |  0.952839 |      8.00 |      7.00 |  0.321135 |  0.165452 |  8.30E-03 |     13.89 | 
|         6 |       333 |  3.98E-02 |  0.910409 |  0.952839 |      8.00 |      7.00 |  0.486380 |  0.206256 |  8.25E-03 |     14.12 | 
|         6 |       370 |  3.93E-02 |  0.919783 |  0.952839 |      8.00 |      7.00 |  0.341427 |  0.343147 |  8.20E-03 |     14.35 | 
|         6 |       407 |  3.84E-02 |  0.924531 |  0.952839 |      8.00 |      7.00 |  0.157878 |  0.141392 |  8.15E-03 |     14.57 | 
|         7 |        37 |  2.85E-02 |  0.910958 |  0.952839 |      8.00 |      7.00 |  0.082245 |  0.062103 |  8.09E-03 |     14.68 | 
|         7 |        74 |  3.03E-02 |  0.931366 |  0.952839 |      8.00 |      7.00 |  0.160419 |  0.114222 |  8.04E-03 |     14.92 | 
|         7 |       111 |  3.48E-02 |  0.918413 |  0.952839 |      8.00 |      7.00 |  0.237926 |  0.162618 |  7.99E-03 |     15.15 | 
|         7 |       148 |  3.34E-02 |  0.911706 |  0.952839 |      8.00 |      7.00 |  0.211307 |  0.183178 |  7.93E-03 |     15.38 | 
|         7 |       185 |  3.30E-02 |  0.901596 |  0.952839 |      8.00 |      7.00 |  0.179440 |  0.105924 |  7.88E-03 |     15.61 | 
|         7 |       222 |  3.25E-02 |  0.909306 |  0.952839 |      8.00 |      7.00 |  0.089079 |  0.047516 |  7.82E-03 |     15.85 | 
|         7 |       259 |  3.22E-02 |  0.933202 |  0.952839 |      8.00 |      7.00 |  0.306527 |  0.280578 |  7.77E-03 |     16.08 | 
|         7 |       296 |  3.25E-02 |  0.932406 |  0.952839 |      8.00 |      7.00 |  0.267377 |  0.169439 |  7.71E-03 |     16.31 | 
|         7 |       333 |  3.29E-02 |  0.922168 |  0.952839 |      8.00 |      7.00 |  0.221408 |  0.075857 |  7.66E-03 |     16.54 | 
|         7 |       370 |  3.26E-02 |  0.921851 |  0.952839 |      8.00 |      7.00 |  0.155276 |  0.180276 |  7.60E-03 |     16.78 | 
|         7 |       407 |  3.23E-02 |  0.923064 |  0.952839 |      8.00 |      7.00 |  0.262675 |  0.202783 |  7.54E-03 |     17.01 | 
|         8 |        37 |  3.18E-02 |  0.915278 |  0.952839 |      8.00 |      7.00 |  0.319342 |  0.206146 |  7.49E-03 |     17.13 | 
