*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 13:39:02 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  4.65E-01 |  0.935140 |  0.935140 |     19.09 |     18.85 |  1.343235 |  1.671162 |  9.99E-03 |      1.10 | 
|         1 |       286 |  4.25E-01 |  0.944566 |  0.944566 |     19.93 |     19.79 |  1.132942 |  1.007824 |  9.97E-03 |      7.93 | 
|         1 |       429 |  3.99E-01 |  0.939831 |  0.944566 |     19.42 |     19.30 | 17.080593 |  3.517390 |  9.93E-03 |     14.06 | 
|         1 |       572 |  3.83E-01 |  0.937949 |  0.944566 |     19.10 |     18.90 |  0.705595 |  0.608489 |  9.88E-03 |     19.71 | 
|         1 |       715 |  3.57E-01 |  0.941480 |  0.944566 |     18.81 |     18.61 |  1.421411 |  1.100517 |  9.82E-03 |     25.47 | 
|         1 |       858 |  3.87E-01 |  0.945458 |  0.945458 |     18.89 |     18.76 |  1.693925 |  0.589007 |  9.74E-03 |     31.37 | 
|         1 |      1001 |  3.70E-01 |  0.947820 |  0.947820 |     18.81 |     18.68 |  1.226114 |  0.827616 |  9.65E-03 |     37.81 | 
|         1 |      1144 |  3.56E-01 |  0.943450 |  0.947820 |     18.66 |     18.53 |  0.618116 |  0.441243 |  9.54E-03 |     44.23 | 
|         1 |      1287 |  3.65E-01 |  0.942199 |  0.947820 |     18.53 |     18.50 | 13.026321 |  2.106813 |  9.42E-03 |     50.69 | 
|         1 |      1430 |  3.63E-01 |  0.942387 |  0.947820 |     18.35 |     18.40 |  2.697572 |  2.755269 |  9.29E-03 |     56.40 | 
|         1 |      1573 |  3.46E-01 |  0.941733 |  0.947820 |     18.28 |     18.36 |  3.362899 |  4.932516 |  9.15E-03 |     62.70 | 
|         1 |      1579 |  3.45E-01 |  0.945926 |  0.947820 |     18.28 |     18.37 |  1.037691 |  1.301532 |  9.14E-03 |     68.05 | 
|         2 |       143 |  2.39E-01 |  0.951460 |  0.951460 |     17.42 |     18.07 |  7.648961 |  5.666294 |  8.98E-03 |     69.08 | 
|         2 |       286 |  3.09E-01 |  0.949043 |  0.951460 |     16.95 |     17.50 |  1.342471 |  0.728295 |  8.82E-03 |     74.90 | 
|         2 |       429 |  2.89E-01 |  0.946224 |  0.951460 |     16.94 |     17.43 |  1.256105 |  1.099341 |  8.64E-03 |     80.80 | 
|         2 |       572 |  3.45E-01 |  0.939188 |  0.951460 |     18.43 |     19.09 | 42.024830 | 16.189720 |  8.45E-03 |     86.88 | 
|         2 |       715 |  3.65E-01 |  0.913323 |  0.951460 |     20.65 |     21.30 |  4.853322 |  3.369607 |  8.25E-03 |     97.92 | 
|         2 |       858 |       INF |  0.928237 |  0.951460 |     18.30 |     18.79 |       nan |  2.857019 |  8.05E-03 |    106.88 | 
-------------------------------------------------------------------------------------------------------------------------------------
