*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 19:27:22 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.35E-01 |  0.878646 |  0.878646 |     12.28 |     11.84 |  0.095616 |  0.213841 |  1.00E-02 |      0.18 | 
|         1 |       148 |  4.30E-01 |  0.896625 |  0.896625 |     12.58 |     11.92 |  0.110322 |  0.224903 |  1.00E-02 |      0.68 | 
|         1 |       222 |  3.36E-01 |  0.895095 |  0.896625 |     12.70 |     11.98 |  0.207130 |  0.291287 |  1.00E-02 |      1.19 | 
|         1 |       296 |  2.76E-01 |  0.906093 |  0.906093 |     12.73 |     11.96 |  0.083247 |  0.187292 |  9.99E-03 |      1.69 | 
|         1 |       370 |  2.39E-01 |  0.909546 |  0.909546 |     12.74 |     11.92 |  0.214686 |  0.285738 |  9.99E-03 |      2.19 | 
|         1 |       444 |  2.24E-01 |  0.909091 |  0.909546 |     12.74 |     11.90 |  0.065518 |  0.141614 |  9.98E-03 |      2.69 | 
|         1 |       518 |  2.02E-01 |  0.904422 |  0.909546 |     12.75 |     11.88 |  0.269348 |  0.391977 |  9.98E-03 |      3.19 | 
|         1 |       592 |  1.88E-01 |  0.899387 |  0.909546 |     12.77 |     11.88 |  0.040805 |  0.069397 |  9.97E-03 |      3.69 | 
|         1 |       666 |  1.71E-01 |  0.884517 |  0.909546 |     12.80 |     11.88 |  0.108444 |  0.189547 |  9.96E-03 |      4.20 | 
|         1 |       740 |  1.57E-01 |  0.878831 |  0.909546 |     12.82 |     11.89 |  0.219701 |  0.359551 |  9.96E-03 |      4.71 | 
|         1 |       814 |  1.47E-01 |  0.889127 |  0.909546 |     12.86 |     11.93 |  0.151438 |  0.249930 |  9.95E-03 |      5.22 | 
|         1 |       823 |  1.45E-01 |  0.885774 |  0.909546 |     12.87 |     11.93 |  0.115345 |  0.182916 |  9.94E-03 |      5.59 | 
|         2 |        74 |  2.12E-02 |  0.879448 |  0.909546 |     13.88 |     12.24 |  0.146399 |  0.203428 |  9.93E-03 |      5.78 | 
|         2 |       148 |  2.06E-02 |  0.892405 |  0.909546 |     13.91 |     12.32 |  0.151912 |  0.234956 |  9.92E-03 |      6.31 | 
|         2 |       222 |  1.82E-02 |  0.881537 |  0.909546 |     13.94 |     12.38 |  0.203610 |  0.252041 |  9.91E-03 |      6.84 | 
|         2 |       296 |  4.04E-02 |  0.892591 |  0.909546 |     13.99 |     12.64 |  0.094115 |  0.154839 |  9.90E-03 |      7.38 | 
|         2 |       370 |  4.44E-02 |  0.893037 |  0.909546 |     14.16 |     12.78 |  0.174264 |  0.194507 |  9.88E-03 |      7.93 | 
|         2 |       444 |  3.98E-02 |  0.899784 |  0.909546 |     14.29 |     12.88 |  0.084105 |  0.084860 |  9.87E-03 |      8.48 | 
|         2 |       518 |  3.57E-02 |  0.885037 |  0.909546 |     14.39 |     12.90 |  0.046336 |  0.051640 |  9.85E-03 |      9.04 | 
|         2 |       592 |  3.25E-02 |  0.892385 |  0.909546 |     14.47 |     12.93 |  0.097469 |  0.133392 |  9.84E-03 |      9.60 | 
|         2 |       666 |  2.98E-02 |  0.893218 |  0.909546 |     14.53 |     12.97 |  0.097203 |  0.122004 |  9.82E-03 |     10.15 | 
|         2 |       740 |  2.77E-02 |  0.885547 |  0.909546 |     14.58 |     12.98 |  0.208386 |  0.210988 |  9.80E-03 |     10.71 | 
|         2 |       814 |  2.91E-02 |  0.898972 |  0.909546 |     14.61 |     13.07 |  0.137791 |  0.125838 |  9.78E-03 |     11.27 | 
|         2 |       823 |  2.99E-02 |  0.919036 |  0.919036 |     14.62 |     13.08 |  0.225321 |  0.270025 |  9.78E-03 |     11.67 | 
|         3 |        74 |  3.14E-02 |  0.875346 |  0.919036 |     15.47 |     14.23 |  0.307305 |  0.243790 |  9.76E-03 |     11.87 | 
|         3 |       148 |  4.04E-02 |  0.878239 |  0.919036 |     15.64 |     14.40 |  0.139392 |  0.212236 |  9.74E-03 |     12.44 | 
|         3 |       222 |  3.02E-02 |  0.890282 |  0.919036 |     15.73 |     14.18 |  0.078378 |  0.111927 |  9.72E-03 |     13.02 | 
|         3 |       296 |  2.49E-02 |  0.896926 |  0.919036 |     15.79 |     14.10 |  0.058926 |  0.068257 |  9.69E-03 |     13.60 | 
|         3 |       370 |  2.37E-02 |  0.897797 |  0.919036 |     15.83 |     14.14 |  0.178173 |  0.172316 |  9.67E-03 |     14.19 | 
|         3 |       444 |  2.18E-02 |  0.875735 |  0.919036 |     15.86 |     14.16 |  0.073705 |  0.080323 |  9.65E-03 |     14.77 | 
|         3 |       518 |  2.52E-02 |  0.835925 |  0.919036 |     15.91 |     14.25 |  0.409552 |  0.579012 |  9.62E-03 |     15.36 | 
|         3 |       592 |  2.39E-02 |  0.890231 |  0.919036 |     15.98 |     14.31 |  0.073598 |  0.082826 |  9.60E-03 |     15.95 | 
|         3 |       666 |  2.47E-02 |  0.876277 |  0.919036 |     16.05 |     14.35 |  0.275322 |  0.300619 |  9.57E-03 |     16.55 | 
