*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 10:39:34 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.12E-01 |  0.927061 |  0.927061 |     17.22 |     16.83 |  0.459121 |  0.573741 |  9.99E-03 |      0.86 | 
|         1 |       286 |  4.56E-01 |  0.936169 |  0.936169 |     17.14 |     16.77 |  0.479899 |  0.444551 |  9.97E-03 |      5.54 | 
|         1 |       429 |  4.48E-01 |  0.939372 |  0.939372 |     16.52 |     16.21 |  0.760786 |  0.444331 |  9.93E-03 |      9.84 | 
|         1 |       572 |  4.41E-01 |  0.942385 |  0.942385 |     16.36 |     16.08 | 21.939342 |  2.871078 |  9.88E-03 |     14.09 | 
|         1 |       715 |  4.43E-01 |  0.937830 |  0.942385 |     16.53 |     16.31 |  1.260115 |  0.700457 |  9.82E-03 |     18.72 | 
|         1 |       858 |  4.21E-01 |  0.936513 |  0.942385 |     16.87 |     16.61 |  0.909057 |  0.521070 |  9.74E-03 |     23.46 | 
|         1 |      1001 |  4.09E-01 |  0.937091 |  0.942385 |     17.14 |     16.94 |  5.125899 |  1.290077 |  9.65E-03 |     28.48 | 
|         1 |      1144 |  4.03E-01 |  0.940150 |  0.942385 |     17.34 |     17.19 |  0.629810 |  0.298986 |  9.54E-03 |     33.35 | 
|         1 |      1287 |  3.84E-01 |  0.947525 |  0.947525 |     17.52 |     17.39 |  0.976322 |  0.528056 |  9.42E-03 |     38.36 | 
|         1 |      1430 |  3.75E-01 |  0.944084 |  0.947525 |     17.79 |     17.65 |  0.856353 |  0.599662 |  9.29E-03 |     44.03 | 
|         1 |      1573 |  3.81E-01 |  0.941062 |  0.947525 |     17.87 |     17.72 |  1.733913 |  1.200999 |  9.15E-03 |     49.85 | 
|         1 |      1579 |  3.80E-01 |  0.940956 |  0.947525 |     17.88 |     17.72 |  0.905063 |  0.496141 |  9.14E-03 |     54.95 | 
|         2 |       143 |  3.19E-01 |  0.943205 |  0.947525 |     17.65 |     17.34 |  2.729520 |  0.874590 |  8.98E-03 |     55.78 | 
|         2 |       286 |  3.01E-01 |  0.943006 |  0.947525 |     17.69 |     17.21 |  1.820234 |  1.272117 |  8.82E-03 |     61.16 | 
|         2 |       429 |  3.07E-01 |  0.946455 |  0.947525 |     17.90 |     17.45 |  0.606299 |  0.431047 |  8.64E-03 |     65.89 | 
|         2 |       572 |  3.32E-01 |  0.926636 |  0.947525 |     17.95 |     17.62 |  1.240044 |  0.690878 |  8.45E-03 |     73.53 | 
|         2 |       715 |  3.26E-01 |  0.947820 |  0.947820 |     17.90 |     17.76 |  3.128827 |  1.222004 |  8.25E-03 |     78.78 | 
