*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 00:27:47 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.80E-01 |  0.879518 |  0.879518 |     17.20 |     17.00 |  0.241611 |  0.459136 |  1.00E-02 |      0.22 | 
|         1 |       148 |  5.36E-01 |  0.849551 |  0.879518 |     18.11 |     17.70 |  0.171165 |  0.375802 |  1.00E-02 |      0.90 | 
|         1 |       222 |  4.44E-01 |  0.877193 |  0.879518 |     18.27 |     17.64 |  0.191221 |  0.232804 |  1.00E-02 |      1.57 | 
|         1 |       296 |  3.93E-01 |  0.880747 |  0.880747 |     18.33 |     17.46 |  0.291152 |  0.291331 |  9.99E-03 |      2.24 | 
|         1 |       370 |  3.41E-01 |  0.904530 |  0.904530 |     18.38 |     17.47 |  1.236240 |  1.633521 |  9.99E-03 |      2.90 | 
|         1 |       444 |  3.13E-01 |  0.904062 |  0.904530 |     18.49 |     17.55 |  0.208630 |  0.166295 |  9.98E-03 |      3.58 | 
|         1 |       518 |  2.81E-01 |  0.900175 |  0.904530 |     18.58 |     17.48 |  0.124624 |  0.136922 |  9.98E-03 |      4.25 | 
|         1 |       592 |  2.53E-01 |  0.904814 |  0.904814 |     18.64 |     17.40 |  0.206200 |  0.228775 |  9.97E-03 |      4.94 | 
|         1 |       666 |  2.38E-01 |  0.880740 |  0.904814 |     18.69 |     17.38 |  0.584859 |  0.510310 |  9.96E-03 |      5.63 | 
|         1 |       740 |  2.21E-01 |  0.896034 |  0.904814 |     18.76 |     17.43 |  0.272301 |  0.234984 |  9.96E-03 |      6.33 | 
|         1 |       814 |  2.05E-01 |  0.906495 |  0.906495 |     18.80 |     17.40 |  0.235270 |  0.226301 |  9.95E-03 |      7.02 | 
|         1 |       823 |  2.08E-01 |  0.891320 |  0.906495 |     18.80 |     17.40 |  1.333876 |  1.298479 |  9.94E-03 |      7.60 | 
|         2 |        74 |  9.77E-02 |  0.901138 |  0.906495 |     19.39 |     17.88 |  0.147888 |  0.121292 |  9.93E-03 |      7.83 | 
|         2 |       148 |  7.11E-02 |  0.900107 |  0.906495 |     19.55 |     17.81 |  0.097004 |  0.104987 |  9.92E-03 |      8.51 | 
|         2 |       222 |  6.44E-02 |  0.890391 |  0.906495 |     19.72 |     17.81 |  0.140319 |  0.141520 |  9.91E-03 |      9.21 | 
|         2 |       296 |  6.60E-02 |  0.886745 |  0.906495 |     19.82 |     17.99 |  0.081378 |  0.081719 |  9.90E-03 |      9.91 | 
|         2 |       370 |  6.38E-02 |  0.877040 |  0.906495 |     19.88 |     18.08 |  0.286285 |  0.227383 |  9.88E-03 |     10.63 | 
|         2 |       444 |  8.21E-02 |  0.900436 |  0.906495 |     20.06 |     18.45 |  0.324312 |  0.250791 |  9.87E-03 |     11.34 | 
|         2 |       518 |  7.98E-02 |  0.900862 |  0.906495 |     20.33 |     18.64 |  0.273535 |  0.260133 |  9.85E-03 |     12.12 | 
|         2 |       592 |  7.52E-02 |  0.896127 |  0.906495 |     20.60 |     18.80 |  0.390705 |  0.319404 |  9.84E-03 |     12.86 | 
|         2 |       666 |  7.20E-02 |  0.873555 |  0.906495 |     20.87 |     18.97 |  0.287868 |  0.234385 |  9.82E-03 |     13.62 | 
|         2 |       740 |  7.18E-02 |  0.893919 |  0.906495 |     21.09 |     19.11 |  0.790819 |  0.623725 |  9.80E-03 |     14.44 | 
|         2 |       814 |  7.18E-02 |  0.888570 |  0.906495 |     21.32 |     19.33 |  1.022351 |  0.828633 |  9.78E-03 |     15.22 | 
|         2 |       823 |  7.21E-02 |  0.911119 |  0.911119 |     21.35 |     19.37 |  0.371677 |  0.301793 |  9.78E-03 |     15.79 | 
|         3 |        74 |  4.83E-02 |  0.892274 |  0.911119 |     24.09 |     21.09 |  0.146063 |  0.115670 |  9.76E-03 |     16.05 | 
|         3 |       148 |  4.25E-02 |  0.891103 |  0.911119 |     24.70 |     21.14 |  0.223418 |  0.212740 |  9.74E-03 |     16.88 | 
|         3 |       222 |  4.00E-02 |  0.876812 |  0.911119 |     24.96 |     21.40 |  0.477188 |  0.365642 |  9.72E-03 |     17.70 | 
|         3 |       296 |  3.96E-02 |  0.876539 |  0.911119 |     25.07 |     21.47 |  0.186353 |  0.143820 |  9.69E-03 |     18.52 | 
|         3 |       370 |  3.89E-02 |  0.877997 |  0.911119 |     24.99 |     21.34 |  0.195105 |  0.155173 |  9.67E-03 |     19.35 | 
|         3 |       444 |  3.89E-02 |  0.887616 |  0.911119 |     25.02 |     21.46 |  0.242972 |  0.217359 |  9.65E-03 |     20.18 | 
|         3 |       518 |  3.82E-02 |  0.886439 |  0.911119 |     25.04 |     21.41 |  0.238016 |  0.181930 |  9.62E-03 |     21.06 | 
|         3 |       592 |  3.92E-02 |  0.881119 |  0.911119 |     25.07 |     21.49 |  0.134918 |  0.101649 |  9.60E-03 |     21.89 | 
|         3 |       666 |  4.06E-02 |  0.873269 |  0.911119 |     25.12 |     21.61 |  0.098965 |  0.066461 |  9.57E-03 |     22.74 | 
|         3 |       740 |  4.38E-02 |  0.820100 |  0.911119 |     25.23 |     21.77 |  0.788853 |  0.619249 |  9.54E-03 |     23.59 | 
|         3 |       814 |  6.16E-02 |  0.903531 |  0.911119 |     25.80 |     22.53 |  1.267289 |  1.044949 |  9.51E-03 |     24.52 | 
|         3 |       823 |  6.21E-02 |  0.898212 |  0.911119 |     25.96 |     22.70 |  0.409066 |  0.303784 |  9.51E-03 |     25.43 | 
|         4 |        74 |  1.05E-01 |  0.822238 |  0.911119 |     28.81 |     25.91 |  2.442621 |  1.811798 |  9.48E-03 |     25.73 | 
|         4 |       148 |  2.06E-01 |  0.892496 |  0.911119 |     26.21 |     24.16 |  0.543921 |  0.421051 |  9.45E-03 |     26.64 | 
|         4 |       222 |  1.78E-01 |  0.884344 |  0.911119 |     25.45 |     23.37 |  0.180811 |  0.131198 |  9.42E-03 |     27.46 | 
|         4 |       296 |  1.49E-01 |  0.908189 |  0.911119 |     24.89 |     22.74 |  0.305340 |  0.229528 |  9.39E-03 |     28.28 | 
|         4 |       370 |  1.28E-01 |  0.890817 |  0.911119 |     24.55 |     22.34 |  0.331743 |  0.248413 |  9.36E-03 |     29.06 | 
|         4 |       444 |  1.15E-01 |  0.909222 |  0.911119 |     24.32 |     22.00 |  0.595885 |  0.431615 |  9.32E-03 |     29.84 | 
|         4 |       518 |  1.20E-01 |  0.910453 |  0.911119 |     24.33 |     22.08 |  0.520371 |  0.345159 |  9.29E-03 |     30.63 | 
|         4 |       592 |  1.13E-01 |  0.914886 |  0.914886 |     24.26 |     21.99 |  0.268801 |  0.223359 |  9.25E-03 |     31.42 | 
|         4 |       666 |  1.06E-01 |  0.880058 |  0.914886 |     24.20 |     21.94 |  0.172549 |  0.119882 |  9.22E-03 |     32.19 | 
|         4 |       740 |  1.00E-01 |  0.884111 |  0.914886 |     24.12 |     21.84 |  0.200554 |  0.149402 |  9.18E-03 |     32.99 | 
|         4 |       814 |  1.07E-01 |  0.879234 |  0.914886 |     24.26 |     21.99 |  0.591147 |  0.433201 |  9.15E-03 |     33.83 | 
|         4 |       823 |  1.07E-01 |  0.896527 |  0.914886 |     24.27 |     22.00 |  0.285539 |  0.218510 |  9.14E-03 |     34.43 | 
|         5 |        74 |  1.11E-01 |  0.904814 |  0.914886 |     25.82 |     23.34 |  0.992015 |  0.769401 |  9.10E-03 |     34.71 | 
|         5 |       148 |  9.37E-02 |  0.913312 |  0.914886 |     25.96 |     23.24 |  0.674739 |  0.490005 |  9.06E-03 |     35.55 | 
|         5 |       222 |  1.12E-01 |  0.912469 |  0.914886 |     25.83 |     23.27 |  2.082048 |  0.526219 |  9.03E-03 |     36.41 | 
|         5 |       296 |  1.12E-01 |  0.887628 |  0.914886 |     26.27 |     23.68 |  0.442522 |  0.354349 |  8.99E-03 |     37.29 | 
|         5 |       370 |  1.01E-01 |  0.889379 |  0.914886 |     26.28 |     23.55 |  0.189581 |  0.147907 |  8.94E-03 |     38.15 | 
|         5 |       444 |  9.15E-02 |  0.901012 |  0.914886 |     26.63 |     23.81 |  0.359469 |  0.280005 |  8.90E-03 |     39.06 | 
|         5 |       518 |  8.42E-02 |  0.893068 |  0.914886 |     26.92 |     23.93 |  0.133466 |  0.099578 |  8.86E-03 |     39.97 | 
|         5 |       592 |  7.85E-02 |  0.869565 |  0.914886 |     27.08 |     24.00 |  0.119613 |  0.087524 |  8.82E-03 |     40.87 | 
|         5 |       666 |  7.52E-02 |  0.881218 |  0.914886 |     27.30 |     24.08 |  0.317152 |  0.233037 |  8.78E-03 |     41.78 | 
|         5 |       740 |  7.58E-02 |  0.898049 |  0.914886 |     27.46 |     24.24 |  0.143599 |  0.101079 |  8.73E-03 |     42.68 | 
|         5 |       814 |  7.31E-02 |  0.863423 |  0.914886 |     27.63 |     24.42 |  0.155880 |  0.115382 |  8.69E-03 |     43.61 | 
|         5 |       823 |  7.29E-02 |  0.884264 |  0.914886 |     27.63 |     24.41 |  0.110478 |  0.081074 |  8.68E-03 |     44.29 | 
|         6 |        74 |  3.76E-02 |  0.886188 |  0.914886 |     29.95 |     25.76 |  0.250222 |  0.182581 |  8.64E-03 |     44.59 | 
|         6 |       148 |  4.65E-02 |  0.903387 |  0.914886 |     29.73 |     25.53 |  0.196165 |  0.148236 |  8.59E-03 |     45.52 | 
|         6 |       222 |  4.41E-02 |  0.871665 |  0.914886 |     29.52 |     25.29 |  0.214331 |  0.157079 |  8.54E-03 |     46.51 | 
|         6 |       296 |  4.13E-02 |  0.891806 |  0.914886 |     29.57 |     25.28 |  0.365238 |  0.266072 |  8.50E-03 |     47.46 | 
|         6 |       370 |  3.98E-02 |  0.882673 |  0.914886 |     29.59 |     25.23 |  0.218433 |  0.159716 |  8.45E-03 |     48.40 | 
|         6 |       444 |  4.51E-02 |  0.898435 |  0.914886 |     29.44 |     25.13 |  0.577831 |  0.459840 |  8.40E-03 |     49.33 | 
|         6 |       518 |  4.42E-02 |  0.893768 |  0.914886 |     29.25 |     24.98 |  0.344337 |  0.249845 |  8.35E-03 |     50.25 | 
|         6 |       592 |  4.41E-02 |  0.897534 |  0.914886 |     29.32 |     25.08 |  0.119785 |  0.089054 |  8.30E-03 |     51.16 | 
|         6 |       666 |  4.38E-02 |  0.882413 |  0.914886 |     29.43 |     25.18 |  0.282630 |  0.204476 |  8.25E-03 |     52.12 | 
|         6 |       740 |  4.98E-02 |  0.895598 |  0.914886 |     29.58 |     25.48 |  0.315860 |  0.242901 |  8.20E-03 |     53.09 | 
|         6 |       814 |  4.91E-02 |  0.887751 |  0.914886 |     29.90 |     25.81 |  0.331585 |  0.129141 |  8.15E-03 |     54.18 | 
|         6 |       823 |  4.90E-02 |  0.888653 |  0.914886 |     29.96 |     25.87 |  0.248955 |  0.183366 |  8.15E-03 |     54.93 | 
|         7 |        74 |  4.19E-02 |  0.889130 |  0.914886 |     34.01 |     29.62 |  0.287391 |  0.208119 |  8.09E-03 |     55.27 | 
|         7 |       148 |  5.02E-02 |  0.905526 |  0.914886 |     33.76 |     29.39 |  0.712179 |  0.517840 |  8.04E-03 |     56.31 | 
