*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 00:43:12 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.28E-01 |  0.881099 |  0.881099 |     15.89 |     15.76 |  1.445451 |  2.814654 |  1.00E-02 |      0.24 | 
|         1 |       148 |  5.39E-01 |  0.890948 |  0.890948 |     17.09 |     16.76 |  0.263239 |  0.335282 |  1.00E-02 |      0.97 | 
|         1 |       222 |  4.59E-01 |  0.884195 |  0.890948 |     17.56 |     17.14 |  0.271398 |  0.472308 |  1.00E-02 |      1.70 | 
|         1 |       296 |  3.97E-01 |  0.883737 |  0.890948 |     17.68 |     17.07 |  0.137271 |  0.185422 |  9.99E-03 |      2.43 | 
|         1 |       370 |  3.53E-01 |  0.885458 |  0.890948 |     17.64 |     16.93 |  0.315683 |  0.316781 |  9.99E-03 |      3.08 | 
|         1 |       444 |  3.25E-01 |  0.895758 |  0.895758 |     17.61 |     16.81 |  0.476480 |  0.512280 |  9.98E-03 |      3.72 | 
|         1 |       518 |  3.07E-01 |  0.883212 |  0.895758 |     17.52 |     16.71 |  1.132882 |  1.099298 |  9.98E-03 |      4.36 | 
|         1 |       592 |  2.78E-01 |  0.902439 |  0.902439 |     17.47 |     16.59 |  0.370589 |  0.341789 |  9.97E-03 |      5.01 | 
|         1 |       666 |  2.60E-01 |  0.900072 |  0.902439 |     17.42 |     16.50 |  0.127244 |  0.058354 |  9.96E-03 |      5.65 | 
|         1 |       740 |  2.39E-01 |  0.910076 |  0.910076 |     17.41 |     16.42 |  0.255768 |  0.233059 |  9.96E-03 |      6.28 | 
|         1 |       814 |  2.23E-01 |  0.877698 |  0.910076 |     17.40 |     16.35 |  1.415699 |  1.316226 |  9.95E-03 |      6.92 | 
|         1 |       823 |  2.21E-01 |  0.893708 |  0.910076 |     17.39 |     16.35 |  0.171322 |  0.190010 |  9.94E-03 |      7.38 | 
|         2 |        74 |  1.77E-01 |  0.892831 |  0.910076 |     17.03 |     15.92 |  0.550578 |  0.309444 |  9.93E-03 |      7.59 | 
|         2 |       148 |  1.13E-01 |  0.901257 |  0.910076 |     17.01 |     15.78 |  0.176190 |  0.214179 |  9.92E-03 |      8.22 | 
|         2 |       222 |  9.28E-02 |  0.889456 |  0.910076 |     17.11 |     15.79 |  0.264817 |  0.254242 |  9.91E-03 |      8.85 | 
|         2 |       296 |  8.31E-02 |  0.890318 |  0.910076 |     17.16 |     15.77 |  0.111694 |  0.102884 |  9.90E-03 |      9.48 | 
|         2 |       370 |  9.49E-02 |  0.901169 |  0.910076 |     17.22 |     15.82 |  0.165883 |  0.131712 |  9.88E-03 |     10.15 | 
|         2 |       444 |  9.08E-02 |  0.907918 |  0.910076 |     17.30 |     15.83 |  0.435184 |  0.375640 |  9.87E-03 |     10.81 | 
|         2 |       518 |  9.00E-02 |  0.906516 |  0.910076 |     17.35 |     15.94 |  0.124227 |  0.108032 |  9.85E-03 |     11.46 | 
|         2 |       592 |  8.52E-02 |  0.898212 |  0.910076 |     17.36 |     15.95 |  0.180514 |  0.155213 |  9.84E-03 |     12.11 | 
|         2 |       666 |  8.05E-02 |  0.899928 |  0.910076 |     17.36 |     15.94 |  0.146979 |  0.124322 |  9.82E-03 |     12.76 | 
