*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 11:48:55 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.03E+00 |  0.935679 |  0.935679 |     11.00 |     11.08 |  0.044611 |  0.214009 |  1.00E-02 |      0.12 | 
|         1 |        74 |  1.01E+00 |  0.937771 |  0.937771 |     10.99 |     11.04 |  0.056765 |  0.272960 |  1.00E-02 |      0.45 | 
|         1 |       111 |  1.00E+00 |  0.938105 |  0.938105 |     10.99 |     11.03 |  0.021935 |  0.107796 |  1.00E-02 |      0.77 | 
|         1 |       148 |  1.00E+00 |  0.937206 |  0.938105 |     10.99 |     11.03 |  0.030642 |  0.176450 |  9.99E-03 |      1.09 | 
|         1 |       185 |  9.98E-01 |  0.934066 |  0.938105 |     10.98 |     11.03 |  0.060419 |  0.392221 |  9.99E-03 |      1.41 | 
|         1 |       222 |  9.95E-01 |  0.936336 |  0.938105 |     11.00 |     11.03 |  0.022324 |  0.141212 |  9.98E-03 |      1.73 | 
|         1 |       259 |  9.91E-01 |  0.935623 |  0.938105 |     11.01 |     11.04 |  0.062206 |  0.403910 |  9.98E-03 |      2.06 | 
|         1 |       296 |  9.94E-01 |  0.938863 |  0.938863 |     11.02 |     11.06 |  0.034974 |  0.245385 |  9.97E-03 |      2.38 | 
|         1 |       333 |  1.01E+00 |  0.932364 |  0.938863 |     11.07 |     11.16 |  0.044270 |  0.305018 |  9.96E-03 |      2.70 | 
|         1 |       370 |  1.00E+00 |  0.936770 |  0.938863 |     11.19 |     11.29 |  0.057557 |  0.252208 |  9.95E-03 |      3.03 | 
|         1 |       407 |  9.85E-01 |  0.943552 |  0.943552 |     11.50 |     11.59 |  0.162266 |  0.286501 |  9.94E-03 |      3.39 | 
|         2 |        37 |  5.89E-01 |  0.946270 |  0.946270 |     15.97 |     14.89 |  0.304498 |  0.177576 |  9.93E-03 |      3.53 | 
|         2 |        74 |  5.49E-01 |  0.949186 |  0.949186 |     16.23 |     15.15 |  0.389615 |  0.175987 |  9.92E-03 |      3.92 | 
|         2 |       111 |  5.17E-01 |  0.947244 |  0.949186 |     16.40 |     15.17 |  0.284787 |  0.329784 |  9.91E-03 |      4.32 | 
