*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 20:26:32 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.42E-01 |  0.887384 |  0.887384 |     14.01 |     13.92 |  0.187787 |  0.236815 |  1.00E-02 |      0.20 | 
|         1 |       148 |  5.97E-01 |  0.878756 |  0.887384 |     14.64 |     14.54 |  0.228569 |  1.033019 |  1.00E-02 |      0.79 | 
|         1 |       222 |  5.14E-01 |  0.882682 |  0.887384 |     14.86 |     14.74 |  0.064241 |  0.170898 |  1.00E-02 |      1.40 | 
|         1 |       296 |  4.41E-01 |  0.879768 |  0.887384 |     14.94 |     14.76 |  0.164395 |  0.345711 |  9.99E-03 |      1.98 | 
|         1 |       370 |  3.92E-01 |  0.898158 |  0.898158 |     14.99 |     14.75 |  0.156250 |  0.233297 |  9.99E-03 |      2.57 | 
|         1 |       444 |  3.59E-01 |  0.899306 |  0.899306 |     15.01 |     14.72 |  0.127505 |  0.147628 |  9.98E-03 |      3.16 | 
|         1 |       518 |  3.28E-01 |  0.898853 |  0.899306 |     15.05 |     14.66 |  0.364643 |  0.653438 |  9.98E-03 |      3.75 | 
|         1 |       592 |  3.02E-01 |  0.901239 |  0.901239 |     15.07 |     14.60 |  0.090274 |  0.088965 |  9.97E-03 |      4.33 | 
|         1 |       666 |  2.79E-01 |  0.896825 |  0.901239 |     15.10 |     14.55 |  0.237715 |  0.458559 |  9.96E-03 |      4.92 | 
|         1 |       740 |  2.59E-01 |  0.901459 |  0.901459 |     15.11 |     14.50 |  0.132562 |  0.160215 |  9.96E-03 |      5.52 | 
|         1 |       814 |  2.43E-01 |  0.900070 |  0.901459 |     15.12 |     14.46 |  0.220415 |  0.277255 |  9.95E-03 |      6.11 | 
|         1 |       823 |  2.41E-01 |  0.894625 |  0.901459 |     15.12 |     14.45 |  0.169272 |  0.152797 |  9.94E-03 |      6.53 | 
|         2 |        74 |  6.16E-02 |  0.894397 |  0.901459 |     15.09 |     13.97 |  0.242480 |  0.298132 |  9.93E-03 |      6.73 | 
|         2 |       148 |  5.82E-02 |  0.904866 |  0.904866 |     15.08 |     13.94 |  0.153415 |  0.160852 |  9.92E-03 |      7.32 | 
|         2 |       222 |  5.45E-02 |  0.890332 |  0.904866 |     15.13 |     13.92 |  0.169834 |  0.270366 |  9.91E-03 |      7.91 | 
|         2 |       296 |  7.12E-02 |  0.897621 |  0.904866 |     15.12 |     13.98 |  0.160706 |  0.169020 |  9.90E-03 |      8.50 | 
|         2 |       370 |  9.54E-02 |  0.918195 |  0.918195 |     15.11 |     14.05 |  0.378985 |  0.320913 |  9.88E-03 |      9.08 | 
|         2 |       444 |  8.81E-02 |  0.896406 |  0.918195 |     15.11 |     14.02 |  0.153769 |  0.124518 |  9.87E-03 |      9.66 | 
|         2 |       518 |  8.16E-02 |  0.873362 |  0.918195 |     15.10 |     13.97 |  0.172919 |  0.224907 |  9.85E-03 |     10.25 | 
|         2 |       592 |  7.65E-02 |  0.878315 |  0.918195 |     15.10 |     13.93 |  0.312150 |  0.319925 |  9.84E-03 |     10.83 | 
|         2 |       666 |  7.21E-02 |  0.895064 |  0.918195 |     15.10 |     13.90 |  0.197032 |  0.196628 |  9.82E-03 |     11.42 | 
|         2 |       740 |  6.83E-02 |  0.892097 |  0.918195 |     15.10 |     13.89 |  0.132251 |  0.109638 |  9.80E-03 |     12.01 | 
|         2 |       814 |  6.78E-02 |  0.906397 |  0.918195 |     15.10 |     13.87 |  0.264068 |  0.190570 |  9.78E-03 |     12.59 | 
|         2 |       823 |  7.24E-02 |  0.868889 |  0.918195 |     15.10 |     13.87 |  0.808612 |  0.862955 |  9.78E-03 |     13.01 | 
|         3 |        74 |  1.05E-01 |  0.870213 |  0.918195 |     14.95 |     14.28 |  1.749832 |  0.673336 |  9.76E-03 |     13.21 | 
|         3 |       148 |  1.32E-01 |  0.888569 |  0.918195 |     14.93 |     14.38 |  0.180720 |  0.169338 |  9.74E-03 |     13.80 | 
|         3 |       222 |  1.44E-01 |  0.896974 |  0.918195 |     14.94 |     14.33 |  0.157820 |  0.135207 |  9.72E-03 |     14.40 | 
|         3 |       296 |  1.20E-01 |  0.891453 |  0.918195 |     14.95 |     14.19 |  0.084115 |  0.069176 |  9.69E-03 |     14.97 | 
|         3 |       370 |  1.11E-01 |  0.914245 |  0.918195 |     14.95 |     14.16 |  0.348262 |  0.281373 |  9.67E-03 |     15.56 | 
|         3 |       444 |  9.96E-02 |  0.907941 |  0.918195 |     14.93 |     14.07 |  0.179668 |  0.198112 |  9.65E-03 |     16.19 | 
|         3 |       518 |  9.51E-02 |  0.889220 |  0.918195 |     14.90 |     14.02 |  0.795053 |  1.202116 |  9.62E-03 |     16.78 | 
|         3 |       592 |  9.30E-02 |  0.894419 |  0.918195 |     14.89 |     14.01 |  0.115240 |  0.092180 |  9.60E-03 |     17.38 | 
|         3 |       666 |  8.67E-02 |  0.898644 |  0.918195 |     14.86 |     13.97 |  0.229427 |  0.182827 |  9.57E-03 |     17.96 | 
|         3 |       740 |  8.12E-02 |  0.898046 |  0.918195 |     14.84 |     13.92 |  0.102494 |  0.089630 |  9.54E-03 |     18.55 | 
|         3 |       814 |  7.75E-02 |  0.861604 |  0.918195 |     14.83 |     13.91 |  0.237173 |  0.154150 |  9.51E-03 |     19.13 | 
|         3 |       823 |  7.70E-02 |  0.887165 |  0.918195 |     14.83 |     13.90 |  0.149044 |  0.118217 |  9.51E-03 |     19.56 | 
|         4 |        74 |  3.45E-02 |  0.870278 |  0.918195 |     14.76 |     13.51 |  0.157790 |  0.123819 |  9.48E-03 |     19.76 | 
|         4 |       148 |  3.08E-02 |  0.877168 |  0.918195 |     14.70 |     13.43 |  0.112544 |  0.098402 |  9.45E-03 |     20.36 | 
|         4 |       222 |  3.98E-02 |  0.910592 |  0.918195 |     14.71 |     13.53 |  0.184335 |  0.163318 |  9.42E-03 |     20.95 | 
|         4 |       296 |  3.81E-02 |  0.892329 |  0.918195 |     14.70 |     13.54 |  0.116554 |  0.090561 |  9.39E-03 |     21.60 | 
|         4 |       370 |  3.73E-02 |  0.890469 |  0.918195 |     14.69 |     13.57 |  0.106161 |  0.084411 |  9.36E-03 |     22.22 | 
|         4 |       444 |  3.83E-02 |  0.869159 |  0.918195 |     14.72 |     13.59 |  0.191232 |  0.153202 |  9.32E-03 |     22.80 | 
|         4 |       518 |  3.96E-02 |  0.904449 |  0.918195 |     14.72 |     13.63 |  0.186379 |  0.132230 |  9.29E-03 |     23.40 | 
|         4 |       592 |  3.88E-02 |  0.901890 |  0.918195 |     14.72 |     13.62 |  0.175903 |  0.141043 |  9.25E-03 |     24.02 | 
|         4 |       666 |  4.23E-02 |  0.896034 |  0.918195 |     14.72 |     13.64 |  0.283635 |  0.229585 |  9.22E-03 |     24.61 | 
|         4 |       740 |  4.18E-02 |  0.882983 |  0.918195 |     14.72 |     13.64 |  0.102021 |  0.104686 |  9.18E-03 |     25.20 | 
|         4 |       814 |  4.27E-02 |  0.867636 |  0.918195 |     14.71 |     13.65 |  0.166792 |  0.130243 |  9.15E-03 |     25.85 | 
