*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 07:48:41 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  5.65E-01 |  0.887213 |  0.887213 |     17.31 |     16.97 |  0.108369 |  0.221713 |  1.00E-02 |      0.17 | 
|         1 |       148 |  3.75E-01 |  0.901153 |  0.901153 |     18.45 |     17.77 |  0.110077 |  0.151974 |  1.00E-02 |      0.74 | 
|         1 |       222 |  3.11E-01 |  0.909280 |  0.909280 |     18.85 |     17.91 |  0.172166 |  0.193071 |  1.00E-02 |      1.26 | 
|         1 |       296 |  2.71E-01 |  0.896090 |  0.909280 |     19.06 |     17.83 |  0.288423 |  0.285978 |  9.99E-03 |      1.79 | 
|         1 |       370 |  2.35E-01 |  0.902098 |  0.909280 |     19.13 |     17.70 |  0.142212 |  0.131580 |  9.99E-03 |      2.31 | 
|         1 |       444 |  2.08E-01 |  0.899965 |  0.909280 |     19.12 |     17.48 |  0.161649 |  0.143573 |  9.98E-03 |      2.83 | 
|         1 |       518 |  1.86E-01 |  0.904728 |  0.909280 |     19.16 |     17.31 |  0.258719 |  0.245257 |  9.98E-03 |      3.35 | 
|         1 |       592 |  1.69E-01 |  0.900252 |  0.909280 |     19.11 |     17.12 |  0.205466 |  0.134152 |  9.97E-03 |      3.85 | 
|         1 |       666 |  1.56E-01 |  0.880576 |  0.909280 |     19.05 |     17.01 |  0.290112 |  0.263059 |  9.96E-03 |      4.37 | 
|         1 |       740 |  1.47E-01 |  0.883772 |  0.909280 |     18.95 |     16.87 |  0.220148 |  0.175542 |  9.96E-03 |      4.88 | 
|         1 |       814 |  1.38E-01 |  0.894890 |  0.909280 |     18.92 |     16.86 |  0.157404 |  0.122647 |  9.95E-03 |      5.41 | 
|         1 |       823 |  1.39E-01 |  0.884831 |  0.909280 |     18.93 |     16.87 |  2.144572 |  0.830650 |  9.94E-03 |      5.81 | 
|         2 |        74 |  6.54E-02 |  0.865845 |  0.909280 |     18.03 |     15.91 |  0.341906 |  0.266415 |  9.93E-03 |      5.96 | 
|         2 |       148 |  8.47E-02 |  0.884042 |  0.909280 |     17.95 |     15.82 |  0.151697 |  0.138069 |  9.92E-03 |      6.45 | 
|         2 |       222 |  6.95E-02 |  0.876918 |  0.909280 |     17.86 |     15.59 |  0.239099 |  0.182605 |  9.91E-03 |      6.94 | 
|         2 |       296 |  6.65E-02 |  0.877013 |  0.909280 |     17.80 |     15.45 |  0.422254 |  0.371682 |  9.90E-03 |      7.43 | 
|         2 |       370 |  6.44E-02 |  0.895080 |  0.909280 |     17.85 |     15.43 |  0.245788 |  0.185349 |  9.88E-03 |      7.92 | 
|         2 |       444 |  7.12E-02 |  0.875960 |  0.909280 |     17.96 |     15.57 |  0.078062 |  0.063438 |  9.87E-03 |      8.42 | 
|         2 |       518 |  6.75E-02 |  0.899324 |  0.909280 |     18.05 |     15.61 |  0.250195 |  0.175720 |  9.85E-03 |      8.92 | 
|         2 |       592 |  6.42E-02 |  0.894186 |  0.909280 |     18.10 |     15.62 |  0.247435 |  0.186061 |  9.84E-03 |      9.42 | 
|         2 |       666 |  6.08E-02 |  0.890511 |  0.909280 |     18.17 |     15.60 |  0.222380 |  0.189207 |  9.82E-03 |      9.92 | 
|         2 |       740 |  5.82E-02 |  0.894234 |  0.909280 |     18.20 |     15.58 |  0.199905 |  0.114978 |  9.80E-03 |     10.42 | 
|         2 |       814 |  5.63E-02 |  0.895533 |  0.909280 |     18.25 |     15.58 |  0.154601 |  0.136123 |  9.78E-03 |     10.92 | 
|         2 |       823 |  5.59E-02 |  0.888014 |  0.909280 |     18.25 |     15.58 |  0.275249 |  0.206308 |  9.78E-03 |     11.29 | 
|         3 |        74 |  2.84E-02 |  0.877909 |  0.909280 |     18.88 |     15.43 |  0.132256 |  0.099540 |  9.76E-03 |     11.44 | 
|         3 |       148 |  3.94E-02 |  0.897075 |  0.909280 |     18.89 |     15.67 |  0.095705 |  0.072608 |  9.74E-03 |     11.95 | 
