*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 07:43:07 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.46E-01 |  0.879749 |  0.879749 |     16.65 |     16.22 |  0.177543 |  0.286412 |  1.00E-02 |      0.16 | 
|         1 |       148 |  4.03E-01 |  0.891976 |  0.891976 |     18.20 |     17.39 |  0.124345 |  0.157820 |  1.00E-02 |      0.70 | 
|         1 |       222 |  3.03E-01 |  0.904863 |  0.904863 |     18.88 |     17.60 |  0.118083 |  0.160632 |  1.00E-02 |      1.24 | 
|         1 |       296 |  2.66E-01 |  0.920455 |  0.920455 |     19.08 |     17.54 |  1.026550 |  1.232452 |  9.99E-03 |      1.80 | 
|         1 |       370 |  2.32E-01 |  0.901685 |  0.920455 |     19.04 |     17.38 |  0.273635 |  0.129048 |  9.99E-03 |      2.32 | 
|         1 |       444 |  2.06E-01 |  0.887958 |  0.920455 |     19.02 |     17.29 |  0.192342 |  0.212838 |  9.98E-03 |      2.84 | 
|         1 |       518 |  1.87E-01 |  0.899824 |  0.920455 |     19.11 |     17.39 |  0.126581 |  0.134401 |  9.98E-03 |      3.36 | 
|         1 |       592 |  1.71E-01 |  0.871831 |  0.920455 |     19.25 |     17.49 |  0.113817 |  0.100667 |  9.97E-03 |      3.89 | 
|         1 |       666 |  1.56E-01 |  0.878710 |  0.920455 |     19.38 |     17.56 |  0.090144 |  0.096829 |  9.96E-03 |      4.43 | 
|         1 |       740 |  1.45E-01 |  0.889214 |  0.920455 |     19.47 |     17.61 |  0.140926 |  0.070520 |  9.96E-03 |      4.97 | 
|         1 |       814 |  1.41E-01 |  0.872511 |  0.920455 |     19.58 |     17.72 |  0.182062 |  0.150542 |  9.95E-03 |      5.51 | 
|         1 |       823 |  1.40E-01 |  0.879720 |  0.920455 |     19.60 |     17.72 |  0.254727 |  0.221616 |  9.94E-03 |      5.93 | 
|         2 |        74 |  4.90E-02 |  0.899685 |  0.920455 |     20.82 |     18.47 |  0.223776 |  0.189578 |  9.93E-03 |      6.11 | 
|         2 |       148 |  3.66E-02 |  0.896029 |  0.920455 |     20.69 |     18.20 |  0.074662 |  0.062190 |  9.92E-03 |      6.65 | 
|         2 |       222 |  3.26E-02 |  0.886553 |  0.920455 |     20.62 |     18.12 |  0.169288 |  0.184246 |  9.91E-03 |      7.18 | 
|         2 |       296 |  5.27E-02 |  0.901408 |  0.920455 |     20.29 |     18.05 |  0.104516 |  0.086755 |  9.90E-03 |      7.71 | 
|         2 |       370 |  4.77E-02 |  0.877129 |  0.920455 |     19.82 |     17.59 |  0.060203 |  0.052278 |  9.88E-03 |      8.19 | 
|         2 |       444 |  4.50E-02 |  0.900390 |  0.920455 |     19.51 |     17.34 |  0.118261 |  0.114298 |  9.87E-03 |      8.68 | 
|         2 |       518 |  4.64E-02 |  0.882612 |  0.920455 |     19.23 |     17.12 |  0.178484 |  0.099711 |  9.85E-03 |      9.16 | 
|         2 |       592 |  4.41E-02 |  0.881283 |  0.920455 |     19.04 |     16.95 |  0.220622 |  0.185042 |  9.84E-03 |      9.68 | 
|         2 |       666 |  4.18E-02 |  0.850694 |  0.920455 |     18.90 |     16.82 |  0.183970 |  0.121299 |  9.82E-03 |     10.16 | 
|         2 |       740 |  3.93E-02 |  0.878239 |  0.920455 |     18.79 |     16.71 |  0.085035 |  0.072952 |  9.80E-03 |     10.65 | 
|         2 |       814 |  3.98E-02 |  0.905188 |  0.920455 |     18.71 |     16.61 |  0.337623 |  0.280800 |  9.78E-03 |     11.14 | 
|         2 |       823 |  3.99E-02 |  0.888666 |  0.920455 |     18.70 |     16.61 |  0.201223 |  0.182190 |  9.78E-03 |     11.50 | 
|         3 |        74 |  4.30E-02 |  0.885378 |  0.920455 |     17.95 |     16.04 |  0.136600 |  0.114768 |  9.76E-03 |     11.65 | 
