*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 07:59:55 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.16E-01 |  0.881775 |  0.881775 |     17.57 |     17.66 |  0.149439 |  0.303566 |  1.00E-02 |      0.17 | 
|         1 |       148 |  3.79E-01 |  0.900281 |  0.900281 |     18.10 |     17.72 |  0.593271 |  0.892801 |  1.00E-02 |      0.71 | 
|         1 |       222 |  2.95E-01 |  0.910116 |  0.910116 |     18.30 |     17.58 |  0.483118 |  0.339339 |  1.00E-02 |      1.27 | 
|         1 |       296 |  2.47E-01 |  0.893082 |  0.910116 |     18.71 |     17.63 |  0.515531 |  0.628638 |  9.99E-03 |      1.85 | 
|         1 |       370 |  2.16E-01 |  0.901230 |  0.910116 |     18.94 |     17.66 |  0.149872 |  0.189084 |  9.99E-03 |      2.43 | 
|         1 |       444 |  2.07E-01 |  0.903846 |  0.910116 |     19.09 |     17.69 |  0.106582 |  0.075318 |  9.98E-03 |      3.03 | 
|         1 |       518 |  1.84E-01 |  0.906542 |  0.910116 |     19.04 |     17.54 |  0.084436 |  0.082719 |  9.98E-03 |      3.58 | 
|         1 |       592 |  1.66E-01 |  0.903065 |  0.910116 |     19.02 |     17.40 |  0.112206 |  0.090889 |  9.97E-03 |      4.10 | 
|         1 |       666 |  1.52E-01 |  0.883387 |  0.910116 |     19.05 |     17.32 |  0.129573 |  0.091383 |  9.96E-03 |      4.66 | 
|         1 |       740 |  1.45E-01 |  0.908897 |  0.910116 |     19.06 |     17.30 |  0.468988 |  0.524166 |  9.96E-03 |      5.17 | 
|         1 |       814 |  1.35E-01 |  0.867938 |  0.910116 |     19.06 |     17.28 |  0.271945 |  0.161873 |  9.95E-03 |      5.68 | 
|         1 |       823 |  1.34E-01 |  0.837595 |  0.910116 |     19.06 |     17.28 |  0.195163 |  0.187637 |  9.94E-03 |      6.06 | 
|         2 |        74 |  2.56E-02 |  0.856301 |  0.910116 |     19.38 |     16.97 |  0.174701 |  0.145121 |  9.93E-03 |      6.22 | 
|         2 |       148 |  3.01E-02 |  0.902874 |  0.910116 |     19.34 |     17.05 |  0.378369 |  0.206212 |  9.92E-03 |      6.73 | 
|         2 |       222 |  2.81E-02 |  0.858001 |  0.910116 |     19.20 |     16.98 |  0.099945 |  0.104207 |  9.91E-03 |      7.24 | 
|         2 |       296 |  2.79E-02 |  0.863189 |  0.910116 |     19.17 |     16.98 |  0.282633 |  0.264397 |  9.90E-03 |      7.76 | 
|         2 |       370 |  2.65E-02 |  0.874867 |  0.910116 |     19.13 |     17.00 |  0.359191 |  0.304512 |  9.88E-03 |      8.30 | 
|         2 |       444 |  2.50E-02 |  0.868858 |  0.910116 |     19.10 |     16.99 |  0.216460 |  0.254117 |  9.87E-03 |      8.82 | 
|         2 |       518 |  2.35E-02 |  0.885987 |  0.910116 |     19.07 |     16.96 |  0.130469 |  0.142434 |  9.85E-03 |      9.33 | 
|         2 |       592 |  2.49E-02 |  0.881697 |  0.910116 |     19.05 |     16.96 |  0.122946 |  0.119381 |  9.84E-03 |      9.83 | 
|         2 |       666 |  2.62E-02 |  0.896186 |  0.910116 |     19.03 |     16.99 |  0.263649 |  0.283902 |  9.82E-03 |     10.34 | 
|         2 |       740 |  2.52E-02 |  0.871294 |  0.910116 |     19.06 |     17.00 |  0.072939 |  0.066223 |  9.80E-03 |     10.84 | 
|         2 |       814 |  3.04E-02 |  0.886724 |  0.910116 |     19.06 |     17.01 |  0.187942 |  0.142129 |  9.78E-03 |     11.35 | 
|         2 |       823 |  3.05E-02 |  0.906362 |  0.910116 |     19.06 |     17.01 |  0.093644 |  0.102273 |  9.78E-03 |     11.73 | 
|         3 |        74 |  1.19E-01 |  0.906454 |  0.910116 |     19.00 |     17.24 |  0.211994 |  0.170621 |  9.76E-03 |     11.89 | 
|         3 |       148 |  9.98E-02 |  0.887044 |  0.910116 |     19.26 |     17.70 |  0.414030 |  0.343075 |  9.74E-03 |     12.39 | 
|         3 |       222 |  7.72E-02 |  0.897427 |  0.910116 |     19.44 |     17.89 |  0.121340 |  0.104738 |  9.72E-03 |     12.92 | 
|         3 |       296 |  6.89E-02 |  0.902386 |  0.910116 |     19.63 |     17.92 |  0.871489 |  0.210552 |  9.69E-03 |     13.45 | 
|         3 |       370 |  6.18E-02 |  0.882010 |  0.910116 |     19.78 |     18.00 |  0.078133 |  0.068590 |  9.67E-03 |     14.02 | 
|         3 |       444 |  5.34E-02 |  0.905674 |  0.910116 |     19.84 |     17.94 |  0.076445 |  0.062755 |  9.65E-03 |     14.56 | 
|         3 |       518 |  4.87E-02 |  0.890714 |  0.910116 |     19.88 |     17.98 |  0.127476 |  0.097036 |  9.62E-03 |     15.09 | 
|         3 |       592 |  4.49E-02 |  0.898225 |  0.910116 |     19.90 |     18.00 |  0.094294 |  0.080842 |  9.60E-03 |     15.64 | 
