*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 15:25:09 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  7.21E-01 |  0.925603 |  0.925603 |     12.13 |     11.83 |  0.695612 |  1.051975 |  9.99E-03 |      0.79 | 
|         1 |       286 |  5.44E-01 |  0.927324 |  0.927324 |     12.32 |     12.02 |  2.620543 |  3.913831 |  9.97E-03 |      4.73 | 
|         1 |       429 |  5.23E-01 |  0.929421 |  0.929421 |     12.63 |     12.21 |  0.505318 |  0.564893 |  9.93E-03 |      8.69 | 
|         1 |       572 |  4.92E-01 |  0.941320 |  0.941320 |     12.91 |     12.41 |  0.436560 |  0.366023 |  9.88E-03 |     12.81 | 
|         1 |       715 |  4.64E-01 |  0.945940 |  0.945940 |     12.95 |     12.48 |  1.178158 |  0.879871 |  9.82E-03 |     16.95 | 
|         1 |       858 |  4.39E-01 |  0.942601 |  0.945940 |     13.01 |     12.58 |  2.164479 |  1.259790 |  9.74E-03 |     21.02 | 
|         1 |      1001 |  4.39E-01 |  0.942526 |  0.945940 |     13.19 |     12.80 |  2.874840 |  1.237395 |  9.65E-03 |     25.19 | 
|         1 |      1144 |  4.28E-01 |  0.949010 |  0.949010 |     13.37 |     13.00 |  0.803804 |  0.840951 |  9.54E-03 |     29.35 | 
|         1 |      1287 |  4.33E-01 |  0.932338 |  0.949010 |     13.55 |     13.26 |  0.591600 |  0.518797 |  9.42E-03 |     34.05 | 
|         1 |      1430 |  4.19E-01 |  0.937066 |  0.949010 |     13.71 |     13.47 |  0.981412 |  0.881410 |  9.29E-03 |     38.65 | 
|         1 |      1573 |  4.05E-01 |  0.942020 |  0.949010 |     13.89 |     13.68 |  2.041092 |  0.613320 |  9.15E-03 |     43.77 | 
|         1 |      1579 |  4.05E-01 |  0.942643 |  0.949010 |     13.90 |     13.68 |  1.350361 |  4.959404 |  9.14E-03 |     47.97 | 
|         2 |       143 |  2.68E-01 |  0.936759 |  0.949010 |     15.44 |     15.16 |  0.869315 |  0.590070 |  8.98E-03 |     48.78 | 
|         2 |       286 |  3.50E-01 |  0.940317 |  0.949010 |     15.49 |     15.22 |  1.848426 |  5.126451 |  8.82E-03 |     53.74 | 
|         2 |       429 |  3.39E-01 |  0.949399 |  0.949399 |     15.43 |     15.35 |  7.251447 |  1.702715 |  8.64E-03 |     58.49 | 
|         2 |       572 |  3.38E-01 |  0.937531 |  0.949399 |     15.21 |     15.12 |  2.269085 |  2.823239 |  8.45E-03 |     63.17 | 
|         2 |       715 |  3.25E-01 |  0.937377 |  0.949399 |     15.17 |     15.19 |  3.573087 |  3.386540 |  8.25E-03 |     68.94 | 
|         2 |       858 |  3.22E-01 |  0.943419 |  0.949399 |     15.18 |     15.25 |  0.595386 |  0.513035 |  8.05E-03 |     73.61 | 
|         2 |      1001 |  3.26E-01 |  0.939823 |  0.949399 |     15.18 |     15.35 |  0.641074 |  0.635433 |  7.83E-03 |     78.51 | 
|         2 |      1144 |  3.34E-01 |  0.941936 |  0.949399 |     15.12 |     15.30 |  1.967083 |  2.980612 |  7.61E-03 |     83.42 | 
|         2 |      1287 |  3.24E-01 |  0.940653 |  0.949399 |     15.13 |     15.32 |  0.418743 |  0.496302 |  7.38E-03 |     88.54 | 
|         2 |      1430 |  3.18E-01 |  0.940359 |  0.949399 |     15.16 |     15.41 |  0.428708 |  2.471749 |  7.14E-03 |     93.27 | 
|         2 |      1573 |  3.11E-01 |  0.939440 |  0.949399 |     15.38 |     15.62 |  0.523365 |  0.463879 |  6.90E-03 |     98.28 | 
|         2 |      1579 |  3.15E-01 |  0.943411 |  0.949399 |     15.39 |     15.63 |  6.879238 |  4.015369 |  6.89E-03 |    102.40 | 
|         3 |       143 |  3.16E-01 |  0.938302 |  0.949399 |     17.32 |     17.91 |  0.453670 |  0.299939 |  6.65E-03 |    103.24 | 
|         3 |       286 |  3.16E-01 |  0.944468 |  0.949399 |     17.09 |     17.47 |  3.291058 |  2.259367 |  6.40E-03 |    107.91 | 
|         3 |       429 |  3.03E-01 |  0.942489 |  0.949399 |     16.98 |     17.30 |  0.613469 |  0.419336 |  6.14E-03 |    113.16 | 
|         3 |       572 |  3.08E-01 |  0.939191 |  0.949399 |     16.89 |     17.23 |  0.645048 |  1.760385 |  5.89E-03 |    118.02 | 
|         3 |       715 |  2.91E-01 |  0.940375 |  0.949399 |     16.31 |     16.59 |  0.795448 |  0.630529 |  5.63E-03 |    122.58 | 
|         3 |       858 |  3.05E-01 |  0.947844 |  0.949399 |     15.91 |     16.10 |  1.635302 |  1.137940 |  5.38E-03 |    127.04 | 
|         3 |      1001 |  2.96E-01 |  0.934403 |  0.949399 |     15.64 |     15.76 |  0.933776 |  0.980900 |  5.12E-03 |    132.05 | 
|         3 |      1144 |  2.95E-01 |  0.938957 |  0.949399 |     15.52 |     15.66 |  0.436155 |  0.945227 |  4.87E-03 |    137.41 | 
