*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 15:55:03 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.02E-01 |  0.931689 |  0.931689 |     12.01 |     11.86 |  0.939367 |  2.612981 |  9.99E-03 |      0.74 | 
|         1 |       286 |  5.90E-01 |  0.927301 |  0.931689 |     12.22 |     12.01 |  0.802857 |  1.472772 |  9.97E-03 |      4.47 | 
|         1 |       429 |  5.44E-01 |  0.928103 |  0.931689 |     12.41 |     12.22 |  0.861221 |  0.826006 |  9.93E-03 |      8.31 | 
|         1 |       572 |  4.94E-01 |  0.939277 |  0.939277 |     12.49 |     12.31 |  0.718262 |  0.559147 |  9.88E-03 |     12.18 | 
|         1 |       715 |  4.76E-01 |  0.935607 |  0.939277 |     12.62 |     12.43 |  0.809242 |  0.622543 |  9.82E-03 |     16.12 | 
|         1 |       858 |  4.52E-01 |  0.944814 |  0.944814 |     12.73 |     12.53 |  0.747852 |  0.636075 |  9.74E-03 |     20.23 | 
|         1 |      1001 |  4.37E-01 |  0.937783 |  0.944814 |     12.81 |     12.61 |  0.856778 |  0.486513 |  9.65E-03 |     24.19 | 
|         1 |      1144 |  4.26E-01 |  0.938759 |  0.944814 |     12.88 |     12.66 |  0.525047 |  0.400368 |  9.54E-03 |     28.41 | 
|         1 |      1287 |  4.08E-01 |  0.935186 |  0.944814 |     12.93 |     12.73 |  2.175233 |  2.214206 |  9.42E-03 |     32.37 | 
|         1 |      1430 |  4.00E-01 |  0.942422 |  0.944814 |     12.97 |     12.78 |  1.495247 |  1.637768 |  9.29E-03 |     36.32 | 
|         1 |      1573 |  3.99E-01 |  0.941608 |  0.944814 |     12.99 |     12.83 |  1.125431 |  0.862509 |  9.15E-03 |     40.41 | 
|         1 |      1579 |  3.98E-01 |  0.941730 |  0.944814 |     12.99 |     12.83 |  2.118909 |  0.732635 |  9.14E-03 |     43.68 | 
|         2 |       143 |  3.24E-01 |  0.941747 |  0.944814 |     12.97 |     13.36 |  0.635296 |  1.281204 |  8.98E-03 |     44.41 | 
|         2 |       286 |  3.81E-01 |  0.943793 |  0.944814 |     13.18 |     13.48 |  0.897156 |  0.630762 |  8.82E-03 |     48.41 | 
|         2 |       429 |  3.77E-01 |  0.935122 |  0.944814 |     13.25 |     13.46 |  0.670306 |  0.658028 |  8.64E-03 |     52.54 | 
|         2 |       572 |  3.43E-01 |  0.936650 |  0.944814 |     13.37 |     13.59 |  2.806565 |  0.560926 |  8.45E-03 |     56.77 | 
|         2 |       715 |  3.37E-01 |  0.939452 |  0.944814 |     13.69 |     13.86 |  2.666473 |  1.023097 |  8.25E-03 |     61.04 | 
|         2 |       858 |  3.17E-01 |  0.944341 |  0.944814 |     13.75 |     13.84 |  0.552094 |  0.521552 |  8.05E-03 |     65.37 | 
|         2 |      1001 |  3.15E-01 |  0.947192 |  0.947192 |     13.75 |     13.81 |  0.425735 |  0.297009 |  7.83E-03 |     69.69 | 
|         2 |      1144 |  3.22E-01 |  0.936683 |  0.947192 |     13.81 |     13.84 |  1.231610 |  1.097734 |  7.61E-03 |     73.99 | 
|         2 |      1287 |  3.14E-01 |  0.936740 |  0.947192 |     14.00 |     13.97 |  3.388322 |  1.710980 |  7.38E-03 |     78.65 | 
|         2 |      1430 |  3.09E-01 |  0.944116 |  0.947192 |     14.15 |     14.12 |  0.874503 |  0.851032 |  7.14E-03 |     83.36 | 
|         2 |      1573 |  3.08E-01 |  0.943124 |  0.947192 |     14.33 |     14.29 |  1.075863 |  0.754634 |  6.90E-03 |     88.23 | 
|         2 |      1579 |  3.08E-01 |  0.943228 |  0.947192 |     14.34 |     14.31 |  0.627192 |  0.752337 |  6.89E-03 |     92.33 | 
|         3 |       143 |  3.34E-01 |  0.939854 |  0.947192 |     16.50 |     16.49 |  0.894885 |  0.831331 |  6.65E-03 |     93.14 | 
|         3 |       286 |  3.12E-01 |  0.940291 |  0.947192 |     16.52 |     16.59 |  1.314859 |  0.907080 |  6.40E-03 |     97.92 | 
|         3 |       429 |  2.93E-01 |  0.943293 |  0.947192 |     16.56 |     16.57 |  0.375565 |  0.510460 |  6.14E-03 |    103.05 | 
|         3 |       572 |  2.70E-01 |  0.941791 |  0.947192 |     17.06 |     16.93 |  0.320965 |  0.277746 |  5.89E-03 |    108.30 | 
|         3 |       715 |  2.71E-01 |  0.938303 |  0.947192 |     16.95 |     16.79 |  0.535342 |  0.367298 |  5.63E-03 |    113.48 | 
|         3 |       858 |  2.69E-01 |  0.943786 |  0.947192 |     16.91 |     16.69 |  0.787977 |  0.637255 |  5.38E-03 |    118.27 | 
|         3 |      1001 |  2.67E-01 |  0.942364 |  0.947192 |     17.02 |     16.77 |  2.282988 |  2.319765 |  5.12E-03 |    123.41 | 
|         3 |      1144 |  2.82E-01 |  0.941995 |  0.947192 |     17.09 |     16.85 |  0.605133 |  0.398348 |  4.87E-03 |    129.04 | 
|         3 |      1287 |  2.77E-01 |  0.940743 |  0.947192 |     17.17 |     16.96 |  0.450483 |  0.783991 |  4.62E-03 |    133.88 | 
|         3 |      1430 |  2.83E-01 |  0.940108 |  0.947192 |     17.21 |     17.00 | 12.994713 |  4.925646 |  4.37E-03 |    138.53 | 
|         3 |      1573 |  2.77E-01 |  0.924638 |  0.947192 |     17.19 |     16.95 |  0.950819 |  1.239744 |  4.12E-03 |    143.10 | 
|         3 |      1579 |  2.77E-01 |  0.929400 |  0.947192 |     17.19 |     16.95 |  0.433483 |  0.387352 |  4.11E-03 |    146.85 | 
|         4 |       143 |  2.44E-01 |  0.940775 |  0.947192 |     16.66 |     16.48 |  0.587267 |  0.779633 |  3.87E-03 |    147.68 | 
|         4 |       286 |  2.84E-01 |  0.938150 |  0.947192 |     17.53 |     17.09 |  1.686193 |  1.750484 |  3.63E-03 |    152.31 | 
|         4 |       429 |  2.54E-01 |  0.944506 |  0.947192 |     18.32 |     17.72 |  1.771272 |  1.213831 |  3.40E-03 |    157.37 | 
|         4 |       572 |  2.54E-01 |  0.946365 |  0.947192 |     18.45 |     17.89 |  0.493853 |  0.259555 |  3.18E-03 |    162.65 | 
|         4 |       715 |  2.39E-01 |  0.942929 |  0.947192 |     18.51 |     17.91 |  1.728237 |  1.171062 |  2.97E-03 |    167.93 | 
|         4 |       858 |  2.31E-01 |  0.951615 |  0.951615 |     18.22 |     17.60 |  4.449051 |  3.070838 |  2.76E-03 |    172.69 | 
|         4 |      1001 |  2.31E-01 |  0.942890 |  0.951615 |     18.30 |     17.64 |  4.178662 |  2.852098 |  2.56E-03 |    177.44 | 
|         4 |      1144 |  2.42E-01 |  0.945606 |  0.951615 |     17.95 |     17.35 |  0.364724 |  0.263740 |  2.37E-03 |    182.27 | 
|         4 |      1287 |  2.40E-01 |  0.941933 |  0.951615 |     17.75 |     17.18 |  2.493126 |  1.700213 |  2.19E-03 |    186.74 | 
|         4 |      1430 |  2.41E-01 |  0.943632 |  0.951615 |     17.71 |     17.16 |  0.498757 |  1.011145 |  2.02E-03 |    191.38 | 
|         4 |      1573 |  2.56E-01 |  0.945804 |  0.951615 |     17.71 |     17.17 |  0.316738 |  0.463222 |  1.87E-03 |    195.99 | 
|         4 |      1579 |  2.55E-01 |  0.945651 |  0.951615 |     17.72 |     17.18 |  0.398799 |  0.562233 |  1.86E-03 |    200.19 | 
|         5 |       143 |  3.52E-01 |  0.941581 |  0.951615 |     17.32 |     17.15 |  1.123320 |  0.793708 |  1.72E-03 |    201.03 | 
|         5 |       286 |  2.72E-01 |  0.941310 |  0.951615 |     17.33 |     17.17 |  1.711348 |  1.051907 |  1.58E-03 |    205.79 | 
|         5 |       429 |  2.51E-01 |  0.942851 |  0.951615 |     17.57 |     17.28 |  5.385071 |  1.180689 |  1.46E-03 |    210.71 | 
|         5 |       572 |  2.74E-01 |  0.944642 |  0.951615 |     17.70 |     17.35 |  1.042744 |  1.235953 |  1.36E-03 |    215.73 | 
|         5 |       715 |  2.65E-01 |  0.946135 |  0.951615 |     17.70 |     17.32 |  1.110927 |  1.048178 |  1.26E-03 |    220.62 | 
|         5 |       858 |  2.53E-01 |  0.943967 |  0.951615 |     18.17 |     17.75 |  5.220442 | 26.600534 |  1.18E-03 |    225.68 | 
|         5 |      1001 |  2.59E-01 |  0.941507 |  0.951615 |     18.45 |     17.96 |  0.641417 |  0.440344 |  1.12E-03 |    230.84 | 
|         5 |      1144 |  2.61E-01 |  0.942602 |  0.951615 |     18.51 |     18.00 |  0.654815 |  0.459375 |  1.07E-03 |    235.77 | 
|         5 |      1287 |  2.51E-01 |  0.943848 |  0.951615 |     18.58 |     18.01 |  1.289895 |  0.879445 |  1.03E-03 |    240.61 | 
|         5 |      1430 |  2.51E-01 |  0.942100 |  0.951615 |     18.72 |     18.12 |  3.118873 |  2.106197 |  1.01E-03 |    245.63 | 
|         5 |      1573 |  2.46E-01 |  0.943261 |  0.951615 |     18.81 |     18.19 |  0.380065 |  0.773797 |  1.00E-03 |    250.71 | 
|         5 |      1579 |  2.45E-01 |  0.943232 |  0.951615 |     18.80 |     18.18 |  0.499589 |  1.110322 |  1.00E-03 |    254.84 | 
-------------------------------------------------------------------------------------------------------------------------------------
