*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 15:50:12 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.26E-01 |  0.932331 |  0.932331 |     12.12 |     11.82 |  0.555952 |  0.524586 |  9.99E-03 |      0.75 | 
|         1 |       286 |  5.38E-01 |  0.926144 |  0.932331 |     12.38 |     12.17 |  0.528359 |  1.008505 |  9.97E-03 |      4.62 | 
|         1 |       429 |  4.74E-01 |  0.935167 |  0.935167 |     12.44 |     12.21 |  3.323633 |  1.720250 |  9.93E-03 |      8.45 | 
|         1 |       572 |  4.57E-01 |  0.939327 |  0.939327 |     12.62 |     12.31 |  0.658953 |  0.565520 |  9.88E-03 |     12.40 | 
|         1 |       715 |  4.37E-01 |  0.941969 |  0.941969 |     12.83 |     12.47 |  0.560523 |  0.455236 |  9.82E-03 |     16.45 | 
|         1 |       858 |  4.75E-01 |  0.942958 |  0.942958 |     12.97 |     12.58 |  2.303387 |  1.763432 |  9.74E-03 |     20.47 | 
|         1 |      1001 |  4.58E-01 |  0.945307 |  0.945307 |     13.17 |     12.76 |  1.480153 |  1.108877 |  9.65E-03 |     24.78 | 
|         1 |      1144 |  4.47E-01 |  0.944690 |  0.945307 |     13.26 |     12.89 |  0.448019 |  0.362255 |  9.54E-03 |     29.22 | 
|         1 |      1287 |  4.27E-01 |  0.944815 |  0.945307 |     13.29 |     12.97 |  2.330664 |  0.781432 |  9.42E-03 |     33.57 | 
|         1 |      1430 |  4.13E-01 |  0.950198 |  0.950198 |     13.33 |     13.07 |  0.929183 |  0.650739 |  9.29E-03 |     37.91 | 
|         1 |      1573 |  3.95E-01 |  0.951040 |  0.951040 |     13.40 |     13.17 |  8.836440 |  2.506889 |  9.15E-03 |     42.07 | 
|         1 |      1579 |  3.94E-01 |  0.949875 |  0.951040 |     13.40 |     13.17 |  1.351916 |  0.653313 |  9.14E-03 |     45.67 | 
|         2 |       143 |  2.12E-01 |  0.948513 |  0.951040 |     14.47 |     14.38 |  2.885843 |  3.893394 |  8.98E-03 |     46.44 | 
|         2 |       286 |  2.41E-01 |  0.952694 |  0.952694 |     14.72 |     14.89 |  0.779371 |  3.299939 |  8.82E-03 |     51.03 | 
|         2 |       429 |  2.61E-01 |  0.956502 |  0.956502 |     14.47 |     14.72 |  0.509796 |  0.966989 |  8.64E-03 |     55.37 | 
|         2 |       572 |  2.94E-01 |  0.948445 |  0.956502 |     14.30 |     14.57 |  4.539781 |  3.143828 |  8.45E-03 |     59.75 | 
|         2 |       715 |  2.90E-01 |  0.945360 |  0.956502 |     14.34 |     14.50 |  1.389346 |  1.079605 |  8.25E-03 |     64.19 | 
|         2 |       858 |  2.78E-01 |  0.944315 |  0.956502 |     14.36 |     14.46 |  0.633100 |  0.852424 |  8.05E-03 |     68.94 | 
|         2 |      1001 |  2.82E-01 |  0.944446 |  0.956502 |     14.31 |     14.36 |  0.465183 |  0.317724 |  7.83E-03 |     75.40 | 
|         2 |      1144 |  2.93E-01 |  0.949760 |  0.956502 |     14.28 |     14.30 |  2.672696 |  1.232067 |  7.61E-03 |     79.95 | 
|         2 |      1287 |  2.87E-01 |  0.951807 |  0.956502 |     14.32 |     14.35 |  0.591654 |  0.863242 |  7.38E-03 |     84.41 | 
|         2 |      1430 |  3.04E-01 |  0.943931 |  0.956502 |     14.34 |     14.36 |  4.405643 |  7.981946 |  7.14E-03 |     88.68 | 
|         2 |      1573 |  3.17E-01 |  0.948808 |  0.956502 |     14.43 |     14.44 |  0.536697 |  0.446221 |  6.90E-03 |     93.50 | 
|         2 |      1579 |  3.17E-01 |  0.952406 |  0.956502 |     14.43 |     14.44 |  5.211337 |  0.632475 |  6.89E-03 |     97.39 | 
|         3 |       143 |  5.29E-01 |  0.949192 |  0.956502 |     14.71 |     14.75 |  1.343089 |  0.956232 |  6.65E-03 |     98.17 | 
|         3 |       286 |  4.37E-01 |  0.948219 |  0.956502 |     14.52 |     14.59 |  0.771739 |  0.668631 |  6.40E-03 |    104.17 | 
|         3 |       429 |  4.02E-01 |  0.954992 |  0.956502 |     14.29 |     14.43 |  0.925551 |  3.161680 |  6.14E-03 |    108.73 | 
|         3 |       572 |  3.83E-01 |  0.956753 |  0.956753 |     14.11 |     14.27 |  1.457979 |  1.096080 |  5.89E-03 |    113.42 | 
|         3 |       715 |  3.49E-01 |  0.947592 |  0.956753 |     13.94 |     14.10 |  0.590925 |  1.432153 |  5.63E-03 |    118.16 | 
|         3 |       858 |  3.27E-01 |  0.949782 |  0.956753 |     13.95 |     14.09 |  0.454713 |  0.629083 |  5.38E-03 |    122.53 | 
|         3 |      1001 |  3.16E-01 |  0.956310 |  0.956753 |     13.78 |     13.89 |  2.203668 |  0.941557 |  5.12E-03 |    126.86 | 
|         3 |      1144 |  3.15E-01 |  0.944897 |  0.956753 |     13.68 |     13.74 |  1.234497 |  1.422863 |  4.87E-03 |    131.16 | 
|         3 |      1287 |  3.09E-01 |  0.952835 |  0.956753 |     13.62 |     13.64 |  0.781307 |  0.542834 |  4.62E-03 |    135.95 | 
|         3 |      1430 |  3.05E-01 |  0.955543 |  0.956753 |     13.54 |     13.53 |  2.997121 |  1.083465 |  4.37E-03 |    140.44 | 
|         3 |      1573 |  2.99E-01 |  0.954524 |  0.956753 |     13.49 |     13.43 |  0.481417 |  0.354360 |  4.12E-03 |    145.64 | 
|         3 |      1579 |  2.99E-01 |  0.957640 |  0.957640 |     13.49 |     13.43 |  0.506282 |  0.360959 |  4.11E-03 |    150.44 | 
|         4 |       143 |  3.56E-01 |  0.953993 |  0.957640 |     12.84 |     12.38 |  4.389062 |  2.880446 |  3.87E-03 |    151.17 | 
|         4 |       286 |  2.81E-01 |  0.960194 |  0.960194 |     12.80 |     12.42 |  0.544642 |  0.500261 |  3.63E-03 |    155.43 | 
|         4 |       429 |  2.47E-01 |  0.953871 |  0.960194 |     12.73 |     12.30 |  2.041327 |  1.959479 |  3.40E-03 |    160.36 | 
|         4 |       572 |  2.35E-01 |  0.960168 |  0.960194 |     12.70 |     12.34 |  0.803911 |  0.567332 |  3.18E-03 |    165.03 | 
|         4 |       715 |  2.33E-01 |  0.953852 |  0.960194 |     12.80 |     12.43 |  0.858887 |  1.812680 |  2.97E-03 |    169.70 | 
|         4 |       858 |  2.32E-01 |  0.948184 |  0.960194 |     12.90 |     12.55 |  0.511408 |  1.643248 |  2.76E-03 |    174.40 | 
|         4 |      1001 |  2.37E-01 |  0.950770 |  0.960194 |     12.94 |     12.58 |  0.330269 |  0.213761 |  2.56E-03 |    178.77 | 
|         4 |      1144 |  2.35E-01 |  0.951981 |  0.960194 |     12.94 |     12.55 |  0.595568 |  0.414433 |  2.37E-03 |    183.55 | 
|         4 |      1287 |  2.35E-01 |  0.949819 |  0.960194 |     12.91 |     12.53 |  0.454594 |  0.342731 |  2.19E-03 |    188.49 | 
|         4 |      1430 |  2.33E-01 |  0.952504 |  0.960194 |     12.86 |     12.47 |  0.313900 |  0.215110 |  2.02E-03 |    193.63 | 
|         4 |      1573 |  2.53E-01 |  0.950137 |  0.960194 |     12.82 |     12.42 |  1.488731 |  1.119098 |  1.87E-03 |    197.79 | 
|         4 |      1579 |  2.55E-01 |  0.950435 |  0.960194 |     12.82 |     12.42 |  5.123882 |  3.501939 |  1.86E-03 |    201.21 | 
|         5 |       143 |  2.91E-01 |  0.949726 |  0.960194 |     12.39 |     11.89 |  0.392095 |  0.304243 |  1.72E-03 |    201.93 | 
|         5 |       286 |  3.07E-01 |  0.952655 |  0.960194 |     12.48 |     12.00 |  0.751938 |  0.783453 |  1.58E-03 |    206.35 | 
|         5 |       429 |  2.82E-01 |  0.951192 |  0.960194 |     12.46 |     11.85 |  0.453822 |  0.307417 |  1.46E-03 |    210.60 | 
|         5 |       572 |  2.87E-01 |  0.945347 |  0.960194 |     12.51 |     11.91 |  4.673073 |  3.137065 |  1.36E-03 |    214.94 | 
|         5 |       715 |  2.68E-01 |  0.947643 |  0.960194 |     12.50 |     11.88 |  0.367455 |  0.249796 |  1.26E-03 |    219.11 | 
|         5 |       858 |  2.67E-01 |  0.947818 |  0.960194 |     12.53 |     11.89 |  0.520413 |  0.297835 |  1.18E-03 |    225.29 | 
|         5 |      1001 |  2.62E-01 |  0.950952 |  0.960194 |     12.57 |     11.95 |  0.723372 |  0.342391 |  1.12E-03 |    231.26 | 
|         5 |      1144 |  2.49E-01 |  0.950905 |  0.960194 |     12.59 |     11.96 |  0.580509 |  0.411194 |  1.07E-03 |    236.69 | 
|         5 |      1287 |  2.40E-01 |  0.948982 |  0.960194 |     12.58 |     11.95 |  0.715872 |  0.550683 |  1.03E-03 |    241.07 | 
|         5 |      1430 |  2.42E-01 |  0.947946 |  0.960194 |     12.58 |     11.95 |  0.745368 |  0.292869 |  1.01E-03 |    245.50 | 
|         5 |      1573 |  2.41E-01 |  0.947414 |  0.960194 |     12.59 |     11.96 |  0.360507 |  1.054952 |  1.00E-03 |    249.91 | 
|         5 |      1579 |  2.41E-01 |  0.945867 |  0.960194 |     12.59 |     11.97 |  2.545530 |  2.758777 |  1.00E-03 |    253.72 | 
-------------------------------------------------------------------------------------------------------------------------------------
