*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:32:16 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.60E-01 |  0.884248 |  0.884248 |      9.92 |     10.01 |  0.135075 |  0.508711 |  1.00E-02 |      0.13 | 
|         1 |       148 |  8.56E-01 |  0.903971 |  0.903971 |     10.84 |     10.74 |  0.314744 |  0.212982 |  1.00E-02 |      0.52 | 
|         1 |       222 |  6.77E-01 |  0.882044 |  0.903971 |     11.75 |     11.44 |  0.299833 |  0.219338 |  1.00E-02 |      0.95 | 
|         1 |       296 |  5.77E-01 |  0.891312 |  0.903971 |     12.21 |     11.75 |  0.614106 |  0.383173 |  9.99E-03 |      1.39 | 
|         1 |       370 |  5.47E-01 |  0.872456 |  0.903971 |     12.34 |     11.93 |  0.239697 |  0.418630 |  9.99E-03 |      1.85 | 
|         1 |       444 |  5.20E-01 |  0.876777 |  0.903971 |     12.30 |     11.85 |  0.250991 |  0.175943 |  9.98E-03 |      2.28 | 
|         1 |       518 |  4.83E-01 |  0.869472 |  0.903971 |     12.27 |     11.84 |  0.819289 |  1.125457 |  9.98E-03 |      2.71 | 
|         1 |       592 |  4.50E-01 |  0.875933 |  0.903971 |     12.29 |     11.83 |  0.424186 |  0.316890 |  9.97E-03 |      3.12 | 
|         1 |       666 |  4.17E-01 |  0.864885 |  0.903971 |     12.30 |     11.82 |  0.146682 |  0.065204 |  9.96E-03 |      3.53 | 
|         1 |       740 |  3.92E-01 |  0.868526 |  0.903971 |     12.31 |     11.81 |  0.399879 |  0.246070 |  9.96E-03 |      3.94 | 
|         1 |       814 |  3.76E-01 |  0.899123 |  0.903971 |     12.34 |     11.81 |  3.366596 |  3.182546 |  9.95E-03 |      4.36 | 
|         1 |       823 |  3.74E-01 |  0.900836 |  0.903971 |     12.34 |     11.82 |  0.449570 |  0.246968 |  9.94E-03 |      4.68 | 
|         2 |        74 |  1.51E-01 |  0.841331 |  0.903971 |     13.31 |     12.19 |  0.643831 |  0.241659 |  9.93E-03 |      4.82 | 
|         2 |       148 |  1.46E-01 |  0.814355 |  0.903971 |     13.15 |     12.02 |  0.525117 |  0.287761 |  9.92E-03 |      5.26 | 
|         2 |       222 |  1.49E-01 |  0.882019 |  0.903971 |     13.21 |     12.01 |  0.217477 |  0.159589 |  9.91E-03 |      5.70 | 
|         2 |       296 |  1.47E-01 |  0.850752 |  0.903971 |     13.20 |     12.02 |  0.889008 |  0.299786 |  9.90E-03 |      6.13 | 
|         2 |       370 |  1.47E-01 |  0.852609 |  0.903971 |     13.16 |     12.01 |  0.178945 |  0.111826 |  9.88E-03 |      6.56 | 
