*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:43:20 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.49E-01 |  0.901722 |  0.901722 |      6.00 |      5.00 |  0.263103 |  0.243566 |  1.00E-02 |      0.06 | 
|         1 |       148 |  6.57E-01 |  0.895164 |  0.901722 |      6.00 |      5.00 |  0.765283 |  0.390487 |  1.00E-02 |      0.22 | 
|         1 |       222 |  5.05E-01 |  0.883887 |  0.901722 |      6.00 |      5.00 |  0.130132 |  0.103688 |  1.00E-02 |      0.37 | 
|         1 |       296 |  4.27E-01 |  0.860372 |  0.901722 |      6.00 |      5.00 |  0.261978 |  0.127197 |  9.99E-03 |      0.52 | 
|         1 |       370 |  3.72E-01 |  0.841696 |  0.901722 |      6.00 |      5.00 |  0.433009 |  0.273747 |  9.99E-03 |      0.67 | 
|         1 |       444 |  3.31E-01 |  0.834517 |  0.901722 |      6.00 |      5.00 |  0.162842 |  0.094655 |  9.98E-03 |      0.82 | 
|         1 |       518 |  3.02E-01 |  0.881079 |  0.901722 |      6.00 |      5.00 |  0.376359 |  0.204824 |  9.98E-03 |      0.98 | 
|         1 |       592 |  2.73E-01 |  0.886419 |  0.901722 |      6.00 |      5.00 |  0.244254 |  0.160688 |  9.97E-03 |      1.13 | 
|         1 |       666 |  2.48E-01 |  0.877838 |  0.901722 |      6.00 |      5.00 |  0.173449 |  0.101366 |  9.96E-03 |      1.28 | 
|         1 |       740 |  2.28E-01 |  0.884602 |  0.901722 |      6.00 |      5.00 |  0.735355 |  0.203047 |  9.96E-03 |      1.43 | 
|         1 |       814 |  2.14E-01 |  0.915108 |  0.915108 |      6.00 |      5.00 |  0.557926 |  0.329307 |  9.95E-03 |      1.58 | 
|         1 |       823 |  2.13E-01 |  0.854290 |  0.915108 |      6.00 |      5.00 |  1.952364 |  1.163938 |  9.94E-03 |      1.68 | 
|         2 |        74 |  8.39E-02 |  0.904813 |  0.915108 |      6.00 |      5.00 |  0.284872 |  0.096142 |  9.93E-03 |      1.75 | 
|         2 |       148 |  2.56E-01 |  0.879392 |  0.915108 |      6.00 |      5.00 |  0.565804 |  0.249977 |  9.92E-03 |      1.90 | 
|         2 |       222 |  2.19E-01 |  0.906250 |  0.915108 |      6.00 |      5.00 |  0.687398 |  0.395113 |  9.91E-03 |      2.05 | 
|         2 |       296 |  1.95E-01 |  0.900315 |  0.915108 |      6.00 |      5.00 |  0.206823 |  0.152136 |  9.90E-03 |      2.19 | 
|         2 |       370 |  1.72E-01 |  0.881675 |  0.915108 |      6.00 |      5.00 |  0.257362 |  0.155176 |  9.88E-03 |      2.34 | 
