*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 20:33:46 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.11E-01 |  0.894587 |  0.894587 |     13.36 |     13.15 |  0.139377 |  0.238815 |  1.00E-02 |      0.19 | 
|         1 |       148 |  6.54E-01 |  0.881202 |  0.894587 |     14.30 |     14.12 |  0.349919 |  0.440751 |  1.00E-02 |      0.76 | 
|         1 |       222 |  5.38E-01 |  0.888431 |  0.894587 |     14.84 |     14.57 |  0.206534 |  0.339065 |  1.00E-02 |      1.36 | 
|         1 |       296 |  4.64E-01 |  0.874503 |  0.894587 |     15.12 |     14.70 |  0.185535 |  0.130463 |  9.99E-03 |      2.02 | 
|         1 |       370 |  4.16E-01 |  0.885593 |  0.894587 |     15.30 |     14.78 |  0.405152 |  1.020452 |  9.99E-03 |      2.66 | 
|         1 |       444 |  3.93E-01 |  0.888403 |  0.894587 |     15.39 |     14.80 |  0.645860 |  1.311671 |  9.98E-03 |      3.26 | 
|         1 |       518 |  3.51E-01 |  0.908441 |  0.908441 |     15.40 |     14.77 |  0.271646 |  0.451185 |  9.98E-03 |      3.86 | 
|         1 |       592 |  3.19E-01 |  0.903693 |  0.908441 |     15.41 |     14.74 |  0.177860 |  0.231196 |  9.97E-03 |      4.47 | 
|         1 |       666 |  2.93E-01 |  0.907092 |  0.908441 |     15.40 |     14.71 |  0.258970 |  0.410937 |  9.96E-03 |      5.07 | 
|         1 |       740 |  2.76E-01 |  0.897490 |  0.908441 |     15.40 |     14.70 |  0.212724 |  0.192557 |  9.96E-03 |      5.68 | 
|         1 |       814 |  2.60E-01 |  0.883016 |  0.908441 |     15.41 |     14.70 |  0.362523 |  0.320903 |  9.95E-03 |      6.28 | 
|         1 |       823 |  2.57E-01 |  0.891873 |  0.908441 |     15.40 |     14.70 |  0.197656 |  0.153188 |  9.94E-03 |      6.71 | 
|         2 |        74 |  6.14E-02 |  0.905286 |  0.908441 |     15.38 |     14.49 |  0.148141 |  0.110423 |  9.93E-03 |      6.92 | 
|         2 |       148 |  8.30E-02 |  0.895144 |  0.908441 |     15.39 |     14.45 |  0.231518 |  0.211900 |  9.92E-03 |      7.52 | 
|         2 |       222 |  7.77E-02 |  0.890480 |  0.908441 |     15.48 |     14.53 |  0.274714 |  0.221056 |  9.91E-03 |      8.15 | 
