*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 20:38:30 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.26E-01 |  0.886963 |  0.886963 |     13.14 |     13.27 |  0.326418 |  0.447985 |  1.00E-02 |      0.19 | 
|         1 |       148 |  6.59E-01 |  0.884802 |  0.886963 |     13.71 |     13.74 |  0.150541 |  0.380614 |  1.00E-02 |      0.75 | 
|         1 |       222 |  5.77E-01 |  0.867453 |  0.886963 |     14.07 |     13.89 |  0.338872 |  0.484598 |  1.00E-02 |      1.32 | 
|         1 |       296 |  5.03E-01 |  0.878883 |  0.886963 |     14.12 |     13.90 |  0.099799 |  0.210368 |  9.99E-03 |      1.89 | 
|         1 |       370 |  4.44E-01 |  0.880494 |  0.886963 |     14.23 |     13.94 |  0.109101 |  0.211961 |  9.99E-03 |      2.46 | 
|         1 |       444 |  3.92E-01 |  0.899219 |  0.899219 |     14.41 |     14.05 |  0.137895 |  0.300234 |  9.98E-03 |      3.05 | 
|         1 |       518 |  3.67E-01 |  0.883737 |  0.899219 |     14.57 |     14.17 |  0.661473 |  1.235053 |  9.98E-03 |      3.65 | 
|         1 |       592 |  3.34E-01 |  0.899391 |  0.899391 |     14.73 |     14.25 |  0.117959 |  0.166987 |  9.97E-03 |      4.26 | 
|         1 |       666 |  3.10E-01 |  0.899362 |  0.899391 |     14.86 |     14.30 |  0.124873 |  0.138706 |  9.96E-03 |      4.89 | 
|         1 |       740 |  2.86E-01 |  0.905741 |  0.905741 |     14.97 |     14.34 |  0.397349 |  0.526870 |  9.96E-03 |      5.51 | 
|         1 |       814 |  2.65E-01 |  0.905540 |  0.905741 |     15.09 |     14.38 |  0.239881 |  0.247717 |  9.95E-03 |      6.14 | 
|         1 |       823 |  2.63E-01 |  0.901933 |  0.905741 |     15.11 |     14.39 |  0.118256 |  0.177939 |  9.94E-03 |      6.59 | 
|         2 |        74 |  1.74E-01 |  0.900072 |  0.905741 |     16.26 |     15.12 |  0.175177 |  0.116957 |  9.93E-03 |      6.80 | 
|         2 |       148 |  1.13E-01 |  0.902993 |  0.905741 |     16.24 |     15.01 |  0.230773 |  0.162499 |  9.92E-03 |      7.44 | 
|         2 |       222 |  9.75E-02 |  0.899497 |  0.905741 |     16.35 |     15.00 |  0.197580 |  0.150500 |  9.91E-03 |      8.07 | 
|         2 |       296 |  8.55E-02 |  0.897297 |  0.905741 |     16.24 |     14.89 |  0.092700 |  0.077823 |  9.90E-03 |      8.71 | 
|         2 |       370 |  8.92E-02 |  0.899607 |  0.905741 |     16.18 |     14.86 |  0.236226 |  0.196443 |  9.88E-03 |      9.35 | 
|         2 |       444 |  8.38E-02 |  0.906470 |  0.906470 |     16.15 |     14.81 |  0.191710 |  0.252150 |  9.87E-03 |      9.98 | 
|         2 |       518 |  7.97E-02 |  0.896601 |  0.906470 |     16.13 |     14.78 |  0.188383 |  0.256643 |  9.85E-03 |     10.60 | 
|         2 |       592 |  7.56E-02 |  0.901154 |  0.906470 |     16.07 |     14.71 |  0.124971 |  0.102895 |  9.84E-03 |     11.22 | 
|         2 |       666 |  7.13E-02 |  0.902509 |  0.906470 |     16.01 |     14.63 |  0.243782 |  0.197408 |  9.82E-03 |     11.84 | 
|         2 |       740 |  6.82E-02 |  0.885496 |  0.906470 |     15.99 |     14.60 |  0.203169 |  0.113740 |  9.80E-03 |     12.46 | 
|         2 |       814 |  6.71E-02 |  0.899004 |  0.906470 |     15.98 |     14.59 |  0.305185 |  0.239804 |  9.78E-03 |     13.07 | 
|         2 |       823 |  6.68E-02 |  0.895425 |  0.906470 |     15.97 |     14.59 |  0.122613 |  0.126617 |  9.78E-03 |     13.51 | 
|         3 |        74 |  4.05E-02 |  0.904676 |  0.906470 |     15.88 |     14.18 |  0.119276 |  0.105901 |  9.76E-03 |     13.75 | 
