*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 20:31:21 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.41E-01 |  0.894075 |  0.894075 |     13.36 |     13.38 |  0.207972 |  0.606271 |  1.00E-02 |      0.19 | 
|         1 |       148 |  7.35E-01 |  0.888889 |  0.894075 |     14.18 |     14.05 |  0.514248 |  2.726949 |  1.00E-02 |      0.77 | 
|         1 |       222 |  5.93E-01 |  0.878183 |  0.894075 |     14.66 |     14.43 |  0.099257 |  0.202883 |  1.00E-02 |      1.36 | 
|         1 |       296 |  5.00E-01 |  0.896552 |  0.896552 |     14.83 |     14.59 |  0.558908 |  1.501601 |  9.99E-03 |      1.95 | 
|         1 |       370 |  4.33E-01 |  0.898694 |  0.898694 |     14.97 |     14.59 |  0.153700 |  0.296723 |  9.99E-03 |      2.55 | 
|         1 |       444 |  3.83E-01 |  0.896122 |  0.898694 |     15.02 |     14.52 |  0.318226 |  0.673405 |  9.98E-03 |      3.13 | 
|         1 |       518 |  3.46E-01 |  0.906743 |  0.906743 |     15.08 |     14.46 |  0.089354 |  0.169835 |  9.98E-03 |      3.72 | 
|         1 |       592 |  3.27E-01 |  0.898797 |  0.906743 |     15.10 |     14.40 |  0.177833 |  0.318965 |  9.97E-03 |      4.30 | 
|         1 |       666 |  3.04E-01 |  0.900387 |  0.906743 |     15.12 |     14.35 |  0.238868 |  0.260810 |  9.96E-03 |      4.88 | 
|         1 |       740 |  2.82E-01 |  0.900467 |  0.906743 |     15.14 |     14.30 |  0.123737 |  0.104590 |  9.96E-03 |      5.46 | 
|         1 |       814 |  2.62E-01 |  0.904168 |  0.906743 |     15.14 |     14.27 |  0.097292 |  0.111957 |  9.95E-03 |      6.05 | 
|         1 |       823 |  2.59E-01 |  0.902448 |  0.906743 |     15.14 |     14.26 |  0.164467 |  0.171821 |  9.94E-03 |      6.46 | 
|         2 |        74 |  4.60E-02 |  0.902597 |  0.906743 |     15.23 |     13.53 |  0.168078 |  0.268066 |  9.93E-03 |      6.66 | 
|         2 |       148 |  5.30E-02 |  0.903179 |  0.906743 |     15.20 |     13.56 |  0.115213 |  0.168336 |  9.92E-03 |      7.25 | 
|         2 |       222 |  5.51E-02 |  0.882169 |  0.906743 |     15.18 |     13.64 |  0.482242 |  0.473746 |  9.91E-03 |      7.83 | 
|         2 |       296 |  5.36E-02 |  0.906599 |  0.906743 |     15.15 |     13.68 |  0.144745 |  0.141505 |  9.90E-03 |      8.42 | 
|         2 |       370 |  5.16E-02 |  0.898876 |  0.906743 |     15.15 |     13.67 |  0.115717 |  0.163839 |  9.88E-03 |      9.01 | 
|         2 |       444 |  5.04E-02 |  0.892364 |  0.906743 |     15.12 |     13.65 |  0.276471 |  0.359971 |  9.87E-03 |      9.60 | 
|         2 |       518 |  5.62E-02 |  0.875269 |  0.906743 |     15.11 |     13.68 |  0.631426 |  0.272087 |  9.85E-03 |     10.18 | 
|         2 |       592 |  7.78E-02 |  0.850559 |  0.906743 |     15.11 |     13.75 |  0.202772 |  0.156046 |  9.84E-03 |     10.81 | 
|         2 |       666 |  8.21E-02 |  0.900401 |  0.906743 |     15.08 |     13.81 |  0.937376 |  0.947915 |  9.82E-03 |     11.41 | 
|         2 |       740 |  8.06E-02 |  0.890173 |  0.906743 |     15.05 |     13.81 |  0.185116 |  0.129621 |  9.80E-03 |     12.00 | 
|         2 |       814 |  7.72E-02 |  0.883126 |  0.906743 |     15.01 |     13.80 |  0.247452 |  0.304132 |  9.78E-03 |     12.58 | 
|         2 |       823 |  7.69E-02 |  0.876556 |  0.906743 |     15.01 |     13.79 |  0.150321 |  0.136870 |  9.78E-03 |     12.99 | 
|         3 |        74 |  6.85E-02 |  0.882393 |  0.906743 |     14.69 |     13.81 |  0.071402 |  0.063441 |  9.76E-03 |     13.19 | 
|         3 |       148 |  5.71E-02 |  0.875583 |  0.906743 |     14.71 |     13.61 |  0.224718 |  0.237036 |  9.74E-03 |     13.77 | 
|         3 |       222 |  5.07E-02 |  0.854595 |  0.906743 |     14.72 |     13.54 |  0.139215 |  0.123223 |  9.72E-03 |     14.35 | 
|         3 |       296 |  4.68E-02 |  0.870267 |  0.906743 |     14.73 |     13.48 |  0.134072 |  0.111816 |  9.69E-03 |     14.92 | 
|         3 |       370 |  4.89E-02 |  0.867495 |  0.906743 |     14.75 |     13.51 |  0.567013 |  0.519924 |  9.67E-03 |     15.51 | 
|         3 |       444 |  4.93E-02 |  0.870053 |  0.906743 |     14.75 |     13.53 |  0.237252 |  0.195559 |  9.65E-03 |     16.09 | 
|         3 |       518 |  5.96E-02 |  0.878505 |  0.906743 |     14.78 |     13.58 |  1.292174 |  1.424049 |  9.62E-03 |     16.68 | 
|         3 |       592 |  8.00E-02 |  0.898844 |  0.906743 |     14.81 |     13.69 |  0.220888 |  0.217754 |  9.60E-03 |     17.28 | 
|         3 |       666 |  7.70E-02 |  0.906205 |  0.906743 |     14.85 |     13.76 |  0.196029 |  0.138074 |  9.57E-03 |     17.86 | 
|         3 |       740 |  7.44E-02 |  0.875978 |  0.906743 |     14.90 |     13.81 |  0.178975 |  0.145507 |  9.54E-03 |     18.46 | 
|         3 |       814 |  7.11E-02 |  0.882482 |  0.906743 |     14.94 |     13.84 |  0.229568 |  0.215086 |  9.51E-03 |     19.05 | 
|         3 |       823 |  7.06E-02 |  0.888328 |  0.906743 |     14.94 |     13.84 |  0.127021 |  0.177513 |  9.51E-03 |     19.46 | 
|         4 |        74 |  8.12E-02 |  0.904762 |  0.906743 |     15.24 |     14.19 |  0.249459 |  0.191312 |  9.48E-03 |     19.67 | 
|         4 |       148 |  7.76E-02 |  0.866616 |  0.906743 |     15.27 |     14.26 |  0.506148 |  0.575075 |  9.45E-03 |     20.31 | 
|         4 |       222 |  6.83E-02 |  0.902282 |  0.906743 |     15.24 |     14.23 |  0.097235 |  0.110107 |  9.42E-03 |     20.94 | 
|         4 |       296 |  6.49E-02 |  0.904354 |  0.906743 |     15.24 |     14.21 |  0.211140 |  0.167183 |  9.39E-03 |     21.59 | 
|         4 |       370 |  6.05E-02 |  0.885838 |  0.906743 |     15.24 |     14.19 |  0.197615 |  0.179889 |  9.36E-03 |     22.22 | 
|         4 |       444 |  5.66E-02 |  0.897643 |  0.906743 |     15.20 |     14.14 |  0.131062 |  0.103721 |  9.32E-03 |     22.81 | 
|         4 |       518 |  5.80E-02 |  0.899787 |  0.906743 |     15.17 |     14.11 |  0.167203 |  0.152539 |  9.29E-03 |     23.40 | 
|         4 |       592 |  5.50E-02 |  0.894925 |  0.906743 |     15.15 |     14.04 |  0.139807 |  0.110800 |  9.25E-03 |     23.98 | 
|         4 |       666 |  5.22E-02 |  0.883887 |  0.906743 |     15.13 |     13.96 |  0.114672 |  0.098764 |  9.22E-03 |     24.56 | 
|         4 |       740 |  5.25E-02 |  0.871681 |  0.906743 |     15.14 |     13.95 |  0.323041 |  0.340055 |  9.18E-03 |     25.15 | 
|         4 |       814 |  5.31E-02 |  0.893802 |  0.906743 |     15.15 |     13.94 |  0.351082 |  0.301663 |  9.15E-03 |     25.78 | 
|         4 |       823 |  5.30E-02 |  0.888493 |  0.906743 |     15.15 |     13.94 |  0.202651 |  0.225385 |  9.14E-03 |     26.23 | 
|         5 |        74 |  3.48E-02 |  0.886397 |  0.906743 |     15.22 |     13.96 |  0.222757 |  0.227226 |  9.10E-03 |     26.43 | 
|         5 |       148 |  6.71E-02 |  0.906977 |  0.906977 |     15.27 |     14.08 |  0.770929 |  0.382414 |  9.06E-03 |     27.01 | 
|         5 |       222 |  1.08E-01 |  0.902507 |  0.906977 |     15.27 |     14.21 |  0.291299 |  0.231890 |  9.03E-03 |     27.60 | 
|         5 |       296 |  9.32E-02 |  0.880544 |  0.906977 |     15.31 |     14.25 |  0.276270 |  0.316460 |  8.99E-03 |     28.18 | 
