*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 20:28:56 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.54E-01 |  0.886316 |  0.886316 |     13.23 |     13.01 |  0.200258 |  0.437950 |  1.00E-02 |      0.20 | 
|         1 |       148 |  7.67E-01 |  0.872089 |  0.886316 |     14.00 |     13.81 |  0.161648 |  0.310878 |  1.00E-02 |      0.77 | 
|         1 |       222 |  6.21E-01 |  0.867373 |  0.886316 |     14.38 |     14.19 |  0.199328 |  0.287863 |  1.00E-02 |      1.36 | 
|         1 |       296 |  5.54E-01 |  0.876556 |  0.886316 |     14.57 |     14.40 |  0.237856 |  0.297854 |  9.99E-03 |      1.96 | 
|         1 |       370 |  4.80E-01 |  0.886872 |  0.886872 |     14.72 |     14.44 |  0.295852 |  0.415854 |  9.99E-03 |      2.55 | 
|         1 |       444 |  4.37E-01 |  0.903024 |  0.903024 |     14.79 |     14.46 |  0.314049 |  0.646764 |  9.98E-03 |      3.14 | 
|         1 |       518 |  3.91E-01 |  0.898270 |  0.903024 |     14.88 |     14.43 |  0.126798 |  0.209381 |  9.98E-03 |      3.76 | 
|         1 |       592 |  3.50E-01 |  0.908163 |  0.908163 |     14.96 |     14.38 |  0.149155 |  0.147616 |  9.97E-03 |      4.35 | 
|         1 |       666 |  3.26E-01 |  0.891996 |  0.908163 |     15.02 |     14.37 |  0.332392 |  0.506668 |  9.96E-03 |      4.94 | 
|         1 |       740 |  3.00E-01 |  0.899709 |  0.908163 |     15.05 |     14.36 |  0.211633 |  0.167720 |  9.96E-03 |      5.53 | 
|         1 |       814 |  2.77E-01 |  0.907321 |  0.908163 |     15.08 |     14.33 |  0.218277 |  0.214851 |  9.95E-03 |      6.13 | 
|         1 |       823 |  2.79E-01 |  0.892947 |  0.908163 |     15.08 |     14.33 |  0.226088 |  0.329853 |  9.94E-03 |      6.54 | 
|         2 |        74 |  1.02E-01 |  0.907918 |  0.908163 |     15.34 |     14.38 |  0.102007 |  0.139188 |  9.93E-03 |      6.75 | 
|         2 |       148 |  7.14E-02 |  0.907414 |  0.908163 |     15.28 |     14.19 |  0.080518 |  0.121227 |  9.92E-03 |      7.34 | 
|         2 |       222 |  6.50E-02 |  0.901877 |  0.908163 |     15.29 |     14.10 |  0.098033 |  0.120222 |  9.91E-03 |      7.93 | 
|         2 |       296 |  7.74E-02 |  0.894775 |  0.908163 |     15.33 |     14.16 |  0.089099 |  0.074713 |  9.90E-03 |      8.58 | 
|         2 |       370 |  7.23E-02 |  0.894414 |  0.908163 |     15.35 |     14.10 |  0.183180 |  0.207253 |  9.88E-03 |      9.18 | 
|         2 |       444 |  8.06E-02 |  0.907741 |  0.908163 |     15.35 |     14.11 |  0.196539 |  0.231554 |  9.87E-03 |      9.77 | 
