*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 08:49:05 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  7.50E-01 |  0.928741 |  0.928741 |      6.00 |      5.00 |  0.779090 |  1.214741 |  9.99E-03 |      0.45 | 
|         1 |       286 |  6.29E-01 |  0.925687 |  0.928741 |      6.00 |      5.00 |  3.168302 |  1.503854 |  9.97E-03 |      1.94 | 
|         1 |       429 |  5.88E-01 |  0.930274 |  0.930274 |      6.00 |      5.00 | 17.883821 |  1.940096 |  9.93E-03 |      3.44 | 
|         1 |       572 |  5.71E-01 |  0.930075 |  0.930274 |      6.00 |      5.00 |  3.140500 |  1.149011 |  9.88E-03 |      4.93 | 
|         1 |       715 |  5.54E-01 |  0.924192 |  0.930274 |      6.00 |      5.00 |  0.584616 |  0.405856 |  9.82E-03 |      6.41 | 
|         1 |       858 |  5.54E-01 |  0.928079 |  0.930274 |      6.00 |      5.00 |  0.123454 |  0.599198 |  9.74E-03 |      7.90 | 
|         1 |      1001 |  5.63E-01 |  0.928363 |  0.930274 |      6.00 |      5.00 |  0.123112 |  1.286983 |  9.65E-03 |      9.40 | 
|         1 |      1144 |  5.91E-01 |  0.928555 |  0.930274 |      6.00 |      5.00 |  0.122774 |  0.705366 |  9.54E-03 |     10.89 | 
|         1 |      1287 |  5.99E-01 |  0.928157 |  0.930274 |      6.00 |      5.00 |  0.122442 |  0.523101 |  9.42E-03 |     12.38 | 
|         1 |      1430 |  5.94E-01 |  0.928292 |  0.930274 |      6.00 |      5.00 |  0.122114 |  0.522390 |  9.29E-03 |     13.88 | 
|         1 |      1573 |  5.88E-01 |  0.928222 |  0.930274 |      6.00 |      5.00 |  0.121792 |  0.618312 |  9.15E-03 |     15.45 | 
|         1 |      1579 |  5.87E-01 |  0.928409 |  0.930274 |      6.00 |      5.00 |  0.121779 |  0.347893 |  9.14E-03 |     16.72 | 
|         2 |       143 |  6.51E-01 |  0.928288 |  0.930274 |      6.00 |      5.00 |  0.121463 |  1.078258 |  8.98E-03 |     17.17 | 
|         2 |       286 |  6.79E-01 |  0.928470 |  0.930274 |      6.00 |      5.00 |  0.121154 |  0.934357 |  8.82E-03 |     18.69 | 
|         2 |       429 |  6.47E-01 |  0.928378 |  0.930274 |      6.00 |      5.00 |  0.120852 |  0.653846 |  8.64E-03 |     20.21 | 
|         2 |       572 |  6.54E-01 |  0.928644 |  0.930274 |      6.00 |      5.00 |  0.120556 |  0.428317 |  8.45E-03 |     21.72 | 
|         2 |       715 |  6.34E-01 |  0.928392 |  0.930274 |      6.00 |      5.00 |  0.120268 |  0.671906 |  8.25E-03 |     23.25 | 
|         2 |       858 |  6.29E-01 |  0.928417 |  0.930274 |      6.00 |      5.00 |  0.119988 |  0.961289 |  8.05E-03 |     24.74 | 
|         2 |      1001 |  6.25E-01 |  0.928644 |  0.930274 |      6.00 |      5.00 |  0.119715 |  0.500417 |  7.83E-03 |     26.23 | 
