*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:03:57 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  9.40E-01 |  0.887148 |  0.887148 |      8.00 |      7.00 |  0.082245 |  0.329315 |  1.00E-02 |      0.10 | 
|         1 |       148 |  9.86E-01 |  0.888014 |  0.888014 |      8.00 |      7.00 |  0.138680 |  0.245053 |  1.00E-02 |      0.29 | 
|         1 |       222 |  8.75E-01 |  0.892436 |  0.892436 |      8.00 |      7.00 |  0.311174 |  0.467781 |  1.00E-02 |      0.47 | 
|         1 |       296 |  7.96E-01 |  0.903342 |  0.903342 |      8.00 |      7.00 |  0.292091 |  0.290414 |  9.99E-03 |      0.66 | 
|         1 |       370 |  7.43E-01 |  0.903249 |  0.903342 |      8.00 |      7.00 |  0.143270 |  0.172895 |  9.99E-03 |      0.84 | 
|         1 |       444 |  6.95E-01 |  0.898613 |  0.903342 |      8.00 |      7.00 |  0.152486 |  0.188767 |  9.98E-03 |      1.03 | 
|         1 |       518 |  6.55E-01 |  0.894866 |  0.903342 |      8.00 |      7.00 |  0.563635 |  0.899350 |  9.98E-03 |      1.21 | 
|         1 |       592 |  6.29E-01 |  0.895389 |  0.903342 |      8.00 |      7.00 |  1.311626 |  0.428787 |  9.97E-03 |      1.39 | 
|         1 |       666 |  6.09E-01 |  0.871864 |  0.903342 |      8.00 |      7.00 |  0.281029 |  0.239570 |  9.96E-03 |      1.58 | 
|         1 |       740 |  5.89E-01 |  0.898908 |  0.903342 |      8.00 |      7.00 |  0.904166 |  0.406783 |  9.96E-03 |      1.76 | 
|         1 |       814 |  5.97E-01 |  0.910869 |  0.910869 |      8.00 |      7.00 |  0.390317 |  0.390294 |  9.95E-03 |      1.95 | 
|         1 |       823 |  6.00E-01 |  0.906511 |  0.910869 |      8.00 |      7.00 |  0.420862 |  0.394092 |  9.94E-03 |      2.06 | 
|         2 |        74 |  5.64E-01 |  0.894509 |  0.910869 |      8.00 |      7.00 |  0.520831 |  0.735165 |  9.93E-03 |      2.15 | 
|         2 |       148 |  5.93E-01 |  0.897190 |  0.910869 |      8.00 |      7.00 |  0.327751 |  0.274401 |  9.92E-03 |      2.33 | 
|         2 |       222 |  5.55E-01 |  0.895225 |  0.910869 |      8.00 |      7.00 |  1.018666 |  1.269107 |  9.91E-03 |      2.52 | 
|         2 |       296 |  5.26E-01 |  0.878083 |  0.910869 |      8.00 |      7.00 |  4.491850 |  2.113442 |  9.90E-03 |      2.70 | 
|         2 |       370 |  5.13E-01 |  0.900625 |  0.910869 |      8.00 |      7.00 |  1.158597 |  0.294896 |  9.88E-03 |      2.88 | 
|         2 |       444 |  4.93E-01 |  0.881602 |  0.910869 |      8.00 |      7.00 |  0.301825 |  0.396348 |  9.87E-03 |      3.06 | 
|         2 |       518 |  4.81E-01 |  0.904930 |  0.910869 |      8.00 |      7.00 |  1.241347 |  0.500376 |  9.85E-03 |      3.25 | 
|         2 |       592 |  4.71E-01 |  0.882009 |  0.910869 |      8.00 |      7.00 |  1.738504 |  2.533419 |  9.84E-03 |      3.43 | 
|         2 |       666 |  4.64E-01 |  0.896263 |  0.910869 |      8.00 |      7.00 |  1.004830 |  0.901502 |  9.82E-03 |      3.61 | 
|         2 |       740 |  4.61E-01 |  0.857530 |  0.910869 |      8.00 |      7.00 |  2.346421 |  2.288266 |  9.80E-03 |      3.80 | 
|         2 |       814 |  4.63E-01 |  0.891846 |  0.910869 |      8.00 |      7.00 |  2.557564 |  0.604198 |  9.78E-03 |      3.98 | 
|         2 |       823 |  4.62E-01 |  0.897365 |  0.910869 |      8.00 |      7.00 |  0.271241 |  0.220581 |  9.78E-03 |      4.10 | 
|         3 |        74 |  3.54E-01 |  0.887273 |  0.910869 |      8.00 |      7.00 |  0.894678 |  0.483654 |  9.76E-03 |      4.18 | 
|         3 |       148 |  4.90E-01 |  0.909793 |  0.910869 |      8.00 |      7.00 |  0.611265 |  0.402635 |  9.74E-03 |      4.37 | 
|         3 |       222 |  5.02E-01 |  0.904899 |  0.910869 |      8.00 |      7.00 |  0.581031 |  0.808472 |  9.72E-03 |      4.55 | 
|         3 |       296 |  5.33E-01 |  0.891778 |  0.910869 |      8.00 |      7.00 |  0.834874 |  1.021855 |  9.69E-03 |      4.73 | 
|         3 |       370 |  5.18E-01 |  0.899208 |  0.910869 |      8.00 |      7.00 |  2.345974 |  0.961312 |  9.67E-03 |      4.91 | 
|         3 |       444 |  5.17E-01 |  0.874441 |  0.910869 |      8.00 |      7.00 |  0.628797 |  0.728958 |  9.65E-03 |      5.09 | 
|         3 |       518 |  5.30E-01 |  0.903338 |  0.910869 |      8.00 |      7.00 |  1.344373 |  0.435364 |  9.62E-03 |      5.27 | 
|         3 |       592 |  5.22E-01 |  0.897632 |  0.910869 |      8.00 |      7.00 |  4.742847 |  0.694203 |  9.60E-03 |      5.45 | 
|         3 |       666 |  5.38E-01 |  0.893443 |  0.910869 |      8.00 |      7.00 |  1.744887 |  0.655754 |  9.57E-03 |      5.64 | 
|         3 |       740 |  5.42E-01 |  0.900491 |  0.910869 |      8.00 |      7.00 |  3.943262 |  0.960338 |  9.54E-03 |      5.82 | 
|         3 |       814 |  5.34E-01 |  0.864979 |  0.910869 |      8.00 |      7.00 |  3.337951 |  3.054336 |  9.51E-03 |      6.00 | 
|         3 |       823 |  5.36E-01 |  0.875923 |  0.910869 |      8.00 |      7.00 |  1.119896 |  0.782750 |  9.51E-03 |      6.12 | 
|         4 |        74 |  6.75E-01 |  0.879014 |  0.910869 |      8.00 |      7.00 |  4.054287 |  2.126477 |  9.48E-03 |      6.20 | 
|         4 |       148 |  6.82E-01 |  0.897436 |  0.910869 |      8.00 |      7.00 |  0.955825 |  0.962298 |  9.45E-03 |      6.39 | 
|         4 |       222 |  6.64E-01 |  0.898466 |  0.910869 |      8.00 |      7.00 |  0.546778 |  0.886850 |  9.42E-03 |      6.57 | 
|         4 |       296 |  6.19E-01 |  0.890340 |  0.910869 |      8.00 |      7.00 |  3.950985 |  1.478988 |  9.39E-03 |      6.75 | 
|         4 |       370 |  5.98E-01 |  0.883448 |  0.910869 |      8.00 |      7.00 |  0.295221 |  0.362478 |  9.36E-03 |      6.93 | 
|         4 |       444 |  5.73E-01 |  0.893690 |  0.910869 |      8.00 |      7.00 |  0.621354 |  0.522477 |  9.32E-03 |      7.12 | 
|         4 |       518 |  5.42E-01 |  0.885086 |  0.910869 |      8.00 |      7.00 |  0.938351 |  1.259979 |  9.29E-03 |      7.30 | 
|         4 |       592 |  5.28E-01 |  0.882270 |  0.910869 |      8.00 |      7.00 |  3.395142 |  2.587411 |  9.25E-03 |      7.48 | 
|         4 |       666 |  5.25E-01 |  0.883526 |  0.910869 |      8.00 |      7.00 |  2.065735 |  0.848885 |  9.22E-03 |      7.66 | 
|         4 |       740 |  5.15E-01 |  0.870311 |  0.910869 |      8.00 |      7.00 |  1.345617 |  1.503247 |  9.18E-03 |      7.85 | 
|         4 |       814 |  5.09E-01 |  0.889279 |  0.910869 |      8.00 |      7.00 |  1.361309 |  1.641954 |  9.15E-03 |      8.03 | 
