*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:23:03 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.03E+00 |  0.937035 |  0.937035 |      9.22 |      9.49 |  0.033200 |  0.116627 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.86E-01 |  0.943956 |  0.943956 |      9.70 |      9.82 |  0.165523 |  0.326822 |  1.00E-02 |      0.42 | 
|         1 |       111 |  8.14E-01 |  0.935085 |  0.943956 |     10.54 |     10.41 |  0.120841 |  0.088444 |  1.00E-02 |      0.72 | 
|         1 |       148 |  6.94E-01 |  0.921288 |  0.943956 |     11.28 |     10.84 |  0.115432 |  0.185613 |  9.99E-03 |      1.05 | 
|         1 |       185 |  6.02E-01 |  0.923762 |  0.943956 |     11.67 |     11.08 |  0.334625 |  0.261222 |  9.99E-03 |      1.37 | 
|         1 |       222 |  5.29E-01 |  0.921423 |  0.943956 |     12.05 |     11.28 |  1.079649 |  0.772537 |  9.98E-03 |      1.72 | 
|         1 |       259 |  4.77E-01 |  0.923197 |  0.943956 |     12.31 |     11.41 |  0.167397 |  0.100569 |  9.98E-03 |      2.06 | 
|         1 |       296 |  4.42E-01 |  0.908069 |  0.943956 |     12.50 |     11.53 |  0.295293 |  0.148138 |  9.97E-03 |      2.40 | 
|         1 |       333 |  4.10E-01 |  0.907505 |  0.943956 |     12.56 |     11.58 |  0.360025 |  0.202256 |  9.96E-03 |      2.73 | 
|         1 |       370 |  3.84E-01 |  0.904259 |  0.943956 |     12.59 |     11.61 |  0.225849 |  0.114658 |  9.95E-03 |      3.07 | 
|         1 |       407 |  3.62E-01 |  0.908953 |  0.943956 |     12.62 |     11.62 |  1.026016 |  0.599263 |  9.94E-03 |      3.39 | 
|         2 |        37 |  1.34E-01 |  0.911393 |  0.943956 |     12.84 |     11.86 |  0.307613 |  0.109667 |  9.93E-03 |      3.51 | 
|         2 |        74 |  1.36E-01 |  0.938264 |  0.943956 |     13.20 |     12.00 |  0.369333 |  0.230047 |  9.92E-03 |      3.84 | 
|         2 |       111 |  1.19E-01 |  0.923732 |  0.943956 |     13.39 |     12.16 |  2.679991 |  1.903154 |  9.91E-03 |      4.17 | 
|         2 |       148 |  1.10E-01 |  0.915024 |  0.943956 |     13.53 |     12.29 |  0.687639 |  0.399581 |  9.90E-03 |      4.50 | 
|         2 |       185 |  1.04E-01 |  0.921417 |  0.943956 |     13.76 |     12.49 |  0.425681 |  0.348395 |  9.88E-03 |      4.84 | 
|         2 |       222 |  9.42E-02 |  0.924195 |  0.943956 |     13.99 |     12.60 |  0.431393 |  0.247294 |  9.87E-03 |      5.18 | 
|         2 |       259 |  9.21E-02 |  0.922159 |  0.943956 |     14.19 |     12.79 |  0.398807 |  0.381115 |  9.85E-03 |      5.53 | 
|         2 |       296 |  8.70E-02 |  0.918717 |  0.943956 |     14.36 |     12.88 |  0.564534 |  0.261435 |  9.84E-03 |      5.87 | 
|         2 |       333 |  8.61E-02 |  0.918494 |  0.943956 |     14.52 |     13.04 |  0.204546 |  0.122912 |  9.82E-03 |      6.23 | 
|         2 |       370 |  8.36E-02 |  0.909808 |  0.943956 |     14.63 |     13.15 |  0.603811 |  0.079708 |  9.80E-03 |      6.58 | 
|         2 |       407 |  8.00E-02 |  0.922093 |  0.943956 |     14.75 |     13.23 |  0.300272 |  0.192027 |  9.78E-03 |      6.93 | 
|         3 |        37 |  4.92E-02 |  0.940340 |  0.943956 |     15.97 |     14.19 |  0.398525 |  0.256891 |  9.76E-03 |      7.06 | 
|         3 |        74 |  5.44E-02 |  0.938766 |  0.943956 |     15.91 |     14.19 |  0.745797 |  0.619422 |  9.74E-03 |      7.42 | 
|         3 |       111 |  5.63E-02 |  0.918624 |  0.943956 |     15.96 |     14.19 |  0.420174 |  0.332195 |  9.72E-03 |      7.78 | 
|         3 |       148 |  5.32E-02 |  0.927043 |  0.943956 |     16.06 |     14.22 |  0.103736 |  0.083758 |  9.69E-03 |      8.14 | 
|         3 |       185 |  5.02E-02 |  0.926669 |  0.943956 |     16.13 |     14.23 |  0.233075 |  0.237005 |  9.67E-03 |      8.51 | 
|         3 |       222 |  4.93E-02 |  0.931148 |  0.943956 |     16.16 |     14.24 |  0.468890 |  0.149745 |  9.65E-03 |      8.88 | 
|         3 |       259 |  4.69E-02 |  0.916208 |  0.943956 |     16.19 |     14.22 |  0.321293 |  0.207003 |  9.62E-03 |      9.24 | 
|         3 |       296 |  4.55E-02 |  0.913156 |  0.943956 |     16.20 |     14.20 |  0.630649 |  0.466021 |  9.59E-03 |      9.60 | 
