*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:24:29 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.72E-01 |  0.935969 |  0.935969 |      9.00 |      9.14 |  0.087348 |  0.312691 |  1.00E-02 |      0.11 | 
|         1 |        74 |  9.70E-01 |  0.937532 |  0.937532 |      9.22 |      9.39 |  0.079214 |  0.154441 |  1.00E-02 |      0.38 | 
|         1 |       111 |  8.26E-01 |  0.929828 |  0.937532 |      9.90 |      9.88 |  0.226453 |  0.163999 |  1.00E-02 |      0.67 | 
|         1 |       148 |  7.04E-01 |  0.921417 |  0.937532 |     10.34 |     10.18 |  0.173670 |  0.145661 |  9.99E-03 |      0.98 | 
|         1 |       185 |  6.19E-01 |  0.922349 |  0.937532 |     10.48 |     10.28 |  0.154741 |  0.174589 |  9.99E-03 |      1.27 | 
|         1 |       222 |  5.48E-01 |  0.912586 |  0.937532 |     10.68 |     10.40 |  0.325292 |  0.385456 |  9.98E-03 |      1.57 | 
|         1 |       259 |  4.96E-01 |  0.920628 |  0.937532 |     10.83 |     10.50 |  0.315909 |  0.136545 |  9.98E-03 |      1.88 | 
|         1 |       296 |  4.53E-01 |  0.925456 |  0.937532 |     10.92 |     10.56 |  0.464959 |  0.128049 |  9.97E-03 |      2.19 | 
|         1 |       333 |  4.23E-01 |  0.893821 |  0.937532 |     11.02 |     10.62 |  0.202158 |  0.113286 |  9.96E-03 |      2.50 | 
|         1 |       370 |  3.97E-01 |  0.911706 |  0.937532 |     11.10 |     10.66 |  0.111516 |  0.090491 |  9.95E-03 |      2.81 | 
|         1 |       407 |  3.73E-01 |  0.923767 |  0.937532 |     11.17 |     10.69 |  0.203369 |  0.074897 |  9.94E-03 |      3.12 | 
|         2 |        37 |  9.22E-02 |  0.929915 |  0.937532 |     12.00 |     11.08 |  0.851364 |  0.800056 |  9.93E-03 |      3.24 | 
