*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 17:54:44 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.66E-01 |  0.879774 |  0.879774 |     10.80 |     10.68 |  0.108290 |  0.168245 |  1.00E-02 |      0.17 | 
|         1 |       148 |  4.37E-01 |  0.891046 |  0.891046 |     11.31 |     10.84 |  0.274013 |  0.277882 |  1.00E-02 |      0.63 | 
|         1 |       222 |  3.38E-01 |  0.914462 |  0.914462 |     11.54 |     10.92 |  0.292884 |  0.408526 |  1.00E-02 |      1.11 | 
|         1 |       296 |  2.83E-01 |  0.900105 |  0.914462 |     11.73 |     11.07 |  0.082151 |  0.104965 |  9.99E-03 |      1.59 | 
|         1 |       370 |  2.45E-01 |  0.892894 |  0.914462 |     11.90 |     11.16 |  0.444074 |  0.670641 |  9.99E-03 |      2.08 | 
|         1 |       444 |  2.37E-01 |  0.891733 |  0.914462 |     12.07 |     11.33 |  0.119568 |  0.122507 |  9.98E-03 |      2.57 | 
|         1 |       518 |  2.13E-01 |  0.891920 |  0.914462 |     12.26 |     11.47 |  0.138308 |  0.170760 |  9.98E-03 |      3.08 | 
|         1 |       592 |  1.94E-01 |  0.887403 |  0.914462 |     12.46 |     11.59 |  0.188926 |  0.175380 |  9.97E-03 |      3.61 | 
|         1 |       666 |  1.78E-01 |  0.867710 |  0.914462 |     12.61 |     11.68 |  0.153578 |  0.227451 |  9.96E-03 |      4.13 | 
|         1 |       740 |  1.73E-01 |  0.870729 |  0.914462 |     12.74 |     11.79 |  0.123916 |  0.154141 |  9.96E-03 |      4.66 | 
|         1 |       814 |  1.63E-01 |  0.891343 |  0.914462 |     12.85 |     11.86 |  0.221915 |  0.248202 |  9.95E-03 |      5.18 | 
|         1 |       823 |  1.62E-01 |  0.862974 |  0.914462 |     12.86 |     11.88 |  0.370767 |  0.565152 |  9.94E-03 |      5.56 | 
|         2 |        74 |  4.93E-02 |  0.878015 |  0.914462 |     14.08 |     12.50 |  0.135446 |  0.168351 |  9.93E-03 |      5.74 | 
|         2 |       148 |  6.11E-02 |  0.849150 |  0.914462 |     14.05 |     12.63 |  0.107370 |  0.100813 |  9.92E-03 |      6.28 | 
|         2 |       222 |  5.73E-02 |  0.847470 |  0.914462 |     14.15 |     12.71 |  0.083976 |  0.092516 |  9.91E-03 |      6.82 | 
|         2 |       296 |  5.95E-02 |  0.885735 |  0.914462 |     14.20 |     12.80 |  0.208627 |  0.238183 |  9.90E-03 |      7.36 | 
|         2 |       370 |  5.47E-02 |  0.844428 |  0.914462 |     14.28 |     12.84 |  0.209261 |  0.266562 |  9.88E-03 |      7.91 | 
|         2 |       444 |  5.11E-02 |  0.896163 |  0.914462 |     14.37 |     12.92 |  0.245581 |  0.386216 |  9.87E-03 |      8.46 | 
|         2 |       518 |  4.79E-02 |  0.867002 |  0.914462 |     14.42 |     12.94 |  0.077247 |  0.093865 |  9.85E-03 |      9.01 | 
|         2 |       592 |  4.93E-02 |  0.888730 |  0.914462 |     14.49 |     13.00 |  0.139134 |  0.118152 |  9.84E-03 |      9.57 | 
|         2 |       666 |  5.09E-02 |  0.874776 |  0.914462 |     14.53 |     13.09 |  0.095801 |  0.080505 |  9.82E-03 |     10.13 | 
|         2 |       740 |  4.88E-02 |  0.890449 |  0.914462 |     14.58 |     13.14 |  0.099062 |  0.108967 |  9.80E-03 |     10.72 | 
|         2 |       814 |  5.13E-02 |  0.893122 |  0.914462 |     14.65 |     13.22 |  0.133272 |  0.137734 |  9.78E-03 |     11.29 | 
|         2 |       823 |  5.09E-02 |  0.876064 |  0.914462 |     14.66 |     13.23 |  0.131068 |  0.142822 |  9.78E-03 |     11.70 | 
|         3 |        74 |  3.46E-02 |  0.905217 |  0.914462 |     15.62 |     13.91 |  0.254218 |  0.326916 |  9.76E-03 |     11.90 | 
|         3 |       148 |  3.61E-02 |  0.898836 |  0.914462 |     15.61 |     14.09 |  0.101088 |  0.108348 |  9.74E-03 |     12.48 | 
|         3 |       222 |  2.93E-02 |  0.884615 |  0.914462 |     15.64 |     14.01 |  0.131526 |  0.150981 |  9.72E-03 |     13.07 | 
|         3 |       296 |  3.66E-02 |  0.863687 |  0.914462 |     15.74 |     14.13 |  0.793515 |  0.282134 |  9.69E-03 |     13.67 | 
|         3 |       370 |  5.21E-02 |  0.890014 |  0.914462 |     15.72 |     14.21 |  0.199081 |  0.218755 |  9.67E-03 |     14.26 | 
|         3 |       444 |  4.70E-02 |  0.880376 |  0.914462 |     15.78 |     14.23 |  0.130716 |  0.130864 |  9.65E-03 |     14.86 | 
|         3 |       518 |  4.70E-02 |  0.915158 |  0.915158 |     15.82 |     14.26 |  0.219704 |  0.232754 |  9.62E-03 |     15.46 | 
|         3 |       592 |  4.46E-02 |  0.891110 |  0.915158 |     15.91 |     14.30 |  0.058807 |  0.049029 |  9.60E-03 |     16.06 | 
|         3 |       666 |  4.16E-02 |  0.902342 |  0.915158 |     16.01 |     14.36 |  0.187681 |  0.190184 |  9.57E-03 |     16.66 | 
|         3 |       740 |  3.89E-02 |  0.865791 |  0.915158 |     16.10 |     14.40 |  0.155823 |  0.154490 |  9.54E-03 |     17.27 | 
|         3 |       814 |  3.64E-02 |  0.844412 |  0.915158 |     16.20 |     14.45 |  0.179665 |  0.157585 |  9.51E-03 |     17.89 | 
|         3 |       823 |  3.62E-02 |  0.848352 |  0.915158 |     16.21 |     14.46 |  0.112039 |  0.090060 |  9.51E-03 |     18.34 | 
|         4 |        74 |  2.73E-02 |  0.880623 |  0.915158 |     17.19 |     15.36 |  0.137165 |  0.125217 |  9.48E-03 |     18.55 | 
|         4 |       148 |  2.63E-02 |  0.907514 |  0.915158 |     17.17 |     15.24 |  0.193772 |  0.164978 |  9.45E-03 |     19.16 | 
|         4 |       222 |  2.51E-02 |  0.874042 |  0.915158 |     17.24 |     15.31 |  0.107459 |  0.109330 |  9.42E-03 |     19.79 | 
|         4 |       296 |  2.17E-02 |  0.872513 |  0.915158 |     17.39 |     15.34 |  0.114144 |  0.119292 |  9.39E-03 |     20.42 | 
|         4 |       370 |  1.92E-02 |  0.870782 |  0.915158 |     17.49 |     15.30 |  0.134320 |  0.149824 |  9.36E-03 |     21.06 | 
|         4 |       444 |  1.92E-02 |  0.874560 |  0.915158 |     17.58 |     15.38 |  0.304632 |  0.337614 |  9.32E-03 |     21.71 | 
|         4 |       518 |  1.91E-02 |  0.867818 |  0.915158 |     17.66 |     15.50 |  0.171085 |  0.179647 |  9.29E-03 |     22.36 | 
|         4 |       592 |  1.86E-02 |  0.877277 |  0.915158 |     17.73 |     15.55 |  0.257504 |  0.298588 |  9.25E-03 |     23.00 | 
|         4 |       666 |  2.14E-02 |  0.862469 |  0.915158 |     17.76 |     15.61 |  0.232219 |  0.263617 |  9.22E-03 |     23.65 | 
|         4 |       740 |  2.41E-02 |  0.897902 |  0.915158 |     17.79 |     15.62 |  0.614221 |  0.616939 |  9.18E-03 |     24.29 | 
|         4 |       814 |  3.01E-02 |  0.896918 |  0.915158 |     17.74 |     15.65 |  0.069288 |  0.077695 |  9.15E-03 |     24.91 | 
|         4 |       823 |  3.00E-02 |  0.910849 |  0.915158 |     17.74 |     15.65 |  0.122886 |  0.098931 |  9.14E-03 |     25.35 | 
|         5 |        74 |  2.38E-02 |  0.903156 |  0.915158 |     17.72 |     15.72 |  0.296385 |  0.323084 |  9.10E-03 |     25.56 | 
|         5 |       148 |  5.29E-02 |  0.906891 |  0.915158 |     17.94 |     16.31 |  0.171516 |  0.154960 |  9.06E-03 |     26.20 | 
|         5 |       222 |  4.94E-02 |  0.906439 |  0.915158 |     17.97 |     16.23 |  0.117513 |  0.110880 |  9.03E-03 |     26.82 | 
|         5 |       296 |  5.88E-02 |  0.889911 |  0.915158 |     18.07 |     16.26 |  0.238016 |  0.187704 |  8.99E-03 |     27.45 | 
|         5 |       370 |  5.62E-02 |  0.908237 |  0.915158 |     18.19 |     16.39 |  0.396405 |  0.344913 |  8.94E-03 |     28.08 | 
|         5 |       444 |  4.96E-02 |  0.875227 |  0.915158 |     18.32 |     16.42 |  0.149624 |  0.132576 |  8.90E-03 |     28.73 | 
|         5 |       518 |  4.65E-02 |  0.898191 |  0.915158 |     18.48 |     16.54 |  0.348840 |  0.298608 |  8.86E-03 |     29.40 | 
|         5 |       592 |  4.29E-02 |  0.865943 |  0.915158 |     18.64 |     16.67 |  0.102946 |  0.092369 |  8.82E-03 |     30.06 | 
|         5 |       666 |  3.98E-02 |  0.854601 |  0.915158 |     18.79 |     16.72 |  0.114152 |  0.101205 |  8.78E-03 |     30.73 | 
|         5 |       740 |  4.03E-02 |  0.888414 |  0.915158 |     18.89 |     16.82 |  0.140075 |  0.158876 |  8.73E-03 |     31.41 | 
|         5 |       814 |  3.85E-02 |  0.911733 |  0.915158 |     19.00 |     16.92 |  0.155390 |  0.146458 |  8.69E-03 |     32.09 | 
|         5 |       823 |  3.82E-02 |  0.887431 |  0.915158 |     19.01 |     16.93 |  0.273879 |  0.265068 |  8.68E-03 |     32.58 | 
|         6 |        74 |  2.16E-02 |  0.876454 |  0.915158 |     20.31 |     18.26 |  0.074775 |  0.046427 |  8.64E-03 |     32.81 | 
|         6 |       148 |  1.76E-02 |  0.876772 |  0.915158 |     20.26 |     18.10 |  0.141055 |  0.142635 |  8.59E-03 |     33.50 | 
|         6 |       222 |  1.69E-02 |  0.884479 |  0.915158 |     20.32 |     18.11 |  0.207865 |  0.205406 |  8.54E-03 |     34.22 | 
|         6 |       296 |  2.69E-02 |  0.910842 |  0.915158 |     20.43 |     18.39 |  0.220464 |  0.220090 |  8.50E-03 |     34.93 | 
|         6 |       370 |  2.50E-02 |  0.894178 |  0.915158 |     20.51 |     18.48 |  0.114243 |  0.107489 |  8.45E-03 |     35.63 | 
|         6 |       444 |  2.77E-02 |  0.886471 |  0.915158 |     20.63 |     18.65 |  0.637208 |  0.593483 |  8.40E-03 |     36.35 | 
|         6 |       518 |  2.85E-02 |  0.890240 |  0.915158 |     20.74 |     18.78 |  0.147315 |  0.134584 |  8.35E-03 |     37.07 | 
|         6 |       592 |  2.71E-02 |  0.894109 |  0.915158 |     20.81 |     18.88 |  0.402882 |  0.369959 |  8.30E-03 |     37.79 | 
|         6 |       666 |  2.56E-02 |  0.912656 |  0.915158 |     20.92 |     18.93 |  1.457860 |  0.560617 |  8.25E-03 |     38.52 | 
|         6 |       740 |  2.53E-02 |  0.891981 |  0.915158 |     21.03 |     19.04 |  0.250776 |  0.242185 |  8.20E-03 |     39.25 | 
|         6 |       814 |  2.43E-02 |  0.865433 |  0.915158 |     21.12 |     19.11 |  0.097426 |  0.068106 |  8.15E-03 |     39.98 | 
|         6 |       823 |  2.42E-02 |  0.855400 |  0.915158 |     21.14 |     19.13 |  0.151218 |  0.126014 |  8.15E-03 |     40.51 | 
|         7 |        74 |  2.87E-02 |  0.918208 |  0.918208 |     22.32 |     20.00 |  0.611941 |  0.578354 |  8.09E-03 |     40.75 | 
|         7 |       148 |  2.74E-02 |  0.867376 |  0.918208 |     22.19 |     20.07 |  0.168722 |  0.155746 |  8.04E-03 |     41.51 | 
|         7 |       222 |  2.24E-02 |  0.893007 |  0.918208 |     22.22 |     19.90 |  0.190938 |  0.199703 |  7.99E-03 |     42.24 | 
|         7 |       296 |  2.09E-02 |  0.889750 |  0.918208 |     22.27 |     19.96 |  0.145600 |  0.109797 |  7.94E-03 |     42.98 | 
|         7 |       370 |  1.94E-02 |  0.909845 |  0.918208 |     22.35 |     19.95 |  0.835661 |  0.782979 |  7.88E-03 |     43.73 | 
|         7 |       444 |  1.76E-02 |  0.861407 |  0.918208 |     22.43 |     19.94 |  0.179068 |  0.179673 |  7.83E-03 |     44.48 | 
|         7 |       518 |  1.73E-02 |  0.859432 |  0.918208 |     22.55 |     20.08 |  0.195719 |  0.177904 |  7.77E-03 |     45.24 | 
|         7 |       592 |  1.61E-02 |  0.869784 |  0.918208 |     22.61 |     20.11 |  0.181143 |  0.160986 |  7.72E-03 |     46.00 | 
|         7 |       666 |  1.58E-02 |  0.895522 |  0.918208 |     22.67 |     20.15 |  0.180644 |  0.195847 |  7.66E-03 |     46.77 | 
|         7 |       740 |  1.51E-02 |  0.886012 |  0.918208 |     22.75 |     20.23 |  0.270286 |  0.277941 |  7.61E-03 |     47.54 | 
|         7 |       814 |  1.46E-02 |  0.902752 |  0.918208 |     22.81 |     20.29 |  0.302379 |  0.303280 |  7.55E-03 |     48.31 | 
|         7 |       823 |  1.47E-02 |  0.902732 |  0.918208 |     22.83 |     20.30 |  0.128062 |  0.116927 |  7.54E-03 |     48.87 | 
|         8 |        74 |  1.38E-02 |  0.910976 |  0.918208 |     23.55 |     21.05 |  0.134346 |  0.114579 |  7.49E-03 |     49.13 | 
|         8 |       148 |  1.60E-02 |  0.894527 |  0.918208 |     23.51 |     21.01 |  0.899455 |  0.825979 |  7.43E-03 |     49.89 | 
|         8 |       222 |  1.51E-02 |  0.889371 |  0.918208 |     23.70 |     21.17 |  0.245612 |  0.241474 |  7.37E-03 |     50.72 | 
|         8 |       296 |  1.34E-02 |  0.880761 |  0.918208 |     23.84 |     21.19 |  0.192016 |  0.180230 |  7.31E-03 |     51.51 | 
|         8 |       370 |  1.44E-02 |  0.893434 |  0.918208 |     23.83 |     21.33 |  0.092553 |  0.082843 |  7.26E-03 |     52.29 | 
|         8 |       444 |  1.36E-02 |  0.880373 |  0.918208 |     23.81 |     21.29 |  0.119478 |  0.107373 |  7.20E-03 |     53.07 | 
|         8 |       518 |  2.31E-02 |  0.893386 |  0.918208 |     23.79 |     21.34 |  2.138578 |  2.009912 |  7.14E-03 |     53.84 | 
|         8 |       592 |  2.98E-02 |  0.919775 |  0.919775 |     23.50 |     21.20 |  0.302930 |  0.253124 |  7.08E-03 |     54.58 | 
|         8 |       666 |  3.06E-02 |  0.902743 |  0.919775 |     23.35 |     21.09 |  0.169857 |  0.146098 |  7.02E-03 |     55.32 | 
|         8 |       740 |  2.95E-02 |  0.904710 |  0.919775 |     23.25 |     21.01 |  0.120698 |  0.094206 |  6.96E-03 |     56.06 | 
|         8 |       814 |  2.81E-02 |  0.872401 |  0.919775 |     23.18 |     20.92 |  0.156520 |  0.134974 |  6.90E-03 |     56.80 | 
|         8 |       823 |  2.79E-02 |  0.895170 |  0.919775 |     23.18 |     20.91 |  0.153544 |  0.122239 |  6.89E-03 |     57.35 | 
|         9 |        74 |  1.60E-02 |  0.899607 |  0.919775 |     22.57 |     20.50 |  0.126548 |  0.100054 |  6.83E-03 |     57.60 | 
|         9 |       148 |  1.48E-02 |  0.899567 |  0.919775 |     22.78 |     20.52 |  0.218529 |  0.111482 |  6.77E-03 |     58.35 | 
|         9 |       222 |  1.34E-02 |  0.889755 |  0.919775 |     23.06 |     20.66 |  0.088774 |  0.068558 |  6.71E-03 |     59.12 | 
|         9 |       296 |  3.63E-02 |  0.894497 |  0.919775 |     23.18 |     20.92 |  0.158972 |  0.123084 |  6.65E-03 |     59.89 | 
|         9 |       370 |  3.57E-02 |  0.888494 |  0.919775 |     22.98 |     20.88 |  0.128874 |  0.119786 |  6.59E-03 |     60.65 | 
|         9 |       444 |  3.70E-02 |  0.913341 |  0.919775 |     22.87 |     20.82 |  0.438419 |  0.336019 |  6.52E-03 |     61.39 | 
|         9 |       518 |  3.67E-02 |  0.906117 |  0.919775 |     22.23 |     20.33 |  0.075882 |  0.063170 |  6.46E-03 |     62.06 | 
|         9 |       592 |  3.44E-02 |  0.898174 |  0.919775 |     21.82 |     19.98 |  1.030956 |  0.606995 |  6.40E-03 |     62.72 | 
