*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:34:44 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.00E+00 |  0.935599 |  0.935599 |      9.08 |      9.08 |  0.104155 |  0.519856 |  1.00E-02 |      0.11 | 
|         1 |        74 |  9.88E-01 |  0.939104 |  0.939104 |      9.34 |      9.45 |  0.059907 |  0.212713 |  1.00E-02 |      0.39 | 
|         1 |       111 |  9.23E-01 |  0.940099 |  0.940099 |      9.87 |      9.85 |  0.182354 |  0.187698 |  1.00E-02 |      0.69 | 
|         1 |       148 |  7.91E-01 |  0.937150 |  0.940099 |     10.41 |     10.14 |  0.287433 |  0.244090 |  9.99E-03 |      0.99 | 
|         1 |       185 |  6.79E-01 |  0.935624 |  0.940099 |     10.72 |     10.31 |  0.417784 |  0.269655 |  9.99E-03 |      1.29 | 
|         1 |       222 |  6.02E-01 |  0.919754 |  0.940099 |     10.94 |     10.46 |  0.207592 |  0.243839 |  9.98E-03 |      1.60 | 
|         1 |       259 |  5.39E-01 |  0.923008 |  0.940099 |     11.15 |     10.56 |  0.337201 |  0.171848 |  9.98E-03 |      1.92 | 
|         1 |       296 |  4.93E-01 |  0.904403 |  0.940099 |     11.35 |     10.64 |  0.489314 |  0.158037 |  9.97E-03 |      2.24 | 
|         1 |       333 |  4.58E-01 |  0.909957 |  0.940099 |     11.53 |     10.74 |  0.122401 |  0.093473 |  9.96E-03 |      2.56 | 
|         1 |       370 |  4.26E-01 |  0.897646 |  0.940099 |     11.68 |     10.81 |  0.313737 |  0.142535 |  9.95E-03 |      2.89 | 
|         1 |       407 |  3.98E-01 |  0.917067 |  0.940099 |     11.80 |     10.88 |  0.217824 |  0.116669 |  9.94E-03 |      3.21 | 
|         2 |        37 |  9.20E-02 |  0.920625 |  0.940099 |     13.00 |     11.59 |  0.588947 |  0.357510 |  9.93E-03 |      3.34 | 
|         2 |        74 |  1.37E-01 |  0.924227 |  0.940099 |     12.70 |     11.64 |  0.305098 |  0.229868 |  9.92E-03 |      3.65 | 
|         2 |       111 |  1.14E-01 |  0.932673 |  0.940099 |     12.76 |     11.66 |  0.190632 |  0.102720 |  9.91E-03 |      3.96 | 
|         2 |       148 |  1.01E-01 |  0.927497 |  0.940099 |     12.80 |     11.68 |  0.112762 |  0.055690 |  9.90E-03 |      4.28 | 
|         2 |       185 |  8.93E-02 |  0.924494 |  0.940099 |     12.80 |     11.58 |  0.139186 |  0.143291 |  9.88E-03 |      4.60 | 
|         2 |       222 |  8.21E-02 |  0.930368 |  0.940099 |     12.80 |     11.58 |  0.120889 |  0.055431 |  9.87E-03 |      4.91 | 
|         2 |       259 |  7.78E-02 |  0.931988 |  0.940099 |     12.81 |     11.59 |  0.177216 |  0.077835 |  9.85E-03 |      5.23 | 
|         2 |       296 |  7.36E-02 |  0.932975 |  0.940099 |     12.83 |     11.62 |  0.514873 |  0.402098 |  9.84E-03 |      5.55 | 
|         2 |       333 |  7.38E-02 |  0.924184 |  0.940099 |     12.85 |     11.66 |  0.231796 |  0.090730 |  9.82E-03 |      5.88 | 
|         2 |       370 |  7.13E-02 |  0.908340 |  0.940099 |     12.92 |     11.71 |  0.089418 |  0.064401 |  9.80E-03 |      6.20 | 
|         2 |       407 |  6.85E-02 |  0.929422 |  0.940099 |     12.98 |     11.75 |  0.733617 |  0.637327 |  9.78E-03 |      6.54 | 
|         3 |        37 |  3.89E-02 |  0.916562 |  0.940099 |     13.32 |     11.97 |  0.101602 |  0.115304 |  9.76E-03 |      6.66 | 
|         3 |        74 |  3.84E-02 |  0.930978 |  0.940099 |     13.45 |     12.03 |  0.639651 |  0.374421 |  9.74E-03 |      6.99 | 
|         3 |       111 |  4.02E-02 |  0.918223 |  0.940099 |     13.48 |     12.07 |  0.063591 |  0.049272 |  9.72E-03 |      7.33 | 
|         3 |       148 |  3.94E-02 |  0.912668 |  0.940099 |     13.54 |     12.08 |  0.218467 |  0.089248 |  9.69E-03 |      7.66 | 
|         3 |       185 |  3.78E-02 |  0.902353 |  0.940099 |     13.55 |     12.07 |  0.090393 |  0.063617 |  9.67E-03 |      7.99 | 
|         3 |       222 |  3.68E-02 |  0.908267 |  0.940099 |     13.57 |     12.07 |  0.240514 |  0.097729 |  9.65E-03 |      8.33 | 
|         3 |       259 |  3.65E-02 |  0.924665 |  0.940099 |     13.58 |     12.07 |  0.131172 |  0.106676 |  9.62E-03 |      8.66 | 
|         3 |       296 |  3.59E-02 |  0.870146 |  0.940099 |     13.59 |     12.07 |  0.209699 |  0.118832 |  9.59E-03 |      8.99 | 
|         3 |       333 |  3.63E-02 |  0.908975 |  0.940099 |     13.59 |     12.08 |  0.268083 |  0.197924 |  9.57E-03 |      9.33 | 
|         3 |       370 |  3.63E-02 |  0.936679 |  0.940099 |     13.58 |     12.09 |  0.625399 |  0.269148 |  9.54E-03 |      9.71 | 
|         3 |       407 |  3.61E-02 |  0.917740 |  0.940099 |     13.59 |     12.08 |  0.249218 |  0.104301 |  9.51E-03 |     10.05 | 
|         4 |        37 |  3.23E-02 |  0.915657 |  0.940099 |     13.49 |     12.00 |  0.226809 |  0.195004 |  9.48E-03 |     10.17 | 
|         4 |        74 |  3.26E-02 |  0.907703 |  0.940099 |     13.50 |     11.97 |  0.143650 |  0.104150 |  9.45E-03 |     10.51 | 
|         4 |       111 |  3.18E-02 |  0.916226 |  0.940099 |     13.51 |     11.95 |  0.125779 |  0.088861 |  9.42E-03 |     10.85 | 
|         4 |       148 |  3.15E-02 |  0.936960 |  0.940099 |     13.52 |     12.01 |  0.347810 |  0.305765 |  9.39E-03 |     11.18 | 
|         4 |       185 |  3.17E-02 |  0.902670 |  0.940099 |     13.51 |     12.05 |  0.137517 |  0.100862 |  9.35E-03 |     11.52 | 
|         4 |       222 |  3.15E-02 |  0.893126 |  0.940099 |     13.52 |     12.04 |  0.226825 |  0.077695 |  9.32E-03 |     11.87 | 
|         4 |       259 |  3.09E-02 |  0.895144 |  0.940099 |     13.53 |     12.03 |  0.115399 |  0.100411 |  9.29E-03 |     12.20 | 
|         4 |       296 |  3.05E-02 |  0.888189 |  0.940099 |     13.52 |     12.02 |  0.196881 |  0.140635 |  9.25E-03 |     12.53 | 
|         4 |       333 |  3.10E-02 |  0.926388 |  0.940099 |     13.55 |     12.04 |  0.277020 |  0.049960 |  9.21E-03 |     12.87 | 
|         4 |       370 |  3.19E-02 |  0.934201 |  0.940099 |     13.55 |     12.06 |  0.100540 |  0.058959 |  9.18E-03 |     13.20 | 
|         4 |       407 |  3.17E-02 |  0.872325 |  0.940099 |     13.54 |     12.05 |  0.062591 |  0.045078 |  9.14E-03 |     13.53 | 
|         5 |        37 |  3.06E-02 |  0.888459 |  0.940099 |     13.54 |     11.97 |  0.711203 |  0.339171 |  9.10E-03 |     13.65 | 
|         5 |        74 |  2.93E-02 |  0.894188 |  0.940099 |     13.58 |     11.96 |  0.156800 |  0.134584 |  9.06E-03 |     13.99 | 
|         5 |       111 |  2.97E-02 |  0.888050 |  0.940099 |     13.55 |     11.99 |  0.243732 |  0.221152 |  9.02E-03 |     14.32 | 
|         5 |       148 |  2.91E-02 |  0.902666 |  0.940099 |     13.55 |     11.98 |  0.348545 |  0.129111 |  8.98E-03 |     14.66 | 
|         5 |       185 |  2.91E-02 |  0.878037 |  0.940099 |     13.51 |     11.96 |  0.340395 |  0.165488 |  8.94E-03 |     15.00 | 
|         5 |       222 |  2.89E-02 |  0.895689 |  0.940099 |     13.50 |     11.94 |  0.100218 |  0.062079 |  8.90E-03 |     15.34 | 
|         5 |       259 |  2.90E-02 |  0.918252 |  0.940099 |     13.48 |     11.94 |  0.136370 |  0.107117 |  8.86E-03 |     15.68 | 
|         5 |       296 |  2.88E-02 |  0.896356 |  0.940099 |     13.47 |     11.94 |  0.171159 |  0.171417 |  8.82E-03 |     16.01 | 
|         5 |       333 |  2.85E-02 |  0.870580 |  0.940099 |     13.46 |     11.93 |  0.047885 |  0.039707 |  8.77E-03 |     16.35 | 
|         5 |       370 |  2.86E-02 |  0.920086 |  0.940099 |     13.47 |     11.93 |  0.142407 |  0.091826 |  8.73E-03 |     16.69 | 
|         5 |       407 |  2.88E-02 |  0.925035 |  0.940099 |     13.47 |     11.94 |  0.136418 |  0.080234 |  8.68E-03 |     17.03 | 
|         6 |        37 |  2.82E-02 |  0.868721 |  0.940099 |     13.27 |     11.81 |  0.135216 |  0.099742 |  8.64E-03 |     17.15 | 
|         6 |        74 |  2.77E-02 |  0.899146 |  0.940099 |     13.36 |     11.88 |  0.148699 |  0.083471 |  8.59E-03 |     17.49 | 
|         6 |       111 |  2.79E-02 |  0.909862 |  0.940099 |     13.38 |     11.86 |  0.329875 |  0.102677 |  8.54E-03 |     17.83 | 
|         6 |       148 |  2.72E-02 |  0.905148 |  0.940099 |     13.39 |     11.88 |  0.181202 |  0.113423 |  8.50E-03 |     18.16 | 
|         6 |       185 |  2.76E-02 |  0.858626 |  0.940099 |     13.38 |     11.88 |  0.119987 |  0.048447 |  8.45E-03 |     18.50 | 
|         6 |       222 |  2.81E-02 |  0.916294 |  0.940099 |     13.37 |     11.88 |  0.147485 |  0.095987 |  8.40E-03 |     18.84 | 
|         6 |       259 |  2.80E-02 |  0.928278 |  0.940099 |     13.36 |     11.88 |  0.515223 |  0.364540 |  8.35E-03 |     19.18 | 
|         6 |       296 |  2.80E-02 |  0.908378 |  0.940099 |     13.36 |     11.89 |  0.035676 |  0.020191 |  8.30E-03 |     19.51 | 
|         6 |       333 |  2.77E-02 |  0.891489 |  0.940099 |     13.37 |     11.89 |  0.058917 |  0.046403 |  8.25E-03 |     19.85 | 
|         6 |       370 |  2.75E-02 |  0.894183 |  0.940099 |     13.38 |     11.89 |  0.132369 |  0.078233 |  8.20E-03 |     20.18 | 
|         6 |       407 |  2.76E-02 |  0.911380 |  0.940099 |     13.37 |     11.90 |  0.346998 |  0.282363 |  8.15E-03 |     20.52 | 
|         7 |        37 |  2.72E-02 |  0.897581 |  0.940099 |     13.54 |     11.92 |  0.097784 |  0.067736 |  8.09E-03 |     20.64 | 
|         7 |        74 |  2.73E-02 |  0.896625 |  0.940099 |     13.46 |     11.89 |  0.121227 |  0.084630 |  8.04E-03 |     20.98 | 
