*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:26:58 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.91E-01 |  0.937808 |  0.937808 |      9.16 |      9.08 |  0.060368 |  0.197368 |  1.00E-02 |      0.11 | 
|         1 |        74 |  1.01E+00 |  0.935597 |  0.937808 |      9.30 |      9.23 |  0.076847 |  0.297324 |  1.00E-02 |      0.39 | 
|         1 |       111 |  9.51E-01 |  0.929635 |  0.937808 |      9.73 |      9.60 |  0.166804 |  0.212227 |  1.00E-02 |      0.69 | 
|         1 |       148 |  8.26E-01 |  0.925399 |  0.937808 |     10.05 |      9.87 |  0.176287 |  0.299662 |  9.99E-03 |      0.98 | 
|         1 |       185 |  7.26E-01 |  0.933049 |  0.937808 |     10.44 |     10.10 |  0.845042 |  0.277376 |  9.99E-03 |      1.29 | 
|         1 |       222 |  6.44E-01 |  0.931369 |  0.937808 |     10.70 |     10.25 |  0.171370 |  0.090712 |  9.98E-03 |      1.61 | 
|         1 |       259 |  5.75E-01 |  0.922857 |  0.937808 |     10.89 |     10.36 |  0.462548 |  0.310931 |  9.98E-03 |      1.92 | 
|         1 |       296 |  5.26E-01 |  0.923627 |  0.937808 |     11.03 |     10.43 |  0.150315 |  0.079769 |  9.97E-03 |      2.24 | 
|         1 |       333 |  4.87E-01 |  0.920524 |  0.937808 |     11.14 |     10.48 |  0.239620 |  0.278567 |  9.96E-03 |      2.55 | 
|         1 |       370 |  4.53E-01 |  0.892896 |  0.937808 |     11.22 |     10.54 |  0.241446 |  0.156733 |  9.95E-03 |      2.87 | 
|         1 |       407 |  4.25E-01 |  0.886674 |  0.937808 |     11.30 |     10.58 |  0.228735 |  0.118283 |  9.94E-03 |      3.18 | 
|         2 |        37 |  1.31E-01 |  0.910405 |  0.937808 |     12.54 |     11.38 |  0.496827 |  0.256471 |  9.93E-03 |      3.31 | 
|         2 |        74 |  1.10E-01 |  0.932292 |  0.937808 |     12.93 |     11.93 |  0.321918 |  0.191365 |  9.92E-03 |      3.64 | 
|         2 |       111 |  1.05E-01 |  0.933655 |  0.937808 |     13.31 |     12.35 |  0.147347 |  0.099647 |  9.91E-03 |      3.98 | 
|         2 |       148 |  9.42E-02 |  0.927823 |  0.937808 |     13.54 |     12.56 |  0.184896 |  0.109232 |  9.90E-03 |      4.32 | 
|         2 |       185 |  8.40E-02 |  0.928535 |  0.937808 |     13.64 |     12.65 |  0.363395 |  0.240964 |  9.88E-03 |      4.67 | 
|         2 |       222 |  7.79E-02 |  0.916283 |  0.937808 |     13.72 |     12.71 |  0.179992 |  0.190603 |  9.87E-03 |      5.01 | 
|         2 |       259 |  7.28E-02 |  0.910951 |  0.937808 |     13.76 |     12.71 |  0.085497 |  0.080864 |  9.85E-03 |      5.36 | 
|         2 |       296 |  6.96E-02 |  0.924109 |  0.937808 |     13.79 |     12.71 |  0.115770 |  0.090714 |  9.84E-03 |      5.71 | 
|         2 |       333 |  6.70E-02 |  0.929999 |  0.937808 |     13.81 |     12.65 |  1.652104 |  0.829129 |  9.82E-03 |      6.06 | 
|         2 |       370 |  6.58E-02 |  0.913286 |  0.937808 |     13.80 |     12.61 |  0.152496 |  0.090218 |  9.80E-03 |      6.40 | 
|         2 |       407 |  6.27E-02 |  0.912492 |  0.937808 |     13.78 |     12.56 |  0.095333 |  0.034414 |  9.78E-03 |      6.74 | 
|         3 |        37 |  4.21E-02 |  0.914412 |  0.937808 |     13.54 |     12.08 |  0.493987 |  0.335054 |  9.76E-03 |      6.86 | 
|         3 |        74 |  3.57E-02 |  0.928186 |  0.937808 |     13.46 |     12.04 |  0.127527 |  0.081031 |  9.74E-03 |      7.20 | 
|         3 |       111 |  3.27E-02 |  0.908775 |  0.937808 |     13.42 |     11.95 |  0.159209 |  0.081743 |  9.72E-03 |      7.54 | 
|         3 |       148 |  3.14E-02 |  0.927504 |  0.937808 |     13.38 |     11.93 |  0.274612 |  0.257756 |  9.69E-03 |      7.88 | 
|         3 |       185 |  3.16E-02 |  0.907488 |  0.937808 |     13.38 |     11.92 |  0.312298 |  0.113869 |  9.67E-03 |      8.22 | 
|         3 |       222 |  3.09E-02 |  0.915142 |  0.937808 |     13.36 |     11.92 |  0.116813 |  0.109550 |  9.65E-03 |      8.56 | 
|         3 |       259 |  3.05E-02 |  0.896262 |  0.937808 |     13.36 |     11.92 |  0.132640 |  0.118865 |  9.62E-03 |      8.90 | 
|         3 |       296 |  3.01E-02 |  0.919862 |  0.937808 |     13.33 |     11.90 |  0.113924 |  0.071358 |  9.59E-03 |      9.25 | 
|         3 |       333 |  3.17E-02 |  0.919388 |  0.937808 |     13.31 |     11.91 |  0.156796 |  0.101055 |  9.57E-03 |      9.59 | 
|         3 |       370 |  3.17E-02 |  0.925118 |  0.937808 |     13.29 |     11.89 |  0.341556 |  0.221567 |  9.54E-03 |      9.93 | 
|         3 |       407 |  3.20E-02 |  0.938643 |  0.938643 |     13.27 |     11.88 |  0.531186 |  0.366886 |  9.51E-03 |     10.26 | 
|         4 |        37 |  2.89E-02 |  0.910740 |  0.938643 |     13.03 |     11.68 |  0.138653 |  0.110623 |  9.48E-03 |     10.39 | 
|         4 |        74 |  2.74E-02 |  0.916000 |  0.938643 |     13.04 |     11.70 |  0.159963 |  0.103360 |  9.45E-03 |     10.72 | 
|         4 |       111 |  2.64E-02 |  0.926360 |  0.938643 |     13.08 |     11.65 |  0.317621 |  0.094376 |  9.42E-03 |     11.07 | 
|         4 |       148 |  2.59E-02 |  0.902016 |  0.938643 |     13.08 |     11.64 |  0.128944 |  0.059091 |  9.39E-03 |     11.41 | 
|         4 |       185 |  2.64E-02 |  0.878530 |  0.938643 |     13.13 |     11.66 |  1.093150 |  0.534939 |  9.35E-03 |     11.75 | 
|         4 |       222 |  2.65E-02 |  0.913546 |  0.938643 |     13.14 |     11.68 |  0.141984 |  0.097903 |  9.32E-03 |     12.09 | 
|         4 |       259 |  2.64E-02 |  0.892377 |  0.938643 |     13.18 |     11.70 |  0.183782 |  0.147893 |  9.29E-03 |     12.43 | 
|         4 |       296 |  2.62E-02 |  0.915825 |  0.938643 |     13.21 |     11.71 |  0.153696 |  0.115939 |  9.25E-03 |     12.77 | 
|         4 |       333 |  2.65E-02 |  0.922907 |  0.938643 |     13.26 |     11.73 |  0.130909 |  0.067917 |  9.21E-03 |     13.12 | 
|         4 |       370 |  2.65E-02 |  0.911471 |  0.938643 |     13.29 |     11.74 |  0.119890 |  0.095752 |  9.18E-03 |     13.47 | 
|         4 |       407 |  2.60E-02 |  0.892893 |  0.938643 |     13.32 |     11.74 |  0.127392 |  0.110305 |  9.14E-03 |     13.81 | 
|         5 |        37 |  2.22E-02 |  0.908451 |  0.938643 |     13.76 |     11.89 |  0.074310 |  0.030471 |  9.10E-03 |     13.94 | 
|         5 |        74 |  2.30E-02 |  0.889810 |  0.938643 |     13.81 |     11.88 |  0.122515 |  0.110314 |  9.06E-03 |     14.29 | 
|         5 |       111 |  2.36E-02 |  0.901479 |  0.938643 |     13.82 |     11.89 |  0.187449 |  0.144889 |  9.02E-03 |     14.64 | 
|         5 |       148 |  2.33E-02 |  0.914097 |  0.938643 |     13.80 |     11.84 |  0.055341 |  0.044514 |  8.98E-03 |     14.99 | 
|         5 |       185 |  2.31E-02 |  0.901695 |  0.938643 |     13.82 |     11.85 |  0.098668 |  0.075117 |  8.94E-03 |     15.34 | 
|         5 |       222 |  2.30E-02 |  0.913915 |  0.938643 |     13.81 |     11.89 |  0.202034 |  0.158709 |  8.90E-03 |     15.70 | 
|         5 |       259 |  2.28E-02 |  0.904509 |  0.938643 |     13.83 |     11.91 |  0.109769 |  0.098564 |  8.86E-03 |     16.06 | 
|         5 |       296 |  2.26E-02 |  0.906207 |  0.938643 |     13.83 |     11.92 |  0.095324 |  0.065320 |  8.82E-03 |     16.43 | 
|         5 |       333 |  2.25E-02 |  0.913375 |  0.938643 |     13.83 |     11.93 |  0.091638 |  0.045173 |  8.77E-03 |     16.81 | 
