*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 13:09:19 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.02E-01 |  0.929902 |  0.929902 |     18.23 |     17.78 |  0.171485 |  0.195697 |  9.99E-03 |      0.87 | 
|         1 |       286 |  4.53E-01 |  0.934635 |  0.934635 |     19.20 |     18.78 |  0.608503 |  0.746164 |  9.97E-03 |      6.07 | 
|         1 |       429 |  4.17E-01 |  0.942676 |  0.942676 |     19.26 |     18.69 |  0.428909 |  0.380393 |  9.93E-03 |     11.26 | 
|         1 |       572 |  4.33E-01 |  0.940157 |  0.942676 |     19.33 |     18.74 |  0.608762 |  0.445106 |  9.88E-03 |     16.43 | 
|         1 |       715 |  4.07E-01 |  0.940140 |  0.942676 |     19.63 |     19.17 |  0.895750 |  0.645704 |  9.82E-03 |     21.88 | 
|         1 |       858 |  4.13E-01 |  0.943121 |  0.943121 |     20.08 |     19.62 |  0.370258 |  0.276382 |  9.74E-03 |     27.43 | 
|         1 |      1001 |  3.97E-01 |  0.942395 |  0.943121 |     20.28 |     19.83 |  0.378626 |  0.278931 |  9.65E-03 |     33.27 | 
|         1 |      1144 |  3.86E-01 |  0.943733 |  0.943733 |     20.38 |     20.01 |  7.364379 |  0.869774 |  9.54E-03 |     38.78 | 
|         1 |      1287 |  3.80E-01 |  0.938492 |  0.943733 |     20.38 |     20.14 |  1.096546 |  0.552351 |  9.42E-03 |     44.70 | 
|         1 |      1430 |  3.80E-01 |  0.949295 |  0.949295 |     20.55 |     20.46 | 10.926391 |  3.665277 |  9.29E-03 |     50.22 | 
|         1 |      1573 |  3.69E-01 |  0.944895 |  0.949295 |     21.06 |     21.07 |  0.841317 |  0.498690 |  9.15E-03 |     57.23 | 
|         1 |      1579 |  3.68E-01 |  0.941648 |  0.949295 |     21.08 |     21.09 |  1.059490 |  0.759655 |  9.14E-03 |     63.44 | 
|         2 |       143 |  2.67E-01 |  0.950343 |  0.950343 |     26.05 |     25.98 |  1.330728 |  0.900003 |  8.98E-03 |     64.49 | 
|         2 |       286 |  3.27E-01 |  0.940159 |  0.950343 |     28.55 |     28.56 |  1.300663 |  1.022651 |  8.82E-03 |     71.95 | 
|         2 |       429 |  4.01E-01 |  0.930294 |  0.950343 |     31.31 |     31.18 |3099.713867 | 10.953275 |  8.64E-03 |     80.83 | 
|         2 |       572 |  4.60E-01 |  0.926968 |  0.950343 |     25.30 |     24.14 |8786.542969 |  0.598938 |  8.45E-03 |     83.65 | 
|         2 |       715 |  4.88E-01 |  0.927597 |  0.950343 |     21.63 |     19.91 |8765.552734 |  1.513630 |  8.25E-03 |     86.31 | 
|         2 |       858 |  5.22E-01 |  0.930616 |  0.950343 |     19.19 |     17.09 |8745.115234 |  1.314425 |  8.05E-03 |     89.02 | 
|         2 |      1001 |  5.52E-01 |  0.927075 |  0.950343 |     17.45 |     15.08 |8725.252930 |  0.593642 |  7.83E-03 |     91.69 | 
|         2 |      1144 |  5.56E-01 |  0.927877 |  0.950343 |     16.14 |     13.57 |8705.978516 |  0.894769 |  7.61E-03 |     94.35 | 
|         2 |      1287 |  5.59E-01 |  0.926609 |  0.950343 |     15.13 |     12.39 |8687.305664 |  0.566576 |  7.38E-03 |     97.00 | 
|         2 |      1430 |  5.68E-01 |  0.927926 |  0.950343 |     14.31 |     11.46 |8669.252930 |  0.593222 |  7.14E-03 |     99.69 | 
|         2 |      1573 |  5.66E-01 |  0.927763 |  0.950343 |     13.64 |     10.69 |8651.824219 |  0.746346 |  6.90E-03 |    102.36 | 
|         2 |      1579 |  5.67E-01 |  0.927643 |  0.950343 |     13.62 |     10.66 |8651.107422 |  0.804248 |  6.89E-03 |    104.55 | 
|         3 |       143 |  5.28E-01 |  0.926746 |  0.950343 |      7.00 |      3.00 |8634.342773 |  0.464372 |  6.65E-03 |    105.11 | 
|         3 |       286 |  5.67E-01 |  0.928217 |  0.950343 |      7.00 |      3.00 |8618.219727 |  2.575230 |  6.40E-03 |    107.80 | 
|         3 |       429 |  6.14E-01 |  0.928502 |  0.950343 |      6.99 |      3.00 |8602.741211 |  0.923247 |  6.14E-03 |    110.50 | 
|         3 |       572 |  6.09E-01 |  0.927516 |  0.950343 |      6.99 |      3.00 |8587.916992 |  0.848563 |  5.89E-03 |    113.21 | 
