*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 13:04:42 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.69E-01 |  0.929710 |  0.929710 |     18.21 |     18.36 |  1.028154 |  0.600110 |  9.99E-03 |      0.86 | 
|         1 |       286 |  4.78E-01 |  0.938651 |  0.938651 |     19.20 |     19.16 |  1.471266 |  1.431046 |  9.97E-03 |      5.77 | 
|         1 |       429 |  4.36E-01 |  0.943589 |  0.943589 |     19.69 |     19.40 |  1.461430 |  0.541274 |  9.93E-03 |     11.28 | 
|         1 |       572 |  4.09E-01 |  0.941463 |  0.943589 |     19.67 |     19.36 |  0.529567 |  0.369668 |  9.88E-03 |     16.70 | 
|         1 |       715 |  4.20E-01 |  0.943393 |  0.943589 |     19.71 |     19.50 |  2.767583 |  1.334400 |  9.82E-03 |     22.04 | 
|         1 |       858 |  4.06E-01 |  0.945797 |  0.945797 |     20.11 |     20.00 | 16.280033 |  1.490601 |  9.74E-03 |     28.19 | 
|         1 |      1001 |  4.14E-01 |  0.940178 |  0.945797 |     20.44 |     20.36 |  6.945570 |  3.470194 |  9.65E-03 |     34.30 | 
|         1 |      1144 |  4.06E-01 |  0.944397 |  0.945797 |     21.01 |     20.95 |  1.191975 |  0.901267 |  9.54E-03 |     41.51 | 
|         1 |      1287 |  3.90E-01 |  0.948182 |  0.948182 |     21.55 |     21.54 |  1.622075 |  1.118298 |  9.42E-03 |     48.98 | 
|         1 |      1430 |  3.79E-01 |  0.945013 |  0.948182 |     21.85 |     21.92 |  0.953131 |  0.692989 |  9.29E-03 |     56.63 | 
|         1 |      1573 |  3.69E-01 |  0.945740 |  0.948182 |     22.33 |     22.41 |  0.765714 |  0.553287 |  9.15E-03 |     63.89 | 
|         1 |      1579 |  3.68E-01 |  0.945469 |  0.948182 |     22.35 |     22.43 | 11.072922 |  1.575121 |  9.14E-03 |     70.23 | 
|         2 |       143 |  2.95E-01 |  0.946744 |  0.948182 |     25.27 |     25.69 |  0.749841 |  0.567217 |  8.98E-03 |     71.28 | 
|         2 |       286 |  3.65E-01 |  0.948153 |  0.948182 |     26.68 |     27.18 |  1.225612 |  1.274432 |  8.82E-03 |     79.62 | 
|         2 |       429 |  4.02E-01 |  0.938995 |  0.948182 |     27.19 |     27.92 | 12.748813 |  1.678964 |  8.64E-03 |     87.83 | 
|         2 |       572 |  3.81E-01 |  0.934910 |  0.948182 |     27.73 |     28.72 |  2.059925 |  1.382123 |  8.45E-03 |     97.45 | 
|         2 |       715 |  4.30E-01 |  0.925489 |  0.948182 |     25.34 |     25.70 |  1.759810 |  0.496740 |  8.25E-03 |    106.29 | 
|         2 |       858 |  4.65E-01 |  0.924480 |  0.948182 |     23.44 |     23.25 |  1.786966 |  0.970319 |  8.05E-03 |    110.35 | 
|         2 |      1001 |  4.82E-01 |  0.925278 |  0.948182 |     22.20 |     21.64 |  2.532674 |  0.919156 |  7.83E-03 |    114.50 | 
|         2 |      1144 |  4.92E-01 |  0.930147 |  0.948182 |     21.57 |     20.65 |  2.036790 |  1.472332 |  7.61E-03 |    119.30 | 
|         2 |      1287 |  5.08E-01 |  0.928613 |  0.948182 |     21.10 |     19.86 |  1.744105 |  0.384974 |  7.38E-03 |    123.96 | 
|         2 |      1430 |  5.21E-01 |  0.926601 |  0.948182 |     20.63 |     19.21 |  1.740480 |  0.956156 |  7.14E-03 |    128.69 | 
|         2 |      1573 |  5.29E-01 |  0.931595 |  0.948182 |     20.15 |     18.50 |  2.020090 |  0.987537 |  6.90E-03 |    133.15 | 
|         2 |      1579 |  5.32E-01 |  0.931659 |  0.948182 |     20.11 |     18.44 |  4.720208 |  2.453110 |  6.89E-03 |    135.73 | 
|         3 |       143 |  5.91E-01 |  0.930215 |  0.948182 |      9.31 |      3.72 |  2.061932 |  0.631002 |  6.65E-03 |    136.32 | 
|         3 |       286 |  6.40E-01 |  0.930717 |  0.948182 |      9.37 |      3.62 |  2.058082 |  0.568106 |  6.40E-03 |    139.41 | 
|         3 |       429 |  6.01E-01 |  0.929147 |  0.948182 |      9.35 |      3.75 |  2.054385 |  0.540297 |  6.14E-03 |    142.52 | 
|         3 |       572 |  6.22E-01 |  0.931579 |  0.948182 |      9.37 |      3.84 |  5.299377 |  2.789720 |  5.89E-03 |    145.68 | 
|         3 |       715 |  6.02E-01 |  0.931915 |  0.948182 |      9.35 |      3.85 |  2.047460 |  0.565983 |  5.63E-03 |    148.90 | 
|         3 |       858 |  6.12E-01 |  0.929236 |  0.948182 |      9.37 |      3.91 |  2.044230 |  0.531705 |  5.38E-03 |    152.12 | 
|         3 |      1001 |  6.15E-01 |  0.932239 |  0.948182 |      9.36 |      3.94 |  2.041154 |  0.492151 |  5.12E-03 |    155.28 | 
|         3 |      1144 |  6.13E-01 |  0.932674 |  0.948182 |      9.36 |      3.96 |  2.038232 |  0.651846 |  4.87E-03 |    158.49 | 
|         3 |      1287 |  6.11E-01 |  0.931192 |  0.948182 |      9.37 |      4.00 |  2.035461 |  0.801572 |  4.62E-03 |    161.64 | 
|         3 |      1430 |  6.06E-01 |  0.929351 |  0.948182 |      9.36 |      4.04 |  2.032841 |  0.673896 |  4.37E-03 |    164.72 | 
|         3 |      1573 |  6.16E-01 |  0.932365 |  0.948182 |      9.37 |      4.06 |  2.030368 |  0.675017 |  4.12E-03 |    167.82 | 
