*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 13:31:53 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  4.51E-01 |  0.932415 |  0.932415 |     17.69 |     17.36 |  1.039141 |  1.087990 |  9.99E-03 |      0.89 | 
|         1 |       286 |  5.47E-01 |  0.936896 |  0.936896 |     18.04 |     17.84 |  0.757462 |  0.614462 |  9.97E-03 |      5.81 | 
|         1 |       429 |  5.00E-01 |  0.938456 |  0.938456 |     18.10 |     17.90 |  1.312220 |  0.893529 |  9.93E-03 |     10.78 | 
|         1 |       572 |  4.49E-01 |  0.937564 |  0.938456 |     18.14 |     17.98 |  1.682102 |  0.487842 |  9.88E-03 |     15.76 | 
|         1 |       715 |  4.31E-01 |  0.934071 |  0.938456 |     17.87 |     17.71 |  1.677602 |  0.667210 |  9.82E-03 |     20.90 | 
|         1 |       858 |  4.09E-01 |  0.944018 |  0.944018 |     17.71 |     17.62 |  6.867714 |  1.938798 |  9.74E-03 |     25.70 | 
|         1 |      1001 |  4.01E-01 |  0.937594 |  0.944018 |     17.80 |     17.80 |  1.327777 |  0.451014 |  9.65E-03 |     30.82 | 
|         1 |      1144 |  3.93E-01 |  0.941814 |  0.944018 |     18.06 |     18.15 |  2.913867 |  1.921506 |  9.54E-03 |     36.15 | 
|         1 |      1287 |  3.78E-01 |  0.941364 |  0.944018 |     18.41 |     18.58 |  0.555977 |  0.433409 |  9.42E-03 |     41.41 | 
|         1 |      1430 |  3.73E-01 |  0.939453 |  0.944018 |     18.55 |     18.72 |  4.276412 | 42.950768 |  9.29E-03 |     46.96 | 
|         1 |      1573 |  3.75E-01 |  0.947535 |  0.947535 |     19.13 |     19.39 |  1.214537 |  1.532076 |  9.15E-03 |     52.48 | 
|         1 |      1579 |  3.73E-01 |  0.947365 |  0.947535 |     19.13 |     19.40 |  0.647590 |  1.238660 |  9.14E-03 |     57.04 | 
|         2 |       143 |  3.15E-01 |  0.945506 |  0.947535 |     22.22 |     23.34 |  0.685783 |  1.109126 |  8.98E-03 |     58.01 | 
|         2 |       286 |  3.78E-01 |  0.948336 |  0.948336 |     22.33 |     23.40 |  0.758018 |  1.503427 |  8.82E-03 |     64.34 | 
|         2 |       429 |  3.77E-01 |  0.943476 |  0.948336 |     23.06 |     24.14 |  1.116063 |  1.216266 |  8.64E-03 |     70.32 | 
|         2 |       572 |  3.43E-01 |  0.945445 |  0.948336 |     23.41 |     24.50 |  0.789764 |  2.180412 |  8.45E-03 |     76.94 | 
|         2 |       715 |  3.42E-01 |  0.948752 |  0.948752 |     23.58 |     24.54 |  1.638845 |  1.731695 |  8.25E-03 |     83.05 | 
|         2 |       858 |  3.19E-01 |  0.952062 |  0.952062 |     25.50 |     26.24 |  0.573344 |  2.082652 |  8.05E-03 |     90.81 | 
|         2 |      1001 |  3.17E-01 |  0.952515 |  0.952515 |     26.28 |     26.95 |  4.560003 |  4.040123 |  7.83E-03 |     99.04 | 
|         2 |      1144 |  3.22E-01 |  0.950103 |  0.952515 |     26.97 |     27.58 |  0.672491 |  6.927281 |  7.61E-03 |    105.48 | 
|         2 |      1287 |  3.15E-01 |  0.953213 |  0.953213 |     27.65 |     28.30 |  1.379139 |  0.929849 |  7.38E-03 |    112.42 | 
|         2 |      1430 |  3.08E-01 |  0.950559 |  0.953213 |     27.61 |     28.24 |  1.438848 |  0.982528 |  7.14E-03 |    119.38 | 
|         2 |      1573 |  3.23E-01 |  0.932233 |  0.953213 |     28.07 |     28.24 |1337184.000000 |  1.045020 |  6.90E-03 |    128.24 | 
|         2 |      1579 |  3.23E-01 |  0.931670 |  0.953213 |     27.99 |     28.14 |1339669.875000 |  0.665519 |  6.89E-03 |    130.56 | 
|         3 |       143 |  6.30E-01 |  0.931733 |  0.953213 |      8.00 |      3.00 |1340014.000000 |  0.356443 |  6.65E-03 |    131.13 | 
|         3 |       286 |  6.21E-01 |  0.927954 |  0.953213 |      8.00 |      3.00 |1337511.625000 |  0.716463 |  6.40E-03 |    133.96 | 
|         3 |       429 |  6.14E-01 |  0.929318 |  0.953213 |      8.00 |      3.00 |1335109.750000 |  0.414220 |  6.14E-03 |    136.81 | 
|         3 |       572 |  5.86E-01 |  0.928681 |  0.953213 |      8.00 |      3.00 |1332809.000000 |  0.676013 |  5.89E-03 |    139.62 | 
|         3 |       715 |  5.93E-01 |  0.931463 |  0.953213 |      8.00 |      3.00 |1330608.875000 |  0.552931 |  5.63E-03 |    142.44 | 
|         3 |       858 |  5.94E-01 |  0.928698 |  0.953213 |      8.00 |      3.00 |1328509.750000 |  0.383752 |  5.38E-03 |    145.26 | 
|         3 |      1001 |  5.96E-01 |  0.929501 |  0.953213 |      8.00 |      3.00 |1326511.000000 |  0.583454 |  5.12E-03 |    148.09 | 
|         3 |      1144 |  6.07E-01 |  0.928571 |  0.953213 |      8.00 |      3.00 |1324611.750000 |  0.415791 |  4.87E-03 |    150.92 | 
|         3 |      1287 |  6.00E-01 |  0.929263 |  0.953213 |      8.00 |      3.00 |1322811.375000 |  0.381500 |  4.62E-03 |    153.75 | 
|         3 |      1430 |  6.06E-01 |  0.928448 |  0.953213 |      8.00 |      3.00 |1321108.375000 |  1.002324 |  4.37E-03 |    156.60 | 
|         3 |      1573 |  6.00E-01 |  0.929013 |  0.953213 |      8.00 |      3.00 |1319500.875000 |  1.005605 |  4.12E-03 |    159.49 | 
|         3 |      1579 |  5.99E-01 |  0.930361 |  0.953213 |      8.00 |      3.00 |1319435.500000 |  0.418127 |  4.11E-03 |    161.80 | 
|         4 |       143 |  6.13E-01 |  0.929623 |  0.953213 |      8.00 |      3.00 |1317926.000000 |  0.744591 |  3.87E-03 |    162.37 | 
|         4 |       286 |  6.34E-01 |  0.928947 |  0.953213 |      8.00 |      3.00 |1316508.125000 |  0.830793 |  3.63E-03 |    165.19 | 
|         4 |       429 |  5.95E-01 |  0.930891 |  0.953213 |      8.00 |      3.00 |1315179.375000 |  1.293472 |  3.40E-03 |    168.02 | 
|         4 |       572 |  5.86E-01 |  0.929419 |  0.953213 |      8.00 |      3.00 |1313937.250000 |  0.561533 |  3.18E-03 |    171.01 | 
|         4 |       715 |  5.72E-01 |  0.932352 |  0.953213 |      8.00 |      3.00 |1312778.750000 |  1.270934 |  2.97E-03 |    174.32 | 
|         4 |       858 |  5.66E-01 |  0.930180 |  0.953213 |      8.00 |      3.00 |1311701.000000 |  3.140529 |  2.76E-03 |    177.55 | 
|         4 |      1001 |  5.66E-01 |  0.929637 |  0.953213 |      8.00 |      3.00 |1310700.125000 |  2.872077 |  2.56E-03 |    180.46 | 
|         4 |      1144 |  5.76E-01 |  0.930256 |  0.953213 |      8.00 |      3.00 |1309772.875000 |  0.353592 |  2.37E-03 |    183.44 | 
|         4 |      1287 |  5.74E-01 |  0.930411 |  0.953213 |      8.00 |      3.00 |1308915.125000 |  1.729290 |  2.19E-03 |    186.48 | 
|         4 |      1430 |  5.75E-01 |  0.930719 |  0.953213 |      8.00 |      3.00 |1308123.500000 |  1.199853 |  2.02E-03 |    189.42 | 
|         4 |      1573 |  5.91E-01 |  0.929732 |  0.953213 |      8.00 |      3.00 |1307393.250000 |  0.702777 |  1.87E-03 |    192.26 | 
|         4 |      1579 |  5.91E-01 |  0.930198 |  0.953213 |      8.00 |      3.00 |1307363.750000 |  0.521326 |  1.86E-03 |    194.59 | 
|         5 |       143 |  6.81E-01 |  0.929355 |  0.953213 |      8.00 |      3.00 |1306693.000000 |  0.611362 |  1.72E-03 |    195.18 | 
|         5 |       286 |  6.12E-01 |  0.931358 |  0.953213 |      8.00 |      3.00 |1306074.125000 |  0.501340 |  1.58E-03 |    198.05 | 
|         5 |       429 |  5.89E-01 |  0.929089 |  0.953213 |      8.00 |      3.00 |1305502.750000 |  0.483424 |  1.46E-03 |    200.99 | 
|         5 |       572 |  6.18E-01 |  0.931796 |  0.953213 |      8.00 |      3.00 |1304975.000000 |  0.597244 |  1.36E-03 |    203.95 | 
|         5 |       715 |  6.10E-01 |  0.930874 |  0.953213 |      8.00 |      3.00 |1304484.375000 |  1.286339 |  1.26E-03 |    206.81 | 
|         5 |       858 |  5.97E-01 |  0.930979 |  0.953213 |      8.00 |      3.00 |1304026.750000 |  0.566959 |  1.18E-03 |    209.71 | 
|         5 |      1001 |  6.01E-01 |  0.929134 |  0.953213 |      8.00 |      3.00 |1303595.750000 |  0.640191 |  1.12E-03 |    212.70 | 
|         5 |      1144 |  6.03E-01 |  0.930687 |  0.953213 |      8.00 |      3.00 |1303188.375000 |  0.374604 |  1.07E-03 |    215.55 | 
|         5 |      1287 |  5.93E-01 |  0.930986 |  0.953213 |      8.00 |      3.00 |1302797.125000 |  0.874750 |  1.03E-03 |    218.44 | 
|         5 |      1430 |  5.94E-01 |  0.930244 |  0.953213 |      8.00 |      3.00 |1302416.500000 |  2.167328 |  1.01E-03 |    221.40 | 
|         5 |      1573 |  5.88E-01 |  0.929492 |  0.953213 |      8.00 |      3.00 |1302042.750000 |  0.544243 |  1.00E-03 |    224.79 | 
|         5 |      1579 |  5.87E-01 |  0.930469 |  0.953213 |      8.00 |      3.00 |1302027.375000 |  0.397501 |  1.00E-03 |    227.11 | 
-------------------------------------------------------------------------------------------------------------------------------------
