*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 11:49:30 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  4.55E-01 |  0.934879 |  0.934879 |     20.85 |     20.10 |  0.521973 |  0.789865 |  9.99E-03 |      1.09 | 
|         1 |       286 |  4.60E-01 |  0.935589 |  0.935589 |     20.60 |     20.41 |  0.783026 |  0.772486 |  9.97E-03 |      7.28 | 
|         1 |       429 |  4.72E-01 |  0.936176 |  0.936176 |     20.59 |     20.57 |  1.004332 |  0.681041 |  9.93E-03 |     14.60 | 
|         1 |       572 |  4.27E-01 |  0.941780 |  0.941780 |     21.56 |     21.56 |  0.733156 |  0.655733 |  9.88E-03 |     21.91 | 
|         1 |       715 |  4.19E-01 |  0.937492 |  0.941780 |     23.10 |     23.08 |  1.265664 |  0.903926 |  9.82E-03 |     31.30 | 
|         1 |       858 |  3.87E-01 |  0.948855 |  0.948855 |     24.40 |     24.45 |  3.532427 |  2.668023 |  9.74E-03 |     41.66 | 
|         1 |      1001 |  4.07E-01 |  0.943829 |  0.948855 |     25.63 |     25.79 |  1.847961 |  1.425209 |  9.65E-03 |     52.15 | 
|         1 |      1144 |  3.93E-01 |  0.945889 |  0.948855 |     25.70 |     25.91 |  0.725919 |  0.574913 |  9.54E-03 |     59.85 | 
|         1 |      1287 |  3.76E-01 |  0.943721 |  0.948855 |     26.17 |     26.45 |  1.797735 |  0.681521 |  9.42E-03 |     69.00 | 
|         1 |      1430 |  3.65E-01 |  0.942499 |  0.948855 |     26.97 |     27.34 |  2.732782 |  3.210064 |  9.29E-03 |     77.65 | 
|         1 |      1573 |  3.92E-01 |  0.925250 |  0.948855 |     26.49 |     26.55 |  2.188770 |  1.017989 |  9.15E-03 |     88.22 | 
|         1 |      1579 |  3.93E-01 |  0.922198 |  0.948855 |     26.43 |     26.48 |  3.729426 |  2.156726 |  9.14E-03 |     91.69 | 
|         2 |       143 |  6.53E-01 |  0.927673 |  0.948855 |     15.06 |      9.55 |  0.944599 |  0.784871 |  8.98E-03 |     92.52 | 
|         2 |       286 |  7.13E-01 |  0.919160 |  0.948855 |     16.22 |     10.39 |  1.554972 |  0.749677 |  8.82E-03 |     97.71 | 
|         2 |       429 |  6.88E-01 |  0.926446 |  0.948855 |     16.33 |     10.62 |  1.452613 |  0.982282 |  8.64E-03 |    102.24 | 
|         2 |       572 |  6.61E-01 |  0.924753 |  0.948855 |     15.87 |     10.55 |  0.796644 |  0.538295 |  8.45E-03 |    106.74 | 
|         2 |       715 |  6.49E-01 |  0.926436 |  0.948855 |     15.56 |     10.51 |  1.647463 |  1.053668 |  8.25E-03 |    111.30 | 
|         2 |       858 |  6.25E-01 |  0.927832 |  0.948855 |     15.30 |     10.54 |  0.883753 |  0.602191 |  8.05E-03 |    115.66 | 
|         2 |      1001 |  6.23E-01 |  0.926734 |  0.948855 |     15.07 |     10.66 |  0.611169 |  0.391867 |  7.83E-03 |    120.86 | 
|         2 |      1144 |  6.13E-01 |  0.924893 |  0.948855 |     14.73 |     10.57 |  0.680598 |  0.478954 |  7.61E-03 |    124.68 | 
|         2 |      1287 |  6.02E-01 |  0.924958 |  0.948855 |     15.00 |     10.62 |  1.610826 |  1.025800 |  7.38E-03 |    129.11 | 
|         2 |      1430 |  5.94E-01 |  0.919781 |  0.948855 |     15.20 |     10.67 |  0.764024 |  0.530688 |  7.14E-03 |    134.67 | 
|         2 |      1573 |  5.87E-01 |  0.929563 |  0.948855 |     15.12 |     10.67 |  1.730919 |  1.129451 |  6.90E-03 |    139.52 | 
|         2 |      1579 |  5.86E-01 |  0.931540 |  0.948855 |     15.11 |     10.67 |  0.700182 |  0.507272 |  6.89E-03 |    143.16 | 
|         3 |       143 |  5.50E-01 |  0.924008 |  0.948855 |     14.57 |     10.93 |  0.548977 |  0.362740 |  6.65E-03 |    144.03 | 
|         3 |       286 |  5.11E-01 |  0.921238 |  0.948855 |     14.64 |     10.81 |  0.879560 |  0.582764 |  6.40E-03 |    148.77 | 
|         3 |       429 |  5.40E-01 |  0.922903 |  0.948855 |     13.57 |     10.40 |  0.624938 |  2.188549 |  6.14E-03 |    153.44 | 
|         3 |       572 |  5.26E-01 |  0.925056 |  0.948855 |     12.54 |      9.80 |  1.048226 |  0.720498 |  5.89E-03 |    156.99 | 
|         3 |       715 |  5.37E-01 |  0.924138 |  0.948855 |     12.04 |      9.63 |  0.727011 |  0.551177 |  5.63E-03 |    160.66 | 
|         3 |       858 |  5.39E-01 |  0.925191 |  0.948855 |     11.70 |      9.52 |  0.482926 |  0.337044 |  5.38E-03 |    164.39 | 
|         3 |      1001 |  5.36E-01 |  0.924547 |  0.948855 |     11.44 |      9.40 |  2.110863 |  1.448043 |  5.12E-03 |    168.12 | 
|         3 |      1144 |  5.47E-01 |  0.923916 |  0.948855 |     11.25 |      9.30 |  0.537354 |  0.893469 |  4.87E-03 |    171.80 | 
|         3 |      1287 |  5.43E-01 |  0.928380 |  0.948855 |     11.15 |      9.19 |  0.646886 |  0.439272 |  4.62E-03 |    175.53 | 
|         3 |      1430 |  5.45E-01 |  0.913870 |  0.948855 |     11.03 |      9.03 |  1.084222 |  0.972757 |  4.37E-03 |    179.27 | 
|         3 |      1573 |  5.41E-01 |  0.920094 |  0.948855 |     10.94 |      8.91 |  1.010174 |  0.815964 |  4.12E-03 |    183.14 | 
|         3 |      1579 |  5.40E-01 |  0.918458 |  0.948855 |     10.93 |      8.90 |  0.490705 |  0.364641 |  4.11E-03 |    186.21 | 
|         4 |       143 |  4.59E-01 |  0.920581 |  0.948855 |     10.01 |      7.73 |  0.858854 |  0.729219 |  3.87E-03 |    186.96 | 
|         4 |       286 |  5.01E-01 |  0.920663 |  0.948855 |     10.01 |      7.68 |  0.860006 |  0.789906 |  3.63E-03 |    190.68 | 
|         4 |       429 |  4.75E-01 |  0.926050 |  0.948855 |     10.02 |      7.86 |  1.402738 |  1.203873 |  3.40E-03 |    194.54 | 
|         4 |       572 |  4.81E-01 |  0.918503 |  0.948855 |     10.02 |      7.85 |  0.651805 |  0.558957 |  3.18E-03 |    198.29 | 
|         4 |       715 |  4.73E-01 |  0.917762 |  0.948855 |     10.08 |      7.81 |  1.897426 |  1.315888 |  2.97E-03 |    202.12 | 
|         4 |       858 |  4.70E-01 |  0.918381 |  0.948855 |     10.07 |      7.76 |  1.877769 |  1.309735 |  2.76E-03 |    205.82 | 
|         4 |      1001 |  4.76E-01 |  0.918976 |  0.948855 |     10.06 |      7.73 |  3.335582 |  2.868385 |  2.56E-03 |    209.73 | 
|         4 |      1144 |  4.87E-01 |  0.922937 |  0.948855 |     10.06 |      7.71 |  0.763337 |  0.517877 |  2.37E-03 |    213.40 | 
|         4 |      1287 |  4.91E-01 |  0.920834 |  0.948855 |     10.05 |      7.69 |  0.773550 |  0.583990 |  2.19E-03 |    217.07 | 
|         4 |      1430 |  5.04E-01 |  0.920265 |  0.948855 |     10.07 |      7.67 |  1.110089 |  0.996590 |  2.02E-03 |    220.79 | 
|         4 |      1573 |  5.26E-01 |  0.920283 |  0.948855 |     10.09 |      7.66 |  0.644608 |  0.576823 |  1.87E-03 |    224.51 | 
|         4 |      1579 |  5.26E-01 |  0.920927 |  0.948855 |     10.09 |      7.66 |  0.677341 |  0.612817 |  1.86E-03 |    227.56 | 
