*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 11:38:40 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  4.84E-01 |  0.933014 |  0.933014 |     16.06 |     15.94 |  1.724332 |  2.282568 |  9.99E-03 |      0.94 | 
|         1 |       286 |  4.21E-01 |  0.939658 |  0.939658 |     17.97 |     17.83 |  0.289599 |  0.259370 |  9.97E-03 |      6.37 | 
|         1 |       429 |  4.17E-01 |  0.944239 |  0.944239 |     19.62 |     19.18 |  0.399223 |  0.352454 |  9.93E-03 |     12.68 | 
|         1 |       572 |  4.31E-01 |  0.939606 |  0.944239 |     21.71 |     21.20 |  1.279345 |  0.419759 |  9.88E-03 |     20.29 | 
|         1 |       715 |  4.19E-01 |  0.939097 |  0.944239 |     23.26 |     22.77 |  0.719122 |  0.512748 |  9.82E-03 |     29.89 | 
|         1 |       858 |  4.14E-01 |  0.946771 |  0.946771 |     25.50 |     24.98 |  1.066244 |  0.647801 |  9.74E-03 |     39.37 | 
|         1 |      1001 |  4.52E-01 |  0.927522 |  0.946771 |     26.40 |     25.96 |  1.933828 |  1.350051 |  9.65E-03 |     49.06 | 
|         1 |      1144 |       INF |  0.928237 |  0.946771 |     24.96 |     23.86 |944163935748096.000000 |  0.464719 |  9.54E-03 |     54.13 | 
-------------------------------------------------------------------------------------------------------------------------------------
