*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 11:22:39 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  4.76E-01 |  0.926485 |  0.926485 |     16.00 |     15.93 |  1.173849 |  1.433494 |  9.99E-03 |      0.99 | 
|         1 |       286 |  4.73E-01 |  0.943760 |  0.943760 |     16.48 |     16.27 |  1.670970 |  1.235360 |  9.97E-03 |      6.40 | 
|         1 |       429 |  4.39E-01 |  0.940949 |  0.943760 |     16.52 |     16.27 |  8.383974 |  3.504717 |  9.93E-03 |     11.73 | 
|         1 |       572 |  4.21E-01 |  0.941551 |  0.943760 |     16.58 |     16.39 |  1.645515 |  1.375237 |  9.88E-03 |     17.21 | 
|         1 |       715 |  3.95E-01 |  0.940272 |  0.943760 |     17.03 |     16.84 |  6.196774 |  1.322455 |  9.82E-03 |     23.67 | 
|         1 |       858 |  4.21E-01 |  0.942149 |  0.943760 |     17.64 |     17.49 |  0.507472 |  0.543815 |  9.74E-03 |     29.47 | 
|         1 |      1001 |  4.04E-01 |  0.947338 |  0.947338 |     18.02 |     17.87 |  1.429824 |  1.027180 |  9.65E-03 |     36.08 | 
|         1 |      1144 |  3.88E-01 |  0.936067 |  0.947338 |     18.37 |     18.27 |  0.568031 |  0.290443 |  9.54E-03 |     42.34 | 
|         1 |      1287 |  3.94E-01 |  0.944590 |  0.947338 |     18.28 |     18.18 |  1.325539 |  0.706892 |  9.42E-03 |     48.42 | 
|         1 |      1430 |  3.85E-01 |  0.942548 |  0.947338 |     18.16 |     18.09 |  2.135096 |  1.413336 |  9.29E-03 |     54.81 | 
|         1 |      1573 |  3.69E-01 |  0.939554 |  0.947338 |     17.95 |     17.90 | 29.069492 |  6.916614 |  9.15E-03 |     60.54 | 
|         1 |      1579 |  3.68E-01 |  0.940756 |  0.947338 |     17.95 |     17.90 |  1.749647 |  2.607150 |  9.14E-03 |     66.58 | 
|         2 |       143 |  3.20E-01 |  0.952134 |  0.952134 |     16.90 |     17.34 |  6.429593 |  4.503794 |  8.98E-03 |     67.52 | 
|         2 |       286 |  3.88E-01 |  0.949399 |  0.952134 |     19.26 |     20.16 |  2.183080 |  1.399105 |  8.82E-03 |     73.91 | 
|         2 |       429 |  3.59E-01 |  0.951285 |  0.952134 |     19.12 |     19.89 | 12.540646 |  3.526644 |  8.64E-03 |     80.94 | 
|         2 |       572 |  3.98E-01 |  0.942947 |  0.952134 |     19.28 |     19.95 |  8.141025 |  5.504251 |  8.45E-03 |     87.46 | 
|         2 |       715 |  4.08E-01 |  0.936967 |  0.952134 |     19.21 |     19.80 |  0.803982 |  2.210278 |  8.25E-03 |     98.26 | 
|         2 |       858 |  5.61E-01 |  0.927750 |  0.952134 |     17.98 |     17.94 |2761537.500000 |  2.703393 |  8.05E-03 |    106.58 | 
|         2 |      1001 |  5.97E-01 |  0.932320 |  0.952134 |     16.55 |     15.80 |2755364.500000 |  0.651017 |  7.83E-03 |    109.74 | 
|         2 |      1144 |  6.14E-01 |  0.928581 |  0.952134 |     15.48 |     14.20 |2749277.500000 |  1.529963 |  7.61E-03 |    112.91 | 
|         2 |      1287 |  6.19E-01 |  0.929375 |  0.952134 |     14.65 |     12.96 |2743381.750000 |  0.708056 |  7.38E-03 |    116.10 | 
|         2 |      1430 |  6.26E-01 |  0.927716 |  0.952134 |     13.99 |     11.96 |2737680.000000 |  0.776330 |  7.14E-03 |    119.27 | 
|         2 |      1573 |  6.22E-01 |  0.930486 |  0.952134 |     13.44 |     11.15 |2732176.500000 |  0.796266 |  6.90E-03 |    122.44 | 
|         2 |      1579 |  6.21E-01 |  0.927560 |  0.952134 |     13.42 |     11.12 |2731950.250000 |  0.975613 |  6.89E-03 |    125.03 | 
|         3 |       143 |  6.95E-01 |  0.927781 |  0.952134 |      8.00 |      3.00 |2726655.500000 |  1.074142 |  6.65E-03 |    125.71 | 
|         3 |       286 |  6.82E-01 |  0.928409 |  0.952134 |      8.00 |      3.00 |2721564.000000 |  0.737113 |  6.40E-03 |    128.91 | 
|         3 |       429 |  6.56E-01 |  0.928530 |  0.952134 |      8.00 |      3.00 |2716676.750000 |  0.922984 |  6.14E-03 |    132.08 | 
|         3 |       572 |  6.35E-01 |  0.929764 |  0.952134 |      8.00 |      3.00 |2711994.500000 |  0.556816 |  5.89E-03 |    135.24 | 
|         3 |       715 |  6.31E-01 |  0.928761 |  0.952134 |      8.00 |      3.00 |2707517.750000 |  0.609739 |  5.63E-03 |    138.41 | 
|         3 |       858 |  6.47E-01 |  0.929594 |  0.952134 |      8.00 |      3.00 |2703246.500000 |  2.896686 |  5.38E-03 |    141.57 | 
|         3 |      1001 |  6.48E-01 |  0.929305 |  0.952134 |      8.00 |      3.00 |2699179.250000 |  0.746928 |  5.12E-03 |    144.75 | 
|         3 |      1144 |  6.38E-01 |  0.930451 |  0.952134 |      8.00 |      3.00 |2695314.750000 |  0.857173 |  4.87E-03 |    147.94 | 
|         3 |      1287 |  6.28E-01 |  0.928712 |  0.952134 |      8.00 |      3.00 |2691651.250000 |  0.575214 |  4.62E-03 |    151.13 | 
|         3 |      1430 |  6.26E-01 |  0.928894 |  0.952134 |      8.00 |      3.00 |2688186.000000 |  0.845763 |  4.37E-03 |    154.31 | 
