*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:55:21 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.58E-01 |  0.895150 |  0.895150 |      6.00 |      5.00 |  0.309555 |  0.264216 |  1.00E-02 |      0.08 | 
|         1 |       148 |  5.34E-01 |  0.900634 |  0.900634 |      6.00 |      5.00 |  0.528448 |  0.139815 |  1.00E-02 |      0.26 | 
|         1 |       222 |  4.11E-01 |  0.876752 |  0.900634 |      6.00 |      5.00 |  1.458132 |  0.492788 |  1.00E-02 |      0.44 | 
|         1 |       296 |  3.34E-01 |  0.889205 |  0.900634 |      6.00 |      5.00 |  0.315754 |  0.155872 |  9.99E-03 |      0.61 | 
|         1 |       370 |  3.04E-01 |  0.911383 |  0.911383 |      6.00 |      5.00 |  0.726841 |  0.787207 |  9.99E-03 |      0.79 | 
|         1 |       444 |  3.46E-01 |  0.899181 |  0.911383 |      6.00 |      5.00 |  0.469072 |  0.383665 |  9.98E-03 |      0.96 | 
|         1 |       518 |  3.32E-01 |  0.887137 |  0.911383 |      6.00 |      5.00 |  0.181831 |  0.125118 |  9.98E-03 |      1.14 | 
|         1 |       592 |  3.24E-01 |  0.911255 |  0.911383 |      6.00 |      5.00 |  1.181914 |  0.471298 |  9.97E-03 |      1.32 | 
|         1 |       666 |  3.10E-01 |  0.888009 |  0.911383 |      6.00 |      5.00 |  0.291069 |  0.197953 |  9.96E-03 |      1.49 | 
|         1 |       740 |  3.02E-01 |  0.910610 |  0.911383 |      6.00 |      5.00 |  0.315714 |  0.477204 |  9.96E-03 |      1.67 | 
|         1 |       814 |  2.97E-01 |  0.907984 |  0.911383 |      6.00 |      5.00 |  4.456412 |  0.937508 |  9.95E-03 |      1.84 | 
|         1 |       823 |  2.97E-01 |  0.906261 |  0.911383 |      6.00 |      5.00 |  0.885680 |  0.528471 |  9.94E-03 |      1.95 | 
|         2 |        74 |  1.88E-01 |  0.892102 |  0.911383 |      6.00 |      5.00 |  0.449761 |  0.182786 |  9.93E-03 |      2.03 | 
