*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:53:11 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.76E-01 |  0.904379 |  0.904379 |      6.00 |      5.00 |  0.321116 |  0.300157 |  1.00E-02 |      0.09 | 
|         1 |       148 |  5.53E-01 |  0.889284 |  0.904379 |      6.00 |      5.00 |  0.733762 |  0.277019 |  1.00E-02 |      0.26 | 
|         1 |       222 |  4.32E-01 |  0.876097 |  0.904379 |      6.00 |      5.00 |  0.220237 |  0.239587 |  1.00E-02 |      0.44 | 
|         1 |       296 |  3.61E-01 |  0.839656 |  0.904379 |      6.00 |      5.00 |  0.235441 |  0.255854 |  9.99E-03 |      0.62 | 
|         1 |       370 |  3.13E-01 |  0.865309 |  0.904379 |      6.00 |      5.00 |  0.313330 |  0.301817 |  9.99E-03 |      0.81 | 
|         1 |       444 |  3.01E-01 |  0.912698 |  0.912698 |      6.00 |      5.00 |  0.190005 |  0.155847 |  9.98E-03 |      0.99 | 
|         1 |       518 |  2.89E-01 |  0.883256 |  0.912698 |      6.00 |      5.00 |  0.608908 |  0.292525 |  9.98E-03 |      1.17 | 
|         1 |       592 |  2.62E-01 |  0.898656 |  0.912698 |      6.00 |      5.00 |  0.255384 |  0.176607 |  9.97E-03 |      1.35 | 
|         1 |       666 |  2.39E-01 |  0.888023 |  0.912698 |      6.00 |      5.00 |  0.274977 |  0.205236 |  9.96E-03 |      1.53 | 
|         1 |       740 |  2.20E-01 |  0.903342 |  0.912698 |      6.00 |      5.00 |  0.407207 |  0.140341 |  9.96E-03 |      1.71 | 
|         1 |       814 |  2.05E-01 |  0.882979 |  0.912698 |      6.00 |      5.00 |  0.620412 |  0.174026 |  9.95E-03 |      1.89 | 
|         1 |       823 |  2.03E-01 |  0.870045 |  0.912698 |      6.00 |      5.00 |  0.107242 |  0.118501 |  9.94E-03 |      2.00 | 
|         2 |        74 |  4.41E-02 |  0.883051 |  0.912698 |      6.00 |      5.00 |  0.239929 |  0.207256 |  9.93E-03 |      2.08 | 
|         2 |       148 |  4.17E-02 |  0.872045 |  0.912698 |      6.00 |      5.00 |  0.581929 |  0.215514 |  9.92E-03 |      2.27 | 
|         2 |       222 |  4.13E-02 |  0.879159 |  0.912698 |      6.00 |      5.00 |  0.633106 |  0.191629 |  9.91E-03 |      2.45 | 
|         2 |       296 |  5.01E-02 |  0.897871 |  0.912698 |      6.00 |      5.00 |  0.232703 |  0.149553 |  9.90E-03 |      2.63 | 
|         2 |       370 |  6.17E-02 |  0.913232 |  0.913232 |      6.00 |      5.00 |  1.226902 |  0.744240 |  9.88E-03 |      2.81 | 
|         2 |       444 |  6.34E-02 |  0.915462 |  0.915462 |      6.00 |      5.00 |  0.628188 |  0.361004 |  9.87E-03 |      2.98 | 
|         2 |       518 |  6.21E-02 |  0.889208 |  0.915462 |      6.00 |      5.00 |  0.574933 |  0.180047 |  9.85E-03 |      3.16 | 
|         2 |       592 |  6.08E-02 |  0.874780 |  0.915462 |      6.00 |      5.00 |  0.131975 |  0.117591 |  9.84E-03 |      3.34 | 
|         2 |       666 |  5.81E-02 |  0.863424 |  0.915462 |      6.00 |      5.00 |  0.332669 |  0.082271 |  9.82E-03 |      3.52 | 
|         2 |       740 |  5.62E-02 |  0.911447 |  0.915462 |      6.00 |      5.00 |  0.221568 |  0.156749 |  9.80E-03 |      3.70 | 
|         2 |       814 |  5.51E-02 |  0.880225 |  0.915462 |      6.00 |      5.00 |  0.348720 |  0.307733 |  9.78E-03 |      3.87 | 
|         2 |       823 |  5.92E-02 |  0.868421 |  0.915462 |      6.00 |      5.00 |  2.948782 |  1.502722 |  9.78E-03 |      3.99 | 
|         3 |        74 |  1.12E-01 |  0.898571 |  0.915462 |      6.00 |      5.00 |  8.220495 |  2.945578 |  9.76E-03 |      4.07 | 
|         3 |       148 |  1.87E-01 |  0.902833 |  0.915462 |      6.00 |      5.00 |  2.274861 |  0.591368 |  9.74E-03 |      4.24 | 
|         3 |       222 |  1.77E-01 |  0.895286 |  0.915462 |      6.00 |      5.00 |  0.723332 |  0.298900 |  9.72E-03 |      4.42 | 
|         3 |       296 |  1.58E-01 |  0.912965 |  0.915462 |      6.00 |      5.00 |  0.471761 |  0.079965 |  9.69E-03 |      4.60 | 
|         3 |       370 |  1.67E-01 |  0.893508 |  0.915462 |      6.00 |      5.00 |  3.810633 |  1.081243 |  9.67E-03 |      4.77 | 
|         3 |       444 |  1.57E-01 |  0.912842 |  0.915462 |      6.00 |      5.00 |  0.351368 |  0.147493 |  9.65E-03 |      4.94 | 
|         3 |       518 |  1.73E-01 |  0.881584 |  0.915462 |      6.00 |      5.00 |  0.812667 |  0.888284 |  9.62E-03 |      5.12 | 
|         3 |       592 |  1.79E-01 |  0.893305 |  0.915462 |      6.00 |      5.00 |  0.282032 |  0.343912 |  9.60E-03 |      5.30 | 
|         3 |       666 |  1.72E-01 |  0.909286 |  0.915462 |      6.00 |      5.00 |  0.202477 |  0.212269 |  9.57E-03 |      5.47 | 
|         3 |       740 |  1.63E-01 |  0.908699 |  0.915462 |      6.00 |      5.00 |  0.290914 |  0.125168 |  9.54E-03 |      5.65 | 
|         3 |       814 |  1.55E-01 |  0.890922 |  0.915462 |      6.00 |      5.00 |  2.144221 |  0.746267 |  9.51E-03 |      5.82 | 
|         3 |       823 |  1.54E-01 |  0.889440 |  0.915462 |      6.00 |      5.00 |  0.330104 |  0.125613 |  9.51E-03 |      5.93 | 
|         4 |        74 |  6.15E-02 |  0.898121 |  0.915462 |      6.00 |      5.00 |  0.307939 |  0.136453 |  9.48E-03 |      6.01 | 
|         4 |       148 |  5.07E-02 |  0.902623 |  0.915462 |      6.00 |      5.00 |  0.261998 |  0.097544 |  9.45E-03 |      6.19 | 
|         4 |       222 |  1.54E-01 |  0.911063 |  0.915462 |      6.00 |      5.00 |  2.314885 |  0.429576 |  9.42E-03 |      6.36 | 
|         4 |       296 |  1.92E-01 |  0.898165 |  0.915462 |      6.00 |      5.00 |  0.144423 |  0.093307 |  9.39E-03 |      6.53 | 
|         4 |       370 |  1.87E-01 |  0.903203 |  0.915462 |      6.00 |      5.00 |  0.439896 |  0.244697 |  9.36E-03 |      6.71 | 
|         4 |       444 |  1.95E-01 |  0.894718 |  0.915462 |      6.00 |      5.00 |  0.351177 |  0.139010 |  9.32E-03 |      6.89 | 
|         4 |       518 |  1.86E-01 |  0.896886 |  0.915462 |      6.00 |      5.00 |  0.699818 |  0.233759 |  9.29E-03 |      7.07 | 
|         4 |       592 |  1.75E-01 |  0.908456 |  0.915462 |      6.00 |      5.00 |  0.618876 |  0.361816 |  9.25E-03 |      7.25 | 
|         4 |       666 |  1.99E-01 |  0.884783 |  0.915462 |      6.00 |      5.00 | 10.164574 |  0.857811 |  9.22E-03 |      7.42 | 
|         4 |       740 |  2.10E-01 |  0.900730 |  0.915462 |      6.00 |      5.00 |  0.342037 |  0.137958 |  9.18E-03 |      7.60 | 
|         4 |       814 |  2.06E-01 |  0.885401 |  0.915462 |      6.00 |      5.00 |  0.882158 |  0.250584 |  9.15E-03 |      7.77 | 
|         4 |       823 |  2.06E-01 |  0.875714 |  0.915462 |      6.00 |      5.00 |  2.474772 |  0.903857 |  9.14E-03 |      7.88 | 
|         5 |        74 |  1.54E-01 |  0.890981 |  0.915462 |      6.00 |      5.00 |  0.498939 |  0.137042 |  9.10E-03 |      7.96 | 
|         5 |       148 |  1.60E-01 |  0.871444 |  0.915462 |      6.00 |      5.00 |  0.447240 |  0.234630 |  9.06E-03 |      8.14 | 
|         5 |       222 |  1.55E-01 |  0.876177 |  0.915462 |      6.00 |      5.00 |  2.340586 |  0.786889 |  9.03E-03 |      8.31 | 
|         5 |       296 |  1.58E-01 |  0.874494 |  0.915462 |      6.00 |      5.00 |  1.609061 |  0.551188 |  8.99E-03 |      8.49 | 
|         5 |       370 |  2.48E-01 |  0.905371 |  0.915462 |      6.00 |      5.00 |  2.735937 |  0.894056 |  8.94E-03 |      8.67 | 
|         5 |       444 |  2.77E-01 |  0.907714 |  0.915462 |      6.00 |      5.00 |  2.033914 |  0.236925 |  8.90E-03 |      8.84 | 
|         5 |       518 |  2.86E-01 |  0.896627 |  0.915462 |      6.00 |      5.00 |  2.822739 |  0.670030 |  8.86E-03 |      9.02 | 
|         5 |       592 |  2.86E-01 |  0.905358 |  0.915462 |      6.00 |      5.00 |  0.886038 |  0.279236 |  8.82E-03 |      9.19 | 
|         5 |       666 |  3.15E-01 |  0.900653 |  0.915462 |      6.00 |      5.00 |  0.233538 |  0.225025 |  8.78E-03 |      9.36 | 
|         5 |       740 |  3.40E-01 |  0.899539 |  0.915462 |      6.00 |      5.00 |  0.343716 |  0.702362 |  8.73E-03 |      9.54 | 
|         5 |       814 |  3.54E-01 |  0.893037 |  0.915462 |      6.00 |      5.00 |  1.820980 |  1.728414 |  8.69E-03 |      9.72 | 
|         5 |       823 |  3.55E-01 |  0.889522 |  0.915462 |      6.00 |      5.00 |  0.522838 |  0.374238 |  8.68E-03 |      9.83 | 
|         6 |        74 |  3.35E-01 |  0.876967 |  0.915462 |      6.00 |      5.00 |  0.758630 |  0.666122 |  8.64E-03 |      9.91 | 
|         6 |       148 |  2.76E-01 |  0.885293 |  0.915462 |      6.00 |      5.00 |  1.455112 |  0.618185 |  8.59E-03 |     10.09 | 
|         6 |       222 |  2.66E-01 |  0.870245 |  0.915462 |      6.00 |      5.00 |  0.710962 |  0.311703 |  8.54E-03 |     10.27 | 
|         6 |       296 |  2.53E-01 |  0.884254 |  0.915462 |      6.00 |      5.00 |  1.454576 |  0.446632 |  8.50E-03 |     10.45 | 
|         6 |       370 |  2.44E-01 |  0.891766 |  0.915462 |      6.00 |      5.00 |  1.046188 |  0.695697 |  8.45E-03 |     10.63 | 
|         6 |       444 |  2.34E-01 |  0.851018 |  0.915462 |      6.00 |      5.00 |  0.542514 |  0.577098 |  8.40E-03 |     10.81 | 
|         6 |       518 |  2.39E-01 |  0.885962 |  0.915462 |      6.00 |      5.00 |  1.096221 |  0.335599 |  8.35E-03 |     10.99 | 
|         6 |       592 |  2.44E-01 |  0.855072 |  0.915462 |      6.00 |      5.00 |  4.967621 |  2.047195 |  8.30E-03 |     11.17 | 
|         6 |       666 |  2.39E-01 |  0.891688 |  0.915462 |      6.00 |      5.00 |  0.577675 |  0.232069 |  8.25E-03 |     11.34 | 
|         6 |       740 |  2.34E-01 |  0.904278 |  0.915462 |      6.00 |      5.00 |  0.905772 |  0.415850 |  8.20E-03 |     11.52 | 
|         6 |       814 |  2.34E-01 |  0.868543 |  0.915462 |      6.00 |      5.00 |  0.930012 |  0.208950 |  8.15E-03 |     11.69 | 
|         6 |       823 |  2.60E-01 |  0.870278 |  0.915462 |      6.00 |      5.00 |  2.847982 |  1.372190 |  8.15E-03 |     11.80 | 
|         7 |        74 |  8.24E-01 |  0.900036 |  0.915462 |      6.00 |      5.00 |  1.139933 |  1.288917 |  8.09E-03 |     11.89 | 
|         7 |       148 |  7.41E-01 |  0.902315 |  0.915462 |      6.00 |      5.00 |  1.552063 |  0.397298 |  8.04E-03 |     12.06 | 
|         7 |       222 |  6.72E-01 |  0.905823 |  0.915462 |      6.00 |      5.00 |  0.729727 |  0.362506 |  7.99E-03 |     12.24 | 
|         7 |       296 |  6.39E-01 |  0.907454 |  0.915462 |      6.00 |      5.00 |  1.169286 |  0.468706 |  7.94E-03 |     12.41 | 
|         7 |       370 |  6.00E-01 |  0.900000 |  0.915462 |      6.00 |      5.00 |  0.579729 |  0.247985 |  7.88E-03 |     12.58 | 
|         7 |       444 |  5.92E-01 |  0.896600 |  0.915462 |      6.00 |      5.00 |  0.585692 |  0.248248 |  7.83E-03 |     12.76 | 
|         7 |       518 |  5.64E-01 |  0.889976 |  0.915462 |      6.00 |      5.00 |  2.207331 |  0.685219 |  7.77E-03 |     12.93 | 
