*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:52:27 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.52E-01 |  0.866405 |  0.866405 |      6.00 |      5.00 |  0.297345 |  0.440060 |  1.00E-02 |      0.08 | 
|         1 |       148 |  4.94E-01 |  0.871102 |  0.871102 |      6.00 |      5.00 |  0.311440 |  0.326231 |  1.00E-02 |      0.26 | 
|         1 |       222 |  3.77E-01 |  0.880279 |  0.880279 |      6.00 |      5.00 |  0.634291 |  0.343078 |  1.00E-02 |      0.43 | 
|         1 |       296 |  3.02E-01 |  0.889044 |  0.889044 |      6.00 |      5.00 |  0.202566 |  0.134959 |  9.99E-03 |      0.61 | 
|         1 |       370 |  2.52E-01 |  0.882374 |  0.889044 |      6.00 |      5.00 |  0.082525 |  0.064325 |  9.99E-03 |      0.79 | 
|         1 |       444 |  2.16E-01 |  0.862496 |  0.889044 |      6.00 |      5.00 |  0.211632 |  0.203734 |  9.98E-03 |      0.96 | 
|         1 |       518 |  1.91E-01 |  0.874503 |  0.889044 |      6.00 |      5.00 |  0.096083 |  0.065452 |  9.98E-03 |      1.14 | 
|         1 |       592 |  1.72E-01 |  0.916343 |  0.916343 |      6.00 |      5.00 |  0.716035 |  0.386102 |  9.97E-03 |      1.32 | 
|         1 |       666 |  1.59E-01 |  0.899102 |  0.916343 |      6.00 |      5.00 |  0.220061 |  0.199450 |  9.96E-03 |      1.50 | 
|         1 |       740 |  1.47E-01 |  0.869442 |  0.916343 |      6.00 |      5.00 |  0.607044 |  0.368865 |  9.96E-03 |      1.68 | 
|         1 |       814 |  1.49E-01 |  0.908112 |  0.916343 |      6.00 |      5.00 |  0.070702 |  0.093028 |  9.95E-03 |      1.86 | 
|         1 |       823 |  1.48E-01 |  0.924548 |  0.924548 |      6.00 |      5.00 |  0.175537 |  0.139073 |  9.94E-03 |      1.97 | 
|         2 |        74 |  1.73E-01 |  0.867257 |  0.924548 |      6.00 |      5.00 |  0.547145 |  0.277974 |  9.93E-03 |      2.05 | 
|         2 |       148 |  2.38E-01 |  0.909418 |  0.924548 |      6.00 |      5.00 |  0.250667 |  0.158354 |  9.92E-03 |      2.23 | 
|         2 |       222 |  2.07E-01 |  0.906918 |  0.924548 |      6.00 |      5.00 |  0.228413 |  0.216201 |  9.91E-03 |      2.40 | 
|         2 |       296 |  2.98E-01 |  0.897784 |  0.924548 |      6.00 |      5.00 |  1.786536 |  0.604039 |  9.90E-03 |      2.57 | 
|         2 |       370 |  3.29E-01 |  0.912092 |  0.924548 |      6.00 |      5.00 |  2.330213 |  0.482508 |  9.88E-03 |      2.75 | 
|         2 |       444 |  3.17E-01 |  0.897593 |  0.924548 |      6.00 |      5.00 |  0.488549 |  0.218574 |  9.87E-03 |      2.92 | 
|         2 |       518 |  3.00E-01 |  0.908708 |  0.924548 |      6.00 |      5.00 |  0.945803 |  0.318959 |  9.85E-03 |      3.09 | 
|         2 |       592 |  2.88E-01 |  0.897196 |  0.924548 |      6.00 |      5.00 |  0.202515 |  0.255911 |  9.84E-03 |      3.26 | 
|         2 |       666 |  2.73E-01 |  0.894551 |  0.924548 |      6.00 |      5.00 |  0.387001 |  0.149188 |  9.82E-03 |      3.44 | 
|         2 |       740 |  2.63E-01 |  0.888487 |  0.924548 |      6.00 |      5.00 |  0.879893 |  0.467340 |  9.80E-03 |      3.61 | 
|         2 |       814 |  2.60E-01 |  0.891258 |  0.924548 |      6.00 |      5.00 |  1.165752 |  0.361945 |  9.78E-03 |      3.79 | 
|         2 |       823 |  2.58E-01 |  0.892229 |  0.924548 |      6.00 |      5.00 |  0.309375 |  0.191781 |  9.78E-03 |      3.90 | 
|         3 |        74 |  1.66E-01 |  0.875178 |  0.924548 |      6.00 |      5.00 |  2.402542 |  0.572805 |  9.76E-03 |      3.98 | 
|         3 |       148 |  1.62E-01 |  0.893422 |  0.924548 |      6.00 |      5.00 |  0.576997 |  0.215534 |  9.74E-03 |      4.15 | 
|         3 |       222 |  1.66E-01 |  0.859286 |  0.924548 |      6.00 |      5.00 |  0.878574 |  0.467409 |  9.72E-03 |      4.33 | 
|         3 |       296 |  1.72E-01 |  0.900581 |  0.924548 |      6.00 |      5.00 |  0.458066 |  0.116505 |  9.69E-03 |      4.50 | 
|         3 |       370 |  1.68E-01 |  0.894509 |  0.924548 |      6.00 |      5.00 |  0.512266 |  0.273469 |  9.67E-03 |      4.68 | 
|         3 |       444 |  1.66E-01 |  0.899715 |  0.924548 |      6.00 |      5.00 |  0.876930 |  0.294235 |  9.65E-03 |      4.85 | 
|         3 |       518 |  1.81E-01 |  0.888071 |  0.924548 |      6.00 |      5.00 |  0.627842 |  0.279311 |  9.62E-03 |      5.03 | 
|         3 |       592 |  1.82E-01 |  0.902693 |  0.924548 |      6.00 |      5.00 |  0.774309 |  0.357825 |  9.60E-03 |      5.20 | 
|         3 |       666 |  1.91E-01 |  0.878777 |  0.924548 |      6.00 |      5.00 |  1.188436 |  0.408314 |  9.57E-03 |      5.37 | 
|         3 |       740 |  1.95E-01 |  0.874778 |  0.924548 |      6.00 |      5.00 |  0.599132 |  0.328089 |  9.54E-03 |      5.55 | 
|         3 |       814 |  1.99E-01 |  0.891281 |  0.924548 |      6.00 |      5.00 |  0.382100 |  0.173624 |  9.51E-03 |      5.72 | 
|         3 |       823 |  1.99E-01 |  0.883621 |  0.924548 |      6.00 |      5.00 |  0.453964 |  0.167137 |  9.51E-03 |      5.83 | 
|         4 |        74 |  1.99E-01 |  0.912268 |  0.924548 |      6.00 |      5.00 |  3.565742 |  1.242097 |  9.48E-03 |      5.91 | 
|         4 |       148 |  2.37E-01 |  0.879778 |  0.924548 |      6.00 |      5.00 |  0.465411 |  0.209043 |  9.45E-03 |      6.09 | 
|         4 |       222 |  2.30E-01 |  0.875046 |  0.924548 |      6.00 |      5.00 |  0.487862 |  0.294997 |  9.42E-03 |      6.26 | 
|         4 |       296 |  2.28E-01 |  0.895024 |  0.924548 |      6.00 |      5.00 |  2.052683 |  0.573950 |  9.39E-03 |      6.44 | 
|         4 |       370 |  3.14E-01 |  0.883162 |  0.924548 |      6.00 |      5.00 |  0.665522 |  0.613700 |  9.36E-03 |      6.61 | 
|         4 |       444 |  3.61E-01 |  0.885420 |  0.924548 |      6.00 |      5.00 |  0.576545 |  0.577924 |  9.32E-03 |      6.79 | 
|         4 |       518 |  3.64E-01 |  0.882877 |  0.924548 |      6.00 |      5.00 |  1.029047 |  0.401161 |  9.29E-03 |      6.96 | 
|         4 |       592 |  3.65E-01 |  0.881105 |  0.924548 |      6.00 |      5.00 |  0.981735 |  1.009788 |  9.25E-03 |      7.14 | 
|         4 |       666 |  3.76E-01 |  0.867925 |  0.924548 |      6.00 |      5.00 |  1.203063 |  0.722889 |  9.22E-03 |      7.31 | 
|         4 |       740 |  3.80E-01 |  0.881507 |  0.924548 |      6.00 |      5.00 |  0.425183 |  0.326644 |  9.18E-03 |      7.49 | 
|         4 |       814 |  3.70E-01 |  0.883316 |  0.924548 |      6.00 |      5.00 |  0.701355 |  0.219298 |  9.15E-03 |      7.66 | 
|         4 |       823 |  3.69E-01 |  0.880836 |  0.924548 |      6.00 |      5.00 |  0.480892 |  0.230578 |  9.14E-03 |      7.77 | 
|         5 |        74 |  3.07E-01 |  0.888266 |  0.924548 |      6.00 |      5.00 |  0.832439 |  0.503291 |  9.10E-03 |      7.85 | 
|         5 |       148 |  2.85E-01 |  0.884780 |  0.924548 |      6.00 |      5.00 |  1.116853 |  0.440748 |  9.06E-03 |      8.03 | 
|         5 |       222 |  3.01E-01 |  0.869976 |  0.924548 |      6.00 |      5.00 |  0.823184 |  0.461359 |  9.03E-03 |      8.20 | 
|         5 |       296 |  3.33E-01 |  0.885911 |  0.924548 |      6.00 |      5.00 |  4.097755 |  0.926928 |  8.99E-03 |      8.38 | 
|         5 |       370 |  3.76E-01 |  0.898358 |  0.924548 |      6.00 |      5.00 |  0.994538 |  0.351970 |  8.94E-03 |      8.55 | 
|         5 |       444 |  3.71E-01 |  0.886380 |  0.924548 |      6.00 |      5.00 |  0.927878 |  0.421244 |  8.90E-03 |      8.73 | 
|         5 |       518 |  3.58E-01 |  0.859758 |  0.924548 |      6.00 |      5.00 |  3.719844 |  0.387426 |  8.86E-03 |      8.90 | 
|         5 |       592 |  3.44E-01 |  0.879610 |  0.924548 |      6.00 |      5.00 |  0.413778 |  0.258985 |  8.82E-03 |      9.08 | 
|         5 |       666 |  3.29E-01 |  0.886475 |  0.924548 |      6.00 |      5.00 |  1.796472 |  0.343608 |  8.78E-03 |      9.25 | 
|         5 |       740 |  3.32E-01 |  0.868293 |  0.924548 |      6.00 |      5.00 |  0.873162 |  0.342496 |  8.73E-03 |      9.43 | 
|         5 |       814 |  3.22E-01 |  0.878205 |  0.924548 |      6.00 |      5.00 |  0.480549 |  0.186634 |  8.69E-03 |      9.60 | 
|         5 |       823 |  3.21E-01 |  0.849474 |  0.924548 |      6.00 |      5.00 |  3.549801 |  1.153342 |  8.68E-03 |      9.72 | 
|         6 |        74 |  2.12E-01 |  0.836499 |  0.924548 |      6.00 |      5.00 |  6.145179 |  1.468558 |  8.64E-03 |      9.80 | 
|         6 |       148 |  3.95E-01 |  0.823491 |  0.924548 |      6.00 |      5.00 |  0.847545 |  0.278982 |  8.59E-03 |      9.98 | 
|         6 |       222 |  4.92E-01 |  0.837504 |  0.924548 |      6.00 |      5.00 |  1.303903 |  0.573520 |  8.54E-03 |     10.15 | 
|         6 |       296 |  4.76E-01 |  0.851988 |  0.924548 |      6.00 |      5.00 |  1.439004 |  0.523945 |  8.50E-03 |     10.33 | 
|         6 |       370 |  4.55E-01 |  0.884032 |  0.924548 |      6.00 |      5.00 |  0.982127 |  1.120275 |  8.45E-03 |     10.51 | 
|         6 |       444 |  4.27E-01 |  0.866379 |  0.924548 |      6.00 |      5.00 |  1.933138 |  0.511773 |  8.40E-03 |     10.68 | 
|         6 |       518 |  4.00E-01 |  0.879686 |  0.924548 |      6.00 |      5.00 |  0.739799 |  0.371295 |  8.35E-03 |     10.86 | 
