*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:19:04 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  1.13E+00 |  0.885572 |  0.885572 |     10.14 |     10.08 |  0.052695 |  0.226252 |  1.00E-02 |      0.13 | 
|         1 |       148 |  9.62E-01 |  0.850489 |  0.885572 |     10.89 |     10.65 |  0.258197 |  0.403231 |  1.00E-02 |      0.54 | 
|         1 |       222 |  7.89E-01 |  0.880199 |  0.885572 |     11.49 |     11.08 |  0.233778 |  0.282926 |  1.00E-02 |      0.98 | 
|         1 |       296 |  6.54E-01 |  0.872804 |  0.885572 |     11.86 |     11.32 |  0.717714 |  0.436415 |  9.99E-03 |      1.44 | 
|         1 |       370 |  5.56E-01 |  0.846208 |  0.885572 |     12.15 |     11.45 |  0.626510 |  0.177611 |  9.99E-03 |      1.90 | 
|         1 |       444 |  4.87E-01 |  0.857345 |  0.885572 |     12.32 |     11.52 |  0.189428 |  0.137380 |  9.98E-03 |      2.34 | 
|         1 |       518 |  4.41E-01 |  0.854844 |  0.885572 |     12.46 |     11.58 |  0.456605 |  0.249394 |  9.98E-03 |      2.79 | 
|         1 |       592 |  4.03E-01 |  0.807481 |  0.885572 |     12.52 |     11.61 |  0.212236 |  0.210149 |  9.97E-03 |      3.23 | 
|         1 |       666 |  3.74E-01 |  0.840085 |  0.885572 |     12.58 |     11.64 |  0.185211 |  0.137091 |  9.96E-03 |      3.65 | 
|         1 |       740 |  3.49E-01 |  0.856432 |  0.885572 |     12.62 |     11.68 |  0.656099 |  0.309740 |  9.96E-03 |      4.08 | 
|         1 |       814 |  3.38E-01 |  0.910721 |  0.910721 |     12.67 |     11.75 |  0.809444 |  0.725413 |  9.95E-03 |      4.51 | 
|         1 |       823 |  3.37E-01 |  0.916968 |  0.916968 |     12.68 |     11.77 |  1.439351 |  0.329377 |  9.94E-03 |      4.82 | 
|         2 |        74 |  1.28E-01 |  0.905218 |  0.916968 |     13.65 |     12.62 |  0.375165 |  0.172273 |  9.93E-03 |      4.97 | 
|         2 |       148 |  1.72E-01 |  0.883625 |  0.916968 |     13.46 |     12.53 |  0.299947 |  0.264921 |  9.92E-03 |      5.40 | 
|         2 |       222 |  1.36E-01 |  0.900283 |  0.916968 |     13.31 |     12.40 |  0.196135 |  0.122744 |  9.91E-03 |      5.82 | 
|         2 |       296 |  1.15E-01 |  0.904031 |  0.916968 |     13.27 |     12.33 |  0.142920 |  0.140952 |  9.90E-03 |      6.25 | 
|         2 |       370 |  1.02E-01 |  0.899711 |  0.916968 |     13.25 |     12.28 |  0.205224 |  0.133358 |  9.88E-03 |      6.72 | 
|         2 |       444 |  9.19E-02 |  0.893309 |  0.916968 |     13.25 |     12.23 |  0.122454 |  0.116409 |  9.87E-03 |      7.20 | 
|         2 |       518 |  8.89E-02 |  0.916818 |  0.916968 |     13.29 |     12.28 |  0.175069 |  0.233912 |  9.85E-03 |      7.64 | 
|         2 |       592 |  8.42E-02 |  0.873239 |  0.916968 |     13.37 |     12.32 |  0.074348 |  0.056685 |  9.84E-03 |      8.08 | 
|         2 |       666 |  7.88E-02 |  0.883351 |  0.916968 |     13.44 |     12.32 |  0.169296 |  0.065830 |  9.82E-03 |      8.53 | 
|         2 |       740 |  7.40E-02 |  0.881195 |  0.916968 |     13.49 |     12.32 |  0.145251 |  0.087038 |  9.80E-03 |      8.96 | 
|         2 |       814 |  7.02E-02 |  0.858753 |  0.916968 |     13.53 |     12.31 |  0.215101 |  0.139146 |  9.78E-03 |      9.40 | 
|         2 |       823 |  6.98E-02 |  0.860673 |  0.916968 |     13.53 |     12.31 |  0.310889 |  0.157294 |  9.78E-03 |      9.72 | 
|         3 |        74 |  4.34E-02 |  0.884742 |  0.916968 |     14.15 |     12.53 |  0.080284 |  0.095315 |  9.76E-03 |      9.85 | 
|         3 |       148 |  3.65E-02 |  0.871322 |  0.916968 |     14.13 |     12.45 |  0.196825 |  0.171968 |  9.74E-03 |     10.31 | 
|         3 |       222 |  3.44E-02 |  0.870888 |  0.916968 |     14.10 |     12.41 |  0.176937 |  0.126359 |  9.72E-03 |     10.75 | 
|         3 |       296 |  3.44E-02 |  0.884857 |  0.916968 |     14.08 |     12.42 |  0.273689 |  0.123055 |  9.69E-03 |     11.19 | 
|         3 |       370 |  3.38E-02 |  0.872843 |  0.916968 |     14.08 |     12.39 |  0.171256 |  0.107336 |  9.67E-03 |     11.63 | 
|         3 |       444 |  3.37E-02 |  0.876459 |  0.916968 |     14.07 |     12.38 |  0.249883 |  0.151425 |  9.65E-03 |     12.08 | 
|         3 |       518 |  3.37E-02 |  0.904594 |  0.916968 |     14.07 |     12.40 |  0.292396 |  0.319421 |  9.62E-03 |     12.52 | 
|         3 |       592 |  3.37E-02 |  0.884465 |  0.916968 |     14.06 |     12.41 |  0.042941 |  0.028901 |  9.60E-03 |     12.96 | 
|         3 |       666 |  3.33E-02 |  0.819117 |  0.916968 |     14.07 |     12.41 |  0.192036 |  0.205241 |  9.57E-03 |     13.41 | 
