*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 16:20:53 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  1.05E+00 |  0.885968 |  0.885968 |      9.80 |      9.81 |  0.171165 |  0.668837 |  1.00E-02 |      0.13 | 
|         1 |       148 |  9.70E-01 |  0.885258 |  0.885968 |     10.00 |      9.97 |  0.126022 |  0.256408 |  1.00E-02 |      0.50 | 
|         1 |       222 |  7.82E-01 |  0.872460 |  0.885968 |     10.64 |     10.38 |  0.425474 |  0.209079 |  1.00E-02 |      0.90 | 
|         1 |       296 |  6.67E-01 |  0.817123 |  0.885968 |     11.01 |     10.71 |  0.316450 |  0.211810 |  9.99E-03 |      1.32 | 
|         1 |       370 |  5.67E-01 |  0.882313 |  0.885968 |     11.22 |     10.88 |  0.863645 |  0.464140 |  9.99E-03 |      1.73 | 
|         1 |       444 |  5.04E-01 |  0.849362 |  0.885968 |     11.46 |     11.05 |  1.306022 |  0.371503 |  9.98E-03 |      2.14 | 
|         1 |       518 |  4.56E-01 |  0.909550 |  0.909550 |     11.70 |     11.19 |  0.578027 |  0.443098 |  9.98E-03 |      2.57 | 
|         1 |       592 |  4.21E-01 |  0.864401 |  0.909550 |     11.87 |     11.29 |  0.204568 |  0.199649 |  9.97E-03 |      2.99 | 
|         1 |       666 |  3.89E-01 |  0.862280 |  0.909550 |     12.00 |     11.38 |  0.211753 |  0.156077 |  9.96E-03 |      3.41 | 
|         1 |       740 |  3.64E-01 |  0.857663 |  0.909550 |     12.11 |     11.45 |  0.263245 |  0.218734 |  9.96E-03 |      3.84 | 
|         1 |       814 |  3.45E-01 |  0.898299 |  0.909550 |     12.19 |     11.52 |  0.489863 |  0.536980 |  9.95E-03 |      4.27 | 
|         1 |       823 |  3.43E-01 |  0.914442 |  0.914442 |     12.20 |     11.53 |  2.458972 |  0.520062 |  9.94E-03 |      4.58 | 
|         2 |        74 |  1.40E-01 |  0.864677 |  0.914442 |     13.24 |     12.36 |  0.187146 |  0.141642 |  9.93E-03 |      4.71 | 
|         2 |       148 |  1.07E-01 |  0.888574 |  0.914442 |     13.57 |     12.53 |  0.104740 |  0.127784 |  9.92E-03 |      5.16 | 
|         2 |       222 |  8.88E-02 |  0.901288 |  0.914442 |     13.71 |     12.59 |  0.177716 |  0.143370 |  9.91E-03 |      5.59 | 
|         2 |       296 |  7.89E-02 |  0.880503 |  0.914442 |     13.79 |     12.61 |  0.052219 |  0.061367 |  9.90E-03 |      6.03 | 
|         2 |       370 |  7.20E-02 |  0.873150 |  0.914442 |     13.83 |     12.62 |  0.140016 |  0.142907 |  9.88E-03 |      6.47 | 
|         2 |       444 |  6.82E-02 |  0.910778 |  0.914442 |     13.86 |     12.64 |  0.118788 |  0.116413 |  9.87E-03 |      6.92 | 
|         2 |       518 |  8.14E-02 |  0.907904 |  0.914442 |     13.84 |     12.69 |  0.262821 |  0.123332 |  9.85E-03 |      7.36 | 
|         2 |       592 |  8.01E-02 |  0.892741 |  0.914442 |     13.78 |     12.66 |  0.305875 |  0.117032 |  9.84E-03 |      7.78 | 
|         2 |       666 |  7.82E-02 |  0.871316 |  0.914442 |     13.72 |     12.62 |  0.214607 |  0.198817 |  9.82E-03 |      8.20 | 
|         2 |       740 |  7.46E-02 |  0.893602 |  0.914442 |     13.69 |     12.57 |  0.140316 |  0.151896 |  9.80E-03 |      8.62 | 
|         2 |       814 |  7.30E-02 |  0.892579 |  0.914442 |     13.66 |     12.55 |  0.737635 |  0.822229 |  9.78E-03 |      9.04 | 
|         2 |       823 |  7.46E-02 |  0.881232 |  0.914442 |     13.66 |     12.55 |  0.913144 |  0.515235 |  9.78E-03 |      9.36 | 
|         3 |        74 |  7.48E-02 |  0.899711 |  0.914442 |     13.61 |     12.72 |  0.094813 |  0.092411 |  9.76E-03 |      9.50 | 
|         3 |       148 |  1.30E-01 |  0.902898 |  0.914442 |     13.40 |     12.76 |  0.533074 |  0.232482 |  9.74E-03 |      9.93 | 
|         3 |       222 |  1.06E-01 |  0.891082 |  0.914442 |     13.32 |     12.65 |  0.159320 |  0.092417 |  9.72E-03 |     10.35 | 
|         3 |       296 |  9.41E-02 |  0.891738 |  0.914442 |     13.30 |     12.57 |  0.218114 |  0.157313 |  9.69E-03 |     10.77 | 
|         3 |       370 |  8.50E-02 |  0.892241 |  0.914442 |     13.28 |     12.47 |  0.455552 |  0.251764 |  9.67E-03 |     11.19 | 
|         3 |       444 |  7.79E-02 |  0.891949 |  0.914442 |     13.26 |     12.39 |  0.211400 |  0.096996 |  9.65E-03 |     11.63 | 
|         3 |       518 |  7.26E-02 |  0.878820 |  0.914442 |     13.24 |     12.34 |  0.217193 |  0.139186 |  9.62E-03 |     12.06 | 
|         3 |       592 |  6.90E-02 |  0.867343 |  0.914442 |     13.22 |     12.31 |  1.104059 |  0.609506 |  9.60E-03 |     12.50 | 
|         3 |       666 |  6.54E-02 |  0.891250 |  0.914442 |     13.22 |     12.28 |  0.473626 |  0.231682 |  9.57E-03 |     12.93 | 
|         3 |       740 |  6.28E-02 |  0.877305 |  0.914442 |     13.21 |     12.25 |  0.459292 |  0.273169 |  9.54E-03 |     13.36 | 
|         3 |       814 |  6.13E-02 |  0.906085 |  0.914442 |     13.21 |     12.24 |  0.693791 |  0.200233 |  9.51E-03 |     13.79 | 
|         3 |       823 |  6.11E-02 |  0.886429 |  0.914442 |     13.21 |     12.24 |  0.644041 |  0.224458 |  9.51E-03 |     14.11 | 
|         4 |        74 |  3.80E-02 |  0.863309 |  0.914442 |     13.34 |     12.15 |  0.166749 |  0.172775 |  9.48E-03 |     14.24 | 
|         4 |       148 |  3.67E-02 |  0.878083 |  0.914442 |     13.29 |     12.07 |  0.300680 |  0.119935 |  9.45E-03 |     14.67 | 
|         4 |       222 |  3.73E-02 |  0.868497 |  0.914442 |     13.23 |     12.06 |  0.149387 |  0.166131 |  9.42E-03 |     15.10 | 
|         4 |       296 |  3.67E-02 |  0.870448 |  0.914442 |     13.22 |     12.04 |  0.426538 |  0.150036 |  9.39E-03 |     15.52 | 
|         4 |       370 |  3.61E-02 |  0.857243 |  0.914442 |     13.24 |     12.05 |  0.373659 |  0.159710 |  9.36E-03 |     15.94 | 
|         4 |       444 |  3.60E-02 |  0.877205 |  0.914442 |     13.24 |     12.05 |  0.277423 |  0.214514 |  9.32E-03 |     16.37 | 
|         4 |       518 |  3.56E-02 |  0.874074 |  0.914442 |     13.24 |     12.04 |  0.405407 |  0.412739 |  9.29E-03 |     16.79 | 
|         4 |       592 |  3.52E-02 |  0.877501 |  0.914442 |     13.22 |     12.03 |  0.125562 |  0.109001 |  9.25E-03 |     17.21 | 
|         4 |       666 |  3.45E-02 |  0.842031 |  0.914442 |     13.21 |     12.01 |  0.124103 |  0.083518 |  9.22E-03 |     17.64 | 
|         4 |       740 |  3.42E-02 |  0.891949 |  0.914442 |     13.22 |     12.01 |  0.401595 |  0.666773 |  9.18E-03 |     18.06 | 
|         4 |       814 |  4.55E-02 |  0.905444 |  0.914442 |     13.20 |     12.02 |  0.698506 |  0.795215 |  9.15E-03 |     18.48 | 
|         4 |       823 |  4.55E-02 |  0.909222 |  0.914442 |     13.20 |     12.02 |  0.400059 |  0.287735 |  9.14E-03 |     18.78 | 
|         5 |        74 |  1.70E-01 |  0.891575 |  0.914442 |     13.03 |     12.14 |  0.512421 |  0.277722 |  9.10E-03 |     18.91 | 
|         5 |       148 |  1.13E-01 |  0.907492 |  0.914442 |     13.04 |     12.10 |  0.772814 |  0.370502 |  9.06E-03 |     19.33 | 
|         5 |       222 |  3.16E-01 |  0.886759 |  0.914442 |     12.89 |     12.08 |  0.262542 |  0.283036 |  9.03E-03 |     19.74 | 
|         5 |       296 |  3.20E-01 |  0.867642 |  0.914442 |     12.92 |     12.06 |  2.609651 |  1.225933 |  8.99E-03 |     20.14 | 
|         5 |       370 |  2.92E-01 |  0.843683 |  0.914442 |     12.94 |     12.04 |  0.766689 |  0.323434 |  8.94E-03 |     20.55 | 
|         5 |       444 |  2.69E-01 |  0.867898 |  0.914442 |     12.95 |     12.02 |  1.243550 |  0.647520 |  8.90E-03 |     20.96 | 
|         5 |       518 |  2.48E-01 |  0.896179 |  0.914442 |     12.95 |     12.02 |  0.511710 |  0.234247 |  8.86E-03 |     21.37 | 
|         5 |       592 |  2.29E-01 |  0.903003 |  0.914442 |     12.94 |     12.00 |  0.201954 |  0.154471 |  8.82E-03 |     21.78 | 
|         5 |       666 |  2.11E-01 |  0.898145 |  0.914442 |     12.92 |     11.97 |  0.171668 |  0.120862 |  8.78E-03 |     22.19 | 
|         5 |       740 |  1.97E-01 |  0.901622 |  0.914442 |     12.90 |     11.94 |  0.719655 |  0.278392 |  8.73E-03 |     22.59 | 
|         5 |       814 |  1.89E-01 |  0.901622 |  0.914442 |     12.88 |     11.92 |  2.511991 |  1.301162 |  8.69E-03 |     23.00 | 
|         5 |       823 |  1.88E-01 |  0.917497 |  0.917497 |     12.87 |     11.92 |  0.577690 |  0.561852 |  8.68E-03 |     23.29 | 
|         6 |        74 |  1.43E-01 |  0.893169 |  0.917497 |     12.61 |     11.72 |  0.901046 |  0.475100 |  8.64E-03 |     23.42 | 
|         6 |       148 |  2.38E-01 |  0.910335 |  0.917497 |     12.70 |     11.93 |  0.475155 |  0.303898 |  8.59E-03 |     23.82 | 
|         6 |       222 |  2.11E-01 |  0.909997 |  0.917497 |     12.66 |     11.91 |  0.371131 |  0.494309 |  8.54E-03 |     24.22 | 
|         6 |       296 |  1.83E-01 |  0.914894 |  0.917497 |     12.61 |     11.87 |  0.726205 |  0.311018 |  8.50E-03 |     24.62 | 
|         6 |       370 |  1.69E-01 |  0.912143 |  0.917497 |     12.63 |     11.87 |  2.325529 |  1.287628 |  8.45E-03 |     25.02 | 
|         6 |       444 |  1.55E-01 |  0.908146 |  0.917497 |     12.66 |     11.84 |  0.607539 |  0.339863 |  8.40E-03 |     25.42 | 
|         6 |       518 |  1.41E-01 |  0.920298 |  0.920298 |     12.67 |     11.81 |  0.294416 |  0.274897 |  8.35E-03 |     25.83 | 
|         6 |       592 |  1.31E-01 |  0.910369 |  0.920298 |     12.68 |     11.77 |  0.263779 |  0.107940 |  8.30E-03 |     26.24 | 
|         6 |       666 |  1.24E-01 |  0.912243 |  0.920298 |     12.66 |     11.74 |  0.251116 |  0.144791 |  8.25E-03 |     26.64 | 
|         6 |       740 |  1.19E-01 |  0.902630 |  0.920298 |     12.60 |     11.71 |  0.558714 |  0.258073 |  8.20E-03 |     27.04 | 
|         6 |       814 |  1.13E-01 |  0.905088 |  0.920298 |     12.56 |     11.66 |  2.814556 |  1.770710 |  8.15E-03 |     27.45 | 
|         6 |       823 |  1.13E-01 |  0.913606 |  0.920298 |     12.55 |     11.66 |  0.779411 |  0.555545 |  8.15E-03 |     27.76 | 
|         7 |        74 |  1.46E-01 |  0.909025 |  0.920298 |     12.39 |     11.64 |  0.661711 |  0.470256 |  8.09E-03 |     27.89 | 
|         7 |       148 |  1.38E-01 |  0.901418 |  0.920298 |     12.26 |     11.66 |  0.271151 |  0.198294 |  8.04E-03 |     28.29 | 
|         7 |       222 |  1.09E-01 |  0.905728 |  0.920298 |     12.25 |     11.58 |  0.581096 |  0.284212 |  7.99E-03 |     28.69 | 
|         7 |       296 |  9.24E-02 |  0.908260 |  0.920298 |     12.25 |     11.48 |  1.324106 |  0.906340 |  7.94E-03 |     29.10 | 
|         7 |       370 |  8.23E-02 |  0.909673 |  0.920298 |     12.24 |     11.45 |  0.260043 |  0.171969 |  7.88E-03 |     29.50 | 
|         7 |       444 |  7.66E-02 |  0.906093 |  0.920298 |     12.24 |     11.43 |  0.416058 |  0.183585 |  7.83E-03 |     29.91 | 
|         7 |       518 |  7.15E-02 |  0.896625 |  0.920298 |     12.23 |     11.40 |  0.205752 |  0.104879 |  7.77E-03 |     30.32 | 
|         7 |       592 |  6.71E-02 |  0.897143 |  0.920298 |     12.23 |     11.37 |  0.279735 |  0.135877 |  7.72E-03 |     30.73 | 
|         7 |       666 |  6.76E-02 |  0.912738 |  0.920298 |     12.21 |     11.37 |  0.393348 |  0.328677 |  7.66E-03 |     31.13 | 
|         7 |       740 |  6.65E-02 |  0.910863 |  0.920298 |     12.20 |     11.35 |  0.247507 |  0.143432 |  7.61E-03 |     31.53 | 
|         7 |       814 |  6.73E-02 |  0.911754 |  0.920298 |     12.19 |     11.33 |  1.779873 |  0.881703 |  7.55E-03 |     31.93 | 
|         7 |       823 |  6.76E-02 |  0.898323 |  0.920298 |     12.19 |     11.33 |  2.177083 |  1.445273 |  7.54E-03 |     32.23 | 
|         8 |        74 |  1.01E-01 |  0.905921 |  0.920298 |     12.26 |     11.51 |  0.386768 |  0.275228 |  7.49E-03 |     32.36 | 
|         8 |       148 |  1.06E-01 |  0.908506 |  0.920298 |     12.26 |     11.48 |  0.509496 |  0.379830 |  7.43E-03 |     32.80 | 
|         8 |       222 |  9.77E-02 |  0.881768 |  0.920298 |     12.26 |     11.42 |  2.103179 |  1.185043 |  7.37E-03 |     33.25 | 
|         8 |       296 |  9.28E-02 |  0.902229 |  0.920298 |     12.27 |     11.43 |  1.512970 |  0.912563 |  7.31E-03 |     33.67 | 
|         8 |       370 |  9.02E-02 |  0.890726 |  0.920298 |     12.28 |     11.45 |  0.779111 |  0.445272 |  7.26E-03 |     34.08 | 
|         8 |       444 |  8.65E-02 |  0.912344 |  0.920298 |     12.29 |     11.43 |  1.139091 |  0.575618 |  7.20E-03 |     34.48 | 
|         8 |       518 |  8.88E-02 |  0.897519 |  0.920298 |     12.32 |     11.44 |  0.719102 |  0.309161 |  7.14E-03 |     34.88 | 
|         8 |       592 |  8.44E-02 |  0.898108 |  0.920298 |     12.33 |     11.44 |  0.759881 |  0.785922 |  7.08E-03 |     35.30 | 
|         8 |       666 |  8.10E-02 |  0.899859 |  0.920298 |     12.34 |     11.43 |  0.272110 |  0.101195 |  7.02E-03 |     35.71 | 
|         8 |       740 |  7.74E-02 |  0.907394 |  0.920298 |     12.34 |     11.41 |  0.373232 |  0.150444 |  6.96E-03 |     36.11 | 
|         8 |       814 |  7.42E-02 |  0.899822 |  0.920298 |     12.33 |     11.38 |  0.572121 |  0.262033 |  6.90E-03 |     36.51 | 
|         8 |       823 |  7.39E-02 |  0.897038 |  0.920298 |     12.33 |     11.37 |  0.364520 |  0.139973 |  6.89E-03 |     36.81 | 
|         9 |        74 |  3.43E-02 |  0.902743 |  0.920298 |     12.34 |     11.03 |  0.447342 |  0.281080 |  6.83E-03 |     36.94 | 
|         9 |       148 |  4.06E-02 |  0.913893 |  0.920298 |     12.34 |     11.03 |  0.305257 |  0.266422 |  6.77E-03 |     37.34 | 
|         9 |       222 |  4.09E-02 |  0.897223 |  0.920298 |     12.36 |     11.06 |  0.335712 |  0.186479 |  6.71E-03 |     37.74 | 
|         9 |       296 |  4.31E-02 |  0.904348 |  0.920298 |     12.35 |     11.04 |  0.286331 |  0.116073 |  6.65E-03 |     38.14 | 
|         9 |       370 |  4.22E-02 |  0.897886 |  0.920298 |     12.35 |     11.07 |  0.272149 |  0.303416 |  6.59E-03 |     38.55 | 
|         9 |       444 |  4.25E-02 |  0.897781 |  0.920298 |     12.34 |     11.06 |  0.386802 |  0.150203 |  6.52E-03 |     38.95 | 
|         9 |       518 |  4.37E-02 |  0.893540 |  0.920298 |     12.35 |     11.09 |  0.404221 |  0.328802 |  6.46E-03 |     39.36 | 
|         9 |       592 |  4.27E-02 |  0.891297 |  0.920298 |     12.34 |     11.08 |  0.259452 |  0.125703 |  6.40E-03 |     39.76 | 
|         9 |       666 |  4.26E-02 |  0.905554 |  0.920298 |     12.35 |     11.06 |  0.857063 |  0.323718 |  6.34E-03 |     40.17 | 
|         9 |       740 |  4.18E-02 |  0.893783 |  0.920298 |     12.35 |     11.05 |  0.739955 |  0.388927 |  6.27E-03 |     40.57 | 
|         9 |       814 |  4.78E-02 |  0.873487 |  0.920298 |     12.36 |     11.07 |  2.623194 |  0.993771 |  6.21E-03 |     40.97 | 
|         9 |       823 |  4.91E-02 |  0.880721 |  0.920298 |     12.36 |     11.07 |  0.852883 |  0.953388 |  6.20E-03 |     41.26 | 
|        10 |        74 |  1.46E-01 |  0.907932 |  0.920298 |     12.34 |     11.51 |  0.698434 |  0.303454 |  6.14E-03 |     41.39 | 
|        10 |       148 |  1.26E-01 |  0.896006 |  0.920298 |     12.48 |     11.52 |  3.121426 |  1.050128 |  6.08E-03 |     41.79 | 
|        10 |       222 |  1.04E-01 |  0.910534 |  0.920298 |     12.52 |     11.50 |  0.844422 |  0.303770 |  6.02E-03 |     42.18 | 
|        10 |       296 |  9.24E-02 |  0.907127 |  0.920298 |     12.52 |     11.49 |  0.554992 |  0.648276 |  5.95E-03 |     42.58 | 
|        10 |       370 |  8.34E-02 |  0.902926 |  0.920298 |     12.51 |     11.44 |  0.738040 |  0.262238 |  5.89E-03 |     42.98 | 
|        10 |       444 |  7.99E-02 |  0.897075 |  0.920298 |     12.50 |     11.42 |  0.663354 |  0.696145 |  5.83E-03 |     43.38 | 
|        10 |       518 |  7.68E-02 |  0.902293 |  0.920298 |     12.50 |     11.42 |  0.779527 |  0.407634 |  5.76E-03 |     43.78 | 
|        10 |       592 |  8.15E-02 |  0.917987 |  0.920298 |     12.48 |     11.41 |  0.811395 |  0.686963 |  5.70E-03 |     44.18 | 
|        10 |       666 |  8.85E-02 |  0.898561 |  0.920298 |     12.48 |     11.44 |  0.925459 |  0.377937 |  5.64E-03 |     44.58 | 
|        10 |       740 |  8.80E-02 |  0.893478 |  0.920298 |     12.45 |     11.43 |  0.314014 |  0.230714 |  5.57E-03 |     44.98 | 
|        10 |       814 |  8.95E-02 |  0.895671 |  0.920298 |     12.42 |     11.40 |  0.434463 |  0.269930 |  5.51E-03 |     45.39 | 
|        10 |       823 |  8.92E-02 |  0.904472 |  0.920298 |     12.42 |     11.39 |  2.450337 |  2.189488 |  5.50E-03 |     45.69 | 
|        11 |        74 |  7.24E-02 |  0.902060 |  0.920298 |     12.35 |     11.16 |  2.906356 |  1.995109 |  5.44E-03 |     45.82 | 
|        11 |       148 |  5.64E-02 |  0.908227 |  0.920298 |     12.30 |     11.09 |  0.656462 |  0.360271 |  5.37E-03 |     46.22 | 
