*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 18:17:21 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.83E-01 |  0.889849 |  0.889849 |     12.84 |     12.54 |  0.231167 |  0.333120 |  1.00E-02 |      0.19 | 
|         1 |       148 |  6.43E-01 |  0.848148 |  0.889849 |     13.79 |     13.34 |  0.420285 |  0.843842 |  1.00E-02 |      0.74 | 
|         1 |       222 |  5.33E-01 |  0.866965 |  0.889849 |     14.19 |     13.65 |  0.230380 |  0.201347 |  1.00E-02 |      1.32 | 
|         1 |       296 |  4.90E-01 |  0.873391 |  0.889849 |     14.29 |     13.72 |  0.250014 |  0.221561 |  9.99E-03 |      1.89 | 
|         1 |       370 |  4.35E-01 |  0.884269 |  0.889849 |     14.29 |     13.73 |  0.332749 |  0.417819 |  9.99E-03 |      2.44 | 
|         1 |       444 |  4.08E-01 |  0.881983 |  0.889849 |     14.32 |     13.73 |  0.256209 |  0.342345 |  9.98E-03 |      2.99 | 
|         1 |       518 |  3.77E-01 |  0.872149 |  0.889849 |     14.30 |     13.65 |  0.243481 |  0.353359 |  9.98E-03 |      3.54 | 
|         1 |       592 |  3.51E-01 |  0.876109 |  0.889849 |     14.27 |     13.59 |  0.203749 |  0.208319 |  9.97E-03 |      4.09 | 
|         1 |       666 |  3.35E-01 |  0.884560 |  0.889849 |     14.26 |     13.55 |  0.392822 |  0.610690 |  9.96E-03 |      4.64 | 
|         1 |       740 |  3.11E-01 |  0.896651 |  0.896651 |     14.26 |     13.54 |  0.236613 |  0.377647 |  9.96E-03 |      5.19 | 
|         1 |       814 |  2.89E-01 |  0.901933 |  0.901933 |     14.27 |     13.56 |  0.218480 |  0.220547 |  9.95E-03 |      5.74 | 
|         1 |       823 |  2.91E-01 |  0.907984 |  0.907984 |     14.28 |     13.56 |  0.489467 |  0.767632 |  9.94E-03 |      6.13 | 
|         2 |        74 |  8.86E-02 |  0.906894 |  0.907984 |     14.62 |     13.47 |  0.181986 |  0.208557 |  9.93E-03 |      6.33 | 
|         2 |       148 |  7.22E-02 |  0.901834 |  0.907984 |     14.65 |     13.51 |  0.206838 |  0.216911 |  9.92E-03 |      6.89 | 
|         2 |       222 |  6.97E-02 |  0.890896 |  0.907984 |     14.67 |     13.53 |  0.115134 |  0.109518 |  9.91E-03 |      7.45 | 
|         2 |       296 |  8.19E-02 |  0.887616 |  0.907984 |     14.73 |     13.62 |  0.109804 |  0.107469 |  9.90E-03 |      8.02 | 
|         2 |       370 |  7.75E-02 |  0.889298 |  0.907984 |     14.78 |     13.66 |  0.295328 |  0.290253 |  9.88E-03 |      8.58 | 
|         2 |       444 |  9.03E-02 |  0.900990 |  0.907984 |     14.84 |     13.75 |  0.583792 |  0.699044 |  9.87E-03 |      9.16 | 
|         2 |       518 |  9.34E-02 |  0.907296 |  0.907984 |     14.89 |     13.84 |  0.320872 |  0.233804 |  9.85E-03 |      9.74 | 
|         2 |       592 |  8.73E-02 |  0.895469 |  0.907984 |     14.99 |     13.85 |  0.217508 |  0.170415 |  9.84E-03 |     10.31 | 
|         2 |       666 |  8.29E-02 |  0.885007 |  0.907984 |     15.07 |     13.88 |  0.248922 |  0.369795 |  9.82E-03 |     10.90 | 
