*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:21:12 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.77E-01 |  0.822598 |  0.822598 |      6.00 |      5.00 |  0.495526 |  0.434631 |  1.00E-02 |      0.09 | 
|         1 |       148 |  4.67E-01 |  0.901587 |  0.901587 |      6.00 |      5.00 |  0.120764 |  0.115990 |  1.00E-02 |      0.27 | 
|         1 |       222 |  3.34E-01 |  0.901692 |  0.901692 |      6.00 |      5.00 |  0.156629 |  0.136592 |  1.00E-02 |      0.45 | 
|         1 |       296 |  2.76E-01 |  0.881822 |  0.901692 |      6.00 |      5.00 |  0.248698 |  0.255804 |  9.99E-03 |      0.62 | 
|         1 |       370 |  2.32E-01 |  0.900597 |  0.901692 |      6.00 |      5.00 |  0.112469 |  0.088077 |  9.99E-03 |      0.80 | 
|         1 |       444 |  2.00E-01 |  0.872740 |  0.901692 |      6.00 |      5.00 |  0.296718 |  0.140643 |  9.98E-03 |      0.98 | 
|         1 |       518 |  1.77E-01 |  0.906552 |  0.906552 |      6.00 |      5.00 |  0.312428 |  0.292563 |  9.98E-03 |      1.16 | 
|         1 |       592 |  1.60E-01 |  0.871111 |  0.906552 |      6.00 |      5.00 |  0.224434 |  0.145959 |  9.97E-03 |      1.34 | 
|         1 |       666 |  1.46E-01 |  0.868046 |  0.906552 |      6.00 |      5.00 |  0.110819 |  0.067887 |  9.96E-03 |      1.52 | 
|         1 |       740 |  1.35E-01 |  0.869106 |  0.906552 |      6.00 |      5.00 |  0.117384 |  0.097382 |  9.96E-03 |      1.70 | 
|         1 |       814 |  1.26E-01 |  0.890106 |  0.906552 |      6.00 |      5.00 |  0.290447 |  0.126050 |  9.95E-03 |      1.88 | 
|         1 |       823 |  1.25E-01 |  0.895100 |  0.906552 |      6.00 |      5.00 |  0.047694 |  0.033313 |  9.94E-03 |      1.99 | 
|         2 |        74 |  2.70E-02 |  0.862225 |  0.906552 |      6.00 |      5.00 |  0.514017 |  0.232885 |  9.93E-03 |      2.08 | 
|         2 |       148 |  2.83E-02 |  0.860606 |  0.906552 |      6.00 |      5.00 |  0.231965 |  0.186547 |  9.92E-03 |      2.26 | 
|         2 |       222 |  2.56E-02 |  0.832465 |  0.906552 |      6.00 |      5.00 |  0.331034 |  0.152913 |  9.91E-03 |      2.44 | 
|         2 |       296 |  2.54E-02 |  0.890037 |  0.906552 |      6.00 |      5.00 |  0.133059 |  0.103318 |  9.90E-03 |      2.63 | 
|         2 |       370 |  2.41E-02 |  0.879298 |  0.906552 |      6.00 |      5.00 |  0.092570 |  0.088305 |  9.88E-03 |      2.81 | 
|         2 |       444 |  2.31E-02 |  0.899166 |  0.906552 |      6.00 |      5.00 |  0.138397 |  0.119490 |  9.87E-03 |      2.99 | 
|         2 |       518 |  2.48E-02 |  0.876033 |  0.906552 |      6.00 |      5.00 |  0.158483 |  0.119762 |  9.85E-03 |      3.17 | 
|         2 |       592 |  2.44E-02 |  0.921623 |  0.921623 |      6.00 |      5.00 |  0.153595 |  0.091453 |  9.84E-03 |      3.35 | 
|         2 |       666 |  2.36E-02 |  0.888406 |  0.921623 |      6.00 |      5.00 |  0.051048 |  0.068730 |  9.82E-03 |      3.53 | 
|         2 |       740 |  2.25E-02 |  0.855417 |  0.921623 |      6.00 |      5.00 |  0.067033 |  0.078194 |  9.80E-03 |      3.70 | 
|         2 |       814 |  2.32E-02 |  0.899142 |  0.921623 |      6.00 |      5.00 |  0.316314 |  0.533681 |  9.78E-03 |      3.88 | 
|         2 |       823 |  2.52E-02 |  0.886439 |  0.921623 |      6.00 |      5.00 |  0.282884 |  0.220525 |  9.78E-03 |      3.99 | 
|         3 |        74 |  3.07E-01 |  0.875346 |  0.921623 |      6.00 |      5.00 |  0.305623 |  0.167409 |  9.76E-03 |      4.08 | 
|         3 |       148 |  2.22E-01 |  0.890652 |  0.921623 |      6.00 |      5.00 |  0.339209 |  0.177813 |  9.74E-03 |      4.26 | 
|         3 |       222 |  1.67E-01 |  0.896952 |  0.921623 |      6.00 |      5.00 |  0.238823 |  0.136274 |  9.72E-03 |      4.43 | 
|         3 |       296 |  1.51E-01 |  0.917987 |  0.921623 |      6.00 |      5.00 |  0.411635 |  0.231571 |  9.69E-03 |      4.61 | 
|         3 |       370 |  1.50E-01 |  0.912776 |  0.921623 |      6.00 |      5.00 |  0.215058 |  0.091780 |  9.67E-03 |      4.79 | 
|         3 |       444 |  1.32E-01 |  0.906572 |  0.921623 |      6.00 |      5.00 |  0.165828 |  0.102974 |  9.65E-03 |      4.96 | 
|         3 |       518 |  1.18E-01 |  0.870496 |  0.921623 |      6.00 |      5.00 |  0.103930 |  0.065241 |  9.62E-03 |      5.14 | 
|         3 |       592 |  1.06E-01 |  0.904779 |  0.921623 |      6.00 |      5.00 |  0.320142 |  0.060750 |  9.60E-03 |      5.32 | 
|         3 |       666 |  9.62E-02 |  0.912268 |  0.921623 |      6.00 |      5.00 |  0.183305 |  0.111488 |  9.57E-03 |      5.49 | 
|         3 |       740 |  8.88E-02 |  0.912635 |  0.921623 |      6.00 |      5.00 |  0.227785 |  0.151888 |  9.54E-03 |      5.67 | 
|         3 |       814 |  8.28E-02 |  0.901877 |  0.921623 |      6.00 |      5.00 |  0.396024 |  0.100464 |  9.51E-03 |      5.85 | 
|         3 |       823 |  8.21E-02 |  0.902972 |  0.921623 |      6.00 |      5.00 |  0.724547 |  0.148015 |  9.51E-03 |      5.96 | 
|         4 |        74 |  4.84E-02 |  0.911168 |  0.921623 |      6.00 |      5.00 |  1.182019 |  0.366159 |  9.48E-03 |      6.04 | 
|         4 |       148 |  4.06E-02 |  0.906926 |  0.921623 |      6.00 |      5.00 |  0.652986 |  0.177041 |  9.45E-03 |      6.22 | 
|         4 |       222 |  8.96E-02 |  0.873572 |  0.921623 |      6.00 |      5.00 |  0.460415 |  0.206876 |  9.42E-03 |      6.40 | 
|         4 |       296 |  9.11E-02 |  0.903819 |  0.921623 |      6.00 |      5.00 |  0.806954 |  0.582681 |  9.39E-03 |      6.58 | 
|         4 |       370 |  8.15E-02 |  0.891643 |  0.921623 |      6.00 |      5.00 |  0.450399 |  0.206722 |  9.36E-03 |      6.75 | 
|         4 |       444 |  7.28E-02 |  0.891032 |  0.921623 |      6.00 |      5.00 |  0.793105 |  0.446164 |  9.32E-03 |      6.93 | 
|         4 |       518 |  6.61E-02 |  0.884028 |  0.921623 |      6.00 |      5.00 |  0.232496 |  0.125245 |  9.29E-03 |      7.11 | 
|         4 |       592 |  6.36E-02 |  0.906900 |  0.921623 |      6.00 |      5.00 |  0.337921 |  0.207756 |  9.25E-03 |      7.29 | 
|         4 |       666 |  5.90E-02 |  0.895773 |  0.921623 |      6.00 |      5.00 |  0.207608 |  0.078333 |  9.22E-03 |      7.47 | 
|         4 |       740 |  5.58E-02 |  0.902128 |  0.921623 |      6.00 |      5.00 |  0.188501 |  0.117939 |  9.18E-03 |      7.64 | 
|         4 |       814 |  5.86E-02 |  0.901091 |  0.921623 |      6.00 |      5.00 |  0.556357 |  0.157092 |  9.15E-03 |      7.82 | 
|         4 |       823 |  6.95E-02 |  0.866130 |  0.921623 |      6.00 |      5.00 |  2.019835 |  1.833226 |  9.14E-03 |      7.93 | 
|         5 |        74 |  4.41E-01 |  0.902951 |  0.921623 |      6.00 |      5.00 |  0.800551 |  0.326892 |  9.10E-03 |      8.01 | 
