*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 08:31:43 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  6.98E-01 |  0.928441 |  0.928441 |      8.00 |      7.00 |  0.047616 |  0.519455 |  9.99E-03 |      0.48 | 
|         1 |       286 |  6.76E-01 |  0.928409 |  0.928441 |      8.00 |      7.00 |  0.061341 |  0.337250 |  9.97E-03 |      1.98 | 
|         1 |       429 |  6.40E-01 |  0.928207 |  0.928441 |      8.00 |      7.00 |  0.000551 |  1.745432 |  9.93E-03 |      3.49 | 
|         1 |       572 |  6.49E-01 |  0.928246 |  0.928441 |      8.00 |      7.00 |  0.024645 |  0.641429 |  9.88E-03 |      4.99 | 
|         1 |       715 |  6.40E-01 |  0.928458 |  0.928458 |      8.00 |      7.00 |  0.082211 |  0.555360 |  9.82E-03 |      6.50 | 
|         1 |       858 |  6.56E-01 |  0.928487 |  0.928487 |      8.00 |      7.00 |  0.000558 |  0.693863 |  9.74E-03 |      8.02 | 
|         1 |      1001 |  6.53E-01 |  0.928697 |  0.928697 |      8.00 |      7.00 |  0.000556 |  0.415883 |  9.65E-03 |      9.53 | 
|         1 |      1144 |  6.47E-01 |  0.928165 |  0.928697 |      8.00 |      7.00 |  0.000555 |  0.474238 |  9.54E-03 |     11.03 | 
|         1 |      1287 |  6.29E-01 |  0.928330 |  0.928697 |      8.00 |      7.00 |  0.000553 |  0.462377 |  9.42E-03 |     12.53 | 
|         1 |      1430 |  6.30E-01 |  0.928292 |  0.928697 |      8.00 |      7.00 |  0.000552 |  0.591894 |  9.29E-03 |     14.04 | 
|         1 |      1573 |  6.24E-01 |  0.928239 |  0.928697 |      8.00 |      7.00 |  0.000550 |  3.619050 |  9.15E-03 |     15.76 | 
|         1 |      1579 |  6.23E-01 |  0.928258 |  0.928697 |      8.00 |      7.00 |  0.000550 |  0.619573 |  9.14E-03 |     17.01 | 
|         2 |       143 |  5.69E-01 |  0.928383 |  0.928697 |      8.00 |      7.00 |  0.000549 |  1.134990 |  8.98E-03 |     17.46 | 
|         2 |       286 |  5.69E-01 |  0.928753 |  0.928753 |      8.00 |      7.00 |  0.000547 |  0.351713 |  8.82E-03 |     19.10 | 
|         2 |       429 |  5.84E-01 |  0.928373 |  0.928753 |      8.00 |      7.00 |  0.000546 |  0.525832 |  8.64E-03 |     20.74 | 
|         2 |       572 |  5.96E-01 |  0.928242 |  0.928753 |      8.00 |      7.00 |  0.000545 |  0.582379 |  8.45E-03 |     22.40 | 
|         2 |       715 |  5.87E-01 |  0.928306 |  0.928753 |      8.00 |      7.00 |  0.000543 |  0.876672 |  8.25E-03 |     24.19 | 
