*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 20:18:34 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  6.46E-01 |  0.921589 |  0.921589 |     14.36 |     14.00 |  0.568851 |  0.561577 |  9.99E-03 |      0.97 | 
|         1 |       286 |  6.22E-01 |  0.930742 |  0.930742 |     14.68 |     14.13 |  0.299109 |  0.531276 |  9.97E-03 |      6.31 | 
|         1 |       429 |  5.51E-01 |  0.934044 |  0.934044 |     14.90 |     14.29 |  2.259030 |  1.767541 |  9.93E-03 |     11.67 | 
|         1 |       572 |  5.24E-01 |  0.936000 |  0.936000 |     15.03 |     14.48 |  0.568671 |  0.499737 |  9.88E-03 |     17.23 | 
|         1 |       715 |  4.97E-01 |  0.943208 |  0.943208 |     15.08 |     14.54 |  0.680944 |  0.467120 |  9.82E-03 |     22.74 | 
|         1 |       858 |  4.96E-01 |  0.934934 |  0.943208 |     15.08 |     14.57 |  3.540610 |  2.109011 |  9.74E-03 |     28.05 | 
|         1 |      1001 |  4.87E-01 |  0.940534 |  0.943208 |     15.10 |     14.61 |  1.365755 |  1.044663 |  9.65E-03 |     33.63 | 
|         1 |      1144 |  4.69E-01 |  0.936201 |  0.943208 |     15.09 |     14.63 |  0.738438 |  0.586175 |  9.54E-03 |     38.97 | 
|         1 |      1287 |  4.41E-01 |  0.938557 |  0.943208 |     15.03 |     14.59 |  0.933173 |  0.502237 |  9.42E-03 |     44.37 | 
|         1 |      1430 |  4.24E-01 |  0.940537 |  0.943208 |     14.98 |     14.58 |  1.782952 |  0.636588 |  9.29E-03 |     50.10 | 
|         1 |      1573 |  4.11E-01 |  0.946416 |  0.946416 |     14.98 |     14.61 |  7.500178 |  3.583607 |  9.15E-03 |     55.75 | 
|         1 |      1579 |  4.10E-01 |  0.942569 |  0.946416 |     14.98 |     14.61 |  1.464166 |  0.962481 |  9.14E-03 |     60.11 | 
|         2 |       143 |  2.65E-01 |  0.939172 |  0.946416 |     14.66 |     14.76 |  1.017456 |  0.598385 |  8.98E-03 |     61.02 | 
|         2 |       286 |  2.68E-01 |  0.938463 |  0.946416 |     14.73 |     14.85 |  0.447262 |  0.705643 |  8.82E-03 |     66.13 | 
|         2 |       429 |  2.82E-01 |  0.927228 |  0.946416 |     14.81 |     15.00 |  0.616157 |  0.961483 |  8.64E-03 |     71.74 | 
|         2 |       572 |  2.93E-01 |  0.939350 |  0.946416 |     14.77 |     14.97 |  0.827069 |  0.556599 |  8.45E-03 |     77.35 | 
