*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 19:49:03 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  7.29E-01 |  0.931591 |  0.931591 |     14.42 |     14.16 |  0.420454 |  0.656299 |  9.99E-03 |      1.00 | 
|         1 |       286 |  5.82E-01 |  0.923385 |  0.931591 |     14.71 |     14.33 |  1.201275 |  1.273299 |  9.97E-03 |      6.60 | 
|         1 |       429 |  5.44E-01 |  0.926416 |  0.931591 |     14.81 |     14.38 |  0.498851 |  0.563129 |  9.93E-03 |     12.15 | 
|         1 |       572 |  5.19E-01 |  0.939940 |  0.939940 |     14.83 |     14.35 |  0.852367 |  0.798686 |  9.88E-03 |     17.76 | 
|         1 |       715 |  4.90E-01 |  0.940298 |  0.940298 |     14.84 |     14.37 |  0.909539 |  0.748252 |  9.82E-03 |     23.27 | 
|         1 |       858 |  4.63E-01 |  0.935166 |  0.940298 |     14.86 |     14.41 |  0.751597 |  0.575431 |  9.74E-03 |     28.61 | 
|         1 |      1001 |  4.52E-01 |  0.934609 |  0.940298 |     14.88 |     14.49 |  5.219316 |  1.180040 |  9.65E-03 |     33.81 | 
|         1 |      1144 |  4.63E-01 |  0.938958 |  0.940298 |     15.01 |     14.63 |  0.934556 |  0.632713 |  9.54E-03 |     39.82 | 
|         1 |      1287 |  4.55E-01 |  0.934691 |  0.940298 |     15.07 |     14.68 |  0.760997 |  0.597108 |  9.42E-03 |     45.47 | 
|         1 |      1430 |  4.40E-01 |  0.936880 |  0.940298 |     15.11 |     14.73 |  2.032914 |  1.354552 |  9.29E-03 |     51.03 | 
|         1 |      1573 |  4.25E-01 |  0.946707 |  0.946707 |     15.16 |     14.78 |  0.728530 |  0.509397 |  9.15E-03 |     56.77 | 
|         1 |      1579 |  4.24E-01 |  0.946839 |  0.946839 |     15.16 |     14.77 |  0.635075 |  0.449131 |  9.14E-03 |     61.39 | 
|         2 |       143 |  3.80E-01 |  0.931810 |  0.946839 |     15.06 |     14.77 |  4.447456 |  1.508902 |  8.98E-03 |     62.37 | 
|         2 |       286 |  4.12E-01 |  0.937147 |  0.946839 |     14.96 |     14.77 |  1.034363 |  0.748944 |  8.82E-03 |     67.90 | 
|         2 |       429 |  3.77E-01 |  0.946306 |  0.946839 |     15.03 |     14.59 |  2.108416 |  0.627702 |  8.64E-03 |     73.42 | 
|         2 |       572 |  3.82E-01 |  0.948033 |  0.948033 |     15.04 |     14.52 |  1.130407 |  0.799990 |  8.45E-03 |     78.71 | 
|         2 |       715 |  3.59E-01 |  0.942045 |  0.948033 |     15.02 |     14.49 |  1.146332 |  0.828103 |  8.25E-03 |     84.01 | 
|         2 |       858 |  3.50E-01 |  0.943626 |  0.948033 |     15.00 |     14.50 |  2.027060 |  1.014329 |  8.05E-03 |     89.31 | 
|         2 |      1001 |  3.41E-01 |  0.942521 |  0.948033 |     15.05 |     14.52 |  0.725770 |  0.563512 |  7.83E-03 |     94.98 | 
|         2 |      1144 |  3.65E-01 |  0.941246 |  0.948033 |     15.14 |     14.62 |  2.113244 |  1.453864 |  7.61E-03 |    100.68 | 
|         2 |      1287 |  3.54E-01 |  0.937141 |  0.948033 |     15.28 |     14.75 |  0.482998 |  0.410457 |  7.38E-03 |    106.53 | 
|         2 |      1430 |  3.47E-01 |  0.932302 |  0.948033 |     15.34 |     14.84 |  3.419415 |  2.676180 |  7.14E-03 |    112.13 | 
|         2 |      1573 |  3.38E-01 |  0.940136 |  0.948033 |     15.42 |     14.92 |  0.585494 |  0.393607 |  6.90E-03 |    117.98 | 
|         2 |      1579 |  3.41E-01 |  0.940442 |  0.948033 |     15.42 |     14.92 |  1.401559 |  1.267061 |  6.89E-03 |    122.58 | 
|         3 |       143 |  3.27E-01 |  0.939388 |  0.948033 |     17.10 |     16.56 |  0.694978 |  0.626342 |  6.65E-03 |    123.57 | 
|         3 |       286 |  3.05E-01 |  0.927264 |  0.948033 |     16.62 |     16.27 | 87.699669 | 19.339260 |  6.40E-03 |    129.02 | 
|         3 |       429 |  3.07E-01 |  0.938256 |  0.948033 |     16.24 |     16.01 |101.894241 | 11.234341 |  6.14E-03 |    134.67 | 
|         3 |       572 |  3.25E-01 |  0.939231 |  0.948033 |     16.03 |     15.83 |  2.135730 |  2.848105 |  5.89E-03 |    140.36 | 
|         3 |       715 |  3.18E-01 |  0.945777 |  0.948033 |     16.09 |     15.87 |  2.363105 |  2.957891 |  5.63E-03 |    145.92 | 
|         3 |       858 |  3.37E-01 |  0.935150 |  0.948033 |     15.99 |     15.81 | 12.812666 |  3.265230 |  5.38E-03 |    151.69 | 
|         3 |      1001 |  3.24E-01 |  0.941350 |  0.948033 |     15.89 |     15.73 |  0.639555 |  0.500892 |  5.12E-03 |    157.31 | 
|         3 |      1144 |  3.14E-01 |  0.936610 |  0.948033 |     15.82 |     15.68 |  0.625365 |  0.344412 |  4.87E-03 |    163.16 | 
|         3 |      1287 |  3.14E-01 |  0.938195 |  0.948033 |     15.77 |     15.62 |  1.385781 |  0.945845 |  4.62E-03 |    168.77 | 
|         3 |      1430 |  3.16E-01 |  0.944685 |  0.948033 |     15.77 |     15.63 |  0.311219 |  0.206097 |  4.37E-03 |    174.37 | 
|         3 |      1573 |  3.29E-01 |  0.938116 |  0.948033 |     15.87 |     15.74 |  1.763950 |  1.196266 |  4.12E-03 |    180.52 | 
|         3 |      1579 |  3.28E-01 |  0.939146 |  0.948033 |     15.87 |     15.74 |  0.555186 |  0.408374 |  4.11E-03 |    185.35 | 
|         4 |       143 |  2.84E-01 |  0.940619 |  0.948033 |     16.03 |     16.05 |  1.067965 |  0.720036 |  3.87E-03 |    186.39 | 
|         4 |       286 |  2.65E-01 |  0.945399 |  0.948033 |     16.03 |     15.74 | 65.255775 | 21.319832 |  3.63E-03 |    192.25 | 
|         4 |       429 |  2.47E-01 |  0.943661 |  0.948033 |     16.01 |     15.64 |  0.443986 |  1.488072 |  3.40E-03 |    198.17 | 
|         4 |       572 |  2.51E-01 |  0.944958 |  0.948033 |     15.93 |     15.57 |  1.502702 |  0.768649 |  3.18E-03 |    204.02 | 
|         4 |       715 |  2.49E-01 |  0.953224 |  0.953224 |     16.01 |     15.66 |  1.162327 |  0.786413 |  2.97E-03 |    209.85 | 
|         4 |       858 |  2.45E-01 |  0.947155 |  0.953224 |     16.15 |     15.75 |  1.649595 |  7.853714 |  2.76E-03 |    215.68 | 
|         4 |      1001 |  2.54E-01 |  0.947148 |  0.953224 |     16.14 |     15.70 |  0.621262 |  0.862065 |  2.56E-03 |    221.60 | 
|         4 |      1144 |  2.63E-01 |  0.945900 |  0.953224 |     16.12 |     15.67 |  7.529425 |  0.797247 |  2.37E-03 |    227.38 | 
|         4 |      1287 |  2.73E-01 |  0.944275 |  0.953224 |     16.11 |     15.64 |  1.178580 |  0.669843 |  2.19E-03 |    233.73 | 
|         4 |      1430 |  2.71E-01 |  0.946088 |  0.953224 |     16.12 |     15.60 |  0.646176 |  0.442485 |  2.02E-03 |    239.97 | 
|         4 |      1573 |  2.88E-01 |  0.944601 |  0.953224 |     16.10 |     15.54 |  3.233981 |  2.568027 |  1.87E-03 |    245.71 | 
|         4 |      1579 |  2.88E-01 |  0.945969 |  0.953224 |     16.10 |     15.54 |  1.855502 |  0.747219 |  1.86E-03 |    250.51 | 
|         5 |       143 |  3.32E-01 |  0.943405 |  0.953224 |     15.76 |     14.90 |  3.606636 |  2.334461 |  1.72E-03 |    251.49 | 
|         5 |       286 |  2.93E-01 |  0.944420 |  0.953224 |     15.88 |     14.90 |  0.447084 |  0.386964 |  1.58E-03 |    257.13 | 
|         5 |       429 |  2.58E-01 |  0.948709 |  0.953224 |     15.95 |     14.94 |  0.570706 |  0.386849 |  1.46E-03 |    262.87 | 
|         5 |       572 |  2.44E-01 |  0.948870 |  0.953224 |     15.95 |     14.93 |  0.556771 |  0.318771 |  1.36E-03 |    268.61 | 
|         5 |       715 |  2.34E-01 |  0.946707 |  0.953224 |     15.94 |     14.89 |  1.654074 |  1.121322 |  1.26E-03 |    274.36 | 
|         5 |       858 |  2.34E-01 |  0.946066 |  0.953224 |     15.93 |     14.89 |  0.653267 |  0.458757 |  1.18E-03 |    279.91 | 
|         5 |      1001 |  2.35E-01 |  0.945479 |  0.953224 |     15.93 |     14.89 |  3.993015 |  2.514741 |  1.12E-03 |    285.68 | 
|         5 |      1144 |  2.36E-01 |  0.945559 |  0.953224 |     15.95 |     14.90 |  0.337317 |  0.194301 |  1.07E-03 |    291.51 | 
|         5 |      1287 |  2.47E-01 |  0.947576 |  0.953224 |     15.99 |     14.99 |  0.446312 |  0.306534 |  1.03E-03 |    297.49 | 
|         5 |      1430 |  2.63E-01 |  0.948140 |  0.953224 |     16.03 |     15.03 |  1.945668 |  1.557828 |  1.01E-03 |    303.64 | 
|         5 |      1573 |  2.57E-01 |  0.945858 |  0.953224 |     16.06 |     15.06 |  0.735311 |  0.491508 |  1.00E-03 |    309.52 | 
|         5 |      1579 |  2.56E-01 |  0.946555 |  0.953224 |     16.06 |     15.06 |  0.254979 |  0.159146 |  1.00E-03 |    314.53 | 
-------------------------------------------------------------------------------------------------------------------------------------
