*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 08:46:45 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  5.24E-01 |  0.883220 |  0.883220 |     15.26 |     14.86 |  0.301080 |  0.419353 |  1.00E-02 |      0.20 | 
|         1 |       148 |  3.35E-01 |  0.902166 |  0.902166 |     16.07 |     15.37 |  0.148024 |  0.280066 |  1.00E-02 |      0.81 | 
|         1 |       222 |  2.88E-01 |  0.896213 |  0.902166 |     16.40 |     15.46 |  0.178344 |  0.251359 |  1.00E-02 |      1.43 | 
|         1 |       296 |  2.34E-01 |  0.899160 |  0.902166 |     16.60 |     15.54 |  0.254849 |  0.319739 |  9.99E-03 |      2.05 | 
|         1 |       370 |  1.97E-01 |  0.877895 |  0.902166 |     16.78 |     15.56 |  0.333650 |  0.385828 |  9.99E-03 |      2.68 | 
|         1 |       444 |  1.73E-01 |  0.809884 |  0.902166 |     16.92 |     15.56 |  0.586457 |  0.642124 |  9.98E-03 |      3.32 | 
|         1 |       518 |  1.61E-01 |  0.906750 |  0.906750 |     16.97 |     15.55 |  0.097700 |  0.112613 |  9.98E-03 |      4.00 | 
|         1 |       592 |  1.43E-01 |  0.898089 |  0.906750 |     17.00 |     15.50 |  0.066234 |  0.079517 |  9.97E-03 |      4.79 | 
|         1 |       666 |  1.34E-01 |  0.891600 |  0.906750 |     17.11 |     15.53 |  0.101056 |  0.106333 |  9.96E-03 |      5.65 | 
|         1 |       740 |  1.23E-01 |  0.907034 |  0.907034 |     17.25 |     15.54 |  0.187459 |  0.173855 |  9.96E-03 |      6.43 | 
|         1 |       814 |  1.13E-01 |  0.905157 |  0.907034 |     17.41 |     15.58 |  0.154856 |  0.157844 |  9.95E-03 |      7.15 | 
|         1 |       823 |  1.12E-01 |  0.883321 |  0.907034 |     17.43 |     15.59 |  0.092971 |  0.099163 |  9.94E-03 |      7.72 | 
|         2 |        74 |  1.16E-01 |  0.867495 |  0.907034 |     19.47 |     17.39 |  0.212501 |  0.195418 |  9.93E-03 |      7.97 | 
|         2 |       148 |  6.48E-02 |  0.878330 |  0.907034 |     21.39 |     18.30 |  0.117131 |  0.091058 |  9.92E-03 |      8.84 | 
|         2 |       222 |  4.82E-02 |  0.866892 |  0.907034 |     22.33 |     18.87 |  0.106683 |  0.113044 |  9.91E-03 |      9.82 | 
|         2 |       296 |  3.91E-02 |  0.894321 |  0.907034 |     22.68 |     18.96 |  0.082017 |  0.084095 |  9.90E-03 |     10.80 | 
|         2 |       370 |  5.17E-02 |  0.888967 |  0.907034 |     22.86 |     19.41 |  0.232039 |  0.223523 |  9.88E-03 |     11.78 | 
|         2 |       444 |  4.79E-02 |  0.905647 |  0.907034 |     23.30 |     19.88 |  0.141397 |  0.150662 |  9.87E-03 |     12.93 | 
|         2 |       518 |  4.38E-02 |  0.914817 |  0.914817 |     23.77 |     20.29 |  0.060343 |  0.051707 |  9.85E-03 |     14.01 | 
|         2 |       592 |  4.06E-02 |  0.909344 |  0.914817 |     24.17 |     20.60 |  0.135630 |  0.116527 |  9.84E-03 |     15.02 | 
|         2 |       666 |  3.70E-02 |  0.909747 |  0.914817 |     24.52 |     20.76 |  0.062209 |  0.053794 |  9.82E-03 |     15.91 | 
|         2 |       740 |  3.45E-02 |  0.905286 |  0.914817 |     24.84 |     20.95 |  0.092298 |  0.082169 |  9.80E-03 |     16.94 | 
|         2 |       814 |  3.28E-02 |  0.914001 |  0.914817 |     25.15 |     21.20 |  0.106393 |  0.119664 |  9.78E-03 |     17.91 | 
|         2 |       823 |  3.26E-02 |  0.898892 |  0.914817 |     25.19 |     21.22 |  0.106051 |  0.092548 |  9.78E-03 |     18.68 | 
|         3 |        74 |  1.02E-02 |  0.893855 |  0.914817 |     29.30 |     23.72 |  0.124858 |  0.116168 |  9.76E-03 |     19.00 | 
|         3 |       148 |  9.63E-03 |  0.872792 |  0.914817 |     29.49 |     24.08 |  0.161622 |  0.131543 |  9.74E-03 |     20.08 | 
|         3 |       222 |  8.75E-03 |  0.880146 |  0.914817 |     29.66 |     24.07 |  0.070626 |  0.064265 |  9.72E-03 |     21.06 | 
|         3 |       296 |  8.21E-03 |  0.874209 |  0.914817 |     29.90 |     24.09 |  0.047230 |  0.044505 |  9.69E-03 |     22.06 | 
|         3 |       370 |  1.32E-02 |  0.759293 |  0.914817 |     29.94 |     24.14 |  1.382401 |  1.213139 |  9.67E-03 |     23.10 | 
|         3 |       444 |  1.63E-02 |  0.889128 |  0.914817 |     30.50 |     24.77 |  0.104168 |  0.088415 |  9.65E-03 |     24.07 | 
|         3 |       518 |  1.80E-02 |  0.889802 |  0.914817 |     30.98 |     25.14 |  0.117174 |  0.085822 |  9.62E-03 |     25.28 | 
|         3 |       592 |  1.77E-02 |  0.877083 |  0.914817 |     31.38 |     25.49 |  0.076035 |  0.063702 |  9.60E-03 |     26.43 | 
|         3 |       666 |  1.76E-02 |  0.904217 |  0.914817 |     31.94 |     26.03 |  0.589539 |  0.454562 |  9.57E-03 |     27.62 | 
|         3 |       740 |  2.34E-02 |  0.898230 |  0.914817 |     32.30 |     26.54 |  0.319366 |  0.261705 |  9.54E-03 |     28.74 | 
|         3 |       814 |  2.37E-02 |  0.929000 |  0.929000 |     32.80 |     27.01 |  0.095467 |  0.077782 |  9.51E-03 |     29.82 | 
|         3 |       823 |  2.35E-02 |  0.919744 |  0.929000 |     32.86 |     27.05 |  0.095774 |  0.081152 |  9.51E-03 |     30.63 | 
|         4 |        74 |  9.15E-03 |  0.909810 |  0.929000 |     37.81 |     30.93 |  0.047645 |  0.043226 |  9.48E-03 |     30.98 | 
|         4 |       148 |  3.76E-02 |  0.900446 |  0.929000 |     36.61 |     30.79 |  0.306879 |  0.248578 |  9.45E-03 |     32.07 | 
|         4 |       222 |  4.96E-02 |  0.896625 |  0.929000 |     37.91 |     32.50 |  1.044595 |  1.666350 |  9.42E-03 |     33.25 | 
|         4 |       296 |  5.40E-02 |  0.893155 |  0.929000 |     36.22 |     31.59 |  0.075825 |  0.066545 |  9.39E-03 |     34.46 | 
|         4 |       370 |  4.52E-02 |  0.908637 |  0.929000 |     35.58 |     31.02 |  0.073668 |  0.063653 |  9.36E-03 |     35.46 | 
|         4 |       444 |  3.96E-02 |  0.910500 |  0.929000 |     35.32 |     30.85 |  0.112034 |  0.090680 |  9.32E-03 |     36.59 | 
|         4 |       518 |  3.51E-02 |  0.898281 |  0.929000 |     35.15 |     30.64 |  0.083292 |  0.065179 |  9.29E-03 |     37.67 | 
|         4 |       592 |  3.55E-02 |  0.909946 |  0.929000 |     35.20 |     30.78 |  0.087219 |  0.078563 |  9.25E-03 |     38.73 | 
|         4 |       666 |  3.29E-02 |  0.903226 |  0.929000 |     35.09 |     30.68 |  0.197827 |  0.145854 |  9.22E-03 |     39.88 | 
|         4 |       740 |  3.04E-02 |  0.901988 |  0.929000 |     35.08 |     30.59 |  0.057213 |  0.048792 |  9.18E-03 |     40.98 | 
|         4 |       814 |  2.86E-02 |  0.895745 |  0.929000 |     35.05 |     30.51 |  0.269854 |  0.079026 |  9.15E-03 |     42.05 | 
|         4 |       823 |  2.84E-02 |  0.885353 |  0.929000 |     35.02 |     30.48 |  0.089597 |  0.072977 |  9.14E-03 |     42.94 | 
|         5 |        74 |  4.59E-03 |  0.901408 |  0.929000 |     33.70 |     28.18 |  0.053046 |  0.045081 |  9.10E-03 |     43.26 | 
|         5 |       148 |  4.58E-03 |  0.884309 |  0.929000 |     33.80 |     28.26 |  0.067818 |  0.058104 |  9.06E-03 |     44.29 | 
|         5 |       222 |  4.37E-03 |  0.885401 |  0.929000 |     33.75 |     28.13 |  0.081670 |  0.051467 |  9.03E-03 |     45.31 | 
|         5 |       296 |  1.20E-02 |  0.909821 |  0.929000 |     33.68 |     28.42 |  0.227532 |  0.191331 |  8.99E-03 |     46.34 | 
|         5 |       370 |  1.19E-02 |  0.912181 |  0.929000 |     33.85 |     28.71 |  0.167768 |  0.136782 |  8.94E-03 |     47.44 | 
|         5 |       444 |  1.28E-02 |  0.909671 |  0.929000 |     34.08 |     29.04 |  0.110207 |  0.087818 |  8.90E-03 |     48.54 | 
|         5 |       518 |  1.21E-02 |  0.882435 |  0.929000 |     34.25 |     29.16 |  0.096744 |  0.052752 |  8.86E-03 |     49.67 | 
|         5 |       592 |  2.42E-02 |  0.917783 |  0.929000 |     34.40 |     29.56 |  0.356419 |  0.367995 |  8.82E-03 |     50.79 | 
|         5 |       666 |  2.47E-02 |  0.912104 |  0.929000 |     35.65 |     30.98 |  0.084106 |  0.066261 |  8.78E-03 |     52.13 | 
|         5 |       740 |  2.43E-02 |  0.907335 |  0.929000 |     36.56 |     31.92 |  0.065654 |  0.052894 |  8.73E-03 |     53.73 | 
|         5 |       814 |  2.37E-02 |  0.898604 |  0.929000 |     37.34 |     32.78 |  0.174781 |  0.138302 |  8.69E-03 |     55.10 | 
|         5 |       823 |  2.36E-02 |  0.890173 |  0.929000 |     37.45 |     32.89 |  0.138459 |  0.113535 |  8.68E-03 |     56.10 | 
|         6 |        74 |  1.97E-02 |  0.893527 |  0.929000 |     45.80 |     42.54 |  0.102233 |  0.081193 |  8.64E-03 |     56.53 | 
|         6 |       148 |  1.30E-02 |  0.907698 |  0.929000 |     47.20 |     43.45 |  0.115258 |  0.094806 |  8.59E-03 |     57.93 | 
|         6 |       222 |  2.48E-02 |  0.908499 |  0.929000 |     47.80 |     44.67 |  0.267914 |  0.215076 |  8.54E-03 |     59.35 | 
|         6 |       296 |  2.32E-02 |  0.916245 |  0.929000 |     47.65 |     44.23 |  0.181451 |  0.109904 |  8.50E-03 |     60.74 | 
|         6 |       370 |  2.68E-02 |  0.915680 |  0.929000 |     47.36 |     43.92 |  0.146338 |  0.114992 |  8.45E-03 |     62.15 | 
|         6 |       444 |  3.48E-02 |  0.907473 |  0.929000 |     47.56 |     44.25 |  1.155869 |  0.962858 |  8.40E-03 |     63.63 | 
|         6 |       518 |  3.50E-02 |  0.884658 |  0.929000 |     46.50 |     43.30 |  0.120698 |  0.104091 |  8.35E-03 |     64.84 | 
|         6 |       592 |  3.25E-02 |  0.905232 |  0.929000 |     46.41 |     43.19 |  0.101636 |  0.080886 |  8.30E-03 |     66.13 | 
|         6 |       666 |  3.00E-02 |  0.911883 |  0.929000 |     46.71 |     43.59 |  0.130695 |  0.104804 |  8.25E-03 |     67.66 | 
|         6 |       740 |  2.76E-02 |  0.889208 |  0.929000 |     46.88 |     43.83 |  0.052761 |  0.041833 |  8.20E-03 |     69.11 | 
|         6 |       814 |  2.57E-02 |  0.881234 |  0.929000 |     47.12 |     44.18 |  0.078033 |  0.062172 |  8.15E-03 |     70.61 | 
|         6 |       823 |  2.55E-02 |  0.895395 |  0.929000 |     47.14 |     44.22 |  0.122003 |  0.095973 |  8.15E-03 |     71.71 | 
|         7 |        74 |  6.03E-03 |  0.892883 |  0.929000 |     49.53 |     47.42 |  0.119369 |  0.095332 |  8.09E-03 |     72.17 | 
|         7 |       148 |  1.72E-02 |  0.883588 |  0.929000 |     49.41 |     47.62 |  0.104616 |  0.086654 |  8.04E-03 |     73.62 | 
|         7 |       222 |  1.42E-02 |  0.893999 |  0.929000 |     49.42 |     47.38 |  0.054506 |  0.043230 |  7.99E-03 |     75.07 | 
|         7 |       296 |  1.19E-02 |  0.901874 |  0.929000 |     49.51 |     47.52 |  0.049287 |  0.039967 |  7.94E-03 |     76.63 | 
|         7 |       370 |  1.33E-02 |  0.905946 |  0.929000 |     49.55 |     47.83 |  0.163298 |  0.137191 |  7.88E-03 |     78.16 | 
|         7 |       444 |  1.22E-02 |  0.907148 |  0.929000 |     49.60 |     47.98 |  0.115987 |  0.094017 |  7.83E-03 |     79.64 | 
|         7 |       518 |  1.21E-02 |  0.912356 |  0.929000 |     49.44 |     47.68 |  0.199723 |  0.103263 |  7.77E-03 |     81.07 | 
|         7 |       592 |  1.43E-02 |  0.916148 |  0.929000 |     49.36 |     47.49 |  0.206345 |  0.065078 |  7.72E-03 |     82.48 | 
|         7 |       666 |  1.48E-02 |  0.916364 |  0.929000 |     49.40 |     47.64 |  0.066919 |  0.052260 |  7.66E-03 |     83.92 | 
|         7 |       740 |  1.47E-02 |  0.899669 |  0.929000 |     49.43 |     47.77 |  0.096784 |  0.076359 |  7.61E-03 |     85.36 | 
|         7 |       814 |  1.48E-02 |  0.907374 |  0.929000 |     49.44 |     47.90 |  0.109075 |  0.080704 |  7.55E-03 |     86.79 | 
|         7 |       823 |  1.47E-02 |  0.899049 |  0.929000 |     49.44 |     47.92 |  0.067060 |  0.057664 |  7.54E-03 |     87.84 | 
|         8 |        74 |  8.28E-02 |  0.897810 |  0.929000 |     45.28 |     44.16 |  0.630637 |  0.206361 |  7.49E-03 |     88.28 | 
|         8 |       148 |  4.74E-02 |  0.912531 |  0.929000 |     39.90 |     36.49 |  0.172676 |  0.135475 |  7.43E-03 |     89.31 | 
|         8 |       222 |  3.56E-02 |  0.900564 |  0.929000 |     38.42 |     34.60 |  0.131613 |  0.107147 |  7.37E-03 |     90.45 | 
|         8 |       296 |  2.91E-02 |  0.903894 |  0.929000 |     38.36 |     34.24 |  0.080370 |  0.076183 |  7.31E-03 |     91.57 | 
|         8 |       370 |  2.50E-02 |  0.893292 |  0.929000 |     38.84 |     34.48 |  0.157079 |  0.082978 |  7.26E-03 |     92.78 | 
|         8 |       444 |  2.21E-02 |  0.892039 |  0.929000 |     39.24 |     34.75 |  0.047599 |  0.041498 |  7.20E-03 |     93.99 | 
|         8 |       518 |  1.98E-02 |  0.889775 |  0.929000 |     39.25 |     34.74 |  0.069550 |  0.054726 |  7.14E-03 |     95.19 | 
|         8 |       592 |  1.82E-02 |  0.906158 |  0.929000 |     39.54 |     34.88 |  0.080590 |  0.067151 |  7.08E-03 |     96.43 | 
|         8 |       666 |  1.67E-02 |  0.902319 |  0.929000 |     39.92 |     35.03 |  0.067302 |  0.056924 |  7.02E-03 |     97.69 | 
|         8 |       740 |  1.62E-02 |  0.900494 |  0.929000 |     39.96 |     35.14 |  0.081982 |  0.064241 |  6.96E-03 |     98.94 | 
|         8 |       814 |  1.57E-02 |  0.881234 |  0.929000 |     40.02 |     35.20 |  0.105706 |  0.081401 |  6.90E-03 |    100.14 | 
|         8 |       823 |  1.56E-02 |  0.903061 |  0.929000 |     40.03 |     35.19 |  0.048660 |  0.038990 |  6.89E-03 |    101.03 | 
|         9 |        74 |  4.12E-03 |  0.908959 |  0.929000 |     42.51 |     36.54 |  0.099515 |  0.078863 |  6.83E-03 |    101.43 | 
|         9 |       148 |  2.07E-02 |  0.905395 |  0.929000 |     43.26 |     39.10 |  0.106892 |  0.087680 |  6.77E-03 |    102.78 | 
|         9 |       222 |  1.70E-02 |  0.901288 |  0.929000 |     44.09 |     39.74 |  0.131579 |  0.106377 |  6.71E-03 |    104.11 | 
|         9 |       296 |  1.54E-02 |  0.900614 |  0.929000 |     43.88 |     39.53 |  0.049635 |  0.038675 |  6.65E-03 |    105.50 | 
|         9 |       370 |  1.31E-02 |  0.897715 |  0.929000 |     43.89 |     39.33 |  0.067412 |  0.052839 |  6.59E-03 |    106.88 | 
|         9 |       444 |  1.28E-02 |  0.920211 |  0.929000 |     43.81 |     39.22 |  0.100961 |  0.077788 |  6.52E-03 |    108.16 | 
|         9 |       518 |  1.20E-02 |  0.902996 |  0.929000 |     43.98 |     39.37 |  0.075392 |  0.059622 |  6.46E-03 |    109.43 | 
