*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 08:26:24 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  4.70E-01 |  0.886502 |  0.886502 |     16.36 |     15.95 |  0.230842 |  0.222564 |  1.00E-02 |      0.21 | 
|         1 |       148 |  3.01E-01 |  0.903272 |  0.903272 |     16.66 |     15.96 |  0.142360 |  0.197419 |  1.00E-02 |      0.81 | 
|         1 |       222 |  2.46E-01 |  0.903272 |  0.903272 |     16.65 |     15.81 |  0.104737 |  0.153920 |  1.00E-02 |      1.41 | 
|         1 |       296 |  2.00E-01 |  0.901208 |  0.903272 |     16.63 |     15.65 |  0.056819 |  0.072038 |  9.99E-03 |      2.00 | 
|         1 |       370 |  1.70E-01 |  0.903971 |  0.903971 |     16.65 |     15.55 |  0.143689 |  0.146179 |  9.99E-03 |      2.59 | 
|         1 |       444 |  1.62E-01 |  0.895683 |  0.903971 |     16.77 |     15.59 |  0.079842 |  0.095149 |  9.98E-03 |      3.19 | 
|         1 |       518 |  1.45E-01 |  0.889931 |  0.903971 |     16.85 |     15.55 |  0.638750 |  0.359082 |  9.98E-03 |      3.80 | 
|         1 |       592 |  1.34E-01 |  0.877728 |  0.903971 |     16.91 |     15.57 |  0.089475 |  0.085046 |  9.97E-03 |      4.41 | 
|         1 |       666 |  1.22E-01 |  0.883636 |  0.903971 |     17.00 |     15.57 |  0.179158 |  0.173056 |  9.96E-03 |      5.03 | 
|         1 |       740 |  1.12E-01 |  0.883922 |  0.903971 |     17.11 |     15.67 |  0.149680 |  0.147714 |  9.96E-03 |      5.66 | 
|         1 |       814 |  1.05E-01 |  0.867580 |  0.903971 |     17.21 |     15.79 |  0.191105 |  0.182161 |  9.95E-03 |      6.29 | 
|         1 |       823 |  1.04E-01 |  0.882714 |  0.903971 |     17.22 |     15.79 |  0.166682 |  0.150335 |  9.94E-03 |      6.75 | 
|         2 |        74 |  1.63E-02 |  0.883062 |  0.903971 |     18.62 |     16.70 |  0.208043 |  0.186777 |  9.93E-03 |      6.97 | 
|         2 |       148 |  1.82E-02 |  0.884726 |  0.903971 |     18.82 |     17.01 |  0.170163 |  0.134918 |  9.92E-03 |      7.61 | 
|         2 |       222 |  1.62E-02 |  0.894275 |  0.903971 |     19.09 |     17.04 |  0.174966 |  0.185979 |  9.91E-03 |      8.27 | 
|         2 |       296 |  2.74E-02 |  0.893169 |  0.903971 |     19.46 |     17.44 |  0.096504 |  0.089223 |  9.90E-03 |      8.94 | 
|         2 |       370 |  3.75E-02 |  0.877410 |  0.903971 |     19.88 |     17.89 |  0.298565 |  0.294277 |  9.88E-03 |      9.65 | 
|         2 |       444 |  3.39E-02 |  0.897017 |  0.903971 |     20.18 |     18.10 |  0.122887 |  0.103907 |  9.87E-03 |     10.39 | 
|         2 |       518 |  3.06E-02 |  0.877419 |  0.903971 |     20.46 |     18.29 |  0.071613 |  0.064446 |  9.85E-03 |     11.13 | 
|         2 |       592 |  2.79E-02 |  0.877040 |  0.903971 |     20.72 |     18.43 |  0.079374 |  0.075297 |  9.84E-03 |     11.87 | 
|         2 |       666 |  2.59E-02 |  0.891566 |  0.903971 |     20.95 |     18.54 |  0.147658 |  0.131862 |  9.82E-03 |     12.61 | 
|         2 |       740 |  2.45E-02 |  0.905989 |  0.905989 |     21.11 |     18.64 |  0.091479 |  0.089401 |  9.80E-03 |     13.40 | 
|         2 |       814 |  2.53E-02 |  0.876520 |  0.905989 |     21.26 |     18.81 |  0.116444 |  0.102112 |  9.78E-03 |     14.19 | 
|         2 |       823 |  2.79E-02 |  0.913282 |  0.913282 |     21.27 |     18.83 |  2.021572 |  3.494525 |  9.78E-03 |     14.78 | 
|         3 |        74 |  7.88E-02 |  0.880591 |  0.913282 |     26.15 |     23.65 |  0.707851 |  0.290180 |  9.76E-03 |     15.07 | 
|         3 |       148 |  8.50E-02 |  0.893382 |  0.913282 |     26.51 |     23.98 |  0.319809 |  0.249662 |  9.74E-03 |     15.99 | 
|         3 |       222 |  7.01E-02 |  0.891445 |  0.913282 |     26.44 |     23.68 |  0.138274 |  0.111714 |  9.72E-03 |     16.86 | 
|         3 |       296 |  5.78E-02 |  0.899927 |  0.913282 |     26.47 |     23.52 |  0.090682 |  0.081105 |  9.69E-03 |     17.74 | 
|         3 |       370 |  5.38E-02 |  0.890842 |  0.913282 |     26.50 |     23.57 |  0.095081 |  0.081785 |  9.67E-03 |     18.65 | 
|         3 |       444 |  4.83E-02 |  0.872325 |  0.913282 |     26.70 |     23.79 |  0.380486 |  0.118356 |  9.65E-03 |     19.57 | 
|         3 |       518 |  5.40E-02 |  0.870430 |  0.913282 |     26.99 |     24.13 |  0.399043 |  0.399484 |  9.62E-03 |     20.53 | 
|         3 |       592 |  4.96E-02 |  0.916096 |  0.916096 |     27.48 |     24.51 |  0.101968 |  0.083604 |  9.60E-03 |     21.47 | 
|         3 |       666 |  4.56E-02 |  0.885806 |  0.916096 |     27.91 |     24.87 |  0.237937 |  0.204389 |  9.57E-03 |     22.44 | 
|         3 |       740 |  4.37E-02 |  0.895080 |  0.916096 |     28.43 |     25.48 |  0.081811 |  0.075809 |  9.54E-03 |     23.48 | 
|         3 |       814 |  4.11E-02 |  0.919033 |  0.919033 |     28.92 |     25.84 |  0.674610 |  0.190703 |  9.51E-03 |     24.67 | 
|         3 |       823 |  4.08E-02 |  0.905256 |  0.919033 |     28.97 |     25.89 |  0.119236 |  0.096811 |  9.51E-03 |     25.53 | 
|         4 |        74 |  8.91E-03 |  0.885653 |  0.919033 |     34.12 |     29.72 |  0.091202 |  0.079816 |  9.48E-03 |     25.97 | 
|         4 |       148 |  7.95E-03 |  0.878245 |  0.919033 |     34.47 |     29.41 |  0.112411 |  0.093311 |  9.45E-03 |     27.25 | 
|         4 |       222 |  1.50E-02 |  0.905308 |  0.919033 |     34.77 |     30.01 |  0.191267 |  0.171527 |  9.42E-03 |     28.35 | 
|         4 |       296 |  1.53E-02 |  0.889784 |  0.919033 |     35.25 |     30.66 |  0.057791 |  0.049137 |  9.39E-03 |     29.49 | 
|         4 |       370 |  1.42E-02 |  0.897080 |  0.919033 |     35.04 |     30.54 |  0.134415 |  0.124925 |  9.36E-03 |     30.60 | 
|         4 |       444 |  1.54E-02 |  0.901180 |  0.919033 |     34.92 |     30.56 |  0.204815 |  0.095076 |  9.32E-03 |     31.71 | 
|         4 |       518 |  1.49E-02 |  0.876454 |  0.919033 |     34.95 |     30.63 |  0.201419 |  0.190042 |  9.29E-03 |     32.82 | 
|         4 |       592 |  1.41E-02 |  0.890726 |  0.919033 |     34.99 |     30.61 |  0.133068 |  0.127457 |  9.25E-03 |     33.92 | 
|         4 |       666 |  2.01E-02 |  0.909414 |  0.919033 |     35.26 |     31.16 |  0.199707 |  0.147636 |  9.22E-03 |     35.11 | 
|         4 |       740 |  2.38E-02 |  0.898225 |  0.919033 |     35.41 |     31.49 |  0.076701 |  0.065163 |  9.18E-03 |     36.31 | 
|         4 |       814 |  2.28E-02 |  0.902332 |  0.919033 |     35.11 |     31.23 |  0.214061 |  0.214073 |  9.15E-03 |     37.32 | 
|         4 |       823 |  2.28E-02 |  0.914997 |  0.919033 |     35.07 |     31.20 |  0.707613 |  0.271220 |  9.14E-03 |     38.05 | 
|         5 |        74 |  1.76E-02 |  0.895608 |  0.919033 |     30.61 |     27.57 |  0.163821 |  0.128124 |  9.10E-03 |     38.38 | 
|         5 |       148 |  1.24E-02 |  0.886297 |  0.919033 |     30.64 |     27.15 |  0.123662 |  0.102897 |  9.06E-03 |     39.40 | 
|         5 |       222 |  1.04E-02 |  0.912045 |  0.919033 |     30.88 |     26.89 |  0.430101 |  0.268554 |  9.03E-03 |     40.53 | 
|         5 |       296 |  9.94E-03 |  0.890411 |  0.919033 |     31.11 |     26.99 |  0.069071 |  0.056987 |  8.99E-03 |     41.63 | 
|         5 |       370 |  3.38E-02 |  0.901836 |  0.919033 |     30.30 |     26.69 |  0.179256 |  0.146693 |  8.94E-03 |     42.73 | 
|         5 |       444 |  3.03E-02 |  0.883238 |  0.919033 |     29.72 |     26.25 |  0.128395 |  0.095198 |  8.90E-03 |     43.60 | 
|         5 |       518 |  2.89E-02 |  0.909967 |  0.919033 |     29.45 |     26.00 |  0.074942 |  0.057141 |  8.86E-03 |     44.52 | 
|         5 |       592 |  2.64E-02 |  0.892818 |  0.919033 |     29.39 |     25.94 |  0.070825 |  0.057315 |  8.82E-03 |     45.41 | 
|         5 |       666 |  2.58E-02 |  0.900073 |  0.919033 |     29.36 |     25.91 |  0.183457 |  0.161274 |  8.78E-03 |     46.36 | 
|         5 |       740 |  2.43E-02 |  0.913687 |  0.919033 |     29.22 |     25.78 |  0.103875 |  0.086078 |  8.73E-03 |     47.24 | 
|         5 |       814 |  2.79E-02 |  0.896625 |  0.919033 |     29.08 |     25.77 |  0.286730 |  0.231280 |  8.69E-03 |     48.12 | 
|         5 |       823 |  2.79E-02 |  0.896527 |  0.919033 |     29.09 |     25.78 |  0.147842 |  0.120666 |  8.68E-03 |     48.84 | 
|         6 |        74 |  1.30E-02 |  0.884853 |  0.919033 |     28.69 |     24.76 |  0.051867 |  0.043697 |  8.64E-03 |     49.16 | 
|         6 |       148 |  1.03E-02 |  0.894930 |  0.919033 |     28.30 |     24.28 |  0.165937 |  0.148711 |  8.59E-03 |     50.13 | 
|         6 |       222 |  1.26E-02 |  0.895124 |  0.919033 |     27.97 |     24.12 |  0.074187 |  0.057163 |  8.54E-03 |     51.07 | 
|         6 |       296 |  1.21E-02 |  0.915182 |  0.919033 |     27.42 |     23.48 |  0.103065 |  0.088616 |  8.50E-03 |     51.93 | 
