*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Thu Mar  7 17:24:07 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  8.44E-01 |  0.890896 |  0.890896 |      6.00 |      5.00 |  1.234292 |  0.458903 |  1.00E-02 |      0.09 | 
|         1 |       148 |  5.57E-01 |  0.907112 |  0.907112 |      6.00 |      5.00 |  0.433390 |  0.357430 |  1.00E-02 |      0.27 | 
|         1 |       222 |  4.34E-01 |  0.873932 |  0.907112 |      6.00 |      5.00 |  0.568313 |  0.200130 |  1.00E-02 |      0.45 | 
|         1 |       296 |  3.60E-01 |  0.834290 |  0.907112 |      6.00 |      5.00 |  0.624632 |  0.243180 |  9.99E-03 |      0.62 | 
|         1 |       370 |  2.99E-01 |  0.892066 |  0.907112 |      6.00 |      5.00 |  0.597270 |  0.241185 |  9.99E-03 |      0.80 | 
|         1 |       444 |  2.73E-01 |  0.899482 |  0.907112 |      6.00 |      5.00 |  1.042995 |  0.332754 |  9.98E-03 |      0.98 | 
|         1 |       518 |  2.44E-01 |  0.883671 |  0.907112 |      6.00 |      5.00 |  0.242715 |  0.113238 |  9.98E-03 |      1.16 | 
|         1 |       592 |  2.18E-01 |  0.881551 |  0.907112 |      6.00 |      5.00 |  0.138463 |  0.108810 |  9.97E-03 |      1.34 | 
|         1 |       666 |  2.00E-01 |  0.895671 |  0.907112 |      6.00 |      5.00 |  0.297265 |  0.198015 |  9.96E-03 |      1.52 | 
|         1 |       740 |  1.84E-01 |  0.862093 |  0.907112 |      6.00 |      5.00 |  0.569077 |  0.152217 |  9.96E-03 |      1.70 | 
|         1 |       814 |  1.71E-01 |  0.889911 |  0.907112 |      6.00 |      5.00 |  0.417970 |  0.108353 |  9.95E-03 |      1.88 | 
|         1 |       823 |  1.70E-01 |  0.881744 |  0.907112 |      6.00 |      5.00 |  0.371842 |  0.332177 |  9.94E-03 |      2.00 | 
|         2 |        74 |  3.83E-02 |  0.880833 |  0.907112 |      6.00 |      5.00 |  0.153048 |  0.091762 |  9.93E-03 |      2.08 | 
|         2 |       148 |  3.64E-02 |  0.886339 |  0.907112 |      6.00 |      5.00 |  0.091115 |  0.066741 |  9.92E-03 |      2.27 | 
|         2 |       222 |  3.78E-02 |  0.896401 |  0.907112 |      6.00 |      5.00 |  0.223550 |  0.121642 |  9.91E-03 |      2.45 | 
|         2 |       296 |  3.95E-02 |  0.881751 |  0.907112 |      6.00 |      5.00 |  0.356960 |  0.186506 |  9.90E-03 |      2.63 | 
|         2 |       370 |  3.90E-02 |  0.854725 |  0.907112 |      6.00 |      5.00 |  0.100127 |  0.054307 |  9.88E-03 |      2.81 | 
|         2 |       444 |  5.08E-02 |  0.900769 |  0.907112 |      6.00 |      5.00 |  0.523905 |  0.320447 |  9.87E-03 |      2.99 | 
|         2 |       518 |  6.33E-02 |  0.909804 |  0.909804 |      6.00 |      5.00 |  0.576836 |  0.296292 |  9.85E-03 |      3.16 | 
|         2 |       592 |  6.24E-02 |  0.920285 |  0.920285 |      6.00 |      5.00 |  0.260910 |  0.150475 |  9.84E-03 |      3.34 | 
|         2 |       666 |  6.56E-02 |  0.885714 |  0.920285 |      6.00 |      5.00 |  1.019457 |  0.502583 |  9.82E-03 |      3.52 | 
|         2 |       740 |  7.19E-02 |  0.850859 |  0.920285 |      6.00 |      5.00 |  0.257228 |  0.114103 |  9.80E-03 |      3.69 | 
|         2 |       814 |  7.33E-02 |  0.914410 |  0.920285 |      6.00 |      5.00 |  0.608777 |  0.315865 |  9.78E-03 |      3.87 | 
|         2 |       823 |  7.34E-02 |  0.886720 |  0.920285 |      6.00 |      5.00 |  0.594164 |  0.238404 |  9.78E-03 |      3.99 | 
|         3 |        74 |  7.79E-02 |  0.886981 |  0.920285 |      6.00 |      5.00 |  0.505593 |  0.264876 |  9.76E-03 |      4.07 | 
|         3 |       148 |  6.22E-02 |  0.899197 |  0.920285 |      6.00 |      5.00 |  1.163054 |  0.707102 |  9.74E-03 |      4.25 | 
|         3 |       222 |  6.14E-02 |  0.908372 |  0.920285 |      6.00 |      5.00 |  0.213892 |  0.137771 |  9.72E-03 |      4.42 | 
|         3 |       296 |  6.59E-02 |  0.913580 |  0.920285 |      6.00 |      5.00 |  0.266035 |  0.183555 |  9.69E-03 |      4.60 | 
|         3 |       370 |  6.61E-02 |  0.919482 |  0.920285 |      6.00 |      5.00 |  0.219535 |  0.154632 |  9.67E-03 |      4.77 | 
|         3 |       444 |  6.38E-02 |  0.899413 |  0.920285 |      6.00 |      5.00 |  1.149221 |  0.398482 |  9.65E-03 |      4.95 | 
|         3 |       518 |  6.06E-02 |  0.906134 |  0.920285 |      6.00 |      5.00 |  0.174550 |  0.057518 |  9.62E-03 |      5.13 | 
|         3 |       592 |  7.95E-02 |  0.861029 |  0.920285 |      6.00 |      5.00 |  0.205685 |  0.180632 |  9.60E-03 |      5.31 | 
|         3 |       666 |  8.82E-02 |  0.895095 |  0.920285 |      6.00 |      5.00 |  0.374694 |  0.218287 |  9.57E-03 |      5.49 | 
|         3 |       740 |  1.11E-01 |  0.894118 |  0.920285 |      6.00 |      5.00 |  1.437768 |  0.497093 |  9.54E-03 |      5.66 | 
|         3 |       814 |  1.54E-01 |  0.899181 |  0.920285 |      6.00 |      5.00 |  0.823214 |  0.246099 |  9.51E-03 |      5.85 | 
|         3 |       823 |  1.55E-01 |  0.904090 |  0.920285 |      6.00 |      5.00 |  0.434494 |  0.429440 |  9.51E-03 |      5.96 | 
|         4 |        74 |  2.86E-01 |  0.896401 |  0.920285 |      6.00 |      5.00 |  0.531417 |  0.305109 |  9.48E-03 |      6.04 | 
|         4 |       148 |  3.21E-01 |  0.885402 |  0.920285 |      6.00 |      5.00 |  1.917503 |  0.343067 |  9.45E-03 |      6.22 | 
|         4 |       222 |  3.84E-01 |  0.878049 |  0.920285 |      6.00 |      5.00 |  0.767528 |  0.259279 |  9.42E-03 |      6.40 | 
|         4 |       296 |  3.56E-01 |  0.893390 |  0.920285 |      6.00 |      5.00 |  0.322399 |  0.236165 |  9.39E-03 |      6.57 | 
|         4 |       370 |  3.18E-01 |  0.861581 |  0.920285 |      6.00 |      5.00 |  0.204025 |  0.135320 |  9.36E-03 |      6.75 | 
|         4 |       444 |  3.01E-01 |  0.907837 |  0.920285 |      6.00 |      5.00 |  0.938496 |  1.056635 |  9.32E-03 |      6.93 | 
|         4 |       518 |  3.25E-01 |  0.863029 |  0.920285 |      6.00 |      5.00 |  4.069839 |  0.936848 |  9.29E-03 |      7.11 | 
|         4 |       592 |  3.19E-01 |  0.903730 |  0.920285 |      6.00 |      5.00 |  0.557104 |  0.155789 |  9.25E-03 |      7.29 | 
