*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:49:02 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.37E-01 |  0.935485 |  0.935485 |      8.00 |      7.00 |  0.062914 |  0.258601 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.38E-01 |  0.937724 |  0.937724 |      8.00 |      7.00 |  0.043561 |  0.191114 |  1.00E-02 |      0.36 | 
|         1 |       111 |  9.69E-01 |  0.935915 |  0.937724 |      8.00 |      7.00 |  0.068609 |  0.346598 |  1.00E-02 |      0.59 | 
|         1 |       148 |  9.51E-01 |  0.936617 |  0.937724 |      8.00 |      7.00 |  0.083898 |  0.150134 |  9.99E-03 |      0.82 | 
|         1 |       185 |  9.19E-01 |  0.935914 |  0.937724 |      8.00 |      7.00 |  0.555691 |  0.299911 |  9.99E-03 |      1.05 | 
|         1 |       222 |  8.72E-01 |  0.937714 |  0.937724 |      8.00 |      7.00 |  0.405062 |  0.210924 |  9.98E-03 |      1.28 | 
|         1 |       259 |  8.11E-01 |  0.944327 |  0.944327 |      8.00 |      7.00 |  0.505406 |  0.362681 |  9.98E-03 |      1.52 | 
|         1 |       296 |  7.40E-01 |  0.933006 |  0.944327 |      8.00 |      7.00 |  0.115911 |  0.082691 |  9.97E-03 |      1.75 | 
|         1 |       333 |  6.79E-01 |  0.928864 |  0.944327 |      8.00 |      7.00 |  0.371148 |  0.247008 |  9.96E-03 |      1.98 | 
|         1 |       370 |  6.28E-01 |  0.920537 |  0.944327 |      8.00 |      7.00 |  0.312337 |  0.270130 |  9.95E-03 |      2.21 | 
|         1 |       407 |  5.84E-01 |  0.932139 |  0.944327 |      8.00 |      7.00 |  1.258546 |  0.404774 |  9.94E-03 |      2.45 | 
|         2 |        37 |  1.40E-01 |  0.923794 |  0.944327 |      8.00 |      7.00 |  0.201183 |  0.237367 |  9.93E-03 |      2.57 | 
|         2 |        74 |  1.44E-01 |  0.862619 |  0.944327 |      8.00 |      7.00 |  0.394652 |  0.392411 |  9.92E-03 |      2.81 | 
|         2 |       111 |  1.46E-01 |  0.912681 |  0.944327 |      8.00 |      7.00 |  0.321131 |  0.120377 |  9.91E-03 |      3.04 | 
|         2 |       148 |  1.42E-01 |  0.890345 |  0.944327 |      8.00 |      7.00 |  0.089043 |  0.129733 |  9.90E-03 |      3.28 | 
|         2 |       185 |  1.42E-01 |  0.897307 |  0.944327 |      8.00 |      7.00 |  0.102326 |  0.057738 |  9.88E-03 |      3.51 | 
|         2 |       222 |  1.40E-01 |  0.905706 |  0.944327 |      8.00 |      7.00 |  0.240934 |  0.169049 |  9.87E-03 |      3.75 | 
|         2 |       259 |  1.39E-01 |  0.915873 |  0.944327 |      8.00 |      7.00 |  0.371787 |  0.212658 |  9.85E-03 |      3.99 | 
|         2 |       296 |  1.39E-01 |  0.929903 |  0.944327 |      8.00 |      7.00 |  0.458781 |  0.483022 |  9.84E-03 |      4.22 | 
