*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:51:43 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.68E-01 |  0.935915 |  0.935915 |      8.00 |      7.00 |  0.096085 |  0.459465 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.74E-01 |  0.935937 |  0.935937 |      8.00 |      7.00 |  0.060354 |  0.303123 |  1.00E-02 |      0.35 | 
|         1 |       111 |  9.78E-01 |  0.937805 |  0.937805 |      8.00 |      7.00 |  0.056378 |  0.293228 |  1.00E-02 |      0.57 | 
|         1 |       148 |  9.99E-01 |  0.937350 |  0.937805 |      8.00 |      7.00 |  0.036316 |  0.148236 |  9.99E-03 |      0.80 | 
|         1 |       185 |  9.80E-01 |  0.937199 |  0.937805 |      8.00 |      7.00 |  0.202357 |  0.540417 |  9.99E-03 |      1.03 | 
|         1 |       222 |  9.08E-01 |  0.940146 |  0.940146 |      8.00 |      7.00 |  0.660029 |  0.242140 |  9.98E-03 |      1.25 | 
|         1 |       259 |  8.27E-01 |  0.933036 |  0.940146 |      8.00 |      7.00 |  1.367668 |  0.586946 |  9.98E-03 |      1.48 | 
|         1 |       296 |  7.61E-01 |  0.929747 |  0.940146 |      8.00 |      7.00 |  0.910307 |  0.289027 |  9.97E-03 |      1.70 | 
|         1 |       333 |  7.09E-01 |  0.933138 |  0.940146 |      8.00 |      7.00 |  0.724287 |  0.530276 |  9.96E-03 |      1.93 | 
|         1 |       370 |  6.65E-01 |  0.922035 |  0.940146 |      8.00 |      7.00 |  0.506990 |  0.311598 |  9.95E-03 |      2.15 | 
|         1 |       407 |  6.20E-01 |  0.893064 |  0.940146 |      8.00 |      7.00 |  1.007311 |  0.702760 |  9.94E-03 |      2.37 | 
|         2 |        37 |  2.31E-01 |  0.908403 |  0.940146 |      8.00 |      7.00 |  0.491851 |  0.508411 |  9.93E-03 |      2.49 | 
|         2 |        74 |  2.16E-01 |  0.886848 |  0.940146 |      8.00 |      7.00 |  1.304148 |  0.580649 |  9.92E-03 |      2.72 | 
|         2 |       111 |  1.94E-01 |  0.900020 |  0.940146 |      8.00 |      7.00 |  0.435755 |  0.410384 |  9.91E-03 |      2.96 | 
|         2 |       148 |  1.77E-01 |  0.899233 |  0.940146 |      8.00 |      7.00 |  0.104311 |  0.085455 |  9.90E-03 |      3.19 | 
|         2 |       185 |  1.70E-01 |  0.909635 |  0.940146 |      8.00 |      7.00 |  0.932958 |  0.534084 |  9.88E-03 |      3.42 | 
|         2 |       222 |  1.65E-01 |  0.914034 |  0.940146 |      8.00 |      7.00 |  0.174462 |  0.088559 |  9.87E-03 |      3.65 | 
