*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 07:54:05 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  5.47E-01 |  0.886969 |  0.886969 |     19.35 |     18.91 |  0.221314 |  0.288394 |  1.00E-02 |      0.18 | 
|         1 |       148 |  3.75E-01 |  0.891470 |  0.891470 |     20.47 |     19.47 |  0.282636 |  0.459853 |  1.00E-02 |      0.78 | 
|         1 |       222 |  2.82E-01 |  0.903657 |  0.903657 |     21.55 |     20.08 |  0.127809 |  0.141505 |  1.00E-02 |      1.38 | 
|         1 |       296 |  2.43E-01 |  0.899859 |  0.903657 |     22.28 |     20.47 |  0.460868 |  0.625786 |  9.99E-03 |      2.01 | 
|         1 |       370 |  2.11E-01 |  0.907796 |  0.907796 |     22.60 |     20.48 |  0.379421 |  0.453338 |  9.99E-03 |      2.64 | 
|         1 |       444 |  1.96E-01 |  0.905903 |  0.907796 |     22.76 |     20.42 |  0.226151 |  0.228582 |  9.98E-03 |      3.26 | 
|         1 |       518 |  1.78E-01 |  0.901616 |  0.907796 |     22.74 |     20.21 |  0.137858 |  0.126760 |  9.98E-03 |      3.86 | 
|         1 |       592 |  1.73E-01 |  0.896774 |  0.907796 |     22.73 |     20.08 |  0.390806 |  0.481041 |  9.97E-03 |      4.48 | 
|         1 |       666 |  1.61E-01 |  0.895055 |  0.907796 |     22.66 |     19.92 |  0.211497 |  0.200511 |  9.96E-03 |      5.06 | 
|         1 |       740 |  1.51E-01 |  0.905554 |  0.907796 |     22.61 |     19.79 |  0.352348 |  0.190660 |  9.96E-03 |      5.64 | 
|         1 |       814 |  1.41E-01 |  0.912752 |  0.912752 |     22.57 |     19.70 |  0.564563 |  0.224459 |  9.95E-03 |      6.22 | 
|         1 |       823 |  1.42E-01 |  0.902090 |  0.912752 |     22.57 |     19.69 |  0.243041 |  0.255778 |  9.94E-03 |      6.65 | 
|         2 |        74 |  4.33E-02 |  0.913874 |  0.913874 |     21.95 |     18.57 |  0.199640 |  0.205687 |  9.93E-03 |      6.82 | 
|         2 |       148 |  3.79E-02 |  0.921548 |  0.921548 |     21.90 |     18.74 |  0.380069 |  0.246748 |  9.92E-03 |      7.39 | 
