*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 21:01:15 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  7.85E-01 |  0.928204 |  0.928204 |     23.00 |     23.41 |  0.152906 |  0.159983 |  1.00E-02 |      0.13 | 
|         1 |        74 |  5.81E-01 |  0.927138 |  0.928204 |     27.26 |     28.03 |  0.081391 |  0.127716 |  1.00E-02 |      0.51 | 
|         1 |       111 |  4.52E-01 |  0.944997 |  0.944997 |     31.77 |     31.80 |  0.101293 |  0.077369 |  1.00E-02 |      1.11 | 
|         1 |       148 |  3.62E-01 |  0.936690 |  0.944997 |     34.32 |     33.47 |  0.276920 |  0.312319 |  9.99E-03 |      1.64 | 
|         1 |       185 |  3.14E-01 |  0.943243 |  0.944997 |     36.51 |     35.33 |  0.267410 |  0.294209 |  9.99E-03 |      2.23 | 
|         1 |       222 |  2.81E-01 |  0.942940 |  0.944997 |     38.27 |     36.87 |  0.106345 |  0.104447 |  9.98E-03 |      2.85 | 
|         1 |       259 |  2.50E-01 |  0.938492 |  0.944997 |     39.05 |     37.53 |  0.107215 |  0.110905 |  9.98E-03 |      3.44 | 
|         1 |       296 |  2.29E-01 |  0.939442 |  0.944997 |     39.57 |     37.75 |  0.109178 |  0.158946 |  9.97E-03 |      4.00 | 
|         1 |       333 |  2.18E-01 |  0.942170 |  0.944997 |     39.87 |     37.96 |  0.162255 |  0.148484 |  9.96E-03 |      4.57 | 
|         1 |       370 |  2.05E-01 |  0.948390 |  0.948390 |     40.01 |     38.12 |  0.053145 |  0.047050 |  9.95E-03 |      5.14 | 
|         1 |       407 |  1.94E-01 |  0.952100 |  0.952100 |     40.04 |     38.14 |  0.409743 |  0.416084 |  9.94E-03 |      5.72 | 
|         2 |        37 |  1.15E-01 |  0.943920 |  0.952100 |     38.03 |     36.32 |  0.092703 |  0.076606 |  9.93E-03 |      5.90 | 
|         2 |        74 |  8.48E-02 |  0.941093 |  0.952100 |     37.61 |     35.61 |  0.098522 |  0.089135 |  9.92E-03 |      6.47 | 
|         2 |       111 |  8.47E-02 |  0.945116 |  0.952100 |     37.49 |     35.33 |  0.181830 |  0.180879 |  9.91E-03 |      7.04 | 
|         2 |       148 |  7.94E-02 |  0.940827 |  0.952100 |     36.96 |     34.41 |  0.246976 |  0.220368 |  9.90E-03 |      7.57 | 
|         2 |       185 |  7.22E-02 |  0.933024 |  0.952100 |     36.55 |     33.95 |  0.154733 |  0.134138 |  9.88E-03 |      8.12 | 
|         2 |       222 |  6.73E-02 |  0.930939 |  0.952100 |     36.59 |     33.78 |  0.142476 |  0.122541 |  9.87E-03 |      8.68 | 
|         2 |       259 |  6.29E-02 |  0.920597 |  0.952100 |     36.29 |     33.36 |  0.228690 |  0.192099 |  9.85E-03 |      9.22 | 
|         2 |       296 |  5.99E-02 |  0.934132 |  0.952100 |     36.77 |     33.77 |  0.099537 |  0.079677 |  9.84E-03 |      9.85 | 
|         2 |       333 |  6.09E-02 |  0.937744 |  0.952100 |     36.69 |     33.44 |  0.372336 |  0.333067 |  9.82E-03 |     10.40 | 
